"","Localisation","HumanName","BrainRegion"
"30143","Postsynaptic","SGIP1","Frontal lobe"
"30144","Postsynaptic","MAPRE3","Frontal lobe"
"30145","Postsynaptic","RPL9","Frontal lobe"
"30146","Postsynaptic","MAP4","Frontal lobe"
"30147","Postsynaptic","AGAP3","Frontal lobe"
"30148","Postsynaptic","RPL30","Frontal lobe"
"30149","Postsynaptic","NEBL","Frontal lobe"
"30150","Postsynaptic","IGSF8","Frontal lobe"
"30151","Postsynaptic","HSPH1","Frontal lobe"
"30152","Postsynaptic","SCAI","Frontal lobe"
"30153","Postsynaptic","TUBB4A","Frontal lobe"
"30154","Postsynaptic","EFR3B","Frontal lobe"
"30155","Postsynaptic","AUH","Frontal lobe"
"30156","Postsynaptic","PRDX5","Frontal lobe"
"30157","Postsynaptic","ATP5H","Frontal lobe"
"30158","Postsynaptic","ARPC1A","Frontal lobe"
"30159","Postsynaptic","VAPB","Frontal lobe"
"30160","Postsynaptic","GPI","Frontal lobe"
"30161","Postsynaptic","ATP6V1D","Frontal lobe"
"30162","Postsynaptic","OGDH","Frontal lobe"
"30163","Postsynaptic","NDUFV1","Frontal lobe"
"30164","Postsynaptic","DCTN2","Frontal lobe"
"30165","Postsynaptic","CCT7","Frontal lobe"
"30166","Postsynaptic","HSPA2","Frontal lobe"
"30167","Postsynaptic","PKM","Frontal lobe"
"30168","Postsynaptic","NRXN3","Frontal lobe"
"30169","Postsynaptic","DYNC1I1","Frontal lobe"
"30170","Postsynaptic","NAPA","Frontal lobe"
"30171","Postsynaptic","09-Sep","Frontal lobe"
"30172","Postsynaptic","ATP5PO","Frontal lobe"
"30173","Postsynaptic","HADHB","Frontal lobe"
"30174","Postsynaptic","RPN1","Frontal lobe"
"30175","Postsynaptic","ACLY","Frontal lobe"
"30176","Postsynaptic","ADAM23","Frontal lobe"
"30177","Postsynaptic","ITPR1","Frontal lobe"
"30178","Postsynaptic","DYNC1LI1","Frontal lobe"
"30179","Postsynaptic","TOMM70A","Frontal lobe"
"30180","Postsynaptic","VPS35","Frontal lobe"
"30181","Postsynaptic","SND1","Frontal lobe"
"30182","Postsynaptic","CCT2","Frontal lobe"
"30183","Postsynaptic","NCKIPSD","Frontal lobe"
"30184","Postsynaptic","ACSL6","Frontal lobe"
"30185","Postsynaptic","PTK2B","Frontal lobe"
"30186","Postsynaptic","ATAD3A","Frontal lobe"
"30187","Postsynaptic","MAP2K1","Frontal lobe"
"30188","Postsynaptic","NDUFA10","Frontal lobe"
"30189","Postsynaptic","NDUFV2","Frontal lobe"
"30190","Postsynaptic","RALA","Frontal lobe"
"30191","Postsynaptic","USMG5","Frontal lobe"
"30192","Postsynaptic","CEND1","Frontal lobe"
"30193","Postsynaptic","ATP2B1","Frontal lobe"
"30194","Postsynaptic","SCCPDH","Frontal lobe"
"30195","Postsynaptic","CORO1A","Frontal lobe"
"30196","Postsynaptic","DCTN4","Frontal lobe"
"30197","Postsynaptic","EIF4A2","Frontal lobe"
"30198","Postsynaptic","ITSN1","Frontal lobe"
"30199","Postsynaptic","CLU","Frontal lobe"
"30200","Postsynaptic","FAM81A","Frontal lobe"
"30201","Postsynaptic","RAP1A","Frontal lobe"
"30202","Postsynaptic","SOGA3","Frontal lobe"
"30203","Postsynaptic","HNRNPK","Frontal lobe"
"30204","Postsynaptic","NF1","Frontal lobe"
"30205","Postsynaptic","PAK1","Frontal lobe"
"30206","Postsynaptic","ADGRB2","Frontal lobe"
"30207","Postsynaptic","TRIO","Frontal lobe"
"30208","Postsynaptic","ICAM5","Frontal lobe"
"30209","Postsynaptic","CCT3","Frontal lobe"
"30210","Postsynaptic","NGEF","Frontal lobe"
"30211","Postsynaptic","BRSK1","Frontal lobe"
"30212","Postsynaptic","CDC42","Frontal lobe"
"30213","Postsynaptic","DNM1L","Frontal lobe"
"30214","Postsynaptic","NBEA","Frontal lobe"
"30215","Postsynaptic","PRKAR1A","Frontal lobe"
"30216","Postsynaptic","RAB14","Frontal lobe"
"30217","Postsynaptic","GNB2L1","Frontal lobe"
"30218","Postsynaptic","CDK5","Frontal lobe"
"30219","Postsynaptic","GRM5","Frontal lobe"
"30220","Postsynaptic","EPB41L2","Frontal lobe"
"30221","Postsynaptic","FARSB","Frontal lobe"
"30222","Postsynaptic","SPTBN2","Frontal lobe"
"30223","Postsynaptic","NPTX1","Frontal lobe"
"30224","Postsynaptic","PHF24","Frontal lobe"
"30225","Postsynaptic","GPX4","Frontal lobe"
"30226","Postsynaptic","CYCS","Frontal lobe"
"30227","Postsynaptic","PIP4K2B","Frontal lobe"
"30228","Postsynaptic","OMG","Frontal lobe"
"30229","Postsynaptic","SEC22B","Frontal lobe"
"30230","Postsynaptic","PFN2","Frontal lobe"
"30231","Postsynaptic","CAPZA1","Frontal lobe"
"30232","Postsynaptic","MPP6","Frontal lobe"
"30233","Postsynaptic","ABCD3","Frontal lobe"
"30234","Postsynaptic","RPL24","Frontal lobe"
"30235","Postsynaptic","AP3M2","Frontal lobe"
"30236","Postsynaptic","NDUFA2","Frontal lobe"
"30237","Postsynaptic","HSD17B4","Frontal lobe"
"30238","Postsynaptic","VCP","Frontal lobe"
"30239","Postsynaptic","DMTN","Frontal lobe"
"30240","Postsynaptic","FLOT2","Frontal lobe"
"30241","Postsynaptic","RPL3","Frontal lobe"
"30242","Postsynaptic","LSAMP","Frontal lobe"
"30243","Postsynaptic","IDH3G","Frontal lobe"
"30244","Postsynaptic","PHGDH","Frontal lobe"
"30245","Postsynaptic","RUFY3","Frontal lobe"
"30246","Postsynaptic","EXOC4","Frontal lobe"
"30247","Postsynaptic","DPP6","Frontal lobe"
"30248","Postsynaptic","GNAI1","Frontal lobe"
"30249","Postsynaptic","GNAS","Frontal lobe"
"30250","Postsynaptic","RGS7","Frontal lobe"
"30251","Postsynaptic","RHOT1","Frontal lobe"
"30252","Postsynaptic","TUBB2A","Frontal lobe"
"30253","Postsynaptic","DIRAS2","Frontal lobe"
"30254","Postsynaptic","COX5B","Frontal lobe"
"30255","Postsynaptic","CDC42BPB","Frontal lobe"
"30256","Postsynaptic","NCAM2","Frontal lobe"
"30257","Postsynaptic","PACS1","Frontal lobe"
"30258","Postsynaptic","TRAP1","Frontal lobe"
"30259","Postsynaptic","HNRNPA2B1","Frontal lobe"
"30260","Postsynaptic","DDX5","Frontal lobe"
"30261","Postsynaptic","EPRS","Frontal lobe"
"30262","Postsynaptic","STXBP5","Frontal lobe"
"30263","Postsynaptic","RPS13","Frontal lobe"
"30264","Postsynaptic","HSPA1B","Frontal lobe"
"30265","Postsynaptic","SFPQ","Frontal lobe"
"30266","Postsynaptic","AP3B2","Frontal lobe"
"30267","Postsynaptic","TUBB2B","Frontal lobe"
"30268","Postsynaptic","CAP1","Frontal lobe"
"30269","Postsynaptic","ATP5F1","Frontal lobe"
"30270","Postsynaptic","GNA13","Frontal lobe"
"30271","Postsynaptic","LRRC59","Frontal lobe"
"30272","Postsynaptic","NDUFB9","Frontal lobe"
"30273","Postsynaptic","SRC","Frontal lobe"
"30274","Postsynaptic","EEF1D","Frontal lobe"
"30275","Postsynaptic","DLST","Frontal lobe"
"30276","Postsynaptic","HSD17B12","Frontal lobe"
"30277","Postsynaptic","BTBD17","Frontal lobe"
"30278","Postsynaptic","RMDN3","Frontal lobe"
"30279","Postsynaptic","CORO2B","Frontal lobe"
"30280","Postsynaptic","SLC8A2","Frontal lobe"
"30281","Postsynaptic","HSPA4L","Frontal lobe"
"30282","Postsynaptic","ARHGEF7","Frontal lobe"
"30283","Postsynaptic","CEP170B","Frontal lobe"
"30284","Postsynaptic","DST","Frontal lobe"
"30285","Postsynaptic","DGKZ","Frontal lobe"
"30286","Postsynaptic","TRIM3","Frontal lobe"
"30287","Postsynaptic","RAPGEF2","Frontal lobe"
"30288","Postsynaptic","PRKACB","Frontal lobe"
"30289","Postsynaptic","KLC1","Frontal lobe"
"30290","Postsynaptic","ARHGAP21","Frontal lobe"
"30291","Postsynaptic","NUMBL","Frontal lobe"
"30292","Postsynaptic","GRM1","Frontal lobe"
"30293","Postsynaptic","USP9X","Frontal lobe"
"30294","Postsynaptic","KPNB1","Frontal lobe"
"30295","Postsynaptic","RHOB","Frontal lobe"
"30296","Postsynaptic","TLN2","Frontal lobe"
"30297","Postsynaptic","PRKAR2A","Frontal lobe"
"30298","Postsynaptic","FARSA","Frontal lobe"
"30299","Postsynaptic","G3BP2","Frontal lobe"
"30300","Postsynaptic","CAP2","Frontal lobe"
"30301","Postsynaptic","ATP2B4","Frontal lobe"
"30302","Postsynaptic","IGSF21","Frontal lobe"
"30303","Postsynaptic","PC","Frontal lobe"
"30304","Postsynaptic","CSNK1D","Frontal lobe"
"30305","Postsynaptic","DBNL","Frontal lobe"
"30306","Postsynaptic","CADPS","Frontal lobe"
"30307","Postsynaptic","MGST3","Frontal lobe"
"30308","Postsynaptic","DOCK3","Frontal lobe"
"30309","Postsynaptic","VPS16","Frontal lobe"
"30310","Postsynaptic","DCLK2","Frontal lobe"
"30311","Postsynaptic","RPS5","Frontal lobe"
"30312","Postsynaptic","EMC2","Frontal lobe"
"30313","Postsynaptic","ABR","Frontal lobe"
"30314","Postsynaptic","AP3D1","Frontal lobe"
"30315","Postsynaptic","RAB11FIP5","Frontal lobe"
"30316","Postsynaptic","GAS7","Frontal lobe"
"30317","Postsynaptic","OXCT1","Frontal lobe"
"30318","Postsynaptic","DYNC1LI2","Frontal lobe"
"30319","Postsynaptic","RYR2","Frontal lobe"
"30320","Postsynaptic","WDR37","Frontal lobe"
"30321","Postsynaptic","PRDX6","Frontal lobe"
"30322","Postsynaptic","CPNE6","Frontal lobe"
"30323","Postsynaptic","PSD","Frontal lobe"
"30324","Postsynaptic","PPFIA2","Frontal lobe"
"30325","Postsynaptic","ENPP6","Frontal lobe"
"30326","Postsynaptic","SH3GLB2","Frontal lobe"
"30327","Postsynaptic","DNAJA3","Frontal lobe"
"30328","Postsynaptic","COX2","Frontal lobe"
"30329","Postsynaptic","CLTB","Frontal lobe"
"30330","Postsynaptic","NDUFB10","Frontal lobe"
"30331","Postsynaptic","SDHA","Frontal lobe"
"30332","Postsynaptic","BSG","Frontal lobe"
"30333","Postsynaptic","FASN","Frontal lobe"
"30334","Postsynaptic","STUB1","Frontal lobe"
"30335","Postsynaptic","ATP5I","Frontal lobe"
"30336","Postsynaptic","HACD3","Frontal lobe"
"30337","Postsynaptic","ATP6V1G2","Frontal lobe"
"30338","Postsynaptic","SYN3","Frontal lobe"
"30339","Postsynaptic","CACNG8","Frontal lobe"
"30340","Postsynaptic","EXOC7","Frontal lobe"
"30341","Postsynaptic","C9orf172","Frontal lobe"
"30342","Postsynaptic","GLS","Frontal lobe"
"30343","Postsynaptic","SLC12A2","Frontal lobe"
"30344","Postsynaptic","CDH13","Frontal lobe"
"30345","Postsynaptic","RPL38","Frontal lobe"
"30346","Postsynaptic","RPL19","Frontal lobe"
"30347","Postsynaptic","ATP5J2","Frontal lobe"
"30348","Postsynaptic","RAB35","Frontal lobe"
"30349","Postsynaptic","GABARAPL2","Frontal lobe"
"30350","Postsynaptic","CISD1","Frontal lobe"
"30351","Postsynaptic","PYGB","Frontal lobe"
"30352","Postsynaptic","NDUFB8","Frontal lobe"
"30353","Postsynaptic","RAB5C","Frontal lobe"
"30354","Postsynaptic","PIP5K1C","Frontal lobe"
"30355","Postsynaptic","AHCYL1","Frontal lobe"
"30356","Postsynaptic","FKBP8","Frontal lobe"
"30357","Postsynaptic","FYN","Frontal lobe"
"30358","Postsynaptic","COX4I1","Frontal lobe"
"30359","Postsynaptic","HDLBP","Frontal lobe"
"30360","Postsynaptic","PHYHIP","Frontal lobe"
"30361","Postsynaptic","CNTNAP2","Frontal lobe"
"30362","Postsynaptic","NDUFA7","Frontal lobe"
"30363","Postsynaptic","PSMD2","Frontal lobe"
"30364","Postsynaptic","AGK","Frontal lobe"
"30365","Postsynaptic","EXOC3","Frontal lobe"
"30366","Postsynaptic","SAMM50","Frontal lobe"
"30367","Postsynaptic","NDUFS6","Frontal lobe"
"30368","Postsynaptic","RAP1GDS1","Frontal lobe"
"30369","Postsynaptic","COX5A","Frontal lobe"
"30370","Postsynaptic","NDUFB4","Frontal lobe"
"30371","Postsynaptic","MCCC1","Frontal lobe"
"30372","Postsynaptic","DNAJC11","Frontal lobe"
"30373","Postsynaptic","VPS45","Frontal lobe"
"30374","Postsynaptic","TTC7B","Frontal lobe"
"30375","Postsynaptic","ITPKA","Frontal lobe"
"30376","Postsynaptic","NDUFS7","Frontal lobe"
"30377","Postsynaptic","MCCC2","Frontal lobe"
"30378","Postsynaptic","NDUFA8","Frontal lobe"
"30379","Postsynaptic","COX6C","Frontal lobe"
"30380","Postsynaptic","TANC2","Frontal lobe"
"30381","Postsynaptic","ARHGAP44","Frontal lobe"
"30382","Postsynaptic","BCR","Frontal lobe"
"30383","Postsynaptic","EHD3","Frontal lobe"
"30384","Postsynaptic","MAPK3","Frontal lobe"
"30385","Postsynaptic","KCTD16","Frontal lobe"
"30386","Postsynaptic","RIMBP2","Frontal lobe"
"30387","Postsynaptic","TBK1","Frontal lobe"
"30388","Postsynaptic","WDR47","Frontal lobe"
"30389","Postsynaptic","CLASP1","Frontal lobe"
"30390","Postsynaptic","STRN","Frontal lobe"
"30391","Postsynaptic","DIP2B","Frontal lobe"
"30392","Postsynaptic","FARP1","Frontal lobe"
"30393","Postsynaptic","WDR1","Frontal lobe"
"30394","Postsynaptic","SIRPA","Frontal lobe"
"30395","Postsynaptic","KIF21A","Frontal lobe"
"30396","Postsynaptic","MFN2","Frontal lobe"
"30397","Postsynaptic","KIF1A","Frontal lobe"
"30398","Postsynaptic","KBTBD11","Frontal lobe"
"30399","Postsynaptic","UPF1","Frontal lobe"
"30400","Postsynaptic","SPTBN4","Frontal lobe"
"30401","Postsynaptic","RPL18","Frontal lobe"
"30402","Postsynaptic","EXOC1","Frontal lobe"
"30403","Postsynaptic","MLF2","Frontal lobe"
"30404","Postsynaptic","TNC","Frontal lobe"
"30405","Postsynaptic","ANXA6","Frontal lobe"
"30406","Postsynaptic","PGRMC1","Frontal lobe"
"30407","Postsynaptic","AK1","Frontal lobe"
"30408","Postsynaptic","RHOA","Frontal lobe"
"30409","Postsynaptic","ARF1","Frontal lobe"
"30410","Postsynaptic","GNG7","Frontal lobe"
"30411","Postsynaptic","CRIP2","Frontal lobe"
"30412","Postsynaptic","ATAD1","Frontal lobe"
"30413","Postsynaptic","RAB18","Frontal lobe"
"30414","Postsynaptic","PTPRF","Frontal lobe"
"30415","Postsynaptic","LRRC47","Frontal lobe"
"30416","Postsynaptic","MAOB","Frontal lobe"
"30417","Postsynaptic","AGAP1","Frontal lobe"
"30418","Postsynaptic","HPCA","Frontal lobe"
"30419","Postsynaptic","DMD","Frontal lobe"
"30420","Postsynaptic","MAP1LC3A","Frontal lobe"
"30421","Postsynaptic","PDIA3","Frontal lobe"
"30422","Postsynaptic","MTCH1","Frontal lobe"
"30423","Postsynaptic","GABRB2","Frontal lobe"
"30424","Postsynaptic","CPNE5","Frontal lobe"
"30425","Postsynaptic","OLFM2","Frontal lobe"
"30426","Postsynaptic","EXOC5","Frontal lobe"
"30427","Postsynaptic","ACADVL","Frontal lobe"
"30428","Postsynaptic","MYO1D","Frontal lobe"
"30429","Postsynaptic","DMWD","Frontal lobe"
"30430","Postsynaptic","SNCA","Frontal lobe"
"30431","Postsynaptic","C2CD4C","Frontal lobe"
"30432","Postsynaptic","ARPC5L","Frontal lobe"
"30433","Postsynaptic","CRYM","Frontal lobe"
"30434","Postsynaptic","PPP2CA","Frontal lobe"
"30435","Postsynaptic","LRPPRC","Frontal lobe"
"30436","Postsynaptic","AFG3L2","Frontal lobe"
"30437","Postsynaptic","COPA","Frontal lobe"
"30438","Postsynaptic","CPNE7","Frontal lobe"
"30439","Postsynaptic","MFF","Frontal lobe"
"30440","Postsynaptic","MARK1","Frontal lobe"
"30441","Postsynaptic","ACTR3B","Frontal lobe"
"30442","Postsynaptic","ATP8A1","Frontal lobe"
"30443","Postsynaptic","PAFAH1B1","Frontal lobe"
"30444","Postsynaptic","PPP2R2A","Frontal lobe"
"30445","Postsynaptic","PRDX3","Frontal lobe"
"30446","Postsynaptic","SNX27","Frontal lobe"
"30447","Postsynaptic","UQCRB","Frontal lobe"
"30448","Postsynaptic","MCU","Frontal lobe"
"30449","Postsynaptic","GNG3","Frontal lobe"
"30450","Postsynaptic","ARMC10","Frontal lobe"
"30451","Postsynaptic","INPP4A","Frontal lobe"
"30452","Postsynaptic","GRM2","Frontal lobe"
"30453","Postsynaptic","RASGRF2","Frontal lobe"
"30454","Postsynaptic","STK39","Frontal lobe"
"30455","Postsynaptic","ALDH6A1","Frontal lobe"
"30456","Postsynaptic","MAOA","Frontal lobe"
"30457","Postsynaptic","OPCML","Frontal lobe"
"30458","Postsynaptic","OGDHL","Frontal lobe"
"30459","Postsynaptic","ABHD12","Frontal lobe"
"30460","Postsynaptic","SLC25A46","Frontal lobe"
"30461","Postsynaptic","SACM1L","Frontal lobe"
"30462","Postsynaptic","NDUFA6","Frontal lobe"
"30463","Postsynaptic","SLC27A4","Frontal lobe"
"30464","Postsynaptic","IPO5","Frontal lobe"
"30465","Postsynaptic","PITPNM1","Frontal lobe"
"30466","Postsynaptic","SCN2A","Frontal lobe"
"30467","Postsynaptic","PEX5L","Frontal lobe"
"30468","Postsynaptic","SEC23A","Frontal lobe"
"30469","Postsynaptic","SRGAP3","Frontal lobe"
"30470","Postsynaptic","NEDD4L","Frontal lobe"
"30471","Postsynaptic","CEP170","Frontal lobe"
"30472","Postsynaptic","MYCBP2","Frontal lobe"
"30473","Postsynaptic","MAPK8IP3","Frontal lobe"
"30474","Postsynaptic","STRN3","Frontal lobe"
"30475","Postsynaptic","FAM171A1","Frontal lobe"
"30476","Postsynaptic","FLII","Frontal lobe"
"30477","Postsynaptic","GIPC1","Frontal lobe"
"30478","Postsynaptic","FAM171A2","Frontal lobe"
"30479","Postsynaptic","PDE1B","Frontal lobe"
"30480","Postsynaptic","PDPK1","Frontal lobe"
"30481","Postsynaptic","GNB4","Frontal lobe"
"30482","Postsynaptic","ACACA","Frontal lobe"
"30483","Postsynaptic","C1QBP","Frontal lobe"
"30484","Postsynaptic","CHMP4B","Frontal lobe"
"30485","Postsynaptic","VPS4A","Frontal lobe"
"30486","Postsynaptic","KIF3A","Frontal lobe"
"30487","Postsynaptic","GABRB3","Frontal lobe"
"30488","Postsynaptic","TXNL1","Frontal lobe"
"30489","Postsynaptic","LY6H","Frontal lobe"
"30490","Postsynaptic","KIAA1549L","Frontal lobe"
"30491","Postsynaptic","DNAJB4","Frontal lobe"
"30492","Postsynaptic","CMPK1","Frontal lobe"
"30493","Postsynaptic","OTUB1","Frontal lobe"
"30494","Postsynaptic","GABRG2","Frontal lobe"
"30495","Postsynaptic","MTX1","Frontal lobe"
"30496","Postsynaptic","QDPR","Frontal lobe"
"30497","Postsynaptic","RPL35","Frontal lobe"
"30498","Postsynaptic","GAD1","Frontal lobe"
"30499","Postsynaptic","MTHFD1","Frontal lobe"
"30500","Postsynaptic","ACSL3","Frontal lobe"
"30501","Postsynaptic","VPS11","Frontal lobe"
"30502","Postsynaptic","PTPN23","Frontal lobe"
"30503","Postsynaptic","BRSK2","Frontal lobe"
"30504","Postsynaptic","ATP5MG","Frontal lobe"
"30505","Postsynaptic","OLFM3","Frontal lobe"
"30506","Postsynaptic","DHRS7B","Frontal lobe"
"30507","Postsynaptic","TFAM","Frontal lobe"
"30508","Postsynaptic","CA4","Frontal lobe"
"30509","Postsynaptic","AHSA1","Frontal lobe"
"30510","Postsynaptic","KCNQ2","Frontal lobe"
"30511","Postsynaptic","NME1","Frontal lobe"
"30512","Postsynaptic","RTCB","Frontal lobe"
"30513","Postsynaptic","DNAJB2","Frontal lobe"
"30514","Postsynaptic","SDCBP","Frontal lobe"
"30515","Postsynaptic","IDH2","Frontal lobe"
"30516","Postsynaptic","SNTA1","Frontal lobe"
"30517","Postsynaptic","DDX6","Frontal lobe"
"30518","Postsynaptic","DOC2A","Frontal lobe"
"30519","Postsynaptic","PDHX","Frontal lobe"
"30520","Postsynaptic","VPS29","Frontal lobe"
"30521","Postsynaptic","SLC4A1","Frontal lobe"
"30522","Postsynaptic","MPP1","Frontal lobe"
"30523","Postsynaptic","DHX30","Frontal lobe"
"30524","Postsynaptic","C2CD2L","Frontal lobe"
"30525","Postsynaptic","FECH","Frontal lobe"
"30526","Postsynaptic","HAPLN4","Frontal lobe"
"30527","Postsynaptic","ARHGAP1","Frontal lobe"
"30528","Postsynaptic","ARL8B","Frontal lobe"
"30529","Postsynaptic","ATAT1","Frontal lobe"
"30530","Postsynaptic","CNDP2","Frontal lobe"
"30531","Postsynaptic","NSFL1C","Frontal lobe"
"30532","Postsynaptic","TRIM2","Frontal lobe"
"30533","Postsynaptic","VPS52","Frontal lobe"
"30534","Postsynaptic","ERLIN2","Frontal lobe"
"30535","Postsynaptic","ROGDI","Frontal lobe"
"30536","Postsynaptic","CBR1","Frontal lobe"
"30537","Postsynaptic","RARS","Frontal lobe"
"30538","Postsynaptic","GNA11","Frontal lobe"
"30539","Postsynaptic","NDUFA12","Frontal lobe"
"30540","Postsynaptic","COX7A2L","Frontal lobe"
"30541","Postsynaptic","FAM126B","Frontal lobe"
"30542","Postsynaptic","RAB3GAP2","Frontal lobe"
"30543","Postsynaptic","CELF2","Frontal lobe"
"30544","Postsynaptic","MAP6D1","Frontal lobe"
"30545","Postsynaptic","GSK3A","Frontal lobe"
"30546","Postsynaptic","FSD1","Frontal lobe"
"30547","Postsynaptic","LRRC8A","Frontal lobe"
"30548","Postsynaptic","LARP1","Frontal lobe"
"30549","Postsynaptic","PRPS1","Frontal lobe"
"30550","Postsynaptic","TBC1D10B","Frontal lobe"
"30551","Postsynaptic","LGI3","Frontal lobe"
"30552","Postsynaptic","PA2G4","Frontal lobe"
"30553","Postsynaptic","COX6B1","Frontal lobe"
"30554","Postsynaptic","KIAA1217","Frontal lobe"
"30555","Postsynaptic","CAMSAP3","Frontal lobe"
"30556","Postsynaptic","FXR2","Frontal lobe"
"30557","Postsynaptic","UBR4","Frontal lobe"
"30558","Postsynaptic","MPRIP","Frontal lobe"
"30559","Postsynaptic","PAK7","Frontal lobe"
"30560","Postsynaptic","TAOK1","Frontal lobe"
"30561","Postsynaptic","MAP7D1","Frontal lobe"
"30562","Postsynaptic","EIF4A1","Frontal lobe"
"30563","Postsynaptic","ARHGEF12","Frontal lobe"
"30564","Postsynaptic","MOB4","Frontal lobe"
"30565","Postsynaptic","BAG6","Frontal lobe"
"30566","Postsynaptic","PDE4D","Frontal lobe"
"30567","Postsynaptic","ACAN","Frontal lobe"
"30568","Postsynaptic","CRTAC1","Frontal lobe"
"30569","Postsynaptic","AK5","Frontal lobe"
"30570","Postsynaptic","VCPIP1","Frontal lobe"
"30571","Postsynaptic","HTT","Frontal lobe"
"30572","Postsynaptic","SNX3","Frontal lobe"
"30573","Postsynaptic","PEA15","Frontal lobe"
"30574","Postsynaptic","GPSM1","Frontal lobe"
"30575","Postsynaptic","DARS","Frontal lobe"
"30576","Postsynaptic","SRR","Frontal lobe"
"30577","Postsynaptic","FN3K","Frontal lobe"
"30578","Postsynaptic","CAPN1","Frontal lobe"
"30579","Postsynaptic","EMD","Frontal lobe"
"30580","Postsynaptic","AARS","Frontal lobe"
"30581","Postsynaptic","PIN1","Frontal lobe"
"30582","Postsynaptic","HAPLN2","Frontal lobe"
"30583","Postsynaptic","MTX2","Frontal lobe"
"30584","Postsynaptic","VAMP3","Frontal lobe"
"30585","Postsynaptic","BCAS3","Frontal lobe"
"30586","Postsynaptic","PSMC5","Frontal lobe"
"30587","Postsynaptic","IARS2","Frontal lobe"
"30588","Postsynaptic","CSE1L","Frontal lobe"
"30589","Postsynaptic","SNX1","Frontal lobe"
"30590","Postsynaptic","MADD","Frontal lobe"
"30591","Postsynaptic","PCMT1","Frontal lobe"
"30592","Postsynaptic","SSBP1","Frontal lobe"
"30593","Postsynaptic","BCKDK","Frontal lobe"
"30594","Postsynaptic","RAB15","Frontal lobe"
"30595","Postsynaptic","CDC42BPA","Frontal lobe"
"30596","Postsynaptic","PDXK","Frontal lobe"
"30597","Postsynaptic","KIAA1468","Frontal lobe"
"30598","Postsynaptic","RPL28","Frontal lobe"
"30599","Postsynaptic","NDUFS8","Frontal lobe"
"30600","Postsynaptic","USO1","Frontal lobe"
"30601","Postsynaptic","MAP2K4","Frontal lobe"
"30602","Postsynaptic","MTFR1L","Frontal lobe"
"30603","Postsynaptic","CRYAB","Frontal lobe"
"30604","Postsynaptic","AP1G1","Frontal lobe"
"30605","Postsynaptic","FAM171B","Frontal lobe"
"30606","Postsynaptic","PSMC2","Frontal lobe"
"30607","Postsynaptic","NNT","Frontal lobe"
"30608","Postsynaptic","LLGL1","Frontal lobe"
"30609","Postsynaptic","HECW2","Frontal lobe"
"30610","Postsynaptic","CPT1A","Frontal lobe"
"30611","Postsynaptic","MAP2K7","Frontal lobe"
"30612","Postsynaptic","HSD17B8","Frontal lobe"
"30613","Postsynaptic","VPS51","Frontal lobe"
"30614","Postsynaptic","DCTN3","Frontal lobe"
"30615","Postsynaptic","FAM131B","Frontal lobe"
"30616","Postsynaptic","PNPLA6","Frontal lobe"
"30617","Postsynaptic","PDK3","Frontal lobe"
"30618","Postsynaptic","ATIC","Frontal lobe"
"30619","Postsynaptic","NDUFA5","Frontal lobe"
"30620","Postsynaptic","NECAP1","Frontal lobe"
"30621","Postsynaptic","MAP2K2","Frontal lobe"
"30622","Postsynaptic","DNAJC19","Frontal lobe"
"30623","Postsynaptic","LONP1","Frontal lobe"
"30624","Postsynaptic","NDUFC2","Frontal lobe"
"30625","Postsynaptic","NECAB2","Frontal lobe"
"30626","Postsynaptic","GUCY1A2","Frontal lobe"
"30627","Postsynaptic","CYB5R1","Frontal lobe"
"30628","Postsynaptic","CSDE1","Frontal lobe"
"30629","Postsynaptic","GARS","Frontal lobe"
"30630","Postsynaptic","ARFGEF2","Frontal lobe"
"30631","Postsynaptic","MMS19","Frontal lobe"
"30632","Postsynaptic","ATL1","Frontal lobe"
"30633","Postsynaptic","CCDC92","Frontal lobe"
"30634","Postsynaptic","NFS1","Frontal lobe"
"30635","Postsynaptic","RALGAPB","Frontal lobe"
"30636","Postsynaptic","WDR48","Frontal lobe"
"30637","Postsynaptic","PYGM","Frontal lobe"
"30638","Postsynaptic","IST1","Frontal lobe"
"30639","Postsynaptic","KARS","Frontal lobe"
"30640","Postsynaptic","ACSL1","Frontal lobe"
"30641","Postsynaptic","AKAP12","Frontal lobe"
"30642","Postsynaptic","TSC2","Frontal lobe"
"30643","Postsynaptic","UBAP2L","Frontal lobe"
"30644","Postsynaptic","PTPRN2","Frontal lobe"
"30645","Postsynaptic","WNK2","Frontal lobe"
"30646","Postsynaptic","FAM120A","Frontal lobe"
"30647","Postsynaptic","ARFGEF3","Frontal lobe"
"30648","Postsynaptic","C2CD5","Frontal lobe"
"30649","Postsynaptic","CPNE4","Frontal lobe"
"30650","Postsynaptic","ANXA11","Frontal lobe"
"30651","Postsynaptic","ESYT2","Frontal lobe"
"30652","Postsynaptic","DCAKD","Frontal lobe"
"30653","Postsynaptic","TMEM33","Frontal lobe"
"30654","Postsynaptic","H1-2","Frontal lobe"
"30655","Postsynaptic","TECR","Frontal lobe"
"30656","Postsynaptic","BRK1","Frontal lobe"
"30657","Postsynaptic","SACS","Frontal lobe"
"30658","Postsynaptic","TBCD","Frontal lobe"
"30659","Postsynaptic","RAB12","Frontal lobe"
"30660","Postsynaptic","EIF2S3","Frontal lobe"
"30661","Postsynaptic","PSMD1","Frontal lobe"
"30662","Postsynaptic","ACTA1","Frontal lobe"
