"","log2FoldChange","pvalue"
"BTBD9",0.0604557418612266,0.00188753978161551
"PSMD12",-0.0732221568028628,0.00188684738109688
"XPO5",0.044859590387705,0.00192758506003953
"PI4KB",0.0470690852476594,0.00194185559268365
"LBR",-0.0742165161897029,0.00194282422197619
"NDC1",-0.0609650179584812,0.00194690822895171
"MAP3K14",0.0601744701674168,0.0019842080612884
"ADPRM",-0.0980161289495564,0.00196683056961354
"LINC02910",-0.130962481694323,0.00198089953082353
"THAP5",-0.104425024250699,0.00198377320410188
"FAHD1",-0.0975648807019307,0.00197272508925154
"RWDD4",-0.0703895180609524,0.00198521227904655
