Abundance..F16..127C..Sample..5A.	Abundance..F16..127N..Sample..5B.	Abundance..F16..128C..Sample..2B.	Abundance..F16..129C..Sample..2A.	Abundance..F16..130C..Sample..1A.	Abundance..F16..130N..Sample..4B.	Abundance..F16..131N..Sample..1B.	Abundance..F16..132C..Sample..4A.	Abundance..F16..132N..Sample..6A.	Abundance..F16..133C..Sample..3A.	Abundance..F16..133N..Sample..6B.	Abundance..F16..134N..Sample..3B.
26.6296150438175	26.575623055766	26.558541774062	26.5623006178767	26.4321769147696	26.6053166963933	26.4238933143465	26.5567651403133	26.5686287279584	26.368908970488	26.5286636135941	26.403479690856
26.4047483944228	26.3610797632464	26.3874901652789	26.3839781270609	26.0749626930596	26.488796342589	26.1353784192994	26.3079127068649	26.2734352845952	26.0542794389359	26.2260566825006	26.1248830777342
26.0848757896829	26.010842733763	25.935403458756	26.016864645065	25.9515640637451	26.127611253998	25.8927986111122	26.0754009350947	26.0327404373173	25.7237262896497	26.017341200218	25.7988378988682
26.4321951042911	26.4196559504369	26.4818454931691	26.3986544902138	26.2317403742242	26.5008481471845	26.2146372377303	26.4011930311693	26.4247787807175	26.1901838021154	26.3713791778969	26.2261338967224
22.6563111049409	22.2876948138795	22.1191431398905	22.5403610230023	22.3955198702248	22.672972776607	22.2710356859517	22.5729701858831	22.7277545553167	22.4862806507377	22.3677392571808	22.3059775751815
22.6563111049409	22.2876948138795	22.1191431398905	22.5403610230023	22.3955198702248	22.672972776607	22.2710356859517	22.5729701858831	22.7277545553167	22.4862806507377	22.3677392571808	22.3059775751815
20.7849112519706	20.5027352122131	20.3377946064461	20.3546776763116	20.112518369857	20.8636001687182	20.2615392145263	20.4469124435008	20.9002079242289	20.3077712975126	20.5133701545142	20.2105710078999
20.7849112519706	20.5027352122131	20.3377946064461	20.3546776763116	20.112518369857	20.8636001687182	20.2615392145263	20.4469124435008	20.9002079242289	20.3077712975126	20.5133701545142	20.2105710078999
24.9179545782082	24.8900055549375	24.9110664468591	24.806888057404	24.6719739416148	24.9384690182467	24.6689364487031	24.8195495576212	24.8300575377673	24.5694606320692	24.7199554813661	24.6162344952696
23.7857354417026	23.7689148159072	23.7934874445146	23.8794426407084	23.6147431881574	23.9026999280733	23.7368806120027	23.7729488677817	23.7175923207662	23.4437516264042	23.7209800861277	23.4694583047841
24.5158082447749	24.4666764986488	24.4432769002913	24.3626867014995	24.1868393077787	24.5223455114558	24.2228008643941	24.3543473707759	24.3939673130057	24.1183032161557	24.3086193467081	24.1482509868287
23.9115428099285	23.9442402382439	23.9084686242737	23.8784053087585	23.6551683997632	24.0533233702799	23.7149393695705	23.9063572068996	23.8702322946011	23.7465138850686	23.8550469812229	23.7557726788702
23.7174515881146	23.8085226665747	23.858269746431	24.021722982248	24.202085595416	23.9903096251816	24.0106624328399	23.9093871698549	24.3059034244105	25.1193930502042	24.2660258827212	24.1884038610829
24.2322815074477	24.3228795942018	24.2283675588549	24.0788823316451	23.870286304646	24.2755843541076	23.9524580828648	24.0288502940722	24.1294933171617	23.9620607545798	24.2266182545102	24.004005645983
23.0491039991309	23.0175890258904	22.9061049295707	23.0052013230941	22.8511550486537	23.521929164469	22.8713065485941	23.2804021058077	23.1471377662466	23.183256120292	23.0168349515379	22.8868184200332
22.7296512678219	22.7233310784459	22.6436368409264	22.6928187956069	22.5943959898061	22.6703847647635	22.5899188038175	22.6509577585798	22.4205019474349	22.4703375501464	22.4885732830718	22.5005571958041
23.1935568554234	23.1620267303788	23.1356439839352	23.167008894452	23.2038558721453	23.1353504767784	23.1728307899856	23.151321227506	23.1436792181945	23.0582521659469	23.1203334399005	23.0683776037284
23.7395952937718	23.7313023744036	23.7755467324723	23.7420037290314	23.5292332033636	23.8959645918551	23.5268352757686	23.83426347054	23.7181755200253	23.3478531799894	23.6643981693914	23.4062613060472
23.5287816310362	23.4792228741454	23.3307838601372	23.3127378889179	23.2617191693247	23.5471397351191	23.2609188491712	23.3828949326385	23.4932731674075	23.2909860929006	23.3998042722594	23.3258021772948
23.5882213699722	23.565862401577	23.5065261545206	23.5932978523549	23.6274117527481	24.0252675598914	23.4918460614902	23.8986484697543	23.6356453595009	23.9494434266739	23.6998842953259	23.6818023528619
21.0873152642342	21.119518139792	21.3146927894029	21.2292849955054	21.0660365649738	21.1565957812013	21.1055490575771	21.1120211428759	21.0242240661231	20.8884698272581	21.0991104329178	20.9640952298135
22.6619509831878	22.498900651207	22.5534576931052	22.6093477069428	22.4537098213781	22.5867101571772	22.3897391712752	22.6020397447673	22.5558302357124	22.4358211317762	22.5508851659346	22.4262325899193
22.8015189133808	22.7946510453377	22.7955278160648	22.6572778335409	22.2007226656213	22.8905509118434	22.4058120799778	22.5484684255707	22.7178453597071	22.0127083100143	22.5668072749782	22.2296293353156
21.9944275728273	21.9022869400821	21.9028345562809	21.8116640239151	21.5704667268414	21.9469210184912	21.7677231964089	21.6574758689449	21.714007738397	21.4851765782794	21.6358461081594	21.5943313519358
21.0136087811998	20.9917151330377	21.0733717858002	21.5519635529993	21.4096440590122	21.0937547187652	21.3611205175445	21.5433432602255	20.8967343636892	21.3502876765023	21.311902150346	21.0606493283343
22.077375748376	21.9343896276923	22.008110173644	22.2582593883978	22.1297790894936	22.138617340963	22.0926089720624	22.3002377698758	22.0091242587846	21.9456166034072	22.0930883684133	21.9925008156094
22.7078664052286	22.574490852309	22.57930400385	22.6030762004856	22.3651573853679	22.5360074116269	22.3622339016937	22.5614476446106	22.3958433690024	22.2067476326247	22.4902963022385	22.2634986221455
21.0484121977242	21.0471014374267	21.2392276840866	21.2084501356381	20.6171462445275	21.026541446809	20.8632707761323	20.9366237090306	20.6807557990063	20.3597295309219	20.7529434280533	20.5103976154043
18.4516668353384	18.2094739303168	18.2965739843355	18.5125812569124	18.4954411140661	18.3621968320473	18.4333621704565	18.5842324624464	18.3158340099767	18.1847875907039	18.4674263454905	18.242976460008
24.0614345872786	23.9783575318032	24.0652071096631	24.0807404911108	23.7438348683218	24.052699507082	23.8117088229632	23.9849348640799	23.9407822653421	23.4968173470373	23.8855147350278	23.6455464348602
23.5366573244547	23.4795528137466	23.4705930103099	23.5367734801297	23.2652949508456	23.5987599150215	23.1973629966873	23.5025782425476	23.2581317363289	23.3445156463189	23.3652343164506	23.4033812209931
22.533300581892	22.6723797277618	22.649314643216	22.5795353272605	22.5271976322146	22.7429297002735	22.6790404583646	22.5660103352696	22.7262040567146	22.882732051502	22.666471425718	22.8102666013719
23.9682874463874	24.1034421425543	24.000457159166	23.821750486806	23.639356365283	23.9989175903376	23.6902734581179	23.7865319030462	23.828627046623	23.6921526880405	24.0005811188321	23.7628722392055
23.7540662079249	23.7661354285938	23.7238099208048	23.6860391738925	23.5234452299758	23.7597827226073	23.5182398560957	23.6748884263144	23.6562648810391	23.4283717573493	23.6233736906629	23.5123980889473
19.0899755230984	19.0549460697285	19.2361913248344	19.2451781846731	18.9333912498244	19.1345982535395	19.0101734176488	19.1476091909031	18.8921515083226	18.7013753205207	19.0273563625706	18.8187528256295
21.717617053645	21.6268536507487	21.5851791596278	21.4747708960547	21.2202291176331	21.6847283612165	21.4673017020219	21.2829535527253	21.4343128675198	21.1324415106461	21.3180662649609	21.2625789290714
23.8897451677439	23.8409509343515	23.8170031128237	23.7652980972187	23.1467053245145	24.3677316830081	23.0280605973202	24.236352152883	23.1960826840777	23.7896897850471	23.4264694476412	23.9324961433727
22.9812910186687	22.9328549433362	22.9377521586902	22.9785934956375	23.017538905883	22.9656682796805	22.9846802288693	22.9685235260733	23.0136730564506	22.9120070107446	22.9220818726841	22.9042349487032
21.880208772149	21.9874691077254	21.7285598764413	21.7190573843422	21.9451125556926	21.671136727199	21.9720109856174	21.7623791295518	21.9212510386977	21.9851637781671	21.9078117647407	21.987575298664
20.7394171961555	20.6506268068437	20.6076634128282	20.6549523313323	20.4866870405478	20.7028514023114	20.62537151207	20.5678649397216	20.5566090355836	20.5144083210775	20.5235906826714	20.5125275268866
22.9068866351398	22.9476212088901	23.1529367692912	23.0750058433186	22.7999616334968	22.9079795229092	22.8387238696385	22.8681322225983	22.7804514720667	22.594371581719	22.8460361799471	22.6758307685739
22.7640347953034	22.6505429612447	22.698867768876	22.8328112218619	22.7845302433386	22.903808669589	22.7673373688456	22.9156599402131	22.9868110393529	22.7570251204189	22.8228378697374	22.7193279876704
22.6151169454544	22.6016460388782	22.6390822131035	22.5955478020303	22.5050365353442	22.6273277868039	22.6235065588967	22.5425994983893	22.6542981526698	22.4573159823801	22.6126907569535	22.521173753019
19.6361795523692	19.7132883634572	19.6679866833378	19.3968925553734	19.1620812171148	19.6120891571683	19.1971428633543	19.3693761322893	19.5246413802114	19.3379189069398	19.4687529976574	19.3817856393321
23.1552149713994	23.2061446577571	23.3016094418503	23.2652527816642	23.1003803053259	23.2290355919988	23.1209616529614	23.1704498375777	23.249595947044	23.0844712389116	23.2488585997226	23.1601757086615
23.9468390794179	23.9241321063903	23.7896134120179	24.0038973344439	23.7776643535928	24.1137238439368	23.6299432415424	24.2709813387274	23.699935113734	23.6693334174592	23.8254635604981	23.7237437645937
22.5401257870818	22.6629111214154	22.5705260727331	22.4240177416058	22.3420736605599	22.5133971699353	22.3603718402144	22.4260233466287	22.4089130408022	22.2694694678284	22.4940134601027	22.3339816859996
21.8864441425371	21.8958732125982	22.0448295746772	22.1540506198439	22.4217015679559	21.9474506076408	22.5084572588887	21.950735172756	22.0667018968071	22.3560153783538	22.0919694658853	22.3196547339269
21.8864441425371	21.8958732125982	22.0448295746772	22.1540506198439	22.4217015679559	21.9474506076408	22.5084572588887	21.950735172756	22.0667018968071	22.3560153783538	22.0919694658853	22.3196547339269
21.8864441425371	21.8958732125982	22.0448295746772	22.1540506198439	22.4217015679559	21.9474506076408	22.5084572588887	21.950735172756	22.0667018968071	22.3560153783538	22.0919694658853	22.3196547339269
21.8499419890409	21.8690914275119	22.0115969503521	22.1130163149819	22.3681182122842	21.9165088446475	22.4638618155009	21.9050450107221	22.0353181701699	22.3053194795652	22.0318559809468	22.2646626991818
21.8499419890409	21.8690914275119	22.0115969503521	22.1130163149819	22.3681182122842	21.9165088446475	22.4638618155009	21.9050450107221	22.0353181701699	22.3053194795652	22.0318559809468	22.2646626991818
21.8499419890409	21.8690914275119	22.0115969503521	22.1130163149819	22.3681182122842	21.9165088446475	22.4638618155009	21.9050450107221	22.0353181701699	22.3053194795652	22.0318559809468	22.2646626991818
21.8499419890409	21.8690914275119	22.0115969503521	22.1130163149819	22.3681182122842	21.9165088446475	22.4638618155009	21.9050450107221	22.0353181701699	22.3053194795652	22.0318559809468	22.2646626991818
21.8499419890409	21.8690914275119	22.0115969503521	22.1130163149819	22.3681182122842	21.9165088446475	22.4638618155009	21.9050450107221	22.0353181701699	22.3053194795652	22.0318559809468	22.2646626991818
21.71537283332	21.7191716227773	21.8583810368352	21.9704573883155	22.2472914046589	21.7771555531934	22.3394448430243	21.7877807587416	21.8888092082687	22.1809344844429	21.9021546803351	22.1240854734815
