feat1,Degree,Network,Community,type_1
LINC01503,479,pos_w,4,txn
NFAM1,506,pos_w,4,txn
PLEKHO2,450,pos_w,4,txn
CRYZL2P,454,pos_w,4,txn
ARPIN,294,pos_w,4,txn
NUDT16L2P,449,pos_w,4,txn
LINC00968,452,pos_w,4,txn
BCKDHA,188,pos_w,4,txn
GASK1B.AS1,419,pos_w,4,txn
LINC02432,321,pos_w,4,txn
ARPIN.AP3S2,359,pos_w,4,txn
LOC728488,310,pos_w,4,txn
ARPC4.TTLL3,100,pos_w,4,txn
GPR162,475,pos_w,4,txn
SIGLEC14,310,pos_w,4,txn
AP5B1,466,pos_w,4,txn
SLC22A18AS,281,pos_w,4,txn
GOLGA8H,107,pos_w,4,txn
BAHCC1,452,pos_w,4,txn
CEBPA.DT,361,pos_w,4,txn
FMC1.LUC7L2,94,pos_w,4,txn
SRXN1,347,pos_w,4,txn
CYFIP1,507,pos_w,4,txn
SEMA3C,260,pos_w,4,txn
PPP1R17,22,pos_w,4,txn
GCA,371,pos_w,4,txn
OGFRL1,338,pos_w,4,txn
SOX4,225,pos_w,4,txn
PRRG4,381,pos_w,4,txn
MPZL2,306,pos_w,4,txn
GASK1B,363,pos_w,4,txn
SPRED1,227,pos_w,4,txn
FAM110B,247,pos_w,4,txn
GPR27,103,pos_w,4,txn
KCTD12,354,pos_w,4,txn
DLEU7,352,pos_w,4,txn
PLSCR1,423,pos_w,4,txn
TRIQK,348,pos_w,4,txn
GNG10,202,pos_w,4,txn
LIPA,164,pos_w,4,txn
GNB4,317,pos_w,4,txn
F13A1,182,pos_w,4,txn
RNF217,302,pos_w,4,txn
RGS18,236,pos_w,4,txn
ASAP2,219,pos_w,4,txn
GUCY1A1,63,pos_w,4,txn
FRMD3,262,pos_w,4,txn
AP1S2,315,pos_w,4,txn
SUCNR1,41,pos_w,4,txn
ABCC3,46,pos_w,4,txn
SLC18A1,101,pos_w,4,txn
DHRS9,269,pos_w,4,txn
RPH3A,49,pos_w,4,txn
VNN3P,273,pos_w,4,txn
NEFH,135,pos_w,4,txn
APOL4,243,pos_w,4,txn
IL4I1,145,pos_w,4,txn
TNNT1,123,pos_w,4,txn
KRT23,153,pos_w,4,txn
P2RX1,141,pos_w,4,txn
SLC22A18,55,pos_w,4,txn
OAS3,345,pos_w,4,txn
RGS2,426,pos_w,4,txn
TJP2,232,pos_w,4,txn
DUSP1,349,pos_w,4,txn
CCR2,332,pos_w,4,txn
TMIGD3,166,pos_w,4,txn
BATF3,263,pos_w,4,txn
KCNJ2,301,pos_w,4,txn
DOCK4,430,pos_w,4,txn
CDKN1C,140,pos_w,4,txn
CARD6,367,pos_w,4,txn
PTGFRN,200,pos_w,4,txn
CMPK2,288,pos_w,4,txn
CASP5,298,pos_w,4,txn
ARHGAP29,253,pos_w,4,txn
IFITM3,181,pos_w,4,txn
S100A8,408,pos_w,4,txn
RHOB,270,pos_w,4,txn
LHFPL2,304,pos_w,4,txn
KIRREL3,72,pos_w,4,txn
EPS8,276,pos_w,4,txn
ANKRD22,224,pos_w,4,txn
SLC5A10,45,pos_w,4,txn
SH3RF1,358,pos_w,4,txn
ADAMTS5,196,pos_w,4,txn
TDRD9,264,pos_w,4,txn
KCNJ15,283,pos_w,4,txn
FMNL2,365,pos_w,4,txn
C1QC,116,pos_w,4,txn
LY6E,165,pos_w,4,txn
GLB1L,108,pos_w,4,txn
TMEM144,324,pos_w,4,txn
F2RL1,229,pos_w,4,txn
BATF2,338,pos_w,4,txn
CX3CR1,231,pos_w,4,txn
ATOH8,120,pos_w,4,txn
MYO7B,72,pos_w,4,txn
SMAD1,248,pos_w,4,txn
CAVIN3,59,pos_w,4,txn
SCAND1,137,pos_w,4,txn
C3AR1,320,pos_w,4,txn
C1QB,234,pos_w,4,txn
CHST2,167,pos_w,4,txn
DES,165,pos_w,4,txn
RAB39A,302,pos_w,4,txn
SLITRK4,396,pos_w,4,txn
ITLN1,78,pos_w,4,txn
LYNX1,143,pos_w,4,txn
CXCR2,213,pos_w,4,txn
TRAPPC5,164,pos_w,4,txn
SLX1B,103,pos_w,4,txn
OLIG1,167,pos_w,4,txn
PRR16,191,pos_w,4,txn
SNAI3,91,pos_w,4,txn
FFAR4,247,pos_w,4,txn
ISG15,144,pos_w,4,txn
SOWAHD,156,pos_w,4,txn
LRRK2,430,pos_w,4,txn
H1.0,220,pos_w,4,txn
TLR7,326,pos_w,4,txn
LYPD2,62,pos_w,4,txn
FCGR1B,388,pos_w,4,txn
LPAR1,212,pos_w,4,txn
SCAMP5,140,pos_w,4,txn
FCGR3A,188,pos_w,4,txn
H2AC18,101,pos_w,4,txn
PSMB10,239,pos_w,4,txn
S1PR3,390,pos_w,4,txn
MRPL23,63,pos_w,4,txn
CEBPD,336,pos_w,4,txn
LINC00937,224,pos_w,4,txn
HNRNPUL2.BSCL2,113,pos_w,4,txn
TICAM2,286,pos_w,4,txn
NAIP,287,pos_w,4,txn
LOC100128059,206,pos_w,4,txn
FCGR1CP,283,pos_w,4,txn
RARA.AS1,325,pos_w,4,txn
RPS10.NUDT3,265,pos_w,4,txn
MIR223HG,290,pos_w,4,txn
ADORA3,268,pos_w,4,txn
TBC1D12,246,pos_w,4,txn
PPDPF,43,pos_w,4,txn
MZT2B,68,pos_w,4,txn
SPATC1L,23,pos_w,4,txn
CCDC85B,60,pos_w,4,txn
H2AC19,28,pos_w,4,txn
WASH9P,48,pos_w,4,txn
GIMAP1.GIMAP5,79,pos_w,4,txn
TMEM265,25,pos_w,4,txn
PKP2,38,pos_w,4,txn
CALCRL,149,pos_w,4,txn
ME1,107,pos_w,4,txn
TNS1,124,pos_w,4,txn
TFEC,263,pos_w,4,txn
SLC26A8,139,pos_w,4,txn
C9orf72,266,pos_w,4,txn
ZC3H12C,198,pos_w,4,txn
HTRA1,101,pos_w,4,txn
SDC2,138,pos_w,4,txn
WDR49,160,pos_w,4,txn
FGD6,290,pos_w,4,txn
CMTM4,191,pos_w,4,txn
SLED1,116,pos_w,4,txn
CLEC12B,194,pos_w,4,txn
NBPF26,10,pos_w,4,txn
OASL,84,pos_w,4,txn
PRSS57,29,pos_w,4,txn
BCL2L2.PABPN1,50,pos_w,4,txn
PPARGC1A,76,pos_w,4,txn
PRRG1,127,pos_w,4,txn
TMEM60,208,pos_w,4,txn
CMTM2,125,pos_w,4,txn
NRG1,112,pos_w,4,txn
GPR82,56,pos_w,4,txn
GPR34,103,pos_w,4,txn
ANO5,164,pos_w,4,txn
GAPT,181,pos_w,4,txn
GGTA1,55,pos_w,4,txn
LINC01506,128,pos_w,4,txn
LINC01410,70,pos_w,4,txn
ETV7,19,pos_w,4,txn
OAS2,210,pos_w,4,txn
EPSTI1,50,pos_w,4,txn
RTP4,87,pos_w,4,txn
GRIN3A,146,pos_w,4,txn
FAM225A,104,pos_w,4,txn
TAGLN,40,pos_w,4,txn
FAM156B,11,pos_w,4,txn
LAMP5,68,pos_w,4,txn
IFI6,152,pos_w,4,txn
SLX1A,11,pos_w,4,txn
C14orf119,156,pos_w,4,txn
CALHM6,102,pos_w,4,txn
LOC105376805,8,pos_w,4,txn
LOC102724023,45,pos_w,4,txn
PDE8B,69,pos_w,4,txn
TNFAIP6,124,pos_w,4,txn
TIFAB,137,pos_w,4,txn
SAMD4A,109,pos_w,4,txn
IFIT2,143,pos_w,4,txn
RSAD2,98,pos_w,4,txn
SIGLEC11,26,pos_w,4,txn
TNFSF15,68,pos_w,4,txn
UICLM,31,pos_w,4,txn
XAF1,61,pos_w,4,txn
IFI44L,44,pos_w,4,txn
IFI44,43,pos_w,4,txn
MX1,39,pos_w,4,txn
LINC02528,67,pos_w,4,txn
OTOF,6,pos_w,4,txn
ARNTL2,36,pos_w,4,txn
PLD4,91,pos_w,4,txn
PMP22,33,pos_w,4,txn
GIMAP4,92,pos_w,4,txn
H2BC21,68,pos_w,4,txn
NFE2L3,38,pos_w,4,txn
SLC4A3,38,pos_w,4,txn
ENHO,32,pos_w,4,txn
RASA4B,18,pos_w,4,txn
PLPPR4,15,pos_w,4,txn
LINC02345,26,pos_w,4,txn
SERPINB10,23,pos_w,4,txn
TP53I11,32,pos_w,4,txn
C3orf14,23,pos_w,4,txn
TM9SF1,26,pos_w,4,txn
CD180,52,pos_w,4,txn
CARD8.AS1,103,pos_w,4,txn
KCNJ10,88,pos_w,4,txn
USP18,26,pos_w,4,txn
PSME2P1,24,pos_w,4,txn
FAM47E.STBD1,45,pos_w,4,txn
LINC00189,47,pos_w,4,txn
P3H2,32,pos_w,4,txn
EPHB1,19,pos_w,4,txn
DNASE1L3,11,pos_w,4,txn
NLRP7,10,pos_w,4,txn
SCN9A,9,pos_w,4,txn
LHFPL6,3,pos_w,4,txn
PGM5,21,pos_w,4,txn
HLA.DRB5,9,pos_w,4,txn
KNDC1,12,pos_w,4,txn
MEG3,8,pos_w,4,txn
PKIB,4,pos_w,4,txn
GRIP1,6,pos_w,4,txn
IFI27,18,pos_w,4,txn
RIMBP3,14,pos_w,4,txn
CLEC9A,5,pos_w,4,txn
AMACR,11,pos_w,4,txn
XCR1,2,pos_w,4,txn
HLA.DQB1,4,pos_w,4,txn
HLA.DQA1,4,pos_w,4,txn
TVP23C.CDRT4,1,pos_w,4,txn
SEMA6B,180,pos_w,5,txn
UTY,179,pos_w,5,txn
ARRDC4,365,pos_w,5,txn
CCRL2,267,pos_w,5,txn
EGR1,351,pos_w,5,txn
ZEB2,425,pos_w,5,txn
PDE6H,184,pos_w,5,txn
DDX3Y,259,pos_w,5,txn
HCAR2,401,pos_w,5,txn
ID2,363,pos_w,5,txn
AKIRIN2,383,pos_w,5,txn
GPR84,367,pos_w,5,txn
BCL2A1,345,pos_w,5,txn
IER2,387,pos_w,5,txn
ZEB2.AS1,374,pos_w,5,txn
HCAR3,410,pos_w,5,txn
CYP1B1,271,pos_w,5,txn
SKIL,273,pos_w,5,txn
DDX3X,369,pos_w,5,txn
LOC100129844,297,pos_w,5,txn
NFKBIZ,405,pos_w,5,txn
IRGQ,392,pos_w,5,txn
GPRC5A,324,pos_w,5,txn
ICOS,367,pos_w,5,txn
TWF1,296,pos_w,5,txn
NIPAL4,389,pos_w,5,txn
CCSER1,379,pos_w,5,txn
FOSL2,409,pos_w,5,txn
TICAM1,446,pos_w,5,txn
KLF10,404,pos_w,5,txn
MAFG,442,pos_w,5,txn
C5AR1,537,pos_w,5,txn
MAFB,531,pos_w,5,txn
LINC00877,529,pos_w,5,txn
SMAD7,310,pos_w,5,txn
ERRFI1,217,pos_w,5,txn
IRF1,252,pos_w,5,txn
SESN2,261,pos_w,5,txn
MAPK8IP3,262,pos_w,5,txn
ARMC5,380,pos_w,5,txn
PLCH2,83,pos_w,5,txn
DUSP2,331,pos_w,5,txn
SERTAD3,345,pos_w,5,txn
IFFO2,314,pos_w,5,txn
ENC1,249,pos_w,5,txn
DUSP8,307,pos_w,5,txn
TEDC1,350,pos_w,5,txn
PHACTR1,400,pos_w,5,txn
ID3,373,pos_w,5,txn
ARHGAP24,320,pos_w,5,txn
KBTBD8,397,pos_w,5,txn
SPRY1,369,pos_w,5,txn
RRP12,429,pos_w,5,txn
JAG1,436,pos_w,5,txn
FFAR2,341,pos_w,5,txn
STX11,440,pos_w,5,txn
TCF7L2,307,pos_w,5,txn
FTH1,509,pos_w,5,txn
IFRD1,359,pos_w,5,txn
MYLIP,343,pos_w,5,txn
SYN1,208,pos_w,5,txn
CLK1,380,pos_w,5,txn
USP2,316,pos_w,5,txn
MXD1,398,pos_w,5,txn
SLC2A3,360,pos_w,5,txn
YBX3,390,pos_w,5,txn
IDI1,345,pos_w,5,txn
KLF6,352,pos_w,5,txn
BCL3,366,pos_w,5,txn
JMJD6,350,pos_w,5,txn
CFAP20,336,pos_w,5,txn
PTGS2,356,pos_w,5,txn
RBM7,348,pos_w,5,txn
TRAF4,404,pos_w,5,txn
TP53INP2,361,pos_w,5,txn
CXCL2,342,pos_w,5,txn
STK17B,363,pos_w,5,txn
PPP1R15A,362,pos_w,5,txn
RGS1,332,pos_w,5,txn
PLEKHG2,352,pos_w,5,txn
CREM,263,pos_w,5,txn
RASD2,320,pos_w,5,txn
NFKBIA,373,pos_w,5,txn
KLF5,256,pos_w,5,txn
SLC7A5,312,pos_w,5,txn
RIPK2,381,pos_w,5,txn
POLR1F,359,pos_w,5,txn
HOXA5,218,pos_w,5,txn
AHR,377,pos_w,5,txn
ZFAND5,402,pos_w,5,txn
MAP3K8,362,pos_w,5,txn
UBE2S,331,pos_w,5,txn
RASD1,324,pos_w,5,txn
ULBP1,279,pos_w,5,txn
PTP4A1,364,pos_w,5,txn
PRLR,208,pos_w,5,txn
SELENOK,328,pos_w,5,txn
SLC25A36,300,pos_w,5,txn
HES1,345,pos_w,5,txn
ODC1,325,pos_w,5,txn
GADD45A,336,pos_w,5,txn
BCAS2,328,pos_w,5,txn
CTH,174,pos_w,5,txn
ETV3,345,pos_w,5,txn
TNFAIP3,342,pos_w,5,txn
SGK1,377,pos_w,5,txn
KLF9,338,pos_w,5,txn
NR4A3,339,pos_w,5,txn
IRF2BPL,329,pos_w,5,txn
YPEL5,354,pos_w,5,txn
AVPI1,313,pos_w,5,txn
TASL,365,pos_w,5,txn
FAM53C,361,pos_w,5,txn
DUSP4,333,pos_w,5,txn
MAPK8IP1,349,pos_w,5,txn
CXCR4,346,pos_w,5,txn
RASL11A,230,pos_w,5,txn
ARL4A,347,pos_w,5,txn
SRGN,397,pos_w,5,txn
EGR2,304,pos_w,5,txn
NR4A1,367,pos_w,5,txn
G0S2,361,pos_w,5,txn
CKS2,284,pos_w,5,txn
SNAI1,344,pos_w,5,txn
TREM1,409,pos_w,5,txn
GZF1,362,pos_w,5,txn
ID1,345,pos_w,5,txn
GPR42,121,pos_w,5,txn
SBDS,355,pos_w,5,txn
KLF2,256,pos_w,5,txn
TUBA4A,273,pos_w,5,txn
ZFP36,387,pos_w,5,txn
RASL11B,212,pos_w,5,txn
DNAJB9,343,pos_w,5,txn
FOXJ1,290,pos_w,5,txn
GADD45G,330,pos_w,5,txn
IQCN,236,pos_w,5,txn
JUND,318,pos_w,5,txn
ZNF331,369,pos_w,5,txn
PRR7,256,pos_w,5,txn
KDM6B,392,pos_w,5,txn
NXT1,331,pos_w,5,txn
OSER1,360,pos_w,5,txn
SYT4,102,pos_w,5,txn
EMP1,352,pos_w,5,txn
TRA2B,375,pos_w,5,txn
TUBB2A,344,pos_w,5,txn
TUBB2B,185,pos_w,5,txn
IER3,354,pos_w,5,txn
LRRC32,158,pos_w,5,txn
THBS1,130,pos_w,5,txn
CH25H,147,pos_w,5,txn
DUSP5,343,pos_w,5,txn
RASGEF1B,352,pos_w,5,txn
PHLDA1,349,pos_w,5,txn
TOB1,329,pos_w,5,txn
EIF4A3,344,pos_w,5,txn
PMAIP1,346,pos_w,5,txn
SIK1,241,pos_w,5,txn
BCL10,370,pos_w,5,txn
RGS16,326,pos_w,5,txn
MCL1,386,pos_w,5,txn
DYRK3,310,pos_w,5,txn
DUSP10,349,pos_w,5,txn
SDE2,353,pos_w,5,txn
EAF1,378,pos_w,5,txn
CSRNP1,353,pos_w,5,txn
NAF1,364,pos_w,5,txn
MARCHF1,241,pos_w,5,txn
PLK2,350,pos_w,5,txn
FEM1C,368,pos_w,5,txn
PNRC1,352,pos_w,5,txn
UBC,339,pos_w,5,txn
NOCT,343,pos_w,5,txn
NR4A2,350,pos_w,5,txn
DNAAF1,327,pos_w,5,txn
BTG3,308,pos_w,5,txn
FCHO2,198,pos_w,5,txn
TSC22D3,342,pos_w,5,txn
TENT5B,212,pos_w,5,txn
SPATA2,347,pos_w,5,txn
PPP1R15B,359,pos_w,5,txn
SPATA2L,332,pos_w,5,txn
CIART,184,pos_w,5,txn
BTG2,353,pos_w,5,txn
U2AF1,298,pos_w,5,txn
LMNA,358,pos_w,5,txn
LY6K,224,pos_w,5,txn
ZNF394,361,pos_w,5,txn
TAMALIN,373,pos_w,5,txn
MATN1,357,pos_w,5,txn
NLRP3,417,pos_w,5,txn
FAM71A,283,pos_w,5,txn
ATF3,370,pos_w,5,txn
IER5,349,pos_w,5,txn
REL,262,pos_w,5,txn
CCDC141,394,pos_w,5,txn
RPL22L1,271,pos_w,5,txn
TIPARP,348,pos_w,5,txn
CCNL1,399,pos_w,5,txn
ZC3H12A,367,pos_w,5,txn
KIAA0895,326,pos_w,5,txn
TAGAP,340,pos_w,5,txn
OSR2,341,pos_w,5,txn
GEM,294,pos_w,5,txn
NFIL3,396,pos_w,5,txn
PIGA,372,pos_w,5,txn
OTUD1,360,pos_w,5,txn
FBXO33,354,pos_w,5,txn
GJB2,269,pos_w,5,txn
ZNF503,280,pos_w,5,txn
TMEM52B,346,pos_w,5,txn
ARL5B,372,pos_w,5,txn
RRAD,356,pos_w,5,txn
C15orf48,315,pos_w,5,txn
NKX3.1,349,pos_w,5,txn
MIDN,362,pos_w,5,txn
TUBA1A,367,pos_w,5,txn
TUBA1C,342,pos_w,5,txn
NFKBID,393,pos_w,5,txn
TMEM88,360,pos_w,5,txn
DDIT4,331,pos_w,5,txn
GPR183,358,pos_w,5,txn
KRT86,154,pos_w,5,txn
PFKFB3,392,pos_w,5,txn
RNF139,328,pos_w,5,txn
JUNB,332,pos_w,5,txn
PTGER4,338,pos_w,5,txn
KLF11,330,pos_w,5,txn
RND1,333,pos_w,5,txn
ZBTB21,364,pos_w,5,txn
TRIB1,415,pos_w,5,txn
THAP2,340,pos_w,5,txn
EIF1,354,pos_w,5,txn
PLK3,368,pos_w,5,txn
KLHL15,369,pos_w,5,txn
MARCKSL1,295,pos_w,5,txn
DDIT3,353,pos_w,5,txn
NRIP3,288,pos_w,5,txn
FOSL1,345,pos_w,5,txn
ARL4D,241,pos_w,5,txn
TUBB6,222,pos_w,5,txn
B3GNT5,320,pos_w,5,txn
HIC1,228,pos_w,5,txn
RBM44,115,pos_w,5,txn
CCDC184,309,pos_w,5,txn
MLF1,197,pos_w,5,txn
GPR35,294,pos_w,5,txn
PER1,377,pos_w,5,txn
SPTY2D1,336,pos_w,5,txn
EGR3,287,pos_w,5,txn
MYADM,370,pos_w,5,txn
H2BC4,208,pos_w,5,txn
SMG1P3,285,pos_w,5,txn
DDN,310,pos_w,5,txn
C6orf223,222,pos_w,5,txn
PHLDA2,331,pos_w,5,txn
DIPK2A,259,pos_w,5,txn
GPR3,277,pos_w,5,txn
CACNB4,117,pos_w,5,txn
KPNA2,335,pos_w,5,txn
C16orf72,358,pos_w,5,txn
ODF3L1,317,pos_w,5,txn
TMEM119,248,pos_w,5,txn
MEX3B,319,pos_w,5,txn
TENT5C,325,pos_w,5,txn
TOB2,274,pos_w,5,txn
TSPYL2,437,pos_w,5,txn
SOCS3,326,pos_w,5,txn
PDE4B,343,pos_w,5,txn
MAFF,347,pos_w,5,txn
SOCS1,263,pos_w,5,txn
FFAR3,305,pos_w,5,txn
C16orf54,304,pos_w,5,txn
IRS2,361,pos_w,5,txn
CCIN,286,pos_w,5,txn
LRRC70,272,pos_w,5,txn
MIR22HG,387,pos_w,5,txn
TSPYL4,402,pos_w,5,txn
C11orf96,277,pos_w,5,txn
TUBB4B,354,pos_w,5,txn
HES4,142,pos_w,5,txn
IER5L,242,pos_w,5,txn
H2AX,296,pos_w,5,txn
SERTAD1,343,pos_w,5,txn
ZNF165,378,pos_w,5,txn
PELI1,386,pos_w,5,txn
ZNF628,282,pos_w,5,txn
EOLA1,332,pos_w,5,txn
SERPINB2,309,pos_w,5,txn
TAF13,359,pos_w,5,txn
PIM3,361,pos_w,5,txn
NRARP,318,pos_w,5,txn
PNP,328,pos_w,5,txn
NEU1,371,pos_w,5,txn
ZBTB10,389,pos_w,5,txn
TMEM170B,294,pos_w,5,txn
MUC12,296,pos_w,5,txn
C17orf107,313,pos_w,5,txn
CSKMT,173,pos_w,5,txn
LINC01465,317,pos_w,5,txn
BTBD19,366,pos_w,5,txn
RPL32P1,229,pos_w,5,txn
LINC01772,35,pos_w,5,txn
NAMPTP1,257,pos_w,5,txn
XIST,81,pos_w,5,txn
LOC284191,215,pos_w,5,txn
SNHG15,373,pos_w,5,txn
LOC100421465,247,pos_w,5,txn
HIPK1.AS1,342,pos_w,5,txn
SMG1P1,231,pos_w,5,txn
LINC01679,289,pos_w,5,txn
HLA.L,181,pos_w,5,txn
LUCAT1,349,pos_w,5,txn
RBM14.RBM4,349,pos_w,5,txn
NPIPB11,60,pos_w,5,txn
SCARNA9,295,pos_w,5,txn
CHMP1B,366,pos_w,5,txn
SNHG1,481,pos_w,5,txn
LINC01619,313,pos_w,5,txn
DDN.AS1,336,pos_w,5,txn
BAZ1A.AS1,350,pos_w,5,txn
POC1B.GALNT4,170,pos_w,5,txn
ADPGK.AS1,311,pos_w,5,txn
LOC732229,358,pos_w,5,txn
MIRLET7A1HG,278,pos_w,5,txn
ATP2B1.AS1,368,pos_w,5,txn
LOC105372990,79,pos_w,5,txn
ADRA2B,299,pos_w,5,txn
LOC102724428,337,pos_w,5,txn
CCL4L2,211,pos_w,5,txn
CCL3L1,167,pos_w,5,txn
LOC399900,336,pos_w,5,txn
PKD1P3,69,pos_w,5,txn
CRIP1,78,pos_w,5,txn
HMGB3,90,pos_w,5,txn
CCDC144B,86,pos_w,5,txn
SOWAHC,168,pos_w,5,txn
RTL5,152,pos_w,5,txn
IFITM10,182,pos_w,5,txn
IGHEP2,260,pos_w,5,txn
MARCKS,263,pos_w,5,txn
NEU4,125,pos_w,5,txn
MAP1A,90,pos_w,5,txn
SRCAP,110,pos_w,5,txn
PKD1P6,130,pos_w,5,txn
FTH1P10,98,pos_w,5,txn
LRRC37A,4,pos_w,5,txn
AHI1,34,pos_w,5,txn
PCGF3,83,pos_w,5,txn
SNHG5,24,pos_w,5,txn
RPL32P24,99,pos_w,5,txn
HSPA1B,96,pos_w,5,txn
SETD9,30,pos_w,5,txn
CHD5,30,pos_w,5,txn
SLC28A3,20,pos_w,5,txn
PTGES,45,pos_w,5,txn
PROK2,43,pos_w,5,txn
LRRC37A3,7,pos_w,5,txn
OXCT2P1,13,pos_w,5,txn
RNVU1.15,17,pos_w,5,txn
FAM106A,13,pos_w,5,txn
RNVU1.4,13,pos_w,5,txn
CCDC68,2,pos_w,5,txn
H1.2,5,pos_w,5,txn
USP32P2,2,pos_w,5,txn
KANSL1.AS1,2,pos_w,5,txn
NPIPA5,1,pos_w,5,txn
NPIPA3,2,pos_w,5,txn
(12 or 13)-methylmyristate (a15:0 or i15:0),92,pos_w,6,met
(14 or 15)-methylpalmitate (a17:0 or i17:0),97,pos_w,6,met
(16 or 17)-methylstearate (a19:0 or i19:0),101,pos_w,6,met
(2 or 3)-decenoate (10:1n7 or n8),101,pos_w,6,met
(R)-3-hydroxybutyrylcarnitine,113,pos_w,6,met
10-heptadecenoate (17:1n7),99,pos_w,6,met
10-nonadecenoate (19:1n9),114,pos_w,6,met
10-undecenoate (11:1n1),109,pos_w,6,met
13-HODE + 9-HODE,68,pos_w,6,met
16-hydroxypalmitate,92,pos_w,6,met
2-hydroxypalmitate,92,pos_w,6,met
2-hydroxystearate,77,pos_w,6,met
3-decenoylcarnitine,115,pos_w,6,met
3-hydroxybutyrate (BHBA),116,pos_w,6,met
3-hydroxydecanoate,109,pos_w,6,met
3-hydroxydecanoylcarnitine,122,pos_w,6,met
3-hydroxydodecanedioate*,56,pos_w,6,met
3-hydroxyhexanoate,108,pos_w,6,met
3-hydroxylaurate,118,pos_w,6,met
3-hydroxymyristate,115,pos_w,6,met
3-hydroxyoctanoate,80,pos_w,6,met
3-hydroxyoleoylcarnitine,129,pos_w,6,met
3-hydroxysebacate,95,pos_w,6,met
3-hydroxystearate,83,pos_w,6,met
4-methylhexanoylglutamine,106,pos_w,6,met
5-dodecenoate (12:1n7),95,pos_w,6,met
5-dodecenoylcarnitine (C12:1),113,pos_w,6,met
9-hydroxystearate,64,pos_w,6,met
acetylcarnitine (C2),111,pos_w,6,met
adrenate (22:4n6),65,pos_w,6,met
arachidate (20:0),77,pos_w,6,met
arachidonate (20:4n6),98,pos_w,6,met
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",34,pos_w,6,met
"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",109,pos_w,6,met
caprate (10:0),32,pos_w,6,met
cis-4-decenoate (10:1n6)*,95,pos_w,6,met
cis-4-decenoylcarnitine (C10:1),105,pos_w,6,met
decanoylcarnitine (C10),105,pos_w,6,met
dihomolinoleate (20:2n6),102,pos_w,6,met
dihomolinolenate (20:3n3 or 3n6),95,pos_w,6,met
docosadienoate (22:2n6),104,pos_w,6,met
docosahexaenoate (DHA; 22:6n3),83,pos_w,6,met
docosapentaenoate (DPA; 22:5n3),102,pos_w,6,met
docosapentaenoate (n6 DPA; 22:5n6),82,pos_w,6,met
docosatrienoate (22:3n3),6,pos_w,6,met
docosatrienoate (22:3n6)*,80,pos_w,6,met
dodecadienoate (12:2)*,95,pos_w,6,met
dodecanedioate (C12),48,pos_w,6,met
eicosapentaenoate (EPA; 20:5n3),80,pos_w,6,met
eicosenoate (20:1n9 or 1n11),101,pos_w,6,met
glutamine conjugate of C7H12O2*,109,pos_w,6,met
glycerol,77,pos_w,6,met
heptenedioate (C7:1-DC)*,75,pos_w,6,met
hexadecadienoate (16:2n6),85,pos_w,6,met
hexadecanedioate (C16),57,pos_w,6,met
hexanoylcarnitine (C6),120,pos_w,6,met
hexanoylglutamine,116,pos_w,6,met
hexanoylglycine (C6),77,pos_w,6,met
lactobacillic acid,105,pos_w,6,met
laurate (12:0),82,pos_w,6,met
laurylcarnitine (C12),128,pos_w,6,met
linoleate (18:2n6),102,pos_w,6,met
linolenate (18:3n3 or 3n6),105,pos_w,6,met
margarate (17:0),97,pos_w,6,met
margaroylcarnitine (C17)*,67,pos_w,6,met
mead acid (20:3n9),75,pos_w,6,met
myristate (14:0),97,pos_w,6,met
myristoleate (14:1n5),92,pos_w,6,met
myristoleoylcarnitine (C14:1)*,131,pos_w,6,met
myristoylcarnitine (C14),124,pos_w,6,met
N-oleoylserine,54,pos_w,6,met
N-oleoyltaurine,108,pos_w,6,met
N-palmitoylglycine,97,pos_w,6,met
N-stearoyltaurine,33,pos_w,6,met
nisinate (24:6n3),52,pos_w,6,met
nonadecanoate (19:0),96,pos_w,6,met
nonanoylcarnitine (C9),108,pos_w,6,met
octanoylcarnitine (C8),111,pos_w,6,met
oleate/vaccenate (18:1),102,pos_w,6,met
oleoyl ethanolamide,85,pos_w,6,met
oleoylcarnitine (C18:1),124,pos_w,6,met
palmitate (16:0),104,pos_w,6,met
palmitoleate (16:1n7),98,pos_w,6,met
palmitoleoylcarnitine (C16:1)*,135,pos_w,6,met
palmitoylcarnitine (C16),104,pos_w,6,met
pentadecanoate (15:0),99,pos_w,6,met
stearate (18:0),104,pos_w,6,met
stearidonate (18:4n3),68,pos_w,6,met
tetradecadienedioate (C14:2-DC)*,101,pos_w,6,met
tetradecadienoate (14:2)*,110,pos_w,6,met
tetradecanedioate (C14),87,pos_w,6,met
tridecenedioate (C13:1-DC)*,107,pos_w,6,met
PDK4,146,pos_w,6,txn
2-hydroxybutyrate/2-hydroxyisobutyrate,76,pos_w,6,met
3-hydroxy-2-ethylpropionate,86,pos_w,6,met
3-hydroxyhexanoylcarnitine (1),93,pos_w,6,met
3-methyl-2-oxobutyrate,73,pos_w,6,met
acetoacetate,96,pos_w,6,met
decadienedioic acid (C10:2-DC),70,pos_w,6,met
N-acetylglycine,44,pos_w,6,met
trans-2-hexenoylglycine,99,pos_w,6,met
4-methyl-2-oxopentanoate,48,pos_w,6,met
dihomo-linoleoylcarnitine (C20:2)*,66,pos_w,6,met
erucate (22:1n9),42,pos_w,6,met
