"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","Blood platelet","707/5583",1.91542163620919e-101,2.24870500090959e-98,0,0,3.53529611838381,819.874611803052,"TDRKH;SERPINE2;GMFG;SERPINE1;SLC4A1;ENO1;F11R;SLA2;ENO2;PSMD9;CNST;SCP2;MPRIP;PSMD5;AKT2;AKT3;PSMD1;DHRS4L2;CDK5RAP3;CSNK2A1;SERPINF1;HPCAL1;RNASE3;GTPBP2;SYTL4;SCAMP3;CD2AP;BCR;DAAM1;BIN2;PRKAR1A;ZFYVE19;CLNS1A;CLPP;PSME1;PSME2;VPS28;SKAP2;LXN;CFH;SHMT1;PDGFB;PDGFA;IQGAP2;GIGYF2;C2;MTDH;SULT1A1;C3;ADAMTS16;PRDX3;PRDX2;PRDX5;PPP3R1;LARP1;GRPEL1;PRKAR2A;BLOC1S3;VTI1A;SERPINH1;HMOX2;S100A11;LHPP;MCTS1;BRAP;NFE2;SNAPIN;ST13;PMM2;FN1;EIF2AK2;AZU1;GP6;GP5;PRDX6;PTRHD1;TREML1;EHD3;EIF5;HNRNPK;GIPC3;PSMG3;NMT1;FARSA;LGMN;GPI;CDKN1A;ARHGAP1;CHM;CLTA;AIFM1;IMPA1;TRIM5;ENSA;RBPMS2;TIMP3;C19ORF12;AP3S2;IKBKG;TIMP1;LDLRAP1;APPL2;HAVCR2;NUDC;SERPINB1;DUSP3;ANXA1;ANXA2;ANXA3;ANXA4;SERPINB9;PTGR1;SERPINB8;SIRT2;SUMF2;SUMF1;SERPINB6;CIT;VAMP8;APBB1IP;RILPL2;RAPGEF2;HCLS1;PLIN3;PLEKHO1;PLCB2;MGLL;ARF6;CCL13;ASAH1;ECHS1;GSTP1;USO1;PRUNE2;FGD3;PPP1R2;MICALL2;RPL14;STX5;ANKRD54;STX4;HS1BP3;BID;SIAE;DTD1;CCL17;JAM3;CDKN2D;MDH1;PKLR;SERPIND1;MGMT;STAT2;GSR;WWP2;MZT1;LETM1;ERP44;SNX18;FABP5;APEX1;SLMAP;GOPC;CIAPIN1;NUCB2;HSPA1A;PF4;LAMTOR5;HDDC2;PHLDB1;TPMT;NCF2;DGKA;FMR1;PROS1;PDCD5;FAM13A;SYAP1;PARK7;PPP1CC;FNTA;CDH2;LAMP1;UROD;GRAP2;NUDT16;NBN;TMSB10;NOMO1;MAP3K5;SH3GLB2;RAB2B;MAP2K1;PCYT2;IST1;EIF1AX;STX8;STX7;F2R;PGD;ATXN2L;CLIP2;TOM1L2;RAB37;MAPKAPK2;ERP29;S100A4;STAMBP;FKBP4;PVALB;SLC27A4;FKBP5;LRRC59;CD274;TXNDC9;CNP;GLO1;AK1;AK2;GMPR;MRI1;FHIT;CORO1A;HSP90B1;BAG6;SLC9A3R1;ATXN3;STIP1;RAP1A;PMVK;TPR;PSAP;PLTP;PLXNA4;TXNDC5;MAP2K6;TIA1;GOT1;BDNF;FUS;LSM1;M6PR;NFKB1;GGCT;NSFL1C;DAB2;RGCC;PTPRC;REEP4;PLXNB3;PLXNB2;ESAM;TPP1;HPSE;NIT1;LRCH4;NIT2;EIF4G3;LAT;EIF4G1;BCL2L1;MCFD2;CALCOCO1;SNAP23;ITGB2;PTEN;ITGAL;NRGN;NGRN;SCPEP1;SART1;SCRN1;AP1G2;PSTPIP2;DDI2;NCK2;PGM2;PHACTR2;CEP170;ERC2;CLEC1B;SNAP29;EDIL3;ACP1;LBR;PRKG1;PPP1R12A;RFC4;ITGA2;SORD;AHSA1;VPS37A;EDF1;TRAF2;RAD23B;PPM1A;PPM1B;RRM2B;TST;NPC2;RP2;NUMB;TRIM58;ITGA6;DNAJC9;ITGA5;FXN;GAPDH;BIRC2;BECN1;MTPN;NDUFB7;SRC;VPS4B;RPE;PRCP;GLRX;LRP2;EHBP1;PPM1F;DNAJB2;DNAJB1;SH3BP1;DNAJB6;CCL5;VPS53;SNRPB2;WASF1;EIF4E;RILP;EIF4B;WASF3;PPP1R14A;PTPN1;CYB5A;DUT;METAP1D;SSB;NDUFA5;ANGPT1;GZMA;TXNRD1;DDHD2;IMMT;NAGA;GZMB;CDC42BPB;TPD52L2;ATOX1;CPPED1;GZMH;RAB10;NECAP2;NAGK;DNAJA4;GLOD4;DNAJA2;DRG2;PTPN6;P4HB;ATXN10;METAP2;APP;SPARC;ECI2;NUDT2;UBE2L6;GCC1;NUDT5;CRKL;NFU1;GOLGA3;LGALS1;OPHN1;DAG1;LONP1;TRIM25;DENR;ARFIP1;LGALS8;TRIM21;B2M;ARSA;ATP6V1G1;ST6GAL1;ATP6V1G2;CMC1;CIRBP;KRT8;TALDO1;YOD1;MIF;ASRGL1;CARHSP1;BTD;LACTB2;CDC37;CRYZL1;CD226;LAP3;EPHA1;EZR;EPHA2;SDC4;STXBP3;MAGED1;STXBP1;MYCBP2;TWF2;TXN;SNX2;RRAS;INPP5D;PCBP2;SNX9;APOE;FADD;RAB11FIP3;ARSB;SNX5;PAG1;SEC31A;DECR1;VASP;STAT5B;FIS1;RABGAP1L;YES1;CRADD;DTNB;RAB27B;PPBP;NMI;STAM;ACADSB;UBAC1;MANF;MSRA;TF;SMTN;VNN1;CC2D1A;SUGP1;TOP2B;CD40;FEN1;UBXN1;ACY1;AKR1B1;PTPRK;CTSS;PPCDC;KHK;GYS1;OTUD6B;C1QBP;CHMP1A;CD36;TNFAIP8L2;L3HYPDH;CTSD;CD34;GIT1;CTSC;VAV3;DBNL;TMED8;PARP1;CAMLG;MINK1;IL18;CACYBP;IL16;AP3B1;GP1BA;COMMD1;AMPD3;RHOC;MTSS1;APRT;LAT2;CEACAM1;CDCP1;PACS2;BANK1;NFX1;ARHGEF1;CD302;DBN1;CD63;CSTB;DTYMK;AHCY;INPP1;WAS;NEXN;COX5B;PTS;TYMP;PBLD;NT5C;CST3;ANKMY2;NT5E;FAM172A;PNMA1;CD59;MAP4K5;CCT5;AAMDC;TSNAX;CD74;RANBP1;NPM1;SORT1;PTGES2;SUSD1;VEGFC;MYO9B;AP2B1;PNMA2;PDP1;KRT19;CD40LG;KRT18;FKBP1B;TACC3;ESYT2;HDGF;CD69;FCN1;SAMD9L;CD84;MPI;INPPL1;PEBP1;SRP14;UBE2Z;COMT;MPO;TOMM20;CMIP;GALNT10;PPME1;EP300;CAPN3;FAM3C;ACAA1;GGT1;ENPP6;ENPP7;CA13;PDGFRB;ACOT13;ANXA11;ACYP1;SDHB;LZTFL1;PDIA5;COX6B1;PDIA4;PLA2G15;DCTD;DOK1;DOK2;HGS;PPIF;TBC1D23;PPIB;COPB2;DIABLO;DAPP1;HTRA2;LPL;DTX3;STK4;NID1;NID2;TOR1AIP1;FUT8;PDZD2;DPP7;GRK5;CD99;ATP6V1F;SMAD2;VCAM1;SMAD3;TGFB1;UBE2B;VTA1;RARRES2;EPHX2;ASPSCR1;TBCC;TBCB;TBCA;EIF2S2;SSH3;TJAP1;QDPR;SELP;GRHPR;MAVS;TP53I3;DNMBP;IL7;ATG16L1;DLG4;TAB2;BLMH;TGFBI;GCLM;FGFR2;LGALS3BP;TNFAIP8;CRISP3;DPY30;HSPB1;DBI;CXCL1;CXCL3;CXCL5;CASP9;CA1;CASP8;YWHAQ;CA2;CASP3;CASP1;GGACT;GUSB;SCARF1;USP47;HSDL2;ARHGEF12;GLRX5;DCXR;AXIN1;PLA2G4A;ABHD14B;PPP2R5A;IRAK4;DNM1;LATS1;DNM3;RABEP1;DDAH1;GORASP2;EEF1D;ACOX1;NDUFS6;TBC1D5;CAT;ALDH1A1;BLVRB;CHI3L1;MYH9;PDE5A;ITGB1BP1;PFDN2;HAGH;CHMP6;PFDN4;FBP1;PRTFDC1;DCTN6;RALB;DCTN2;DCTN1;GMPR2;PON2;TFPI;ADD1;HMGCL;DNPEP;OXCT1;SV2A;BNIP2;PDLIM5;GBP2;GBP1;PDLIM7;SNCA;RWDD1;IGBP1;USP25;RRM2;NAA10;EGF;GALNT2;PDAP1;SOD2;SOD1;NAP1L4;CCS;PIKFYVE;GNPDA1;TNIP1;GNPDA2;GLB1;RGS10;BAX;SUGT1;VIM;SSBP1;GLA"
"2","Gut","812/7807",1.87385696479233e-75,1.0999540383331e-72,0,0,2.94093436070504,506.034467972082,"GMFG;SPINT2;F11R;PSMD9;SCP2;MPRIP;PSMD5;AKT2;AKT3;PSMD1;CXADR;CSNK2A1;HPCAL1;PDZK1;PRAP1;HSPG2;SCAMP3;CD2AP;BCR;ACE2;RBP5;RBP2;PRKAR1A;ZFYVE19;CLNS1A;PSME1;PSME2;LXN;SHMT1;IQGAP2;GIGYF2;C2;SULT1A1;CYB5R2;C3;LARP1;GRPEL1;PRKAR2A;VTI1A;HEXIM1;MCTS1;PMM2;FN1;EIF2AK2;AZU1;MRPL24;PTRHD1;EIF5;PSMG3;NMT1;LGMN;PIGR;ARHGAP1;MED18;DDA1;SMPD3;C19ORF12;IKBKG;APPL2;DFFA;DUSP3;ARG1;PTGR1;SIRT2;SUMF2;SUMF1;VAMP8;PLSCR3;GPRC5C;ARF6;ECHS1;PKN3;IDUA;GSTP1;FSTL3;CNPY4;TCOF1;MICALL2;STX5;STX4;BID;JAM3;EGLN1;SLC16A1;MDH1;PKLR;STAT2;FABP1;LETM1;FABP2;CENPF;FABP3;SNX18;FABP4;FABP5;APEX1;SLMAP;SNX15;CIAPIN1;AGRN;HDDC2;PDCD5;CASC3;HNMT;FNTA;UROD;NUDT16;NOMO1;SH3GLB2;PCYT2;IST1;EIF1AX;STX8;STX7;ATXN2L;TXLNA;MAPKAPK2;S100A4;SLC27A4;PFKFB2;LRRC59;CPB2;TXNDC9;RNASEH2A;CPB1;MAX;GMPR;FHIT;CORO1A;HSP90B1;SLC9A3R2;SLC9A3R1;ATXN3;RAP1A;PMVK;EIF4EBP1;EVI5;TXNDC5;TIA1;GOT1;FUS;UROS;NFKB1;GGCT;PTPRC;NIT1;LRCH4;SHBG;NIT2;MCFD2;SNAP23;ITGB2;PTEN;ITGAL;NRGN;MDK;DDI2;NCK2;PGM2;ACP5;ERC2;SNAP29;ACP1;PPP1R12A;ITGA2;AHSA1;VPS37A;RAD23B;PPM1A;ATRN;IMPACT;PPM1B;RRM2B;NPC2;TRIM58;ITGA6;ITGA5;AGXT;FXN;GAPDH;NDUFB7;SRC;PRCP;EHBP1;PPM1F;SH3BP1;PCBD1;EIF4E;EIF4B;GADD45GIP1;PPP1R14A;PTPN1;CYB5A;DUT;SSB;GPKOW;NDUFA5;HIP1R;IMMT;NAGA;BAIAP2;TPD52L2;ATOX1;NECAP2;NAGK;PTPN6;P4HB;ATXN10;ECI2;NUDT2;JMJD1C;UBE2L6;NUDT5;IFI30;CRKL;ICAM1;LGALS4;LGALS1;CDC26;TRIM25;RCC1;LGALS9;LGALS8;TRIM21;ARSA;ATP6V1G1;ST6GAL1;ATP6V1G2;CIRBP;TALDO1;CSNK1D;MIF;BTD;LACTB2;CDC37;MXRA8;LAP3;CES2;CES1;EPHA2;SDC4;MYCBP2;C7ORF50;SNX2;RRAS;TSPAN8;PCBP2;SNX9;APOE;RAB11FIP3;ARSB;SNX5;PAG1;SEC31A;DECR1;STAT5B;YES1;CRADD;RAB27B;PPBP;SMARCA2;BST2;MSRA;TF;ECHDC3;RCOR1;SUGP1;NRP1;CD40;NRP2;ACY3;ACY1;FKBP14;CETN2;AKR1B1;PTPRM;PTPRK;CTSS;KHK;CD36;L3HYPDH;CTSD;CD34;GIT1;CTSC;DBNL;MME;MINK1;IL18;CACYBP;IL16;COMMD1;KIF22;APRT;ARHGEF1;CRELD2;MFGE8;DBN1;YAP1;CD63;AHCY;INPP1;SSNA1;NEXN;XIAP;COX5B;FUOM;FAM172A;CREG1;CD59;CCT5;PAK4;TSNAX;CD74;NPM1;SORT1;MYO9B;AP2B1;PNMA2;FKBP1B;ESYT2;HDGF;SAMD9L;MPI;INPPL1;PEBP1;PLAT;SRP14;UBE2Z;MPO;PPME1;FAM3C;ACAA1;GGT1;ENPP6;TGM2;ENPP7;PDGFRB;SCARA5;ACOT13;SDHB;COX6B1;HNRNPUL1;GPD1;PPIF;TBC1D23;PPIB;DIABLO;HTRA2;TOR1AIP1;FUT8;GRK5;TBC1D17;PIBF1;CD99;VCAM1;VTA1;RARRES2;SSH3;TJAP1;IGF2R;QDPR;FGF16;COL5A1;IL7;TAB2;GCLM;LGALS3BP;TNFAIP8;CPXM2;TNFAIP2;DPY30;PSIP1;CA1;YWHAQ;CA3;CA2;CPXM1;GGACT;RBM17;HSDL2;ARHGEF12;DYNLT1;DDX58;GLRX5;PLA2G4A;ABHD14B;IRAK4;GORASP2;EEF1D;ACOX1;NDUFS6;TBC1D5;CAT;CDHR2;BLVRB;CDHR5;FBP1;DCTN6;MVK;RALB;DCTN2;DCTN1;RNF5;ADD1;HMGCL;DNPEP;OXCT1;BNIP2;RALY;PDLIM5;CRYM;SMNDC1;PDLIM7;TIMM8A;NAA10;GALNT2;PDAP1;SUOX;SOD2;SOD1;CCS;TNIP1;GLB1;SUGT1;VIM;GLA;SERPINE2;SERPINE1;SLC4A1;ENO1;ENO2;NUB1;DHRS4L2;PRSS8;CDK5RAP3;SULT2A1;CHGB;MECR;TSPYL1;NHLRC3;SERPINF1;AFAP1;SYTL4;DAAM1;BIN2;CLPP;VPS28;ENPEP;CFH;NEDD4L;MTDH;PRDX3;PRDX2;ADH4;PRDX5;PPP3R1;BLOC1S3;SERPINH1;S100A13;HMOX2;S100A11;LHPP;SNAPIN;ST13;GP2;CGN;PRDX6;PAFAH2;EHD3;HNRNPK;ARL2BP;GIPC2;FARSA;ADA;GPI;CLTA;AIFM1;IMPA1;ENSA;TIMP1;HAVCR2;NUDC;SERPINB1;ANXA1;ANXA2;ANXA3;ANXA4;SERPINB9;SERPINB8;SERPINB6;CIT;GCHFR;APBB1IP;COL2A1;HCLS1;PLIN3;ANGPTL2;PLEKHO1;MGLL;SF3B4;ASAH1;USO1;PRUNE2;AFM;TIMM10;PPP1R2;RPL14;ANKRD54;HS1BP3;SIAE;CCL18;DTD1;LDLR;SERPIND1;MGMT;GSR;WWP2;MZT1;ERP44;NMNAT1;NUCB2;HSPA1A;PF4;BRDT;LAMTOR5;PHLDB1;TPMT;DGKA;FMR1;PROS1;SYAP1;PARK7;FGF2;PPP1CC;CDH2;LAMP1;CDH1;NBN;TMSB10;USP8;RAB2B;MAP2K1;SWAP70;PGD;CLIP2;TOM1L2;ERP29;FKBP7;STAMBP;FKBP4;MAD1L1;FKBP5;GLYR1;BRSK2;CNP;GLO1;AK1;AK2;MRI1;BAG6;STIP1;TPR;PSAP;NACC1;ABL1;IGFBP7;PLTP;PLXNA4;MAP2K6;CD163;CEP112;LSM1;M6PR;NSFL1C;DAB2;TADA3;PLXNB2;ESAM;TPP1;EIF4G3;EIF4G1;BCL2L1;CPM;CALCOCO2;FTCD;PAGR1;SCPEP1;SART1;SCRN1;AP1G2;PSTPIP2;PHACTR2;CEP170;LBR;PRKG1;ILKAP;RFC4;SORD;EDF1;TST;RP2;NUMB;DNAJC9;MTPN;VPS4B;RPE;GLRX;DNAJB2;DNAJB1;DNAJB6;POLR2A;VPS53;POLR2F;SNRPB2;WASF3;TXNRD1;CDC42BPB;GFER;CPPED1;ASS1;RAB10;DNAJA4;GLOD4;DNAJA2;DRG2;METAP2;APP;SPARC;MKI67;NFU1;GOLGA3;DAG1;LONP1;DENR;ARFIP1;PTGDS;B2M;CMC1;MTUS1;KRT8;CARHSP1;CRYZL1;EZR;IGSF8;STXBP3;IGSF3;MAGED1;STXBP1;TWF2;TXN;PPL;MAP2;FADD;TP53BP1;VASP;SRPK2;FIS1;RABGAP1L;DTNB;NMI;STAM;ACADSB;UBAC1;MANF;SMTN;OCLN;VNN1;CC2D1A;TOP2B;FEN1;UBXN1;STAB2;GYS1;C1QBP;CHMP1A;TNFAIP8L2;VAV3;PARP1;TSC22D1;CAMLG;HEG1;AP3B1;GFRA1;AMPD3;RHOC;CEACAM1;PACS2;TFF1;CD302;MAPT;FAM20A;CSTB;DTYMK;ADH1B;PTN;AIF1;TYMP;PBLD;NT5C;CST3;ANKMY2;NT5E;TBL1X;MAP4K5;AAMDC;RANBP1;PTGES2;GDF15;PDP1;KRT19;KRT18;PRKRA;GSTA3;GSTA1;MPHOSPH8;COMT;TOMM20;CMIP;SCGN;CHCHD6;CA13;ANXA11;ACYP1;LZTFL1;PDIA5;PDIA4;DCTD;ALDH3A1;FOLH1;HGS;COPB2;PXN;STK4;NID1;NID2;CAMSAP1;DPP7;DNAJC21;ATP6V1F;SMAD2;SMAD3;PNPT1;EPHX2;ASPSCR1;TBCC;TBCB;TBCA;EIF2S2;GRHPR;TP53I3;DNMBP;ATG16L1;DLG4;BLMH;TGFBI;GRSF1;NFKBIE;FGFR2;CRISP3;HSPB1;DBI;PKD2;SGSH;CASP7;CASP3;CASP1;GUSB;USP47;DCXR;PPP2R5A;DNM1;LATS1;DNM3;RABEP1;DDAH1;AKT1S1;ALDH1A1;MYH9;COL6A3;PDE5A;PFDN2;HAGH;CHMP6;PFDN4;THOP1;PRTFDC1;RBKS;GMPR2;PALM2;PON2;MTIF3;MAPK9;ERBB3;ERBB2;GBP2;GBP1;SNCA;REPS1;RWDD1;IGBP1;USP25;USP28;DLK1;NAP1L4;PIKFYVE;GNPDA1;GNPDA2;RGS10;BAX;SCLY;SSBP1"
"3","Monocyte","749/7640",3.43606577296863e-53,1.34464707248839e-50,0,0,2.44537455313124,295.40780642616,"GMFG;SLC4A1;SPINT2;ENO1;F11R;SLA2;ENO2;BACH1;PSMD9;NUB1;CNST;SCP2;PSMD5;AKT2;AKT3;PSMD1;DHRS4L2;CDK5RAP3;MECR;TSPYL1;CSNK2A1;SERPINF1;HPCAL1;RNASE6;RNASE3;PRAP1;HSPG2;SCAMP3;CD2AP;BCR;RBP7;BIN2;PRKAR1A;MTHFD2;ZFYVE19;CLNS1A;CLPP;PSME1;PSME2;VPS28;SKAP2;LRPAP1;LXN;CFH;SHMT1;NEDD4L;IQGAP2;PLA2G7;GIGYF2;C2;MTDH;SULT1A1;C3;PRDX3;PRDX2;ADH4;PRDX5;PPP3R1;LARP1;GRPEL1;PRKAR2A;BLOC1S3;VTI1A;SERPINH1;S100A13;HMOX2;S100A11;HEXIM1;MCTS1;NFE2;SNAPIN;ST13;PMM2;FN1;NFATC3;EIF2AK2;NFATC1;AZU1;CGN;MRPL24;PRDX6;PTRHD1;FLI1;EHD3;EIF5;HNRNPK;ARL2BP;NMT1;FARSA;ADA;GPI;CDKN1A;ARHGAP1;CLTA;ASGR1;IL18BP;AIFM1;IMPA1;TRIM5;ENSA;IKBKG;TIMP1;LDLRAP1;HAVCR2;DFFA;NUDC;SERPINB1;DUSP3;ANXA1;ANXA2;HSBP1;ANXA4;SERPINB9;PTGR1;SERPINB8;SIRT2;SUMF2;MMP10;SUMF1;SERPINB6;CIT;VAMP8;GCHFR;APBB1IP;COL2A1;RILPL2;PLSCR3;GAS2;RAPGEF2;HCLS1;PLIN3;PLEKHO1;PLCB2;MGLL;ARF6;HBEGF;SF3B4;ASAH1;ECHS1;GSTP1;USO1;PRUNE2;AFM;TIMM10;FGD3;PPP1R2;CNPY4;TCOF1;LEO1;RPL14;STX5;STX4;HS1BP3;BID;DTD1;CDKN2D;MDH1;PKLR;SERPIND1;TPK1;IL10RB;STAT2;GSR;WWP2;LETM1;ERP44;CENPF;SNX18;FABP5;NMNAT1;APEX1;CIAPIN1;EBAG9;SIGLEC7;NUCB2;HSPA1A;PF4;LAMTOR5;HDDC2;TPMT;NCF2;DGKA;FMR1;PROS1;PDCD5;CASC3;PARK7;HNMT;PPP1CC;FNTA;LAMP1;UROD;NUDT16;NBN;TMSB10;NOMO1;MAP3K5;SH3GLB2;BNIP3L;USP8;RAB2B;MAP2K1;PCYT2;IST1;EIF1AX;STX8;SWAP70;STX7;ADIPOQ;PGD;ATXN2L;CLEC4A;CLIP2;TOM1L2;CACNB3;RAB37;MAPKAPK2;ERP29;S100A4;STAMBP;FKBP4;MAD1L1;SLC27A4;FKBP5;GLYR1;PFKFB2;LRRC59;CPB2;RNASEH2A;CNP;MAX;GLO1;AK2;MRI1;REG3G;FHIT;CORO1A;FOXO1;HSP90B1;BAG6;SLC9A3R1;ATXN3;STIP1;BAG4;RAP1A;PMVK;TPR;PSAP;NACC1;EIF4EBP1;ABL1;TNFRSF14;IGFBP7;CD300LF;PLTP;NADK;TXNDC5;MAP2K6;CD164;TIA1;CD163;GOT1;FUS;UROS;LSM1;M6PR;TNFRSF10B;NFKB1;GGCT;NSFL1C;PTPRC;REEP4;TADA3;PLXNB2;TPP1;HPSE;NIT1;LRCH4;SHBG;NIT2;EIF4G3;EIF4G1;BCL2L1;CPM;MCFD2;CALCOCO1;CALCOCO2;SNAP23;ITGB2;PTEN;ITGAL;FTCD;FCAR;NRGN;NGRN;SCPEP1;SART1;HHEX;SCRN1;AP1G2;PSTPIP2;DDI2;NCK2;PGM2;ACP5;CEP170;SNAP29;EDIL3;ACP1;LBR;PRKG1;ILKAP;PPP1R12A;RFC4;SORD;AHSA1;VPS37A;EDF1;RAD23B;PPM1A;ATRN;IMPACT;PPM1B;TST;NPC2;RP2;NUMB;DNAJC9;ITGA5;FXN;GAPDH;BIRC2;ITIH5;BECN1;MTPN;NDUFB7;CANT1;SRC;VPS4B;RPE;PRCP;FURIN;GLRX;SEMA3F;EHBP1;PPM1F;DNAJB1;SH3BP1;DNAJB6;POLR2A;CCL5;VPS53;CCL3;POLR2F;PCBD1;SNRPB2;EIF4E;SH2B3;EIF4B;GADD45GIP1;PPP1R14A;PTPN1;CYB5A;DUT;SSB;NDUFA5;GZMA;TXNRD1;AMFR;FOXJ3;HIP1R;IMMT;NAGA;BAIAP2;KLF4;TPD52L2;GFER;ATOX1;CPPED1;CEACAM19;RAB10;NECAP2;NAGK;GLOD4;DNAJA2;DRG2;PTPN6;P4HB;ATXN10;FOLR3;PIK3AP1;METAP2;APP;IL1RN;SPARC;NUDT2;JMJD1C;UBE2L6;NUDT5;IFI30;CRKL;ICAM1;NFU1;GOLGA3;LGALS1;CDC26;DAG1;LONP1;TRIM25;RCC1;DENR;ARFIP1;CHAC2;LGALS9;LGALS8;PTGDS;TRIM21;B2M;ARSA;ATP6V1G1;ST6GAL1;ATP6V1G2;CMC1;CIRBP;KRT8;TALDO1;CSNK1D;MIF;ASRGL1;CARHSP1;BTD;LACTB2;CDC37;LAP3;EZR;TP53;CES2;CES1;IGSF8;STXBP3;MAGED1;MYCBP2;TWF2;PCDH12;TXN;IGSF9;C7ORF50;SNX2;RRAS;ERI1;INPP5D;PCBP2;SNX9;APOE;TP53BP1;SNX5;PAG1;SEC31A;DECR1;VASP;SRPK2;STAT5B;FIS1;RABGAP1L;YES1;TNFSF14;XRCC4;RAB27B;PPBP;PILRA;NMI;STAM;SMARCA2;ACADSB;UBAC1;MANF;BST2;MSRA;TF;VNN1;RCOR1;SUGP1;TOP2B;NRP2;FEN1;UBXN1;CETN2;CETN3;STAB2;AKR1B1;PTPRK;CTSS;PPCDC;GYS1;OTUD6B;C1QBP;CHMP1A;CD36;TNFAIP8L2;CTSD;GIT1;CTSC;DBNL;TMED8;PARP1;TSC22D1;CAMLG;IL18;CACYBP;IL16;AP3B1;GP1BA;COMMD1;AMPD3;RHOC;MTSS1;APRT;LAT2;TAX1BP1;ARHGEF1;TFF1;CD302;CRELD2;MFGE8;CD63;CSTB;DTYMK;AHCY;SELPLG;INPP1;SSNA1;WAS;NPL;COX5B;AIF1;PTS;TYMP;NT5C;CST3;ANKMY2;PNMA1;CREG1;CD59;TBL1X;RELT;CCT5;AAMDC;PAK4;TSNAX;CD74;RANBP1;NPM1;CD72;SORT1;PTGES2;GDF15;SUSD1;MYO9B;AP2B1;PNMA2;VEGFA;PDP1;KRT19;PER3;KRT18;PRKRA;TACC3;ESYT2;HDGF;RTN4IP1;MPHOSPH8;FCN1;FCN2;SAMD9L;CD84;MPI;INPPL1;PEBP1;ARID4B;SRP14;UBE2Z;COMT;MPO;TOMM20;PPME1;C1RL;EP300;FAM3C;ACAA1;GGT1;ENPP6;PDGFRB;SHISA5;ANXA11;ACYP1;IPCEF1;SDHB;KCTD5;PDIA5;COX6B1;OSCAR;PDIA4;DOK1;DOK2;HNRNPUL1;HGS;PPIF;PPIB;COPB2;DIABLO;PXN;DAPP1;HTRA2;STK4;TOR1AIP1;DPP7;IRAK1;GRK5;DNAJC21;TBC1D17;PIBF1;CD99;ATP6V1F;SMAD2;VCAM1;SMAD3;TGFB1;PNPT1;UBE2B;VTA1;ASPSCR1;TBCC;TBCB;SSC5D;TBCA;EIF2S2;SSH3;IGF2R;QDPR;SELP;GRHPR;MAVS;TP53I3;DNMBP;COL5A1;TAB2;BLMH;TGFBI;GCLM;GRSF1;NFKBIE;FGFR2;LGALS3BP;TNFAIP8;CRISP3;TNFAIP2;DPY30;PSIP1;DBI;TRIAP1;SGSH;CASP9;CASP8;YWHAQ;CA2;CASP3;KYNU;CASP1;GGACT;GUSB;RBM17;USP47;HSDL2;DYNLT1;DDX58;MMP1;GLRX5;DCXR;PLA2G4A;ABHD14B;PPP2R5A;IRAK4;DNM1;DNM3;RABEP1;GORASP2;EEF1D;ACOX1;NDUFS6;TBC1D5;CAT;ALDH1A1;BLVRB;CHI3L1;MYH9;COL6A3;PFDN2;HAGH;CHMP6;PFDN4;FBP1;THOP1;PRTFDC1;DCTN6;PON3;RALB;DCTN2;CLEC12A;DCTN1;GMPR2;PON2;LCAT;MTIF3;RNF5;ADD1;HMGCL;MAPK9;DNPEP;OXCT1;BNIP2;RALY;PDLIM5;GBP2;SMNDC1;GBP1;PDLIM7;SNCA;RWDD1;IGBP1;TIMM8A;USP25;NAA10;GALNT2;PDAP1;SOD2;SOD1;NAP1L4;CCS;PIKFYVE;GNPDA1;CD6;GNPDA2;GLB1;RGS10;BAX;SUGT1;VIM;SSBP1;GLA"
