Abundance..F17..127C....5A	Abundance..F17..127N....5B	Abundance..F17..128C....2B	Abundance..F17..129C....2A	Abundance..F17..130C....1A	Abundance..F17..130N....4B	Abundance..F17..131N....1B	Abundance..F17..132C....4A	Abundance..F17..132N....6A	Abundance..F17..133C....3A	Abundance..F17..133N....6B	Abundance..F17..134N....3B
5991777.39803414	5347785.55227484	5466941.69835175	4783265.11393124	3731367.41209335	5512573.10072265	3863240.00378486	4331490.30321738	5407935.47666365	3795024.25944018	4569731.09490689	4151753.85450967
13792.0377854366	13114.9847244503	11847.6100230469	7909.31803123888	7473.31490643296	11118.8455274045	10329.9409705078	4531.01978210453	17361.2618739628	10530.319392334	9836.32775482176	11576.1605090694
1209807.82449673	1113889.53340248	1200109.76165515	945442.351024958	789482.761620757	1194593.60290405	849665.480004838	840689.268943136	1089680.36529055	687474.227796377	915437.263810857	832909.696035057
8479937.45830867	7960046.0424953	8723698.08989861	6848085.26695423	4624002.8190612	7208705.03351751	5609553.09218428	5731857.20127366	6710705.44938723	4025296.3307304	6429990.04292275	5245784.91861837
5318413.30087667	4835214.60286557	4343823.82454577	3654160.09732916	3279390.76884185	4784504.71884246	3478352.67498662	3706265.17800001	4578419.18878483	3254219.37249421	4072728.14656717	3565740.84654872
15371099.165273	13538491.5806008	13082561.7264076	10380776.4534849	5475947.72867408	18296611.1425464	5402365.80705659	14650423.4579301	7065244.13246532	10414673.4348089	7002271.39402871	12549091.1953982
6440.90069487309	4556.32665468751	5416.94655175784	2899.92892309568	1853.27886401368	5252.77338222659	3800.70142675782	2360.86479492188	3132.08062792966	4241.68708154291	3864.35928505701	5643.59430615232
841382.308031551	779877.575887031	771834.999277998	566209.765327427	393000.281087037	768036.242481528	446508.475244973	501092.040109536	625513.303715197	410347.673868676	530093.903026096	533096.733909064
1481146.55271305	1122491.76250821	1345907.20182984	1617903.80639553	1701144.51141844	1431169.27603742	1551371.46901247	1700613.02568894	1487488.59653283	1226331.02798074	1519628.53860295	1397406.41121561
4077569.57990816	4038453.35939528	2902366.80425154	2354777.4519168	3030087.35080244	2742860.71222284	3736631.9775907	2151137.88711793	4267699.4527935	3571097.155666	3568868.83004848	3937887.16080523
4079885.56947231	3716288.44420339	3835516.92882984	3029437.16148114	2249814.66122648	3264957.6048467	2469616.11648933	2612768.98706705	3190075.78655686	2292613.15033225	2925319.04079213	2584646.534184
2661661.08234266	2460362.99268967	2459351.55522162	1889636.04156681	1498714.19890215	2632555.59745894	1601875.31388701	1816130.74680377	2252770.38188119	1693631.68083943	1900779.38431385	1946583.50325731
122585.467107276	101977.680079243	80776.6634973632	84115.5378099611	87056.8372133079	97953.715052184	98381.9285947266	80068.1454383055	95556.8306655312	93428.2317515865	88673.7033247931	98128.3135541371
699738.032501106	625496.213237147	608237.091677045	484353.506050923	289299.032050069	674006.805113344	377437.288581247	411299.649131885	668890.968419507	350806.776812694	561191.824038423	424501.935727789
1661401.47575558	1570982.06311682	1091145.42732629	958754.474156859	1700019.58616509	1480406.57922735	1815426.71178882	1153690.32869305	1622603.96286171	1474171.79389422	1456267.68860775	1557807.4738711
6537260.46564815	5999933.55700969	5860544.26565574	5050244.03189692	3918331.69679543	5781272.08910874	4397716.50177239	4833351.54079833	5563599.68057803	3305831.16671035	5116165.1845503	3975118.49125486
2043424.09741651	1939187.38945868	1867703.39502356	1628498.51817289	1065303.72094568	1499597.04050198	1232397.60648767	1168200.76467279	1627024.97083392	1179655.86193126	1456844.79963531	1305156.53797019
4027759.96437133	3923144.48402274	3739700.74538535	3065588.11373445	2861545.06123562	5006254.78535459	2959298.58986015	3703143.61313589	3821324.10557002	4375212.37035842	3333979.60122676	3659473.70119077
71761.5253700881	57767.5424773791	64332.457010643	67309.588539208	63280.1108289196	54908.4898123171	58962.4072353629	68564.9466264416	53197.9866034354	52284.6314552352	59540.0866516119	56475.4360108965
2747242.65493265	2469460.40191096	2403575.6563138	2165093.64529408	2051799.99519914	2324327.129632	2237431.65363598	1926060.29006737	2680335.58452804	2199553.26595954	2217423.35153257	2246903.08210064
31958.3294491709	27245.4034810555	30196.976761392	30384.7268516599	51883.7513857198	24357.4880776776	45476.9016345701	27862.5216205809	28654.0555576169	53722.4859960919	39903.510296557	52061.3955404295
20111.7280631474	15207.4570473637	19846.1449396079	22249.6999421265	36526.8643720822	15718.1157612682	35178.3744444593	18498.8073658815	17382.4398410889	31995.9152634497	27987.271975781	32174.3513501954
5397.55141406249	4404.73236328126	3466.31742187499	7446.38846869427	4803.32557031249	5370.73528443836	5868.49364062501	4459.74407226562	3772.60305468749	6481.49471835939	5370.71962646485	5920.89090527345
2725938.63231815	2527094.36435369	2847355.84967963	2410797.63482632	1759213.4717879	2813599.72214922	2062321.79184399	1953227.00633784	2716056.65338653	1981395.21390533	2159960.51837865	2134187.7826651
2106206.9549208	1835379.98213733	1832690.90679304	1652704.79408766	1303069.5278956	1875554.75811486	1471412.58202855	1407762.3387266	1864300.31633933	1249654.67561561	1606234.26203795	1431447.06866632
115008.052299685	137781.218083537	169964.988249854	118769.488327425	135917.046804421	90072.2966072012	202857.3701521	86829.7183488281	118336.728267336	112572.700855224	132467.473347561	148764.575263477
1848564.86059921	1617362.0053133	1442781.01717943	1313959.36923158	868298.324166906	1671413.69560051	1000174.23976733	1161647.75534918	1549982.45624841	996779.829002753	1272720.44559625	1141524.14841673
4439982.72542241	4317621.76779705	4509814.31834077	3664502.19217269	3228572.34517015	4208319.98942493	3675288.27652032	3190066.1372536	4565221.57258225	3359159.59407759	3819344.94677665	3754038.7612051
4460271.16282252	4076770.83914606	4473171.68992828	3192754.1828799	2480204.19839621	3615142.67234854	2716741.08276562	2944132.80629064	3828555.75652783	2137543.48867537	3440962.1558931	2501871.22511801
4054788.63447868	3603582.67202722	3865621.87574923	3415300.12875184	2264249.45638862	3599602.83614652	2733515.44200997	2837989.09232998	3459048.22219997	1930819.40689156	3008032.65726089	2363534.08945415
22911.9963409063	22118.9263772846	25977.7615388673	25178.9158733212	42497.6450547811	20524.5826442109	35890.7448087891	23063.8300172608	23581.3234658204	42005.1263784664	34239.0779945803	41476.1273630861
2273795.44210028	2057181.39296702	2223318.39032951	1794540.69107861	1828691.25226263	1951681.48149142	1514203.08661822	1567652.61539081	1879253.62950081	1358497.73195838	1558573.86974778	1453360.66635219
2193360.10263861	2033680.21337359	2016559.86554713	1818269.94578278	1318887.53900875	1909866.4480699	1513399.04423235	1596942.6473887	1715055.65261929	1136108.25348873	1551075.18035887	1413233.36757007
9333.40263877869	7459.15752747188	11370.1899013184	7753.4079675293	8756.22854970707	6624.52358539309	12513.6763720218	5318.59140205078	8804.327100293	4870.5748467041	6976.9705435547	9146.10099997556
1343309.89484263	1255746.93272167	1359030.49480332	1074438.15873225	961829.321161488	1179978.23945002	1003245.33636207	942197.123734628	1112629.32813262	828282.078501623	1056234.46157237	942762.617718369
2553568.09561765	2193381.32791864	1837826.85743233	1750405.56151427	1155654.93869924	2638119.41260637	1040597.83234642	2123118.96416184	1824292.58579211	1202784.57154071	1633759.00994051	1577139.60150651
1820.39746863071	2504.11452010479	2720.53286967772	2073.39973242187	1414.33973935547	2488.62178769531	1111.29889680175	2022.31546735839	1892.3322580078	1662.316374646	2073.47887556687	2267.82788051626
9701530.18893033	11330015.0618362	11725544.2661133	11955245.8691628	12104143.9482141	10619694.1255484	15358954.2828368	8607082.99597671	17893328.0676897	26336783.8480555	16812726.6187801	13893170.9025985
1677217.31953455	1519424.74971493	1369000.16439203	1220562.89198995	1055118.9513968	1462296.89459615	1085465.10117802	1147273.42909441	1436684.05429085	1139902.27476119	1280070.19261017	1247966.99478293
196728.736909645	163514.118762151	229525.82238882	197580.730804119	123625.251877184	170937.018367419	155309.903908887	164684.825114305	118513.852374683	80518.5000232238	123183.055398881	107981.883536608
2423855.89678295	2146492.13391586	1983341.6398596	1824681.55183386	1607483.56825576	2062463.69286755	1603537.20948554	1544708.74559185	2142117.69963234	1786133.83247874	1763526.91405663	1882179.85991719
1909743.13195484	2024995.64194271	2203527.78124272	1604411.79107779	1575561.0995089	1441090.23054621	1909573.80293929	1123930.41612842	2359059.87489723	2099125.45377579	1908084.87434116	2204620.161198
2851177.06552232	2636720.82640313	2558808.15434972	2208619.107233	1843666.23754128	2519648.02162509	2115059.87174076	1934154.90107261	2636413.94651159	2028758.32259507	2272742.78462051	2097332.21820537
2506319.62304293	2627144.90491218	3125648.38553445	2616837.88672743	3187339.34534267	2055754.72091069	4353037.23132171	1829811.92092187	2142761.26059308	4021411.15577258	2884684.31666361	4631975.557708
1342780.75416763	1577556.86864229	1589250.29037286	1454127.74219765	1474367.38926602	1537772.75146209	1947902.5546871	1163725.7962789	1913078.90904656	2408968.60934618	1898889.30565274	1757109.45068516
266013.898863955	208693.423425495	110574.709786893	124838.109423777	120291.811824172	182259.180870427	149137.845443151	139494.518229014	175632.528114882	130534.302663264	167159.027002457	135775.210097758
1600196.70488612	1469339.76357808	1563901.90439886	1332428.54146656	1049643.72679923	1432844.58471799	1174889.21695819	1152869.77893943	1436187.81981505	1232357.5806665	1321773.24929189	1305726.7599356
2712396.75996411	2359610.96538496	2642060.8576916	2384749.92470285	2087971.39406312	2636247.44542287	2275363.35531608	2080665.99879754	2728565.29442307	2062981.68911419	2283958.94029676	2135181.65896013
3457772.09586552	2952951.30498053	2787857.9625675	2454639.26693304	2267420.26185217	2764893.04838155	2532806.55456599	2146903.67342432	2978903.1928052	2356002.64286728	2576829.28674676	2508431.42168935
2818219.58980777	2601419.27860601	2697338.79698447	2243763.07439956	1911987.98738557	2564530.3302456	2147034.661596	1999275.61463133	2264977.85842306	1934152.7152222	2108687.931624	2119395.80766979
2409503.32753711	2357318.567348	2265239.55046468	1953209.47284149	1675467.59367066	2274140.2527575	2117071.28857349	1620600.59775472	2220824.54820119	2180780.98938667	1975926.2680364	2138751.29921754
1568722.32641277	2113855.79752009	1700035.04250637	1419687.1914125	1333437.07972658	2137821.08781105	1913329.57870557	1513529.48577109	1495334.50950277	2348149.81937169	1575475.14554533	2687736.9464118
590349.895359418	553203.898238498	524557.35970923	455340.849433003	429897.440754643	470828.737336606	484590.023731917	418764.405461636	540946.140549405	477930.696459116	546754.520489671	521381.72412626
636506.987412922	588352.893752754	566995.152066228	528713.446549454	492420.733039735	553697.83091335	519633.437503431	477549.417415557	533002.99829175	467588.061977074	514743.548657386	500909.171294223
646279.527581288	668257.8014758	616253.920854871	509997.460064748	530951.502444339	747197.040209335	556373.898751044	570368.230341101	573089.343726254	824825.718511957	582313.000830039	913742.034621955
62772.3399195645	58755.3600747879	61936.7735568317	40804.5148870604	25977.2630538606	51573.2678413962	38913.3043792992	32302.1783326519	54447.4821660643	36770.4780851079	39555.3624662107	38837.2230726564
3468525.96716065	2876186.4080514	2659350.038777	2199982.95930543	1730672.55593115	2602175.23323502	1967876.47654773	1963876.7902197	2605825.69063157	1906761.56944653	2085462.14599517	2163846.05623827
1959199.23299314	1958651.00693575	2027731.16885697	1449713.04481201	1220504.19641892	1741830.42314725	1327128.53347769	1281911.65683903	1540108.61285445	1372008.45241955	1474338.11789114	1598556.65094885
7035894.16955409	7750159.75393805	7735604.4901411	5275327.2516271	3788118.92764614	6013396.95069614	4457467.34709387	4281040.53230982	5696550.32441948	2887230.81431488	5200215.59296725	4068984.08811475
1520530.0786513	1593902.36069791	1727253.15680786	1103929.06546234	1340483.55585689	1576084.18208227	1849212.34746707	973860.082354065	1653972.52173216	1866606.39182186	1442879.06924265	1820108.94206511
1485917.46799921	1478689.30469829	1504184.07222392	1353216.9468895	1290124.72725543	1420213.75021887	1289039.73810533	1240636.54304801	1420777.13835492	1386850.18335408	1284042.71446865	1439212.00226981
1682596.14368186	1558653.35493094	1766713.48243755	1428523.12005213	1187931.89851695	1699014.24672729	1291762.61466481	1293969.1782081	1482897.09796381	1164370.72306479	1316264.80403104	1271577.21275975
5429533.99474349	5375525.83622457	6115494.75357044	4138373.81838227	3191684.08938969	4496275.25017747	3752676.10050312	3088012.4216285	4423643.18806687	3368430.12017887	4112304.41566692	4234544.12796547
1298322.06850141	1097987.85272771	1053434.91172729	997162.946918695	905998.0019693	1047206.83307937	952064.606578767	869979.572425751	1116635.35319552	934722.230847182	987406.407429575	939020.448248321
170044.083692576	135912.751525346	77194.9096803671	97737.9012105144	71619.5888340082	138589.997986101	71015.4251055165	127988.104189315	92349.4236279795	63802.2948324929	95737.5545031996	82409.4261479734
720700.581535122	697876.233925818	593473.296568494	491246.019895991	454400.381151576	637269.354755262	507831.569192111	502758.123367831	668995.201061906	513646.611354644	594947.633059391	569260.454192851
12060.2250033342	13138.8288385743	14297.3771708496	16265.4861693481	18779.0844833469	13045.3153929455	16564.6242996094	16172.2652743654	14798.6274848512	14493.0265355447	16465.3372193525	17857.5445008178
1485417.31769726	1304674.73985633	1288370.67944743	1061425.32021203	914994.376650439	1400640.34009694	974552.300997221	1099051.16474711	1495877.72636086	914584.116882862	1239763.02751863	1008036.19535913
846057.999661391	844150.580878192	811401.240563576	658130.683595612	576300.559466877	731461.243210524	601673.149529268	612304.98981166	718399.162399719	552241.937804367	678127.517095641	631282.027125611
3087029.92280733	2912471.56714331	2912341.45644403	2613604.11508689	2034090.27045002	2958790.56586112	2371070.28539282	2703021.02517084	2662746.28839266	2008342.64571593	2676463.41128918	2455006.14923717
18295.6881611208	19170.6111270999	17235.4064179688	12124.7920132324	8410.67903510741	17207.2339292294	14216.2915850098	9237.80991503905	14690.3639782858	10434.0637564453	12891.2159513672	13273.0784709961
1988210.8682633	1818874.78037699	1782104.2005884	1451309.37445163	1112564.45393319	1679315.15437547	1223168.40628849	1295287.86577805	1571084.83587106	1246912.50924634	1423596.98345669	1370155.4759341
1626938.12685927	1572726.78872669	1625541.01147219	1407882.13457223	1343504.50860027	1488596.60341964	1429686.61248411	1241175.54259118	1550014.74758653	1319178.21070532	1457728.05712158	1426754.55921881
3061417.55097286	2675035.70416838	2551343.51521662	2253157.36349485	1463103.76481638	2353298.27860266	1557789.86875768	1960421.74427019	2553013.94364887	1647213.18659379	2128657.87653732	1906303.67446675
67895.1302748911	16111.1437040044	45081.8952568358	48133.445070345	13201.8200531246	20290.7506296382	12605.1909783039	12984.7052536797	14526.3447624019	13310.3876522457	12181.2846213864	13793.2441195313
1056711.09711838	1131900.922942	1082420.00682997	992861.739092622	1199764.74384764	1176174.40149618	1769910.00398235	964881.924276107	1814858.09678108	1709621.18451973	1576002.77952091	1414684.2014275
1982289.7276286	1772063.27878446	1701050.40030831	1460954.87485803	1227533.68604563	1781634.01791836	1311422.35036096	1360103.37896247	1669767.68813018	1144178.47283997	1445241.8392625	1251116.60707388
695700.793646391	660187.573503654	526141.856068507	396536.912293363	402813.503155001	605111.36771342	457319.927201622	443458.895891862	585337.769778052	378818.898788116	501976.234599658	433033.267790662
829183.231434901	971522.56436031	970529.691452307	859554.586792393	837914.257228317	911000.727965566	983370.007737693	694964.346919943	1075299.85821344	1714794.50203537	1153370.13874621	1119833.28936687
2195268.08878299	2283788.30960223	2530736.88224436	1994637.08996618	2056351.4294717	2148288.01853814	2797312.91267952	1389027.78684072	2860797.52269385	2570965.74891588	1982849.70544828	2688081.10604633
1094468.42261373	961451.168125474	907630.914464351	783791.89614546	723906.534787209	898017.943181259	779102.119669762	716107.93360673	996133.058234327	788982.789811135	824315.272707372	855660.931504319
1292263.1408103	1180356.39657103	1124987.95375384	980520.130395392	819703.787360535	1122112.42769589	885969.798651527	879503.606814904	1040564.97161272	807899.200498911	965348.400366586	870143.757245204
546655.931756497	556768.399775784	553053.118408022	466545.703691043	567719.653950263	403234.64902887	637552.596002859	335516.910957815	647021.946175655	757326.142068684	557073.701336015	789450.563476113
1680868.54397696	1528427.7845883	1482224.58054904	1347381.17893607	1174763.64712079	1471019.55506405	1251357.18152627	1204479.11554841	1516882.88510661	1170302.15433804	1252791.58099556	1239671.833892
637590.477235964	572353.940695694	531473.918659879	500882.518997671	421248.718205494	563719.694314686	474435.251479626	451606.214155036	531295.244070221	413411.344715405	495314.006781614	443878.02824658
798190.415904802	735342.97408932	721914.515484237	579959.463272884	472111.834081894	673598.123646197	505885.138665085	527617.177425984	686073.319905009	524788.01759695	584808.132765495	587296.471724556
872711.99591175	908307.85138332	970550.342420597	832147.742848253	935647.914529329	608382.009141619	1179084.98409927	548114.313088337	657729.722964867	1143870.39195734	926142.643395747	1313958.89321036
609019.648153563	799957.469759414	846274.105491927	754201.569982141	760248.875878333	732757.074013265	896502.330720751	512917.694773446	907335.179076464	1972972.41901307	1316964.75203718	1012880.48317891
154488.992348656	132343.115261465	114369.554185769	77352.8511083486	47301.8447189024	130175.858446405	65230.5103320571	66541.4204748046	117289.248192185	57168.4646803316	86131.8825428456	70417.3599325196
1203768.99171501	1024281.66498161	983450.502673362	827386.368324845	599277.509148763	1120675.60276149	658802.4813986	759288.161006344	807958.787925789	691727.350319482	721671.556975408	824301.990191697
979534.712575307	878368.448263447	852619.161831923	690554.006073324	676129.603933708	965609.960432859	681211.78080239	738292.749956375	857756.524797657	764959.635833643	825231.550077196	845395.327812746
2687578.3337087	2579657.82147319	2072480.39585548	1567013.80448727	1257009.74648621	2413883.01635611	1813329.66688592	1552046.0422196	2265465.98682698	1060244.88525053	1963715.17199421	1419423.82616158
913480.798765398	832983.767985294	859518.970887008	708436.097312914	680771.706547879	784324.72464951	725967.048592819	636284.794307167	812655.019702799	708346.914658935	711078.830876639	726856.428642214
2096858.90060857	1974917.14422865	1841683.46149796	1495540.19090835	1174662.95355045	1914326.66002177	1354403.09548264	1371923.45606678	1914301.38659309	1146954.79653776	1656736.58599068	1375796.40209202
1270554.71751702	1212494.68936022	1317029.47033272	1055463.10736501	986146.541603583	1128844.23106664	1091443.1916944	925122.553922326	1156851.27585902	1046955.08896656	1122178.49574142	1127431.67461461
986921.46091402	875012.59426753	642814.388742938	617785.91461984	777644.795429661	852672.445460597	864468.292266587	698363.499350782	891510.277876633	780048.706503104	811691.881575066	817983.026338544
2253157.98565665	2060117.30895842	2571392.87360826	2003724.53044306	1292646.2184232	2083942.91564228	1666278.6829261	1544403.09892888	2193117.82283619	1245964.93514596	1894735.49371104	1611165.63173842
1562445.61084887	1502915.38320686	1408247.84540756	1177834.58723087	898833.485874029	1598909.21415184	1019683.83836728	1177988.18356848	1479564.45768721	1149454.28126839	1335604.178486	1293379.84475792
1289180.37666981	1213936.26086302	1248832.96672136	1019911.21573456	798573.72393739	1143962.73036712	933274.89460666	870357.854588127	1135876.70162768	837158.307299049	1013493.07143103	928990.688415249
1379582.80521553	1252568.60124963	1229973.15616312	1111463.1977833	944798.851022201	1128952.44208977	1124670.95272243	944460.699670983	1151966.66022742	911921.179321575	1082879.91266052	1034074.63119334
586783.892495353	658592.25361611	1476480.90081885	950462.278244789	581134.885662536	510030.986793494	683785.316930094	385130.055462438	1050460.45591725	463185.864458163	607942.93616639	557514.673066237
1019035.08243369	894855.382972089	892047.037653759	935947.798315861	862686.014397513	1063423.56619614	851196.292934061	898924.187196301	1097497.97498371	943522.813124158	885118.235370507	849081.14104705
636163.602393763	566652.735982246	549844.474131125	453716.821660198	405584.061590891	533641.078178216	452202.656221053	415774.76678308	504243.563675133	376019.985672682	435150.715526808	455383.537089097
948813.422644622	869715.238314661	850364.173145276	754533.79451433	598961.017813462	823060.951930104	614472.022082036	645385.588428588	796253.259509838	587324.702868493	682066.163208611	648073.567378343
2460783.6705274	1948698.87902753	1855076.20331723	1780473.59727757	1293280.20243393	2362147.71035303	1578944.49735956	1674516.94524492	2009424.17664068	1244118.67423613	1850512.19348389	1450418.23905725
553968.326447111	500028.203870473	546959.969101298	393276.275511004	287343.636742678	444900.311647301	345539.2776426	261665.633307971	508274.736562173	314221.978225644	400371.73945238	369020.646869473
1207571.14114539	1143784.5786926	1116386.33700269	995524.118363765	929701.35406272	1085528.70709979	1012547.71835466	908249.312352772	1128163.90495016	1037233.88303534	1086913.2857221	1082620.46531109
119820.695347494	116968.274827105	112680.630538907	99102.3605832283	116961.315307838	110434.659202441	155109.583948739	107422.560757508	144123.065335211	161434.623997297	148135.322207008	131939.949055067
181705.151486801	191172.195078512	180040.887123928	156928.094905555	163380.896304955	210410.620244313	264014.177175447	136216.133743879	242993.402676832	213723.2097819	221043.020920373	217768.423557773
715287.413421498	629923.077073491	642025.749935996	616957.075273352	544167.490425944	631168.58210442	577036.654514528	575756.65400092	621198.675172235	558272.251446513	579073.451711525	581420.161643814
823867.017290733	1280509.01824212	1455506.2984541	763108.276490951	806171.978125289	1361244.39024988	1587627.78561695	727192.479615509	830454.107787709	987380.996303165	1211227.3061987	1501686.23502273
48648.9038529788	42650.9627060321	42769.3796562012	43262.692979186	45261.6449226554	44484.40872627	40317.0575250907	42473.1125833005	45998.7742822261	47427.9542309424	45530.2455297293	47518.9354341797
994434.942691947	956906.152322924	952132.883915824	736222.930751172	575744.400640167	913859.94119355	655595.234894936	655043.847487563	887541.250332924	583961.57725672	744131.316091929	695251.314054017
688190.277842734	645780.374902369	694274.448516392	505907.934746862	440155.240382863	601984.279115936	549893.03988384	431949.470231317	638560.170793802	513665.983246399	548118.383419534	559459.529458078
