"SUID","adjustedPValue_All_genes","description_All_genes","N_All_genes","name","nn_All_genes","nodeFillColor_All_genes","nodeFontSize_All_genes","nodeSize_All_genes","nodeType_All_genes","pValue_All_genes","selected","shared name","X_All_genes","xx_All_genes"
"1578675","3.5036E-6","positive regulation of cell migration","14261","30335","128","5.455482406358921","14","8.94427190999916","ellipse","1.4302E-7","false","30335","565","20"
"1578678","3.4882E-3","cellular macromolecule metabolic process","14261","44260","3506","2.457399000756934","14","26.38181191654584","ellipse","3.6948E-4","false","44260","565","174"
"1578682","1.0763E-2","regulation of DNA binding","14261","51101","157","1.9680580715347833","14","7.745966692414834","ellipse","1.4387E-3","false","51101","565","15"
"1578684","1.3249E-9","regulation of lymphocyte activation","14261","51249","157","8.87782528544538","14","10.583005244258363","ellipse","1.8381E-11","false","51249","565","28"
"1578686","9.9843E-2","cellular component disassembly","14261","22411","59","1.000682023230047","14","4.898979485566356","ellipse","2.8757E-2","false","22411","565","6"
"1578689","2.4356E-3","positive regulation of cell cycle process","14261","90068","43","2.6133931882176684","14","5.656854249492381","ellipse","2.4564E-4","false","90068","565","8"
"1578690","1.4328E-2","positive regulation of mitosis","14261","45840","24","1.84381111899649","14","4.47213595499958","ellipse","2.1790E-3","false","45840","565","5"
"1578692","6.1868E-6","regulation of vesicle-mediated transport","14261","60627","121","5.208534840132056","14","8.717797887081348","ellipse","2.7071E-7","false","60627","565","19"
"1578694","1.8098E-2","cellular macromolecule catabolic process","14261","44265","441","1.7423726051809736","14","10.954451150103322","ellipse","2.8441E-3","false","44265","565","30"
"1578697","8.7435E-1","macromolecule biosynthetic process","14261","9059","1054","0.058316584538342466","14","12.0","ellipse","8.4822E-1","false","9059","565","36"
"1578699","1.3820E-2","regulation of cellular response to stress","14261","80135","131","1.8595030510305597","14","7.211102550927978","ellipse","2.0833E-3","false","80135","565","13"
"1578702","1.5272E-2","ribonucleotide catabolic process","14261","9261","15","1.8161080006432184","14","4.0","ellipse","2.3470E-3","false","9261","565","4"
"1578704","5.0372E-4","hemopoietic or lymphoid organ development","14261","48534","259","3.297812465937114","14","10.0","ellipse","3.7228E-5","false","48534","565","25"
"1578706","4.0751E-2","glucosamine metabolic process","14261","6041","21","1.3898630732778328","14","4.0","ellipse","8.5242E-3","false","6041","565","4"
"1578707","4.0751E-2","N-acetylglucosamine metabolic process","14261","6044","21","1.3898630732778328","14","4.0","ellipse","8.5242E-3","false","6044","565","4"
"1578710","1.3047E-3","regulation of endocytosis","14261","30100","72","2.8844848738495172","14","6.6332495807108","ellipse","1.1522E-4","false","30100","565","11"
"1578713","6.4689E-9","regulation of cell communication","14261","10646","1152","8.189170750978038","14","19.078784028338912","ellipse","1.0356E-10","false","10646","565","91"
"1578715","1.2864E-7","primary metabolic process","14261","44238","5278","6.8906375361968895","14","33.2264954516723","ellipse","3.0546E-9","false","44238","565","276"
"1578717","8.6941E-4","positive regulation of DNA binding","14261","43388","93","3.0607774214502617","14","7.211102550927978","ellipse","7.3069E-5","false","43388","565","13"
"1578719","1.4090E-4","post-translational protein modification","14261","43687","1265","3.851077841188121","14","18.0","ellipse","9.2106E-6","false","43687","565","81"
"1578720","3.2403E-2","protein amino acid dephosphorylation","14261","6470","132","1.489412271385123","14","6.928203230275509","ellipse","6.1815E-3","false","6470","565","12"
"1578722","1.4395E-3","response to bacterium","14261","9617","231","2.841784360316609","14","9.38083151964686","ellipse","1.3097E-4","false","9617","565","22"
"1578725","4.1247E-2","D-ribose metabolic process","14261","6014","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","6014","565","2"
"1578729","1.4328E-2","regulation of immunoglobulin production","14261","2637","24","1.84381111899649","14","4.47213595499958","ellipse","2.1790E-3","false","2637","565","5"
"1578731","3.5919E-2","response to tumor necrosis factor","14261","34612","20","1.444670526371538","14","4.0","ellipse","7.1197E-3","false","34612","565","4"
"1578733","6.2863E-4","carbohydrate metabolic process","14261","5975","521","3.2016063058087227","14","12.649110640673518","ellipse","4.8808E-5","false","5975","565","40"
"1578735","1.3516E-1","cellular amino acid biosynthetic process","14261","8652","51","0.8691604961560663","14","4.47213595499958","ellipse","5.0522E-2","false","8652","565","5"
"1578736","3.9000E-2","serine family amino acid biosynthetic process","14261","9070","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","9070","565","3"
"1578739","1.1060E-2","glucosamine catabolic process","14261","6043","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","6043","565","2"
"1578741","9.7600E-1","regulation of gene expression","14261","10468","2926","0.010549952984776543","14","20.0","ellipse","9.6142E-1","false","10468","565","100"
"1578742","3.7558E-1","negative regulation of gene expression","14261","10629","551","0.42529955927044505","14","10.0","ellipse","2.6923E-1","false","10629","565","25"
"1578744","4.1247E-2","neutrophil degranulation","14261","43312","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","43312","565","2"
"1578746","1.0377E-2","negative regulation of cell communication","14261","10648","328","1.9839400322521792","14","10.0","ellipse","1.3815E-3","false","10648","565","25"
"1578748","2.5327E-2","negative regulation of stress-activated MAPK cascade","14261","32873","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","32873","565","2"
"1578750","1.6919E-2","negative regulation of proteolysis","14261","45861","25","1.7716226462995297","14","4.47213595499958","ellipse","2.6363E-3","false","45861","565","5"
"1578752","1.1280E-2","establishment of localization","14261","51234","2607","1.9477062891305088","14","22.891046284519195","ellipse","1.6161E-3","false","51234","565","131"
"1578753","5.1849E-5","establishment of protein localization","14261","45184","766","4.285260072742842","14","15.0996688705415","ellipse","3.0988E-6","false","45184","565","57"
"1578755","1.2312E-1","cellular amino acid derivative metabolic process","14261","6575","174","0.9096791664141857","14","6.928203230275509","ellipse","4.4172E-2","false","6575","565","12"
"1578757","3.6966E-2","positive regulation of epithelial cell proliferation","14261","50679","44","1.4322029221710209","14","4.898979485566356","ellipse","7.3872E-3","false","50679","565","6"
"1578759","2.4760E-3","regulation of homeostatic process","14261","32844","133","2.6062579778974464","14","7.745966692414834","ellipse","2.5037E-4","false","32844","565","15"
"1578763","1.8785E-2","regulation of bone resorption","14261","45124","16","1.7261843675774997","14","4.0","ellipse","3.0323E-3","false","45124","565","4"
"1578765","5.4021E-7","positive regulation of signaling pathway","14261","35468","380","6.267436470410152","14","12.649110640673518","ellipse","1.6864E-8","false","35468","565","40"
"1578767","2.5703E-3","positive regulation of DNA recombination","14261","45911","9","2.590009219806126","14","4.0","ellipse","2.6197E-4","false","45911","565","4"
"1578768","1.8661E-2","positive regulation of isotype switching","14261","45830","8","1.7290615280477322","14","3.4641016151377544","ellipse","2.9838E-3","false","45830","565","3"
"1578770","7.1171E-2","regulation of neuron differentiation","14261","45664","170","1.1476972738828433","14","7.211102550927978","ellipse","1.7793E-2","false","45664","565","13"
"1578771","4.2756E-2","regulation of neuron projection development","14261","10975","106","1.3690015145257624","14","6.324555320336759","ellipse","9.2859E-3","false","10975","565","10"
"1578775","2.1424E-3","positive regulation of cytokine production","14261","1819","103","2.66909551929557","14","7.211102550927978","ellipse","2.1001E-4","false","1819","565","13"
"1578777","7.2201E-2","purine nucleotide catabolic process","14261","6195","26","1.1414582779727538","14","4.0","ellipse","1.8224E-2","false","6195","565","4"
"1578778","5.7017E-2","purine ribonucleotide catabolic process","14261","9154","13","1.2439962714404813","14","3.4641016151377544","ellipse","1.3144E-2","false","9154","565","3"
"1578781","6.0045E-6","cellular response to hydrogen peroxide","14261","70301","25","5.221519755985712","14","6.0","ellipse","2.6114E-7","false","70301","565","9"
"1578783","1.4145E-11","regulation of cell activation","14261","50865","191","10.849398945942523","14","11.661903789690601","ellipse","1.2832E-13","false","50865","565","34"
"1578785","1.2635E-2","regulation of anatomical structure size","14261","90066","317","1.8984161167998541","14","9.797958971132712","ellipse","1.8676E-3","false","90066","565","24"
"1578786","7.3122E-3","regulation of cellular component size","14261","32535","283","2.135951307776931","14","9.591663046625438","ellipse","9.0720E-4","false","32535","565","23"
"1578788","4.1247E-2","glycine biosynthetic process","14261","6545","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","6545","565","2"
"1578790","7.9829E-3","negative regulation of signal transduction","14261","9968","121","2.097840007111811","14","7.211102550927978","ellipse","1.0074E-3","false","9968","565","13"
"1578792","3.4388E-8","membrane organization","14261","61024","383","7.463598978681913","14","13.114877048604","ellipse","6.6059E-10","false","61024","565","43"
"1578794","4.8685E-2","sulfur metabolic process","14261","6790","125","1.3126015115077272","14","6.6332495807108","ellipse","1.0807E-2","false","6790","565","11"
"1578797","8.0580E-5","regulation of body fluid levels","14261","50878","146","4.093770454367559","14","8.717797887081348","ellipse","4.9879E-6","false","50878","565","19"
"1578800","1.8661E-2","activation of caspase activity by cytochrome c","14261","8635","8","1.7290615280477322","14","3.4641016151377544","ellipse","2.9838E-3","false","8635","565","3"
"1578802","4.4701E-7","regulation of developmental process","14261","50793","789","6.34968636828491","14","16.1245154965971","ellipse","1.3716E-8","false","50793","565","65"
"1578803","1.6572E-7","positive regulation of developmental process","14261","51094","347","6.780628899735289","14","12.489995996796797","ellipse","4.1120E-9","false","51094","565","39"
"1578805","9.4617E-3","cellular carbohydrate biosynthetic process","14261","34637","67","2.0240313635376004","14","6.0","ellipse","1.2420E-3","false","34637","565","9"
"1578809","3.5316E-5","protein transport","14261","15031","755","4.452025892297672","14","15.0996688705415","ellipse","1.9788E-6","false","15031","565","57"
"1578812","1.0610E-2","positive regulation of fibroblast proliferation","14261","48146","32","1.9742783021553538","14","4.898979485566356","ellipse","1.4154E-3","false","48146","565","6"
"1578815","2.5052E-2","B cell homeostasis","14261","1782","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","1782","565","3"
"1578817","1.5877E-1","cellular ion homeostasis","14261","6873","370","0.7992268194488856","14","9.16515138991168","ellipse","6.2992E-2","false","6873","565","21"
"1578818","3.7558E-1","regulation of membrane potential","14261","42391","132","0.42529955927044505","14","5.291502622129181","ellipse","2.6911E-1","false","42391","565","7"
"1578824","3.8982E-2","regulation of hydrolase activity","14261","51336","375","1.4091311710818069","14","10.0","ellipse","7.8735E-3","false","51336","565","25"
"1578826","2.2668E-2","negative regulation of lymphocyte activation","14261","51250","51","1.6445933315076993","14","5.291502622129181","ellipse","3.7618E-3","false","51250","565","7"
"1578828","1.1041E-2","cellular nitrogen compound metabolic process","14261","34641","2077","1.9569732164818985","14","20.784609690826528","ellipse","1.4848E-3","false","34641","565","108"
"1578830","4.0751E-2","regulation of B cell mediated immunity","14261","2712","21","1.3898630732778328","14","4.0","ellipse","8.5242E-3","false","2712","565","4"
"1578833","3.1020E-3","regulation of lymphocyte differentiation","14261","45619","56","2.508359422665791","14","6.0","ellipse","3.2361E-4","false","45619","565","9"
"1578835","4.3376E-1","cellular macromolecular complex subunit organization","14261","34621","356","0.36274678042401004","14","8.0","ellipse","3.3794E-1","false","34621","565","16"
"1578837","2.2868E-11","regulation of protein modification process","14261","31399","366","10.640768500889488","14","13.856406460551018","ellipse","2.1965E-13","false","31399","565","48"
"1578840","4.1247E-2","cellular ketone body metabolic process","14261","46950","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","46950","565","2"
"1578842","1.1060E-2","negative regulation of multicellular organismal process","14261","51241","174","1.956236892466671","14","8.0","ellipse","1.5170E-3","false","51241","565","16"
"1578844","3.4694E-5","regulation of translation","14261","6417","150","4.4597451696866734","14","8.94427190999916","ellipse","1.9254E-6","false","6417","565","20"
"1578846","3.0827E-2","cell recognition","14261","8037","55","1.5110724887954685","14","5.291502622129181","ellipse","5.7574E-3","false","8037","565","7"
"1578848","5.3022E-3","regulation of secretion","14261","51046","241","2.275545385531706","14","9.16515138991168","ellipse","6.1397E-4","false","51046","565","21"
"1578849","3.6966E-2","regulation of exocytosis","14261","17157","44","1.4322029221710209","14","4.898979485566356","ellipse","7.3872E-3","false","17157","565","6"
"1578853","2.0861E-5","carboxylic acid metabolic process","14261","19752","563","4.6806648281117775","14","13.711309200802088","ellipse","1.0951E-6","false","19752","565","47"
"1578854","1.7970E-1","dicarboxylic acid metabolic process","14261","43648","42","0.7454542337174945","14","4.0","ellipse","8.3616E-2","false","43648","565","4"
"1578856","1.8661E-2","lymphocyte apoptosis","14261","70227","8","1.7290615280477322","14","3.4641016151377544","ellipse","2.9838E-3","false","70227","565","3"
"1578859","1.8162E-4","cell chemotaxis","14261","60326","47","3.7408421351203565","14","6.324555320336759","ellipse","1.2114E-5","false","60326","565","10"
"1578861","6.4928E-4","monosaccharide catabolic process","14261","46365","66","3.1875699983031534","14","6.6332495807108","ellipse","5.0757E-5","false","46365","565","11"
"1578863","6.5474E-3","regulation of lipid metabolic process","14261","19216","133","2.1839291469280577","14","7.483314773547883","ellipse","8.0183E-4","false","19216","565","14"
"1578864","7.8362E-2","negative regulation of lipid metabolic process","14261","45833","40","1.1058947616802492","14","4.47213595499958","ellipse","2.0092E-2","false","45833","565","5"
"1578866","7.1076E-2","viral reproduction","14261","16032","68","1.148277722499644","14","5.291502622129181","ellipse","1.7750E-2","false","16032","565","7"
"1578868","1.2054E-2","regulation of nervous system development","14261","51960","227","1.9188810408307349","14","8.717797887081348","ellipse","1.7559E-3","false","51960","565","19"
"1578870","2.0064E-4","immune system development","14261","2520","275","3.6975836842840764","14","10.392304845413264","ellipse","1.3490E-5","false","2520","565","27"
"1578872","2.2065E-1","positive regulation of type I interferon production","14261","32481","15","0.6563033677094346","14","2.8284271247461903","ellipse","1.1715E-1","false","32481","565","2"
"1578873","4.1247E-2","positive regulation of interferon-alpha production","14261","32727","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","32727","565","2"
"1578875","3.3066E-2","negative regulation of leukocyte activation","14261","2695","56","1.4806155869314528","14","5.291502622129181","ellipse","6.3609E-3","false","2695","565","7"
"1578879","4.1247E-2","neutrophil activation involved in immune response","14261","2283","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","2283","565","2"
"1578881","1.7721E-3","positive regulation of lymphocyte differentiation","14261","45621","31","2.7515130412224726","14","5.291502622129181","ellipse","1.6927E-4","false","45621","565","7"
"1578882","5.6187E-3","positive regulation of T cell differentiation","14261","45582","28","2.2503622196311266","14","4.898979485566356","ellipse","6.7311E-4","false","45582","565","6"
"1578885","9.7534E-4","regulation of cellular localization","14261","60341","305","3.010842770897971","14","10.392304845413264","ellipse","8.3013E-5","false","60341","565","27"
"1578887","2.3459E-1","amine biosynthetic process","14261","9309","86","0.6296858732371053","14","4.898979485566356","ellipse","1.2562E-1","false","9309","565","6"
"1578889","3.5277E-3","regulation of cell cycle process","14261","10564","138","2.4525080636894474","14","7.745966692414834","ellipse","3.7461E-4","false","10564","565","15"
"1578890","4.7077E-2","regulation of exit from mitosis","14261","7096","12","1.3271898873288617","14","3.4641016151377544","ellipse","1.0413E-2","false","7096","565","3"
"1578892","2.3006E-2","positive regulation of acute inflammatory response","14261","2675","17","1.638160140940107","14","4.0","ellipse","3.8425E-3","false","2675","565","4"
"1578894","5.0389E-1","lipoprotein biosynthetic process","14261","42158","59","0.2976637182807331","14","3.4641016151377544","ellipse","4.1583E-1","false","42158","565","3"
"1578895","4.5487E-1","protein amino acid lipidation","14261","6497","54","0.3421171157031476","14","3.4641016151377544","ellipse","3.6178E-1","false","6497","565","3"
"1578898","2.0776E-2","anatomical structure homeostasis","14261","60249","107","1.6824308332716607","14","6.6332495807108","ellipse","3.4036E-3","false","60249","565","11"
"1578899","6.4857E-3","tissue homeostasis","14261","1894","63","2.188042173532135","14","6.0","ellipse","7.9081E-4","false","1894","565","9"
"1578901","8.1698E-16","regulation of protein metabolic process","14261","51246","635","15.087786487542001","14","17.435595774162696","ellipse","2.3978E-18","false","51246","565","76"
"1578902","7.4744E-6","negative regulation of protein metabolic process","14261","51248","213","5.126422656010762","14","10.198039027185569","ellipse","3.3503E-7","false","51248","565","26"
"1578905","4.6269E-2","posttranscriptional gene silencing by RNA","14261","35194","22","1.3347112383919277","14","4.0","ellipse","1.0098E-2","false","35194","565","4"
"1578906","7.8593E-2","RNA interference","14261","16246","6","1.1046159695361053","14","2.8284271247461903","ellipse","2.1137E-2","false","16246","565","2"
"1578909","2.4964E-3","small GTPase mediated signal transduction","14261","7264","292","2.602685556455937","14","10.0","ellipse","2.5310E-4","false","7264","565","25"
"1578910","8.5056E-6","Ras protein signal transduction","14261","7265","112","5.070293452640365","14","8.48528137423857","ellipse","3.9033E-7","false","7265","565","18"
"1578912","4.9716E-7","positive regulation of intracellular protein kinase cascade","14261","10740","222","6.3035048031864545","14","10.770329614269007","ellipse","1.5387E-8","false","10740","565","29"
"1578913","2.9407E-2","positive regulation of MAPKKK cascade","14261","43410","83","1.531556039257746","14","6.0","ellipse","5.4686E-3","false","43410","565","9"
"1578915","6.8688E-4","cell proliferation","14261","8283","434","3.163122097898071","14","11.832159566199232","ellipse","5.4265E-5","false","8283","565","35"
"1578917","2.6257E-3","regulation of intracellular protein transport","14261","33157","79","2.5807495948003556","14","6.6332495807108","ellipse","2.6832E-4","false","33157","565","11"
"1578918","6.0253E-2","regulation of protein import into nucleus","14261","42306","65","1.2200221468135048","14","5.291502622129181","ellipse","1.4097E-2","false","42306","565","7"
"1578922","4.6708E-4","regulation of organelle organization","14261","33043","242","3.3306080135801532","14","9.797958971132712","ellipse","3.4271E-5","false","33043","565","24"
"1578923","6.0253E-2","regulation of vesicle fusion","14261","31338","5","1.2200221468135048","14","2.8284271247461903","ellipse","1.4468E-2","false","31338","565","2"
"1578925","5.3577E-8","cellular response to stimulus","14261","51716","985","7.271022874991956","14","17.776388834631177","ellipse","1.0721E-9","false","51716","565","79"
"1578926","2.0095E-4","cellular response to stress","14261","33554","618","3.6969217579049265","14","13.711309200802088","ellipse","1.3564E-5","false","33554","565","47"
"1578929","2.2415E-6","lymphocyte activation","14261","46649","186","5.6494596100472405","14","10.0","ellipse","8.6718E-8","false","46649","565","25"
"1578930","7.1958E-5","T cell activation","14261","42110","119","4.142920045924705","14","8.246211251235321","ellipse","4.3774E-6","false","42110","565","17"
"1578932","1.1888E-2","post-Golgi vesicle-mediated transport","14261","6892","57","1.9248764737630804","14","5.656854249492381","ellipse","1.7224E-3","false","6892","565","8"
"1578936","1.1102E-2","positive regulation of defense response","14261","31349","83","1.954602719190596","14","6.324555320336759","ellipse","1.5877E-3","false","31349","565","10"
"1578939","5.3873E-3","regulation of angiogenesis","14261","45765","87","2.2686267798283315","14","6.6332495807108","ellipse","6.2526E-4","false","45765","565","11"
"1578941","3.5919E-2","organelle fusion","14261","48284","20","1.444670526371538","14","4.0","ellipse","7.1197E-3","false","48284","565","4"
"1578942","4.7077E-2","vesicle fusion","14261","6906","12","1.3271898873288617","14","3.4641016151377544","ellipse","1.0413E-2","false","6906","565","3"
"1578945","1.9877E-7","wound healing","14261","42060","199","6.701639645851954","14","10.583005244258363","ellipse","5.1974E-9","false","42060","565","28"
"1578946","6.0253E-2","wound healing involved in inflammatory response","14261","2246","5","1.2200221468135048","14","2.8284271247461903","ellipse","1.4468E-2","false","2246","565","2"
"1578948","4.1247E-2","inositol phosphate dephosphorylation","14261","46855","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","46855","565","2"
"1578955","1.3015E-1","cellular amino acid derivative catabolic process","14261","42219","21","0.8855678773879966","14","3.4641016151377544","ellipse","4.8406E-2","false","42219","565","3"
"1578959","4.6993E-5","regulation of B cell proliferation","14261","30888","32","4.327963267120807","14","6.0","ellipse","2.7960E-6","false","30888","565","9"
"1578962","5.6925E-2","carboxylic acid biosynthetic process","14261","46394","163","1.2446933667591618","14","7.211102550927978","ellipse","1.2925E-2","false","46394","565","13"
"1578964","2.7512E-1","positive regulation of hydrolase activity","14261","51345","198","0.5604821377143758","14","6.6332495807108","ellipse","1.6332E-1","false","51345","565","11"
"1578965","1.3910E-1","positive regulation of peptidase activity","14261","10952","68","0.8566844492815547","14","4.898979485566356","ellipse","5.2105E-2","false","10952","565","6"
"1578967","2.7937E-2","nuclear division","14261","280","232","1.5538201796970372","14","8.48528137423857","ellipse","5.1282E-3","false","280","565","18"
"1578968","2.7937E-2","mitosis","14261","7067","232","1.5538201796970372","14","8.48528137423857","ellipse","5.1282E-3","false","7067","565","18"
"1578970","2.1424E-3","membrane fusion","14261","61025","53","2.66909551929557","14","6.0","ellipse","2.1035E-4","false","61025","565","9"
"1578973","2.5327E-2","regulation of production of molecular mediator of immune response","14261","2700","40","1.596410810579226","14","4.898979485566356","ellipse","4.5884E-3","false","2700","565","6"
"1578975","1.4640E-1","modification-dependent macromolecule catabolic process","14261","43632","282","0.8344507561466732","14","8.246211251235321","ellipse","5.6811E-2","false","43632","565","17"
"1578976","1.4640E-1","modification-dependent protein catabolic process","14261","19941","282","0.8344507561466732","14","8.246211251235321","ellipse","5.6811E-2","false","19941","565","17"
"1578978","8.3029E-1","mRNA metabolic process","14261","16071","369","0.08076808558718312","14","6.928203230275509","ellipse","7.9751E-1","false","16071","565","12"
"1578979","6.4870E-2","regulation of mRNA stability","14261","43488","25","1.187955842500359","14","4.0","ellipse","1.5906E-2","false","43488","565","4"
"1578981","1.2859E-5","blood vessel morphogenesis","14261","48514","220","4.890784962737448","14","10.198039027185569","ellipse","6.3130E-7","false","48514","565","26"
"1578982","4.1188E-5","angiogenesis","14261","1525","152","4.385227288667148","14","8.94427190999916","ellipse","2.3737E-6","false","1525","565","20"
"1578986","3.9000E-2","protein localization in mitochondrion","14261","70585","32","1.408935453365252","14","4.47213595499958","ellipse","7.9581E-3","false","70585","565","5"
"1578988","1.6919E-2","porphyrin biosynthetic process","14261","6779","25","1.7716226462995297","14","4.47213595499958","ellipse","2.6363E-3","false","6779","565","5"
"1578991","5.2181E-3","phosphorylation","14261","16310","785","2.2824876872148288","14","14.142135623730951","ellipse","6.0284E-4","false","16310","565","50"
"1578993","2.7271E-8","locomotion","14261","40011","439","7.564306361564268","14","13.711309200802088","ellipse","5.0932E-10","false","40011","565","47"
"1578995","1.4640E-1","entry into host cell","14261","30260","10","0.8344507561466732","14","2.8284271247461903","ellipse","5.7108E-2","false","30260","565","2"
"1578996","1.4640E-1","entry of virus into host cell","14261","46718","10","0.8344507561466732","14","2.8284271247461903","ellipse","5.7108E-2","false","46718","565","2"
"1578998","1.5933E-3","heterocycle catabolic process","14261","46700","74","2.7977072277937536","14","6.6332495807108","ellipse","1.4836E-4","false","46700","565","11"
"1579000","6.9648E-5","intracellular signal transduction","14261","35556","830","4.1570917008283255","14","15.491933384829668","ellipse","4.2183E-6","false","35556","565","60"
"1579002","1.6919E-2","tetrapyrrole biosynthetic process","14261","33014","25","1.7716226462995297","14","4.47213595499958","ellipse","2.6363E-3","false","33014","565","5"
"1579004","1.0914E-4","protein localization","14261","8104","920","3.9620301612117093","14","16.0","ellipse","6.9593E-6","false","8104","565","64"
"1579008","2.6851E-4","positive regulation of transcription factor activity","14261","51091","82","3.5710346684506047","14","7.211102550927978","ellipse","1.8698E-5","false","51091","565","13"
"1579009","2.7245E-3","positive regulation of NF-kappaB transcription factor activity","14261","51092","55","2.564719893658529","14","6.0","ellipse","2.8131E-4","false","51092","565","9"
"1579011","4.0751E-2","regulation of immunoglobulin mediated immune response","14261","2889","21","1.3898630732778328","14","4.0","ellipse","8.5242E-3","false","2889","565","4"
"1579013","1.2457E-1","negative regulation of protein kinase activity","14261","6469","100","0.9045731283844135","14","5.656854249492381","ellipse","4.4771E-2","false","6469","565","8"
"1579014","4.7077E-2","negative regulation of cyclin-dependent protein kinase activity","14261","45736","12","1.3271898873288617","14","3.4641016151377544","ellipse","1.0413E-2","false","45736","565","3"
"1579016","3.2164E-1","viral infectious cycle","14261","19058","40","0.49263069380166546","14","3.4641016151377544","ellipse","2.1031E-1","false","19058","565","3"
"1579017","1.3015E-1","initiation of viral infection","14261","19059","21","0.8855678773879966","14","3.4641016151377544","ellipse","4.8406E-2","false","19059","565","3"
"1579019","1.3910E-1","positive regulation of caspase activity","14261","43280","68","0.8566844492815547","14","4.898979485566356","ellipse","5.2105E-2","false","43280","565","6"
"1579021","5.6187E-3","positive regulation of lymphocyte mediated immunity","14261","2708","28","2.2503622196311266","14","4.898979485566356","ellipse","6.7311E-4","false","2708","565","6"
"1579026","1.1060E-2","amino sugar catabolic process","14261","46348","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","46348","565","2"
"1579028","7.8593E-2","tryptophan catabolic process","14261","6569","6","1.1046159695361053","14","2.8284271247461903","ellipse","2.1137E-2","false","6569","565","2"
"1579030","3.9000E-2","oxaloacetate metabolic process","14261","6107","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","6107","565","3"
"1579033","1.0000","regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process","14261","19219","3013","-0.0","14","18.65475810617763","ellipse","9.9983E-1","false","19219","565","87"
"1579035","2.2668E-2","positive regulation of lipid metabolic process","14261","45834","51","1.6445933315076993","14","5.291502622129181","ellipse","3.7618E-3","false","45834","565","7"
"1579037","4.7543E-2","cell cycle arrest","14261","7050","108","1.3229137552076142","14","6.324555320336759","ellipse","1.0528E-2","false","7050","565","10"
"1579039","4.3848E-3","regulation of leukocyte mediated immunity","14261","2703","59","2.3580520703320094","14","6.0","ellipse","4.8307E-4","false","2703","565","9"
"1579041","1.3311E-5","response to lipopolysaccharide","14261","32496","116","4.875784962962727","14","8.48528137423857","ellipse","6.6769E-7","false","32496","565","18"
"1579044","4.1906E-4","monocarboxylic acid metabolic process","14261","32787","304","3.3777289508398236","14","10.583005244258363","ellipse","3.0412E-5","false","32787","565","28"
"1579045","7.6623E-2","fatty acid metabolic process","14261","6631","209","1.1156396484319382","14","7.745966692414834","ellipse","1.9381E-2","false","6631","565","15"
"1579047","2.0710E-1","regulation of metabolic process","14261","19222","3914","0.6838277262243682","14","26.0","ellipse","9.8851E-2","false","19222","565","169"
"1579049","8.8753E-3","regulation of receptor activity","14261","10469","21","2.051817809422434","14","4.47213595499958","ellipse","1.1509E-3","false","10469","565","5"
"1579051","1.2366E-16","regulation of programmed cell death","14261","43067","859","15.90777260115788","14","19.28730152198591","ellipse","2.3095E-19","false","43067","565","93"
"1579053","1.5382E-11","immune response","14261","6955","619","10.812985292754146","14","16.24807680927192","ellipse","1.4364E-13","false","6955","565","66"
"1579055","8.0842E-6","positive regulation of chemotaxis","14261","50921","41","5.092364971950205","14","6.6332495807108","ellipse","3.6668E-7","false","50921","565","11"
"1579057","3.6066E-5","hydrogen peroxide catabolic process","14261","42744","17","4.442898051511705","14","5.291502622129181","ellipse","2.0304E-6","false","42744","565","7"
"1579060","1.1504E-5","coagulation","14261","50817","103","4.939141898478196","14","8.246211251235321","ellipse","5.5557E-7","false","50817","565","17"
"1579062","1.4328E-2","positive regulation of nuclear division","14261","51785","24","1.84381111899649","14","4.47213595499958","ellipse","2.1790E-3","false","51785","565","5"
"1579070","7.8593E-2","response to dsRNA","14261","43331","27","1.1046159695361053","14","4.0","ellipse","2.0740E-2","false","43331","565","4"
"1579072","1.5410E-16","regulation of apoptosis","14261","42981","851","15.812194444189482","14","19.183326093250876","ellipse","4.1116E-19","false","42981","565","92"
"1579074","1.6425E-1","negative regulation of cellular biosynthetic process","14261","31327","611","0.7845025735793616","14","11.313708498984761","ellipse","6.5383E-2","false","31327","565","32"
"1579080","3.5513E-4","protein complex assembly","14261","6461","506","3.449609333926469","14","12.649110640673518","ellipse","2.5299E-5","false","6461","565","40"
"1579082","1.1060E-2","avoidance of host defenses","14261","44413","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","44413","565","2"
