"SUID","adjustedPValue_All_genes","description_All_genes","N_All_genes","name","nn_All_genes","nodeFillColor_All_genes","nodeFontSize_All_genes","nodeSize_All_genes","nodeType_All_genes","pValue_All_genes","selected","shared name","X_All_genes","xx_All_genes"
"1578179","1.3516E-1","vascular process in circulatory system","14261","3018","51","0.8691604961560663","14","4.47213595499958","ellipse","5.0522E-2","false","3018","565","5"
"1578180","9.9335E-3","regulation of vascular permeability","14261","43114","13","2.0028970850480396","14","4.0","ellipse","1.3095E-3","false","43114","565","4"
"1578182","9.9279E-1","regulation of biosynthetic process","14261","9889","3042","0.0031439116737173385","14","20.09975124224178","ellipse","9.8352E-1","false","9889","565","101"
"1578183","1.7094E-1","regulation of lipid biosynthetic process","14261","46890","56","0.7671610915287481","14","4.47213595499958","ellipse","7.0172E-2","false","46890","565","5"
"1578185","2.4982E-2","negative regulation of cell size","14261","45792","110","1.6023808775939987","14","6.6332495807108","ellipse","4.2125E-3","false","45792","565","11"
"1578186","3.7958E-2","negative regulation of cell growth","14261","30308","103","1.4206977432829468","14","6.324555320336759","ellipse","7.6361E-3","false","30308","565","10"
"1578188","2.6851E-4","positive regulation of transcription regulator activity","14261","90047","82","3.5710346684506047","14","7.211102550927978","ellipse","1.8698E-5","false","90047","565","13"
"1578190","1.0132E-1","positive regulation of cellular biosynthetic process","14261","31328","720","0.9943129612123566","14","12.489995996796797","ellipse","2.9330E-2","false","31328","565","39"
"1578191","4.1913E-2","positive regulation of DNA replication","14261","45740","33","1.3776497516050614","14","4.47213595499958","ellipse","9.0804E-3","false","45740","565","5"
"1578193","8.9779E-2","acute inflammatory response","14261","2526","89","1.0468247409381026","14","5.656854249492381","ellipse","2.4625E-2","false","2526","565","8"
"1578195","2.9769E-1","cellular macromolecular complex assembly","14261","34622","316","0.5262302372399815","14","8.0","ellipse","1.8912E-1","false","34622","565","16"
"1578196","6.8148E-2","cellular protein complex assembly","14261","43623","151","1.1665437707203046","14","6.928203230275509","ellipse","1.6964E-2","false","43623","565","12"
"1578198","6.5724E-9","positive regulation of lymphocyte activation","14261","51251","105","8.182277312851928","14","9.38083151964686","ellipse","1.0697E-10","false","51251","565","22"
"1578199","3.0542E-5","positive regulation of T cell activation","14261","50870","77","4.515100404919462","14","7.483314773547883","ellipse","1.6787E-6","false","50870","565","14"
"1578201","3.7319E-2","positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process","14261","45935","656","1.428065081256384","14","12.489995996796797","ellipse","7.4878E-3","false","45935","565","39"
"1578202","2.0094E-3","positive regulation of DNA metabolic process","14261","51054","64","2.696929886562722","14","6.324555320336759","ellipse","1.9354E-4","false","51054","565","10"
"1578204","1.6139E-6","heterocycle metabolic process","14261","46483","337","5.792119798360668","14","12.0","ellipse","6.1425E-8","false","46483","565","36"
"1578205","2.6721E-3","pteridine and derivative metabolic process","14261","42558","24","2.573155270915535","14","4.898979485566356","ellipse","2.7519E-4","false","42558","565","6"
"1578207","2.7814E-19","positive regulation of cellular process","14261","48522","2002","18.555743550265547","14","25.84569596664017","ellipse","1.4842E-22","false","48522","565","167"
"1578209","2.8690E-4","macromolecule localization","14261","33036","1110","3.5422708947165225","14","16.97056274847714","ellipse","2.0055E-5","false","33036","565","72"
"1578210","1.4496E-3","cellular macromolecule localization","14261","70727","436","2.838748779959605","14","11.661903789690601","ellipse","1.3305E-4","false","70727","565","34"
"1578212","5.6187E-3","negative regulation of cellular component organization","14261","51129","177","2.2503622196311266","14","8.246211251235321","ellipse","6.7223E-4","false","51129","565","17"
"1578214","7.8522E-7","regulation of transport","14261","51049","513","6.105009333003698","14","13.856406460551018","ellipse","2.7209E-8","false","51049","565","48"
"1578215","3.7938E-4","positive regulation of transport","14261","51050","270","3.4209250924516303","14","10.198039027185569","ellipse","2.7229E-5","false","51050","565","26"
"1578217","1.0090E-11","regulation of immune system process","14261","2682","424","10.996129092470444","14","14.560219778561036","ellipse","8.3451E-14","false","2682","565","53"
"1578218","1.9424E-2","negative regulation of immune system process","14261","2683","91","1.7116653217631235","14","6.324555320336759","ellipse","3.1665E-3","false","2683","565","10"
"1578221","5.0615E-4","positive regulation of B cell proliferation","14261","30890","25","3.2957237381843925","14","5.291502622129181","ellipse","3.8051E-5","false","30890","565","7"
"1578223","6.6643E-2","negative regulation of organelle organization","14261","10639","99","1.176247362290111","14","6.0","ellipse","1.6572E-2","false","10639","565","9"
"1578226","6.2530E-7","regulation of kinase activity","14261","43549","383","6.2039097241893675","14","12.649110640673518","ellipse","2.1021E-8","false","43549","565","40"
"1578228","1.9143E-4","positive regulation of organelle organization","14261","10638","91","3.7179918511202485","14","7.483314773547883","ellipse","1.2820E-5","false","10638","565","14"
"1578230","9.9843E-2","positive regulation of macromolecule biosynthetic process","14261","10557","675","1.000682023230047","14","12.165525060596439","ellipse","2.8460E-2","false","10557","565","37"
"1578232","1.2976E-3","regulation of intracellular transport","14261","32386","97","2.886862965345517","14","7.211102550927978","ellipse","1.1356E-4","false","32386","565","13"
"1578233","3.7026E-3","positive regulation of intracellular transport","14261","32388","46","2.4314925388719177","14","5.656854249492381","ellipse","3.9821E-4","false","32388","565","8"
"1578235","5.3590E-2","cell-cell adhesion","14261","16337","291","1.270919016048859","14","8.94427190999916","ellipse","1.2071E-2","false","16337","565","20"
"1578236","1.1198E-1","homotypic cell-cell adhesion","14261","34109","8","0.9508454739303223","14","2.8284271247461903","ellipse","3.7437E-2","false","34109","565","2"
"1578238","2.4958E-2","induction of apoptosis by intracellular signals","14261","8629","52","1.6027817286290749","14","5.291502622129181","ellipse","4.2019E-3","false","8629","565","7"
"1578240","9.5893E-8","positive regulation of cell communication","14261","10647","413","7.018212981110547","14","13.2664991614216","ellipse","2.1747E-9","false","10647","565","44"
"1578241","5.4082E-8","positive regulation of signal transduction","14261","9967","276","7.266945339614073","14","11.832159566199232","ellipse","1.0967E-9","false","9967","565","35"
"1578243","9.1109E-10","regulation of signaling pathway","14261","35466","1001","9.040437904644838","14","18.439088914585774","ellipse","1.1911E-11","false","35466","565","85"
"1578245","1.2573E-4","membrane invagination","14261","10324","222","3.900556354068656","14","9.797958971132712","ellipse","8.1182E-6","false","10324","565","24"
"1578247","6.2666E-3","negative regulation of signaling pathway","14261","35467","262","2.2029707386193946","14","9.38083151964686","ellipse","7.5740E-4","false","35467","565","22"
"1578249","4.0223E-3","salivary gland morphogenesis","14261","7435","26","2.395523801210152","14","4.898979485566356","ellipse","4.4001E-4","false","7435","565","6"
"1578250","2.5327E-2","salivary gland cavitation","14261","60662","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","60662","565","2"
"1578252","1.1811E-4","positive regulation of protein kinase activity","14261","45860","236","3.9277265768449676","14","10.0","ellipse","7.5628E-6","false","45860","565","25"
"1578254","1.2091E-10","cellular response to chemical stimulus","14261","70887","398","9.917546828696459","14","14.0","ellipse","1.3549E-12","false","70887","565","49"
"1578256","1.0809E-2","multicellular organismal process","14261","32501","4369","1.966225013177543","14","28.705400188814647","ellipse","1.4506E-3","false","32501","565","206"
"1578257","3.3178E-2","multicellular organismal homeostasis","14261","48871","85","1.4791542000215587","14","6.0","ellipse","6.3912E-3","false","48871","565","9"
"1578259","3.1320E-1","aromatic compound catabolic process","14261","19439","21","0.5041759844583866","14","2.8284271247461903","ellipse","2.0139E-1","false","19439","565","2"
"1578261","2.7787E-10","response to inorganic substance","14261","10035","237","9.556155784472072","14","12.0","ellipse","3.3362E-12","false","10035","565","36"
"1578262","8.5685E-7","response to reactive oxygen species","14261","302","85","6.067094486526422","14","8.246211251235321","ellipse","2.9949E-8","false","302","565","17"
"1578264","2.3006E-2","branching involved in salivary gland morphogenesis","14261","60445","17","1.638160140940107","14","4.0","ellipse","3.8425E-3","false","60445","565","4"
"1578266","5.6100E-3","negative regulation of transport","14261","51051","161","2.251035639515441","14","8.0","ellipse","6.6143E-4","false","51051","565","16"
"1578268","3.7026E-3","small molecule biosynthetic process","14261","44283","444","2.4314925388719177","14","11.489125293076057","ellipse","3.9893E-4","false","44283","565","33"
"1578269","1.5738E-1","nucleobase, nucleoside and nucleotide biosynthetic process","14261","34404","184","0.8030642460644806","14","6.928203230275509","ellipse","6.2354E-2","false","34404","565","12"
"1578271","3.7342E-7","multi-organism process","14261","51704","785","6.42780589354996","14","16.1245154965971","ellipse","1.1258E-8","false","51704","565","65"
"1578272","2.4949E-4","interspecies interaction between organisms","14261","44419","327","3.6029491091782164","14","10.954451150103322","ellipse","1.7174E-5","false","44419","565","30"
"1578274","1.9353E-1","indolalkylamine metabolic process","14261","6586","13","0.7132521920733542","14","2.8284271247461903","ellipse","9.1601E-2","false","6586","565","2"
"1578275","7.8593E-2","indolalkylamine catabolic process","14261","46218","6","1.1046159695361053","14","2.8284271247461903","ellipse","2.1137E-2","false","46218","565","2"
"1578277","2.5327E-2","regulation of cytoskeleton organization","14261","51493","143","1.596410810579226","14","7.211102550927978","ellipse","4.4716E-3","false","51493","565","13"
"1578278","1.1198E-1","negative regulation of cytoskeleton organization","14261","51494","62","0.9508454739303223","14","4.898979485566356","ellipse","3.5571E-2","false","51494","565","6"
"1578280","2.9546E-4","regulation of MAPKKK cascade","14261","43408","161","3.529500194095767","14","8.717797887081348","ellipse","2.0733E-5","false","43408","565","19"
"1578281","8.6265E-2","regulation of stress-activated MAPK cascade","14261","32872","16","1.06416456592252","14","3.4641016151377544","ellipse","2.3569E-2","false","32872","565","3"
"1578283","3.0139E-4","alcohol metabolic process","14261","6066","432","3.520871789611689","14","12.0","ellipse","2.1229E-5","false","6066","565","36"
"1578284","1.0097E-1","polyol metabolic process","14261","19751","44","0.9957949182746776","14","4.47213595499958","ellipse","2.9177E-2","false","19751","565","5"
"1578286","2.6448E-12","regulation of signaling process","14261","23051","776","11.577614142671948","14","17.663521732655695","ellipse","1.6935E-14","false","23051","565","78"
"1578288","5.3291E-5","response to external stimulus","14261","9605","550","4.273342165568015","14","13.416407864998739","ellipse","3.1992E-6","false","9605","565","45"
"1578289","4.7602E-6","taxis","14261","42330","168","5.322373475819585","14","9.591663046625438","ellipse","2.0321E-7","false","42330","565","23"
"1578291","7.8812E-4","regulation of response to biotic stimulus","14261","2831","36","3.1034094819857025","14","5.656854249492381","ellipse","6.5434E-5","false","2831","565","8"
"1578292","1.2858E-2","negative regulation of response to biotic stimulus","14261","2832","7","1.8908149474015763","14","3.4641016151377544","ellipse","1.9212E-3","false","2832","565","3"
"1578294","5.8567E-1","defense response to bacterium","14261","42742","119","0.23234723354213768","14","4.47213595499958","ellipse","5.1129E-1","false","42742","565","5"
"1578297","7.1076E-2","protein import","14261","17038","117","1.148277722499644","14","6.324555320336759","ellipse","1.7738E-2","false","17038","565","10"
"1578299","4.4807E-6","response to hydrogen peroxide","14261","42542","65","5.348657784206117","14","7.483314773547883","ellipse","1.8889E-7","false","42542","565","14"
"1578301","1.3091E-9","regulation of leukocyte activation","14261","2694","179","8.883016558450551","14","10.954451150103322","ellipse","1.7814E-11","false","2694","565","30"
"1578302","3.9000E-2","regulation of macrophage activation","14261","43030","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","43030","565","3"
"1578304","1.3370E-3","secretion","14261","46903","295","2.873859723775718","14","10.198039027185569","ellipse","1.2022E-4","false","46903","565","26"
"1578306","3.3540E-1","nucleobase, nucleoside, nucleotide and nucleic acid metabolic process","14261","6139","1786","0.4744313677458471","14","17.549928774784245","ellipse","2.2623E-1","false","6139","565","77"
"1578307","1.5738E-1","nucleobase, nucleoside, nucleotide and nucleic acid biosynthetic process","14261","34654","184","0.8030642460644806","14","6.928203230275509","ellipse","6.2354E-2","false","34654","565","12"
"1578309","3.9218E-6","anatomical structure development","14261","48856","2651","5.4065137941973935","14","24.819347291981714","ellipse","1.6323E-7","false","48856","565","154"
"1578310","1.1888E-2","tube development","14261","35295","297","1.9248764737630804","14","9.591663046625438","ellipse","1.7210E-3","false","35295","565","23"
"1578312","1.5577E-3","regulation of leukocyte migration","14261","2685","40","2.8075283984334587","14","5.656854249492381","ellipse","1.4463E-4","false","2685","565","8"
"1578314","8.6265E-2","regulation of viral reproduction","14261","50792","28","1.06416456592252","14","4.0","ellipse","2.3460E-2","false","50792","565","4"
"1578315","1.5272E-2","regulation of viral genome replication","14261","45069","15","1.8161080006432184","14","4.0","ellipse","2.3470E-3","false","45069","565","4"
"1578317","1.3700E-2","regulation of multi-organism process","14261","43900","46","1.8632868732410806","14","5.291502622129181","ellipse","2.0615E-3","false","43900","565","7"
"1578319","7.6146E-5","heterocycle biosynthetic process","14261","18130","62","4.118355723084321","14","6.928203230275509","ellipse","4.6931E-6","false","18130","565","12"
"1578321","3.6951E-2","cellular response to endogenous stimulus","14261","71495","169","1.4323781742102613","14","7.483314773547883","ellipse","7.3546E-3","false","71495","565","14"
"1578322","2.6413E-2","cellular response to hormone stimulus","14261","32870","161","1.5781844268818324","14","7.483314773547883","ellipse","4.8273E-3","false","32870","565","14"
"1578324","3.4143E-2","positive regulation of immune effector process","14261","2699","43","1.4667034761631368","14","4.898979485566356","ellipse","6.5953E-3","false","2699","565","6"
"1578325","5.6187E-3","positive regulation of leukocyte mediated immunity","14261","2705","28","2.2503622196311266","14","4.898979485566356","ellipse","6.7311E-4","false","2705","565","6"
"1578327","1.3178E-7","regulation of lymphocyte proliferation","14261","50670","93","6.880148038149969","14","8.717797887081348","ellipse","3.1644E-9","false","50670","565","19"
"1578328","6.4928E-4","regulation of T cell proliferation","14261","42129","66","3.1875699983031534","14","6.6332495807108","ellipse","5.0757E-5","false","42129","565","11"
"1578330","1.1956E-1","cell development","14261","48468","631","0.9224288134484726","14","11.661903789690601","ellipse","4.2585E-2","false","48468","565","34"
"1578332","3.6966E-2","regulation of smooth muscle cell proliferation","14261","48660","44","1.4322029221710209","14","4.898979485566356","ellipse","7.3872E-3","false","48660","565","6"
"1578333","2.8118E-2","positive regulation of smooth muscle cell proliferation","14261","48661","29","1.5510223355330124","14","4.47213595499958","ellipse","5.1728E-3","false","48661","565","5"
"1578335","4.1430E-5","response to estrogen stimulus","14261","43627","114","4.382683509026265","14","8.246211251235321","ellipse","2.3987E-6","false","43627","565","17"
"1578336","1.7721E-3","response to estradiol stimulus","14261","32355","63","2.7515130412224726","14","6.324555320336759","ellipse","1.6920E-4","false","32355","565","10"
"1578339","3.9000E-2","urea metabolic process","14261","19627","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","19627","565","3"
"1578340","3.1629E-2","urea cycle","14261","50","10","1.4999113104755102","14","3.4641016151377544","ellipse","6.0254E-3","false","50","565","3"
"1578342","3.1629E-2","regulation of heat generation","14261","31650","10","1.4999113104755102","14","3.4641016151377544","ellipse","6.0254E-3","false","31650","565","3"
"1578343","2.5052E-2","regulation of fever","14261","31620","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","31620","565","3"
"1578345","5.9385E-2","ovulation cycle","14261","42698","80","1.2263220821390743","14","5.656854249492381","ellipse","1.3721E-2","false","42698","565","8"
"1578347","1.3788E-3","intracellular protein transport","14261","6886","364","2.8605025317442454","14","10.954451150103322","ellipse","1.2508E-4","false","6886","565","30"
"1578350","5.9652E-1","purine nucleotide metabolic process","14261","6163","172","0.22437789717994217","14","5.291502622129181","ellipse","5.2553E-1","false","6163","565","7"
"1578351","3.7558E-1","purine ribonucleotide metabolic process","14261","9150","132","0.42529955927044505","14","5.291502622129181","ellipse","2.6911E-1","false","9150","565","7"
"1578353","2.5554E-1","cellular lipid metabolic process","14261","44255","549","0.5925340055705763","14","10.392304845413264","ellipse","1.4509E-1","false","44255","565","27"
"1578354","2.9407E-2","cellular lipid catabolic process","14261","44242","83","1.531556039257746","14","6.0","ellipse","5.4686E-3","false","44242","565","9"
"1578356","3.2164E-1","antigen processing and presentation","14261","19882","60","0.49263069380166546","14","4.0","ellipse","2.1354E-1","false","19882","565","4"
"1578357","1.2858E-2","antigen processing and presentation of exogenous antigen","14261","19884","7","1.8908149474015763","14","3.4641016151377544","ellipse","1.9212E-3","false","19884","565","3"
"1578360","5.7944E-9","positive regulation of immune system process","14261","2684","265","8.236994111800387","14","12.0","ellipse","8.9667E-11","false","2684","565","36"
"1578363","4.1247E-2","regulation of plasminogen activation","14261","10755","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","10755","565","2"
"1578364","2.5327E-2","negative regulation of plasminogen activation","14261","10757","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","10757","565","2"
"1578366","2.1253E-3","nucleobase, nucleoside and nucleotide metabolic process","14261","55086","305","2.6725840401535343","14","10.198039027185569","ellipse","2.0527E-4","false","55086","565","26"
"1578368","2.6062E-4","regulation of cell cycle","14261","51726","446","3.583986043239172","14","12.165525060596439","ellipse","1.8010E-5","false","51726","565","37"
"1578369","3.9000E-2","regulation of meiotic cell cycle","14261","51445","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","51445","565","3"
"1578371","4.7451E-3","regulation of cellular component biogenesis","14261","44087","158","2.323754853042047","14","8.0","ellipse","5.3772E-4","false","44087","565","16"
"1578373","2.8720E-1","aromatic amino acid family metabolic process","14261","9072","19","0.5418199273146859","14","2.8284271247461903","ellipse","1.7241E-1","false","9072","565","2"
"1578374","1.7270E-1","aromatic amino acid family catabolic process","14261","9074","12","0.7627051068393524","14","2.8284271247461903","ellipse","7.9531E-2","false","9074","565","2"
"1578376","4.3052E-5","positive regulation of cellular component organization","14261","51130","222","4.366006240190464","14","10.0","ellipse","2.5271E-6","false","51130","565","25"
"1578377","3.9000E-2","positive regulation of cell morphogenesis involved in differentiation","14261","10770","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","10770","565","3"
"1578379","1.1060E-2","regulation of phosphatidylinositol biosynthetic process","14261","10511","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","10511","565","2"
"1578381","2.5052E-2","regulation of meiosis","14261","40020","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","40020","565","3"
"1578383","4.1247E-2","platelet aggregation","14261","70527","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","70527","565","2"
"1578385","3.8349E-5","cellular ketone metabolic process","14261","42180","577","4.416243552321432","14","13.711309200802088","ellipse","2.1692E-6","false","42180","565","47"
"1578387","6.1040E-7","cellular localization","14261","51641","977","6.214388855278131","14","17.320508075688775","ellipse","1.9869E-8","false","51641","565","75"
"1578389","1.4712E-1","biosynthetic process","14261","9058","1796","0.8323377843607218","14","18.33030277982336","ellipse","5.7465E-2","false","9058","565","84"
"1578390","6.0253E-2","carbohydrate biosynthetic process","14261","16051","113","1.2200221468135048","14","6.324555320336759","ellipse","1.4186E-2","false","16051","565","10"
"1578392","4.7451E-3","porphyrin metabolic process","14261","6778","37","2.323754853042047","14","5.291502622129181","ellipse","5.3933E-4","false","6778","565","7"
"1578393","9.8983E-4","heme metabolic process","14261","42168","28","3.0044377886571323","14","5.291502622129181","ellipse","8.4511E-5","false","42168","565","7"
"1578395","1.3458E-3","response to nutrient","14261","7584","168","2.871011871061223","14","8.48528137423857","ellipse","1.2137E-4","false","7584","565","18"
"1578397","2.8982E-1","cellular biogenic amine metabolic process","14261","6576","96","0.5378771218339107","14","4.898979485566356","ellipse","1.8069E-1","false","6576","565","6"
"1578400","2.5190E-2","regulation of cell killing","14261","31341","28","1.5987686707607065","14","4.47213595499958","ellipse","4.4224E-3","false","31341","565","5"
"1578402","1.4328E-2","regulation of leukocyte mediated cytotoxicity","14261","1910","24","1.84381111899649","14","4.47213595499958","ellipse","2.1790E-3","false","1910","565","5"
"1578403","2.6272E-2","positive regulation of leukocyte mediated cytotoxicity","14261","1912","18","1.5805044552525092","14","4.0","ellipse","4.7876E-3","false","1912","565","4"
"1578405","6.1753E-7","regulation of transferase activity","14261","51338","398","6.209344369132273","14","12.806248474865697","ellipse","2.0595E-8","false","51338","565","41"
"1578408","4.5533E-9","cellular catabolic process","14261","44248","776","8.341676141682813","14","16.73320053068151","ellipse","6.9247E-11","false","44248","565","70"
"1578410","4.7899E-3","cellular component disassembly involved in apoptosis","14261","6921","27","2.319672910189801","14","4.898979485566356","ellipse","5.4698E-4","false","6921","565","6"
"1578412","2.5052E-2","purine nucleoside biosynthetic process","14261","42451","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","42451","565","3"
"1578413","2.5052E-2","purine ribonucleoside biosynthetic process","14261","46129","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","46129","565","3"
"1578415","3.5216E-2","endosome transport","14261","16197","71","1.453266050058568","14","5.656854249492381","ellipse","6.8495E-3","false","16197","565","8"
"1578418","9.9335E-3","myeloid cell differentiation","14261","30099","95","2.0028970850480396","14","6.6332495807108","ellipse","1.3119E-3","false","30099","565","11"
"1578420","8.0853E-1","nucleic acid metabolic process","14261","90304","1460","0.09230369083356792","14","14.560219778561036","ellipse","7.7315E-1","false","90304","565","53"
"1578421","2.3565E-1","DNA metabolic process","14261","6259","517","0.627737770418175","14","10.198039027185569","ellipse","1.2625E-1","false","6259","565","26"
"1578423","7.7063E-2","positive regulation of multicellular organismal metabolic process","14261","44253","15","1.1131532559994741","14","3.4641016151377544","ellipse","1.9718E-2","false","44253","565","3"
"1578425","2.5052E-2","nucleoside biosynthetic process","14261","9163","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","9163","565","3"
"1578427","7.3795E-8","cell death","14261","8219","696","7.131975411506569","14","15.748015748023622","ellipse","1.5554E-9","false","8219","565","62"
"1578429","1.0799E-2","regulation of nucleocytoplasmic transport","14261","46822","82","1.9665978249835918","14","6.324555320336759","ellipse","1.4465E-3","false","46822","565","10"
"1578432","3.1289E-6","response to molecule of bacterial origin","14261","2237","127","5.504609725087359","14","8.94427190999916","ellipse","1.2522E-7","false","2237","565","20"
"1578435","1.2969E-5","response to corticosteroid stimulus","14261","31960","104","4.887092763840086","14","8.246211251235321","ellipse","6.4015E-7","false","31960","565","17"
"1578436","5.3031E-6","response to glucocorticoid stimulus","14261","51384","97","5.275471495259525","14","8.246211251235321","ellipse","2.2780E-7","false","51384","565","17"
"1578438","1.3364E-3","leukocyte activation involved in immune response","14261","2366","39","2.874052408209836","14","5.656854249492381","ellipse","1.1981E-4","false","2366","565","8"
"1578439","3.1200E-2","lymphocyte activation involved in immune response","14261","2285","19","1.5058484107199308","14","4.0","ellipse","5.8770E-3","false","2285","565","4"
"1578442","2.1684E-3","positive regulation of tyrosine phosphorylation of STAT protein","14261","42531","23","2.663865159892864","14","4.898979485566356","ellipse","2.1348E-4","false","42531","565","6"
"1578444","7.4976E-12","metabolic process","14261","8152","5946","11.12507797992462","14","35.888716889852724","ellipse","6.0013E-14","false","8152","565","322"
"1578446","5.2953E-2","development of primary female sexual characteristics","14261","46545","78","1.2761110070800874","14","5.656854249492381","ellipse","1.1882E-2","false","46545","565","8"
"1578449","7.8812E-4","positive regulation of JAK-STAT cascade","14261","46427","27","3.1034094819857025","14","5.291502622129181","ellipse","6.5606E-5","false","46427","565","7"
"1578452","4.2289E-2","positive regulation of cytoskeleton organization","14261","51495","46","1.3737772200627707","14","4.898979485566356","ellipse","9.1730E-3","false","51495","565","6"
"1578454","1.0105E-6","cofactor metabolic process","14261","51186","204","5.99545810847955","14","10.392304845413264","ellipse","3.6667E-8","false","51186","565","27"
"1578455","5.1294E-4","coenzyme metabolic process","14261","6732","154","3.289937138423245","14","8.48528137423857","ellipse","3.8730E-5","false","6732","565","18"
"1578458","1.1060E-2","AMP catabolic process","14261","6196","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","6196","565","2"
"1578461","6.0253E-2","respiratory system development","14261","60541","113","1.2200221468135048","14","6.324555320336759","ellipse","1.4186E-2","false","60541","565","10"
"1578462","3.5919E-2","lung development","14261","30324","102","1.444670526371538","14","6.324555320336759","ellipse","7.1398E-3","false","30324","565","10"
"1578464","1.6186E-9","positive regulation of cell proliferation","14261","8284","459","8.790856497074383","14","14.2828568570857","ellipse","2.2889E-11","false","8284","565","51"
"1578466","7.4372E-5","response to cytokine stimulus","14261","34097","107","4.12859297947074","14","8.0","ellipse","4.5639E-6","false","34097","565","16"
"1578468","1.2783E-1","regulation of microtubule-based process","14261","32886","50","0.8933505386555101","14","4.47213595499958","ellipse","4.7034E-2","false","32886","565","5"
"1578469","1.7970E-1","regulation of microtubule cytoskeleton organization","14261","70507","42","0.7454542337174945","14","4.0","ellipse","8.3616E-2","false","70507","565","4"
"1578471","3.8793E-6","positive regulation of cellular protein metabolic process","14261","32270","290","5.411246761720531","14","11.313708498984761","ellipse","1.6043E-7","false","32270","565","32"
"1578473","1.2858E-2","tetrahydrobiopterin metabolic process","14261","46146","7","1.8908149474015763","14","3.4641016151377544","ellipse","1.9212E-3","false","46146","565","3"
"1578476","4.9581E-4","negative regulation of molecular function","14261","44092","374","3.3046833732877348","14","11.313708498984761","ellipse","3.6511E-5","false","44092","565","32"
"1578477","7.6242E-4","negative regulation of catalytic activity","14261","43086","300","3.117804122627841","14","10.392304845413264","ellipse","6.2654E-5","false","43086","565","27"
"1578481","4.8193E-1","reproduction","14261","3","811","0.3170178978037404","14","11.661903789690601","ellipse","3.9076E-1","false","3","565","34"
"1578482","6.2156E-1","multicellular organism reproduction","14261","32504","511","0.2065150876391387","14","8.94427190999916","ellipse","5.5556E-1","false","32504","565","20"
"1578484","1.0000","regulation of RNA metabolic process","14261","51252","1855","-0.0","14","14.422205101855956","ellipse","9.9827E-1","false","51252","565","52"
"1578485","7.2201E-2","regulation of RNA stability","14261","43487","26","1.1414582779727538","14","4.0","ellipse","1.8224E-2","false","43487","565","4"
"1578487","3.8212E-2","negative regulation of phosphate metabolic process","14261","45936","58","1.4178026461312647","14","5.291502622129181","ellipse","7.7076E-3","false","45936","565","7"
"1578488","2.8118E-2","negative regulation of phosphorylation","14261","42326","54","1.5510223355330124","14","5.291502622129181","ellipse","5.1977E-3","false","42326","565","7"
"1578490","8.1410E-5","monosaccharide metabolic process","14261","5996","216","4.08932250575172","14","9.797958971132712","ellipse","5.0610E-6","false","5996","565","24"
"1578491","7.4403E-4","pentose metabolic process","14261","19321","12","3.1284067806415776","14","4.47213595499958","ellipse","6.0245E-5","false","19321","565","5"
"1578493","2.8763E-2","positive regulation of immune response","14261","50778","146","1.541167834592913","14","7.211102550927978","ellipse","5.3259E-3","false","50778","565","13"
"1578498","8.1593E-5","positive regulation of blood vessel endothelial cell migration","14261","43536","13","4.088345926756712","14","4.898979485566356","ellipse","5.0941E-6","false","43536","565","6"
"1578500","2.5734E-8","positive regulation of signaling process","14261","23056","281","7.58949019581752","14","12.0","ellipse","4.7376E-10","false","23056","565","36"
"1578503","4.0004E-7","leukocyte activation","14261","45321","233","6.397899981443644","14","10.954451150103322","ellipse","1.2168E-8","false","45321","565","30"
"1578506","4.6993E-5","leukocyte homeostasis","14261","1776","32","4.327963267120807","14","6.0","ellipse","2.7960E-6","false","1776","565","9"
"1578507","5.0615E-4","lymphocyte homeostasis","14261","2260","25","3.2957237381843925","14","5.291502622129181","ellipse","3.8051E-5","false","2260","565","7"
"1578509","1.6661E-1","gonad development","14261","8406","128","0.7783111674545727","14","6.0","ellipse","6.7930E-2","false","8406","565","9"
"1578510","3.7162E-2","female gonad development","14261","8585","72","1.4299049705477986","14","5.656854249492381","ellipse","7.4462E-3","false","8585","565","8"
"1578513","2.1537E-2","amine metabolic process","14261","9308","409","1.66682369910018","14","10.583005244258363","ellipse","3.5454E-3","false","9308","565","28"
"1578514","1.0017E-2","cellular amine metabolic process","14261","44106","309","1.9992817450501674","14","9.797958971132712","ellipse","1.3256E-3","false","44106","565","24"
