1	2	3	4	5	6	7	8	9	10	11	12
24.2188916408797	24.2188916408797	24.2188916408797	24.2188916408797	24.2188916408797	24.3343672770675	24.2188916408797	24.2188916408797	24.2188916408797	24.2188916408797	24.2188916408797	24.2188916408797
21.52243025225	21.4209575995221	21.5301320726412	21.3655808078971	21.52243025225	21.5950231610087	21.4786308665299	21.6302145165885	21.3610080915346	21.4786308665299	21.6302145165885	21.52243025225
20.9759782114662	20.9155524905555	20.930050854186	20.8846451132829	20.9155524905555	20.9759782114662	20.9904354731005	21.0138990444333	20.8047717163348	20.8546174683093	20.9759782114662	20.9356141308525
24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833	24.7434122255833
21.4570439181154	21.5483906375404	21.5071401346677	21.5669340933103	21.5669340933103	21.6163216718837	21.4891675603248	21.5301320726412	21.4337885548691	21.4502862284599	21.5483906375404	21.5483906375404
19.5500681210987	19.6605434069136	19.6305873423689	19.580505233304	19.580505233304	19.5050816636097	19.6742740222815	19.5646269699989	19.5887104440391	19.5076761193132	19.5846015405384	19.6240895533529
21.6602445974176	21.6892945739706	21.7309401613896	21.6957306219666	21.8242084335353	21.9428813889521	21.5880811843898	21.7204278180978	21.6602445974176	21.6892945739706	21.6957306219666	21.6691799755841
22.9927533684056	22.9781831253396	22.9927533684056	22.9927533684056	22.9781831253396	23.1230156441611	22.9781831253396	23.0485714313005	23.0485714313005	22.9352637737053	22.9927533684056	23.1230156441611
23.5699710314235	23.5699710314235	23.6321514927484	23.6321514927484	23.6321514927484	23.6321514927484	23.5699710314235	23.5699710314235	23.6321514927484	23.5699710314235	23.5699710314235	23.5699710314235
24.3343672770675	24.3343672770675	24.3343672770675	24.3343672770675	24.3343672770675	24.2188916408797	24.3343672770675	24.3343672770675	24.3343672770675	24.3343672770675	24.3343672770675	24.3343672770675
23.7709963598346	23.9403871563391	23.8306628515634	23.8306628515634	23.9403871563391	23.7709963598346	23.9403871563391	23.7315030252432	23.8306628515634	23.9403871563391	23.7315030252432	23.8306628515634
19.9058487295563	20.0020045330761	20.0096770340003	20.0407608006174	20.0767182164975	20.0648388831476	19.9202165840756	19.9879534689556	19.8547437117731	19.9658906389692	20.0205099563552	19.9798720153733
23.1844271267995	23.2112249495634	23.2112249495634	23.2112249495634	23.1533749192588	23.2311989491938	23.2311989491938	23.2112249495634	23.1533749192588	23.1533749192588	23.1844271267995	23.2311989491938
21.9232162087172	21.9762490884672	21.9762490884672	22.0155762373213	21.9864270285894	22.0155762373213	21.8432647543724	21.9562675128273	21.9232162087172	21.9762490884672	22.0155762373213	21.9562675128273
23.8306628515634	23.7709963598346	23.7709963598346	23.7709963598346	23.8306628515634	23.9403871563391	23.7709963598346	23.7709963598346	23.7709963598346	23.7709963598346	23.8306628515634	23.7709963598346
23.5298417343801	23.4518104123393	23.5298417343801	23.4518104123393	23.4518104123393	23.5699710314235	23.5298417343801	23.5298417343801	23.4518104123393	23.3954799243258	23.5298417343801	23.6321514927484
22.5150787914348	22.6357286125348	22.6357286125348	22.6357286125348	22.6357286125348	22.5502290739922	22.6148445846035	22.6148445846035	22.4674816413194	22.5921275736624	22.7000573369892	22.6357286125348
