1	2	3	4	5	6	7	8	9	10	11	12
24.1200527448498	24.2729613194695	24.280042630503	24.2727829913979	24.2535640728682	24.2043272225646	24.2184715973438	24.2230831109186	24.2314895484497	24.2307902285705	24.2251475557443	24.2748551610001
21.5245581792586	21.4687797702762	21.5475309544832	21.4108708785922	21.5548098885546	21.5796478512808	21.4509337462955	21.6228029394978	21.4052758679984	21.5286666623995	21.6108691232745	21.5272603892592
20.9668782847846	20.9500224522476	20.9499361686438	20.912793161222	20.9328502178685	20.9142612680906	21.0114793119127	21.0298190463185	20.8044372429982	20.8871020326035	20.9626498919156	20.9309682515894
24.6611930340671	24.9308554000844	24.7554382658571	24.7216740204102	24.7661006072765	24.6145043808415	24.9523801758004	24.6466626708083	24.6867894967751	24.8066846453145	24.7628616760866	24.7133284765191
21.4421854996412	21.6008480492758	21.5281021332884	21.5793440879979	21.5739397098114	21.6023560936816	21.4775024798364	21.5092879306401	21.493852749463	21.4904955721977	21.5348519092328	21.5505767734402
19.5439853666505	19.7001637239415	19.6577267058594	19.5819620876158	19.6002025531628	19.4882903396397	19.6539085974656	19.5436879157212	19.6318120920304	19.5312477401346	19.5811659121324	19.6283802987199
21.6629450038545	21.7237732291838	21.7219260951387	21.7140558636151	21.8122758637315	21.9243219749586	21.5881979414796	21.7120451588932	21.690156417366	21.709595661228	21.7040836078304	21.6411620851491
23.002072733558	22.995754485695	23.0067989958723	23.0298921415712	22.9855448080807	23.0735393654209	22.9842357390376	23.0591569578942	23.0660422534393	22.9895060466308	23.0044280503741	23.0595169306917
23.5497553098323	23.62026525111	23.6703781471624	23.6649194786697	23.6372527907727	23.5852070512112	23.500584614337	23.4989657518939	23.7309732239078	23.6307918382059	23.5020544334806	23.5474461453818
24.1655655517687	24.5005622373782	24.4803461501355	24.4475445127008	24.4273210932496	24.1242691187509	24.3758257227951	24.3744897170376	24.2884114199985	24.2691979965053	24.2677272717554	24.3141785804634
23.6508162929449	23.9377746348793	23.9143246758681	23.9102992436684	23.8737161858267	23.7378146480383	23.8359656083295	23.6859210097389	23.8927960773893	23.9205660670202	23.7138454035308	23.7717836229543
19.9225771902068	20.0607210614336	20.0154717830263	20.0715228868384	20.1048317817068	20.031912449439	19.9182863822274	19.9859169235547	19.8848628317196	19.9874706879781	20.0103041576429	19.9596130228175
23.1099908814413	23.2778577154163	23.2845604509004	23.3016136073107	23.2368227689223	23.1543474852837	23.188920719575	23.2098106169162	23.1502421302705	23.1685589942915	23.1643666820101	23.2046367190245
21.8893851956098	22.051573108656	22.0023041616659	22.0405611698005	21.9931372377769	21.9963319168121	21.8762063660271	21.9598285659914	21.949880775512	22.0232326970262	21.9971531201598	21.9576456587977
