"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FEZ2",7.99706027506594e-36,0.410854107508101,0.413,0.105,1.71672892924841e-31,"Other","FEZ2"
"SULF23",8.13753055857675e-36,0.698349231939744,0.425,0.118,1.74688368500967e-31,"Other","SULF2"
"RUBCN",3.05771022961753e-35,0.380336566915387,0.453,0.121,6.56398654991994e-31,"Other","RUBCN"
"HDAC92",9.80845882070009e-35,0.255245389992978,0.296,0.06,2.10558185503969e-30,"Other","HDAC9"
"NPC1",1.92204599751567e-34,0.419269379059012,0.274,0.055,4.12605614286688e-30,"Other","NPC1"
"SPCS3",2.37999758524785e-34,0.755560938919143,0.749,0.356,5.10914081625156e-30,"Other","SPCS3"
"AHCY1",4.52917503665014e-34,0.408450967400557,0.514,0.152,9.72278005117686e-30,"Other","AHCY"
"LYN5",7.79104291066135e-34,0.417136488811119,0.648,0.211,1.67250318163167e-29,"Other","LYN"
"CCDC186",8.36181817190776e-34,0.590570821017018,0.531,0.168,1.79503150696344e-29,"Other","CCDC186"
"GAPT3",2.32529211793392e-33,0.817937056769018,0.335,0.086,4.99170458956875e-29,"Other","GAPT"
"ST3GAL2",2.5589473628705e-33,0.389898397401633,0.324,0.074,5.49329230387411e-29,"Other","ST3GAL2"
"ZDHHC17",2.63059079879912e-33,0.478058059688224,0.33,0.079,5.64708926778206e-29,"Other","ZDHHC17"
"FGD24",3.4792144368372e-33,0.389197637165759,0.425,0.113,7.46882963155841e-29,"Other","FGD2"
"PRKCD4",7.92194755356801e-33,0.384865337830233,0.559,0.173,1.70060448132444e-28,"Other","PRKCD"
"CD79A1",1.25247293222609e-32,0.98975703947929,0.38,0.098,2.68868364360974e-28,"Other","CD79A"
"CXCR31",1.67648312777626e-32,0.576245673283995,0.441,0.127,3.5989063303973e-28,"Other","CXCR3"
"SFT2D22",1.79216955902827e-32,0.557861482627563,0.492,0.155,3.84725039236598e-28,"Other","SFT2D2"
"ATG1011",1.95752361369111e-32,0.486132035398607,0.503,0.152,4.20221594151071e-28,"Other","ATG101"
"UAP1",2.57016598183554e-32,0.266445972183179,0.313,0.07,5.51737531320636e-28,"Other","UAP1"
"ZDHHC4",2.93017589824593e-32,0.30642208989999,0.397,0.102,6.29020860076455e-28,"Other","ZDHHC4"
"TCF31",5.07332281844007e-32,0.375299761017698,0.458,0.13,1.08909020943453e-27,"Other","TCF3"
"SLC44A1",6.17078338993071e-32,0.297777832860928,0.341,0.081,1.32468207031642e-27,"Other","SLC44A1"
"TMED10",6.99454149737519e-32,0.801061044348259,0.777,0.43,1.50151822324153e-27,"Other","TMED10"
"VEGFB1",7.30626841635708e-32,1.04247968793938,0.693,0.313,1.56843664093938e-27,"Other","VEGFB"
"SCAMP4",8.77101547502632e-32,0.399946522486596,0.419,0.115,1.8828738920239e-27,"Other","SCAMP4"
"CDK2AP22",1.06733898821949e-31,0.903087666015579,0.732,0.366,2.29125660601078e-27,"Other","CDK2AP2"
"MGST21",3.20782814100441e-31,0.419735471397778,0.274,0.06,6.88624467029418e-27,"Other","MGST2"
"NANS3",5.18642759930773e-31,0.434090270201512,0.508,0.16,1.11337041274339e-26,"Other","NANS"
"BTAF1",5.55931510829183e-31,0.393358886959602,0.598,0.198,1.19341817429701e-26,"Other","BTAF1"
"ALG5",6.08882110655003e-31,0.379961417409646,0.508,0.154,1.30708722694309e-26,"Other","ALG5"
"FLNB",6.4910692725526e-31,0.531405022918127,0.33,0.082,1.39343784073887e-26,"Other","FLNB"
"RPN2",7.73240452176244e-31,0.8242105420415,0.788,0.454,1.65991527868674e-26,"Other","RPN2"
"SEC61A1",7.77276043101075e-31,0.575795180082526,0.631,0.238,1.66857848172508e-26,"Other","SEC61A1"
"ERN12",8.52941878682566e-31,0.736538478649515,0.687,0.286,1.83101033096786e-26,"Other","ERN1"
"NTAN1",9.37114644097281e-31,0.325691816549918,0.458,0.131,2.01170400648363e-26,"Other","NTAN1"
"FBH1",1.04047287746042e-30,0.332518184551702,0.453,0.129,2.23358312604429e-26,"Other","FBH1"
"MIF4GD2",1.16417846470377e-30,0.585833728583203,0.553,0.195,2.49914191017958e-26,"Other","MIF4GD"
"TXN3",2.26591985320474e-30,0.982359182091655,0.793,0.404,4.86425014887463e-26,"Other","TXN"
"LMAN1",2.34700074637617e-30,0.834861182343202,0.62,0.264,5.03830650224572e-26,"Other","LMAN1"
"SMC4",4.89048340722933e-30,0.295272203583045,0.397,0.105,1.04984007302992e-25,"Other","SMC4"
"MGAT2",5.5292218911514e-30,0.306773269205482,0.447,0.126,1.18695806337347e-25,"Other","MGAT2"
"CDCA7L1",5.9938732376645e-30,0.329690874748885,0.257,0.054,1.28670476792944e-25,"Other","CDCA7L"
"KLHL61",6.30453872832022e-30,0.291880232975704,0.408,0.112,1.3533953288085e-25,"Other","KLHL6"
"MYDGF2",1.07453696662818e-29,1.00381914781285,0.693,0.344,2.30670850626072e-25,"Other","MYDGF"
"KDELR21",1.15373504945502e-29,0.635339569810373,0.642,0.268,2.47672303066508e-25,"Other","KDELR2"
"CYB561A31",1.45972364276755e-29,1.10022304687182,0.486,0.183,3.13358874392909e-25,"Other","CYB561A3"
"DNAJC31",1.68824100389999e-29,0.461127087785798,0.575,0.203,3.62414696307211e-25,"Other","DNAJC3"
"CRYBG31",2.05074294110662e-29,0.406238511911121,0.285,0.067,4.40232987167358e-25,"Other","CRYBG3"
"IFNAR2",3.34626358298905e-29,0.509400831824576,0.654,0.244,7.1834240336026e-25,"Other","IFNAR2"
"CLPTM1L",3.49068655001188e-29,0.720039143063393,0.559,0.217,7.49345681691049e-25,"Other","CLPTM1L"
"ZDHHC24",5.32272683579558e-29,0.352878932681812,0.475,0.143,1.14262976984024e-24,"Other","ZDHHC24"
"CYSLTR12",5.88942816241258e-29,0.33376625788214,0.374,0.102,1.26428354362511e-24,"Other","CYSLTR1"
"HLA-DRB14",6.51569313021454e-29,0.646321902809734,0.777,0.324,1.39872384426316e-24,"Other","HLA-DRB1"
"SDF2L11",8.63230644341386e-29,0.960449363192507,0.553,0.218,1.85309722420765e-24,"Other","SDF2L1"
"CHST122",8.90879206258529e-29,0.31409316967858,0.458,0.137,1.91245039207518e-24,"Other","CHST12"
"RPS6KA42",9.38359026624017e-29,0.907448599150807,0.43,0.148,2.01437532245378e-24,"Other","RPS6KA4"
"NME11",1.62940133120702e-28,0.365998840328187,0.441,0.13,3.49783583770212e-24,"Other","NME1"
"NUCB21",1.7470533373845e-28,0.650105497840012,0.749,0.342,3.75039939936331e-24,"Other","NUCB2"
"EDEM1",1.84416413031256e-28,0.402216447870008,0.43,0.13,3.95886713854197e-24,"Other","EDEM1"
"PDIA61",2.9039216188254e-28,0.988060580403949,0.682,0.345,6.23384853913249e-24,"Other","PDIA6"
"ERLEC1",3.58771522926823e-28,0.57252981284975,0.536,0.193,7.7017482826701e-24,"Other","ERLEC1"
"POLB",4.41695680283189e-28,0.379123847582287,0.346,0.093,9.48188116863923e-24,"Other","POLB"
"HLA-DRB54",5.86031005414951e-28,0.613116504200683,0.693,0.278,1.25803275932428e-23,"Other","HLA-DRB5"
"DNAJB112",6.39463367776237e-28,0.573750559047052,0.469,0.161,1.37273601160525e-23,"Other","DNAJB11"
"STRBP1",6.87967295233298e-28,0.263059720182424,0.38,0.103,1.47685939267732e-23,"Other","STRBP"
"IGFLR11",7.84408337738823e-28,0.938077776138596,0.737,0.361,1.68388937862393e-23,"Other","IGFLR1"
"COMMD31",9.44096529475952e-28,0.49566429657504,0.615,0.229,2.02669201982603e-23,"Other","COMMD3"
"SUSD11",1.36669140808968e-27,0.355037438039778,0.251,0.056,2.93387644574612e-23,"Other","SUSD1"
"HLA-DMA4",1.69701915828455e-27,0.695220823628516,0.654,0.261,3.64299102708944e-23,"Other","HLA-DMA"
"MRPL36",1.75997686534262e-27,0.412989569404998,0.52,0.173,3.778142336831e-23,"Other","MRPL36"
"TXNDC11",1.83368937408914e-27,0.561229490106786,0.436,0.145,3.93638097935717e-23,"Other","TXNDC11"
"SEPTIN112",2.32945045142259e-27,0.293695781401738,0.313,0.078,5.00063128406888e-23,"Other","SEPTIN11"
"CD59",2.88377086887294e-27,0.398953271334914,0.346,0.095,6.19059092420954e-23,"Other","CD59"
"GRN3",3.59015570976124e-27,0.887043205896062,0.687,0.294,7.70698726214445e-23,"Other","GRN"
"MARS",4.03781017880729e-27,0.317772632340634,0.52,0.17,8.66796711084562e-23,"Other","MARS"
"PLPP51",4.16916428797869e-27,0.415222777138297,0.397,0.12,8.94994497700386e-23,"Other","PLPP5"
"P4HB2",6.10077022978488e-27,0.797553384902375,0.827,0.516,1.30965234522792e-22,"Other","P4HB"
"ZFYVE26",7.80613487511754e-27,0.289618134694198,0.274,0.064,1.67574297364148e-22,"Other","ZFYVE26"
"CHD93",9.50177361328126e-27,0.379429527671613,0.525,0.176,2.03974574156309e-22,"Other","CHD9"
"UBA5",1.00374803841125e-26,0.265575636608895,0.419,0.122,2.15474591405743e-22,"Other","UBA5"
"CRELD2",1.31776215954742e-26,0.514613088630817,0.458,0.154,2.82884002790045e-22,"Other","CRELD2"
"CCDC321",1.47042159722657e-26,0.423527461856886,0.425,0.135,3.15655404276627e-22,"Other","CCDC32"
"TGFBI3",1.75726511891669e-26,0.901368531430321,0.402,0.137,3.77232103077847e-22,"Other","TGFBI"
"SPCS2",1.8207000219722e-26,0.837921796412407,0.743,0.426,3.90849673716772e-22,"Other","SPCS2"
"SKAP25",2.44995138576485e-26,0.390856201607444,0.43,0.135,5.25931063982141e-22,"Other","SKAP2"
"ARFGAP3",3.06774917366571e-26,0.334623060896458,0.508,0.168,6.58553715110817e-22,"Other","ARFGAP3"
"TRAM1",3.28743387954388e-26,0.714150237646639,0.816,0.503,7.05713430921684e-22,"Other","TRAM1"
"APP1",3.66984313798801e-26,1.86170567161234,0.497,0.232,7.87805226431886e-22,"Other","APP"
"SFT2D12",4.32960739353313e-26,0.339108878859497,0.514,0.173,9.29436819169756e-22,"Other","SFT2D1"
"ITCH",4.7727592184819e-26,0.308952564837428,0.475,0.154,1.02456822143151e-21,"Other","ITCH"
"CANX2",5.18338091905655e-26,0.724908461817176,0.788,0.444,1.11271638189387e-21,"Other","CANX"
"SUB11",5.35586527719702e-26,1.3842042652765,0.905,0.731,1.14974359905588e-21,"Other","SUB1"
"SND11",5.55841443134191e-26,0.617021053911536,0.693,0.323,1.19322482597617e-21,"Other","SND1"
"FMNL3",2.65572594009502e-25,0.393888509312245,0.279,0.071,5.70104687560199e-21,"Other","FMNL3"
"CSNK1E",3.26891312793585e-25,0.349988663594771,0.397,0.121,7.01737581173988e-21,"Other","CSNK1E"
"MYO18A",3.44407330263501e-25,0.260426821920063,0.291,0.073,7.39339215876658e-21,"Other","MYO18A"
"HLA-DRA4",3.95389721779775e-25,0.6936490232157,0.67,0.277,8.48783115744643e-21,"Other","HLA-DRA"
"PDIA31",4.74065584101052e-25,0.703929243561303,0.866,0.625,1.01767658938973e-20,"Other","PDIA3"
"ADA23",6.4075869755845e-25,0.486878308853583,0.709,0.304,1.37551669604872e-20,"Other","ADA2"
"NPC23",7.18081159077023e-25,1.53625487501249,0.782,0.419,1.54150482419065e-20,"Other","NPC2"
"ELL21",7.42850563706688e-25,0.483883186971551,0.341,0.103,1.59467730510915e-20,"Other","ELL2"
"CAT4",7.44461286096536e-25,0.719706570293276,0.654,0.291,1.59813504286343e-20,"Other","CAT"
"PTPRE3",7.96839272582248e-25,0.773290411451341,0.559,0.234,1.71057486645231e-20,"Other","PTPRE"
"ULK11",1.16164360079831e-24,0.293610141514537,0.374,0.11,2.49370031783372e-20,"Other","ULK1"
"SLC2A1",1.31789921574261e-24,0.253762481634047,0.257,0.061,2.82913424643467e-20,"Other","SLC2A1"
"DIPK2A",1.51670168213744e-24,0.325383125253844,0.318,0.088,3.25590350104444e-20,"Other","DIPK2A"
"SEC63",1.68955201977128e-24,0.422817789535138,0.592,0.231,3.626961320843e-20,"Other","SEC63"
"LAP33",2.45625852717621e-24,0.347346209678303,0.52,0.181,5.27285018028918e-20,"Other","LAP3"
"CCDC18",2.71531549415723e-24,0.255958848338235,0.324,0.089,5.82896777130733e-20,"Other","CCDC18"
"HLA-DQA23",3.10146728522552e-24,0.260881705058195,0.385,0.115,6.65791982119363e-20,"Other","HLA-DQA2"
"LDLRAD4",3.10866128137061e-24,0.617223738471194,0.318,0.094,6.67336317271828e-20,"Other","LDLRAD4"
"MED13L2",3.76785054625744e-24,0.356605061694913,0.62,0.235,8.08844476765085e-20,"Other","MED13L"
"CLN8",3.95918977315982e-24,0.384621150117357,0.251,0.062,8.49919268604218e-20,"Other","CLN8"
"TM9SF23",5.05747881185376e-24,0.750177625116159,0.709,0.364,1.08568897654065e-19,"Other","TM9SF2"
"MARCH21",5.50052120221734e-24,0.31536687758377,0.48,0.169,1.18079688648e-19,"Other","MARCH2"
"AGPAT22",5.61570973670103e-24,0.283262074226055,0.391,0.12,1.20552440917761e-19,"Other","AGPAT2"
"TMEM268",7.18654999904572e-24,0.293963232943668,0.324,0.091,1.54273668829514e-19,"Other","TMEM268"
"ASPH",1.00085451692576e-23,0.26200627208457,0.263,0.065,2.14853439148453e-19,"Other","ASPH"
"CYBA5",1.28144992770422e-23,0.785563138183957,0.961,0.92,2.75088855980266e-19,"Other","CYBA"
"CD744",1.28487455208138e-23,1.52632445143344,0.939,0.842,2.75824020095309e-19,"Other","CD74"
"FAM53C1",1.6540058441582e-23,0.540645054191108,0.43,0.15,3.55065434565441e-19,"Other","FAM53C"
"HSPA51",1.77044486125843e-23,1.1270730872001,0.765,0.523,3.80061398366347e-19,"Other","HSPA5"
"GNL3",2.11849074251407e-23,0.293269725989791,0.469,0.158,4.54776407695494e-19,"Other","GNL3"
"HM133",2.20887769849877e-23,0.751541166540868,0.709,0.394,4.74179775536732e-19,"Other","HM13"
"PLEK5",2.33339603808412e-23,1.06525236906404,0.609,0.278,5.00910127495517e-19,"Other","PLEK"
"DNM22",2.76177517278372e-23,0.516999234365422,0.754,0.368,5.92870276341481e-19,"Other","DNM2"
"REPIN11",4.29680665035242e-23,0.415834608136538,0.469,0.169,9.22395483631155e-19,"Other","REPIN1"
"FUT81",5.0829564505331e-23,0.267046623971687,0.341,0.099,1.09115826123594e-18,"Other","FUT8"
"TATDN31",6.66933785172248e-23,0.317059803409534,0.285,0.077,1.43170675662926e-18,"Other","TATDN3"
"PREB",7.03862909322077e-23,0.342479178990589,0.52,0.189,1.5109825074417e-18,"Other","PREB"
"SMC61",7.49053376112581e-23,0.281544875795721,0.335,0.098,1.60799288250088e-18,"Other","SMC6"
"PSENEN2",8.08733196661775e-23,0.333852138997684,0.603,0.228,1.73610755327383e-18,"Other","PSENEN"
"MEF2D1",1.23935059808422e-22,0.289147356701909,0.441,0.148,2.6605139289074e-18,"Other","MEF2D"
"TMEM208",1.30207080070203e-22,0.342646781163243,0.531,0.197,2.79515538786705e-18,"Other","TMEM208"
"ARF4",1.40815989273063e-22,0.590660980493882,0.704,0.355,3.02289684172485e-18,"Other","ARF4"
"RFTN12",1.42151824014896e-22,0.28779293466147,0.492,0.17,3.05157320612777e-18,"Other","RFTN1"
"DEF81",1.44748707750328e-22,0.261075173391212,0.374,0.115,3.1073205092763e-18,"Other","DEF8"
"SPNS3",1.83208927024339e-22,0.373611612736875,0.318,0.095,3.93294603643148e-18,"Other","SPNS3"
"UBL71",3.0454022329507e-22,0.400958816628353,0.598,0.239,6.53756497347528e-18,"Other","UBL7"
"ERCC12",3.06521402936064e-22,0.478564695245599,0.564,0.228,6.58009495682848e-18,"Other","ERCC1"
"TP53I13",3.38659676712285e-22,0.524258544512649,0.547,0.221,7.27000727998261e-18,"Other","TP53I13"
"RREB1",4.22892553528995e-22,0.2595073925116,0.358,0.108,9.07823444660693e-18,"Other","RREB1"
"PHB1",4.34187656249406e-22,0.755416994528391,0.654,0.312,9.32070641670601e-18,"Other","PHB"
"MYO15B2",4.88129922625858e-22,0.360268985048339,0.352,0.11,1.04786850490093e-17,"Other","MYO15B"
"A1BG1",5.00274064486993e-22,0.458880751347548,0.553,0.222,1.07393833423423e-17,"Other","A1BG"
"KLF43",5.73880316963778e-22,0.353385158973685,0.486,0.172,1.23194887642614e-17,"Other","KLF4"
"CUX14",6.03280115536397e-22,0.433407231658198,0.559,0.223,1.29506142402198e-17,"Other","CUX1"
"PHACTR14",6.11154725779413e-22,0.404674201322497,0.302,0.088,1.31196584983067e-17,"Other","PHACTR1"
"ARMCX31",6.48247011843465e-22,0.381227800050859,0.453,0.159,1.39159186032437e-17,"Other","ARMCX3"
"USO1",6.81676143663946e-22,0.343135318463916,0.531,0.199,1.46335417760339e-17,"Other","USO1"
"CARD111",7.40246857378195e-22,0.383091243274258,0.486,0.178,1.58908792873377e-17,"Other","CARD11"
"SYVN11",1.43385625776782e-21,0.343329901397361,0.419,0.145,3.07805922855018e-17,"Other","SYVN1"
"LRRC59",1.4346222569717e-21,0.355949971007434,0.447,0.161,3.07970359904114e-17,"Other","LRRC59"
"MAP3K21",1.4987159377862e-21,0.506123868114518,0.654,0.297,3.21729350364564e-17,"Other","MAP3K2"
"TMED3",1.81018967398481e-21,0.304532325261777,0.52,0.19,3.88593417314319e-17,"Other","TMED3"
"GNAS2",2.10175246334055e-21,0.519340604308471,0.989,0.893,4.51183201305316e-17,"Other","GNAS"
"DNAJC12",2.4809590432861e-21,0.367274908477602,0.542,0.209,5.32587477822226e-17,"Other","DNAJC1"
"HSD17B12",3.17163232425858e-21,0.301494653100522,0.475,0.168,6.8085431104859e-17,"Other","HSD17B12"
"SIDT11",4.77747806542121e-21,0.292902948015881,0.363,0.116,1.02558121630397e-16,"Other","SIDT1"
"MTDH2",5.22581193046784e-21,0.641914713119057,0.883,0.617,1.12182504711353e-16,"Other","MTDH"
"SEC131",5.46450043151812e-21,0.490645558057406,0.67,0.311,1.17306430763399e-16,"Other","SEC13"
"PEBP11",6.59480501148784e-21,0.772043722474289,0.872,0.633,1.41570679181609e-16,"Other","PEBP1"
"MPEG13",7.22815565493828e-21,1.10055181933434,0.402,0.166,1.5516681744456e-16,"Other","MPEG1"
"RPN1",7.37240796452325e-21,0.639655489028446,0.726,0.403,1.58263481774421e-16,"Other","RPN1"
"OGT1",8.06212811289252e-21,0.586827817468836,0.743,0.373,1.73069704199464e-16,"Other","OGT"
"CTSZ4",9.63239465434893e-21,0.709357323874906,0.659,0.317,2.06778616044908e-16,"Other","CTSZ"
"CYTH42",1.04262999130264e-20,0.586310298865754,0.631,0.305,2.23821380232938e-16,"Other","CYTH4"
"ERO1B",1.14500053183979e-20,0.268721488797373,0.369,0.12,2.45797264170048e-16,"Other","ERO1B"
"TOR3A1",1.34288676097086e-20,0.250392053823683,0.408,0.137,2.88277500977614e-16,"Other","TOR3A"
"FES4",1.58792643681265e-20,0.280267424244647,0.341,0.108,3.40880168190571e-16,"Other","FES"
"TAGLN22",1.69300171764365e-20,0.959361419834959,0.922,0.818,3.63436678726563e-16,"Other","TAGLN2"
"ZBP11",1.71949564362989e-20,0.390406074823916,0.307,0.095,3.69124129818029e-16,"Other","ZBP1"
"PPM1K1",1.99415866974691e-20,0.585838190021275,0.615,0.285,4.2808604163457e-16,"Other","PPM1K"
"PLAC83",2.0525231393457e-20,1.32906575017215,0.687,0.408,4.40615142323341e-16,"Other","PLAC8"
"USF22",2.14044684616876e-20,0.4108634372754,0.553,0.228,4.59489724467047e-16,"Other","USF2"
"NGLY11",2.65837481940088e-20,0.40417264372304,0.559,0.225,5.70673322480787e-16,"Other","NGLY1"
"OFD1",3.26331038168625e-20,0.663760911437495,0.564,0.252,7.00534839636588e-16,"Other","OFD1"
"EIF4A31",3.4083499390306e-20,0.512943907717165,0.682,0.31,7.31670481411699e-16,"Other","EIF4A3"
"PRDX4",3.52888714114952e-20,0.535875525896604,0.402,0.149,7.57546202590567e-16,"Other","PRDX4"
"SRPRA",3.88533132012127e-20,0.510954075046234,0.726,0.373,8.34064074490433e-16,"Other","SRPRA"
"ITGAE1",5.11796981048697e-20,0.277650367206839,0.486,0.18,1.09867457921724e-15,"Other","ITGAE"
"CNDP23",5.40894264029329e-20,0.362447056707987,0.575,0.231,1.16113771659176e-15,"Other","CNDP2"
"SH2B34",5.80559478948874e-20,0.395047544261542,0.413,0.151,1.24628703345955e-15,"Other","SH2B3"
"COPG1",6.2141893156961e-20,0.327961020124578,0.48,0.178,1.33400002040048e-15,"Other","COPG1"
"UFL1",9.18094787670735e-20,0.311576429371926,0.508,0.195,1.97087408069277e-15,"Other","UFL1"
"TMEM258",9.68986734485403e-20,0.678807599433014,0.844,0.622,2.08012382291982e-15,"Other","TMEM258"
"DNAJC43",1.05896714328698e-19,0.394614809674265,0.648,0.282,2.27328476649417e-15,"Other","DNAJC4"
"STX74",1.15408738578574e-19,0.307008999228341,0.464,0.175,2.47747939106625e-15,"Other","STX7"
"FUT7",1.59070197022539e-19,0.359614125048172,0.324,0.104,3.41475991948284e-15,"Other","FUT7"
"IQGAP23",1.70508121728192e-19,0.514164887927079,0.726,0.351,3.66029784913911e-15,"Other","IQGAP2"
"ITPR21",1.95219391131181e-19,0.286708105014473,0.425,0.152,4.19077466941307e-15,"Other","ITPR2"
"WAKMAR2",1.98459638865491e-19,0.359198002662073,0.285,0.087,4.26033306752549e-15,"Other","WAKMAR2"
"TENT5C1",2.04768302420944e-19,0.631970920318476,0.341,0.122,4.3957611480704e-15,"Other","TENT5C"
"GLCCI11",2.66644150557067e-19,0.378518182692503,0.453,0.172,5.72404998000856e-15,"Other","GLCCI1"
"SLC20A11",3.1430615157124e-19,0.461038778975964,0.436,0.171,6.7472101557798e-15,"Other","SLC20A1"
"ZNRF2",4.04905587407584e-19,0.468679252554443,0.413,0.156,8.6921082448786e-15,"Other","ZNRF2"
"TXNDC15",4.95172176015794e-19,0.277824718036249,0.413,0.147,1.06298611025311e-14,"Other","TXNDC15"
"IDH23",5.64598278422842e-19,0.486366397966796,0.62,0.292,1.21202312429032e-14,"Other","IDH2"
"PARP10",5.70642083599093e-19,0.395422712525115,0.514,0.216,1.22499736086217e-14,"Other","PARP10"
"AFF32",5.79001686304009e-19,0.412240277605625,0.296,0.093,1.24294291998882e-14,"Other","AFF3"
"ARF13",7.07356242254525e-19,0.549175461270122,0.927,0.705,1.51848164524779e-14,"Other","ARF1"
"TMED91",7.23312620733291e-19,0.619659430681195,0.642,0.354,1.55273520292815e-14,"Other","TMED9"
"TMED2",9.29288608042448e-19,0.499585119703908,0.715,0.39,1.99490385488472e-14,"Other","TMED2"
"COPE3",9.33151203550645e-19,0.60026485040212,0.838,0.594,2.00319568866217e-14,"Other","COPE"
"CAPG3",9.34935771467289e-19,0.588549173988043,0.603,0.285,2.00702662060883e-14,"Other","CAPG"
"DDOST2",9.64143609855992e-19,0.732442051354473,0.765,0.521,2.06972708727786e-14,"Other","DDOST"
"MIS18BP14",9.71459691083778e-19,0.296615252865311,0.575,0.239,2.08543251884955e-14,"Other","MIS18BP1"
"GPAA11",1.02072361326016e-18,0.307277410358624,0.581,0.239,2.19118738058559e-14,"Other","GPAA1"
"DNAJB9",1.15202272577218e-18,0.338252568737162,0.536,0.217,2.47304718541513e-14,"Other","DNAJB9"
"ETV64",1.21714938294068e-18,0.429343965146424,0.592,0.261,2.61285458035876e-14,"Other","ETV6"
"HERC2",1.23160199131651e-18,0.264258548975855,0.425,0.154,2.64387999475916e-14,"Other","HERC2"
"SRP721",1.2606241132727e-18,0.458490409316582,0.687,0.35,2.70618178396251e-14,"Other","SRP72"
"NCOA32",1.78673317807594e-18,0.396156174685647,0.531,0.227,3.83558011337563e-14,"Other","NCOA3"
"UVRAG2",1.86788432791935e-18,0.329164204117256,0.547,0.23,4.00978728674446e-14,"Other","UVRAG"
"MDM4",2.37897688900708e-18,0.296857794437064,0.609,0.253,5.10694968763151e-14,"Other","MDM4"
"LIME12",2.4605050317265e-18,0.506483299018964,0.944,0.626,5.28196615160728e-14,"Other","LIME1"
"B4GALT3",2.65907491646682e-18,0.371319714616029,0.48,0.195,5.70823612317932e-14,"Other","B4GALT3"
"CALR1",3.35177394193278e-18,0.94399095887957,0.849,0.64,7.1952531211471e-14,"Other","CALR"
"RHOQ4",3.72484954972819e-18,0.345260713240936,0.358,0.127,7.99613452840152e-14,"Other","RHOQ"
"SINHCAF1",3.81761482759893e-18,0.377862349703264,0.547,0.23,8.19527375040663e-14,"Other","SINHCAF"
