"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"2161","TAPBP",3.09283880157765e-26,0.324750847330169,0.765,0.583,6.63939705534673e-22,"B","TAPBP"
"2182","RNASET21",3.9561433721715e-24,0.259771402308655,0.846,0.666,8.49265297704056e-20,"B","RNASET2"
"2189","TRIM22",1.14158237123864e-22,0.329114638630056,0.626,0.444,2.450634876338e-18,"B","TRIM22"
"2195","MARCKSL1",7.58870362535659e-22,0.43369305061848,0.524,0.365,1.6290670072553e-17,"B","MARCKSL1"
"2202","SLC44A2",1.43442397122523e-20,0.25349604084911,0.547,0.354,3.07927793902919e-16,"B","SLC44A2"
"2212","SET",2.5178730756683e-18,0.266191825901583,0.842,0.699,5.40511813153714e-14,"B","SET"
"2253","PRSS23",0,1.27730962434498,0.403,0.003,0,"NK","PRSS23"
"2262","IFNG",1.23525700151935e-247,1.35133075941677,0.284,0.015,2.65172620516159e-243,"NK","IFNG"
"2273","IGFBP7",6.7058346271869e-171,1.57541631849749,0.378,0.046,1.43954151941821e-166,"NK","IGFBP7"
"2285","CEP78",5.15108418450976e-137,1.08270740205901,0.449,0.08,1.10578324188871e-132,"NK","CEP78"
"2290","HLA-B1",4.63390680578338e-120,0.654669116457328,1,0.999,9.94760773997517e-116,"NK","HLA-B"
"2299","CTSC",8.6641885940901e-96,1.27779654255702,0.764,0.357,1.85994136549332e-91,"NK","CTSC"
"2318","CD812",1.54833685558388e-77,1.05261871357649,0.866,0.582,3.32381472788192e-73,"NK","CD81"
"2327","GNG2",6.7657693878322e-73,1.1103025379492,0.719,0.375,1.45240771448594e-68,"NK","GNG2"
"2334","RASSF1",5.5244769766437e-69,0.992196148345412,0.653,0.301,1.1859394725761e-64,"NK","RASSF1"
"2358","TGFB1",4.63868610365171e-52,0.759676381205825,0.915,0.748,9.95786745870912e-48,"NK","TGFB1"
"2359","UBB",5.92073100231375e-52,0.782145057260889,0.94,0.862,1.27100332426669e-47,"NK","UBB"
"2362","LYAR1",1.92850366998458e-51,0.81847262482751,0.52,0.213,4.13991882835589e-47,"NK","LYAR"
"2366","ID21",7.08592431659032e-48,0.9456849502306,0.716,0.422,1.52113537304244e-43,"NK","ID2"
"2372","DBI1",1.73771589153168e-45,0.804016784188249,0.759,0.506,3.73035470435107e-41,"NK","DBI"
"2382","DHRS7",3.04754684368638e-42,0.79013994253387,0.696,0.441,6.54216880934155e-38,"NK","DHRS7"
"2406","MAPK11",5.64360088449627e-35,0.746200297098114,0.528,0.292,1.21151180187482e-30,"NK","MAPK1"
"2429","MSN1",6.3095376296335e-29,0.682549967811869,0.807,0.663,1.35446844295342e-24,"NK","MSN"
"2440","IGF2R1",1.99047284544738e-27,0.689402088408701,0.443,0.237,4.27294805732188e-23,"NK","IGF2R"
"2450","G6PD1",5.08060647691224e-25,0.580601277394508,0.403,0.205,1.09065379239875e-20,"NK","G6PD"
"2477","PSME1",2.31887802989175e-21,0.463042871146595,0.906,0.861,4.97793546676861e-17,"NK","PSME1"
"2479","CTSD1",5.86845318158545e-21,0.46200466912934,0.699,0.515,1.25978084449095e-16,"NK","CTSD"
"2482","ATP2B4",1.34669706379305e-20,0.509496051240559,0.355,0.183,2.89095458684455e-16,"NK","ATP2B4"
"2501","ARHGEF3",2.34482779805178e-19,0.576056882263519,0.438,0.269,5.03364183407776e-15,"NK","ARHGEF3"
"2509","YPEL3",9.2830589102275e-19,0.520402481047917,0.818,0.724,1.99279425625854e-14,"NK","YPEL3"
"2511","CALR",1.57177727365975e-18,0.629116976240444,0.739,0.64,3.37413427336539e-14,"NK","CALR"
"2512","OPTN1",2.42718219869753e-18,0.505096834984741,0.486,0.309,5.21043202594398e-14,"NK","OPTN"
"2522","H3F3B1",3.37336774831149e-17,0.375590713996118,0.98,0.988,7.24160854530028e-13,"NK","H3F3B"
"2525","C1orf174",6.55357991043909e-17,0.419527091367532,0.293,0.149,1.40685699937396e-12,"NK","C1orf174"
"2538","VAMP21",5.91127909508867e-16,0.394092622866422,0.858,0.788,1.26897428334269e-11,"NK","VAMP2"
"2539","IFI162",7.05050210921222e-16,0.546530147859627,0.497,0.352,1.51353128778459e-11,"NK","IFI16"
"2549","GABARAPL11",2.59653935636841e-15,0.46135154103673,0.278,0.14,5.57399103631607e-11,"NK","GABARAPL1"
"2552","SELENOW",4.17864622928578e-15,0.428870848398921,0.659,0.548,8.97029986040777e-11,"NK","SELENOW"
"2562","TAP1",4.85480900107613e-14,0.491562595528888,0.585,0.456,1.04218184826101e-09,"NK","TAP1"
"2568","TUBB4B",1.15717995239478e-13,0.552650592081067,0.557,0.423,2.48411820380588e-09,"NK","TUBB4B"
"2569","TMEM59",1.43311481541212e-13,0.472795818635461,0.662,0.576,3.07646757424519e-09,"NK","TMEM59"
"2572","CDKN2D",2.10433537501553e-13,0.403511416212591,0.514,0.388,4.51737674954585e-09,"NK","CDKN2D"
"2585","NT5C1",1.67937781470305e-12,0.482748108457175,0.44,0.311,3.60512035482305e-08,"NK","NT5C"
"2589","HSPA5",2.88249891902357e-12,0.469776180179823,0.614,0.524,6.1878604294679e-08,"NK","HSPA5"
"2592","ZBTB7A1",4.17210559165563e-12,0.424490701498132,0.545,0.421,8.95625907360713e-08,"NK","ZBTB7A"
"2593","HNRNPDL",4.58003620482228e-12,0.348161770429001,0.903,0.849,9.83196372089198e-08,"NK","HNRNPDL"
"2597","IDS1",5.28161551703906e-12,0.425580067688972,0.582,0.48,1.13380440304277e-07,"NK","IDS"
"2598","ATM",5.70857676892287e-12,0.420497058494193,0.628,0.511,1.22546017498467e-07,"NK","ATM"
"2605","TADA3",1.41510329977622e-11,0.43580256552657,0.403,0.281,3.03780225362962e-07,"NK","TADA3"
"2606","HMGB1",1.42441512872538e-11,0.342482068088885,0.903,0.903,3.05779195683478e-07,"NK","HMGB1"
"2620","RPS6KA1",4.834934613251e-11,0.404175374614027,0.378,0.259,1.03791541342659e-06,"NK","RPS6KA1"
"2633","SLC44A21",2.41690275091609e-10,0.387248703987499,0.483,0.363,5.18836513539158e-06,"NK","SLC44A2"
"2641","HSPB11",4.8947457785398e-10,0.336433030352894,0.352,0.235,1.05075507627914e-05,"NK","HSPB11"
"2643","CDC421",5.60209686445755e-10,0.331399140846294,0.798,0.781,1.2026021338931e-05,"NK","CDC42"
"2644","PIN1",5.66105768481294e-10,0.370862025516179,0.44,0.331,1.21525925319879e-05,"NK","PIN1"
"2647","AKT1",6.7887975286252e-10,0.369067853583472,0.349,0.234,1.45735116546997e-05,"NK","AKT1"
"2668","MAP1LC3B1",2.53278773237914e-09,0.405438134737164,0.531,0.447,5.4371354250983e-05,"NK","MAP1LC3B"
"2674","TRPV2",4.35610774163468e-09,0.326996096489896,0.324,0.215,9.35125648896716e-05,"NK","TRPV2"
"2682","MXD41",7.70706556689631e-09,0.362933258457196,0.361,0.257,0.000165447576524563,"NK","MXD4"
"2683","BUB3",7.89222981965438e-09,0.339724307265261,0.551,0.463,0.000169422497538521,"NK","BUB3"
"2684","MAD2L2",8.2637765385136e-09,0.372077761423413,0.267,0.166,0.000177398490952271,"NK","MAD2L2"
"2690","GLS",1.18926492458257e-08,0.349126215759469,0.548,0.464,0.000255299501360139,"NK","GLS"
"2693","AKR1B1",1.51051926711429e-08,0.324287870183593,0.395,0.291,0.000324263171071424,"NK","AKR1B1"
"2704","SRSF31",2.67996343220941e-08,0.308994859320493,0.679,0.634,0.000575307749992395,"NK","SRSF3"
"2705","CYFIP2",2.82992527410433e-08,0.410038030144763,0.562,0.492,0.000607500058591977,"NK","CYFIP2"
"2710","FKBP111",3.52471733285278e-08,0.358475641047267,0.375,0.272,0.000756651069843506,"NK","FKBP11"
"2713","INPP5D2",3.97980853219544e-08,0.382524649984826,0.423,0.33,0.000854345497606395,"NK","INPP5D"
"2715","RBBP7",4.78869959496794e-08,0.338957930455031,0.375,0.279,0.00102799014205177,"NK","RBBP7"
"2723","UCHL5",6.92688006385201e-08,0.340400602742131,0.267,0.178,0.00148699334330711,"NK","UCHL5"
"2727","IER22",9.89752337753695e-08,0.35957454433608,0.872,0.869,0.00212470134345586,"NK","IER2"
"2748","FIS1",3.40453528782303e-07,0.30479406571991,0.599,0.536,0.00730851590236971,"NK","FIS1"
"2750","SRSF7",3.88175462341597e-07,0.27766698864144,0.821,0.804,0.00833296265008706,"NK","SRSF7"
"2752","UBE2S1",3.96551662049894e-07,0.41490095060416,0.491,0.411,0.00851277452922508,"NK","UBE2S"
"2763","TRIM221",6.56980372302875e-07,0.370887006322574,0.517,0.454,0.0141033976522258,"NK","TRIM22"
"2764","PLEKHA1",6.57316160424328e-07,0.352950148791287,0.293,0.205,0.014110606015829,"NK","PLEKHA1"
"2768","TAPBP1",1.04781858525794e-06,0.309498826686831,0.651,0.593,0.0224935215697322,"NK","TAPBP"
"2787","COQ10B",2.50930275861568e-06,0.288976866064175,0.261,0.18,0.0538672023192027,"NK","COQ10B"
"2805","RBM381",6.52120302324516e-06,0.280150409170544,0.514,0.434,0.139990665300004,"NK","RBM38"
"2806","DAXX",6.57362985529851e-06,0.308190457622565,0.364,0.288,0.141116112103693,"NK","DAXX"
"2815","MGMT",8.65155520053639e-06,0.309753456489762,0.33,0.256,0.185722935489915,"NK","MGMT"
"2832","HNRNPA3",1.85137903346858e-05,0.27538905848445,0.69,0.672,0.397435537114701,"NK","HNRNPA3"
"2839","H2AFX",2.5397890779031e-05,0.348303697796808,0.389,0.321,0.545216521353459,"NK","H2AFX"
"2862","LRP10",6.10788222173861e-05,0.288211426205304,0.423,0.372,1,"NK","LRP10"
"2876","TMEM9B",0.0001116207387303,0.297462513864812,0.31,0.249,1,"NK","TMEM9B"
"2879","GSDMD",0.000113416906481367,0.256901915463554,0.372,0.316,1,"NK","GSDMD"
"2880","CCND21",0.000119204830491886,0.271435791717313,0.378,0.305,1,"NK","CCND2"
"2881","ZNF22",0.000127341729345212,0.273158297642119,0.287,0.223,1,"NK","ZNF22"
"2884","MAP2K31",0.000150477761567923,0.256677252770532,0.327,0.265,1,"NK","MAP2K3"
"2913","BANF1",0.000650933188289189,0.272951407608768,0.494,0.471,1,"NK","BANF1"
"2915","CBX4",0.000712418239601283,0.285580637891001,0.429,0.384,1,"NK","CBX4"
"2918","CALCOCO1",0.00092827566218899,0.296968781764353,0.253,0.198,1,"NK","CALCOCO1"
"2923","JUN1",0.00120366789604722,0.522415256868047,0.812,0.858,1,"NK","JUN"
"2933","BTG2",0.00216343116376949,0.465781328550748,0.611,0.631,1,"NK","BTG2"
"2937","NUCKS1",0.00391164367687768,0.267122101882043,0.557,0.555,1,"NK","NUCKS1"
"2940","RELA",0.00445622323372997,0.250182136525424,0.344,0.31,1,"NK","RELA"
"2950","IFITM3",0,2.64995186228787,0.778,0.059,0,"CD16+ Mono","IFITM3"
"2976","CKB",0,1.00991651268961,0.443,0.011,0,"CD16+ Mono","CKB"
"2980","CALML4",0,0.782337235525016,0.567,0.027,0,"CD16+ Mono","CALML4"
"2981","PAPSS2",0,0.687411469762424,0.429,0.007,0,"CD16+ Mono","PAPSS2"
"3001","SLC31A21",1.41620390101869e-278,1.18372059400754,0.709,0.06,3.04016491431682e-274,"CD16+ Mono","SLC31A2"
"3017","DUSP61",1.92913883889892e-252,1.70462615243171,0.931,0.121,4.14128234546431e-248,"CD16+ Mono","DUSP6"
"3025","LPCAT2",3.11893193102882e-233,0.735746533753467,0.507,0.035,6.69541117633957e-229,"CD16+ Mono","LPCAT2"
"3029","CPPED11",1.01905876512215e-229,1.36381321839616,0.882,0.117,2.18761345108771e-225,"CD16+ Mono","CPPED1"
"3054","RBBP8",5.7574560152125e-205,0.621736918437281,0.453,0.032,1.23595308278567e-200,"CD16+ Mono","RBBP8"
"3065","RRAS",1.9884277739364e-191,1.20111306463305,0.818,0.12,4.26855790230927e-187,"CD16+ Mono","RRAS"
"3073","TAGLN",2.09950235469476e-185,0.594763037516745,0.404,0.028,4.50700170482324e-181,"CD16+ Mono","TAGLN"
"3075","SORT1",6.34624639034714e-184,0.544874856477362,0.419,0.03,1.36234871261582e-179,"CD16+ Mono","SORT1"
"3076","IRAK31",1.11264465027156e-179,0.864671843867739,0.69,0.083,2.38851427073797e-175,"CD16+ Mono","IRAK3"
"3083","LGALS91",5.78009296721884e-173,1.62869803297672,0.975,0.22,1.24081255727287e-168,"CD16+ Mono","LGALS9"
"3084","PLAUR1",4.75354016026793e-172,1.26916125412587,0.911,0.153,1.02044246620472e-167,"CD16+ Mono","PLAUR"
"3115","TNFRSF1B1",7.40302970192793e-148,2.17175767530908,0.995,0.377,1.58920838611287e-143,"CD16+ Mono","TNFRSF1B"
"3121","INSIG1",6.6983900971956e-145,1.12011404411576,0.773,0.138,1.43794340216498e-140,"CD16+ Mono","INSIG1"
"3122","EMILIN21",3.09040400929256e-144,1.11418722925371,0.837,0.154,6.63417028674835e-140,"CD16+ Mono","EMILIN2"
"3127","TIMP21",8.94619911043355e-142,0.929215452336303,0.833,0.145,1.92048056303677e-137,"CD16+ Mono","TIMP2"
"3130","ASAH11",6.50486845376831e-138,1.80985045454305,0.99,0.344,1.39640011097044e-133,"CD16+ Mono","ASAH1"
"3148","SLC43A21",2.10387659315674e-129,0.82586001311933,0.65,0.102,4.51639188252957e-125,"CD16+ Mono","SLC43A2"
"3156","IRF52",1.66423482472817e-124,0.864864422731038,0.714,0.125,3.57261289824396e-120,"CD16+ Mono","IRF5"
"3160","NPC21",2.84135046694188e-123,1.71268298918662,0.99,0.415,6.09952704738414e-119,"CD16+ Mono","NPC2"
"3162","SULF21",8.00319595751532e-123,0.818200939002999,0.685,0.112,1.71804607619981e-118,"CD16+ Mono","SULF2"
"3166","NAMPT1",3.52668942448333e-120,1.23894480078571,0.906,0.221,7.57074418753837e-116,"CD16+ Mono","NAMPT"
"3177","MAPKAPK31",7.24771577744907e-117,1.1585305335193,0.862,0.213,1.55586714594499e-112,"CD16+ Mono","MAPKAPK3"
"3182","IFIT2",6.06144070520472e-116,0.641224120497131,0.443,0.053,1.3012094761863e-111,"CD16+ Mono","IFIT2"
"3183","GPR137B",6.67502354691206e-116,0.548784741891928,0.473,0.059,1.43292730481561e-111,"CD16+ Mono","GPR137B"
"3184","SAT11",1.17816713774331e-114,2.52338869670568,1,0.699,2.52917139459356e-110,"CD16+ Mono","SAT1"
"3187","TNFSF131",5.88622883561441e-114,0.786466729638211,0.68,0.118,1.26359674414134e-109,"CD16+ Mono","TNFSF13"
"3191","SLC16A31",2.91943854422231e-113,0.864229182486319,0.749,0.148,6.26715872288203e-109,"CD16+ Mono","SLC16A3"
"3192","MCOLN11",4.52014002479022e-113,0.690306910106373,0.571,0.088,9.70338459121716e-109,"CD16+ Mono","MCOLN1"
"3195","FTH11",5.44384438693311e-112,2.19276878021358,1,0.997,1.16863007454293e-107,"CD16+ Mono","FTH1"
"3197","CTSC1",1.31477303580588e-111,1.59496266558671,0.956,0.359,2.82242327596448e-107,"CD16+ Mono","CTSC"
"3199","CASP11",2.53999820543777e-111,1.24795765834262,0.911,0.26,5.45261414761326e-107,"CD16+ Mono","CASP1"
"3201","CTSZ2",3.08798501236383e-111,1.43972292030053,0.97,0.311,6.62897742604144e-107,"CD16+ Mono","CTSZ"
"3204","CEBPB1",5.22853076193062e-110,1.52361476977418,0.99,0.399,1.12240869866365e-105,"CD16+ Mono","CEBPB"
"3205","NINJ11",2.06378585733999e-109,1.1504724997275,0.857,0.219,4.43032909995175e-105,"CD16+ Mono","NINJ1"
"3216","ANXA51",6.80080356163114e-105,1.4356680114875,0.985,0.411,1.45992850057536e-100,"CD16+ Mono","ANXA5"
"3220","PYCARD1",1.29914099634302e-103,1.42607154177999,0.985,0.375,2.78886597684956e-99,"CD16+ Mono","PYCARD"
"3222","LRP11",1.43855419169413e-102,0.633763652584039,0.739,0.139,3.08814428330979e-98,"CD16+ Mono","LRP1"
"3232","BRI31",2.69002771529015e-99,1.47805898913122,0.99,0.462,5.77468249641336e-95,"CD16+ Mono","BRI3"
"3236","ATP6V0C1",1.03993184224138e-97,1.3302474895435,1,0.698,2.23242168573957e-93,"CD16+ Mono","ATP6V0C"
"3241","KIAA09301",5.44267040333708e-97,0.604024960281589,0.581,0.101,1.16837805548437e-92,"CD16+ Mono","KIAA0930"
"3260","YBX11",2.2483678675449e-92,1.10163661579538,1,0.908,4.82657130125865e-88,"CD16+ Mono","YBX1"
"3268","COQ2",6.91389008680473e-91,0.497025043327467,0.458,0.069,1.48420478493437e-86,"CD16+ Mono","COQ2"
"3285","FAM214B",3.99273255359249e-88,0.513059478239502,0.419,0.06,8.57119897279699e-84,"CD16+ Mono","FAM214B"
"3289","FRY",5.71474726589179e-87,0.569191693142156,0.512,0.087,1.22678479556899e-82,"CD16+ Mono","FRY"
"3290","PRKCD1",1.04803947767424e-86,0.69937822778353,0.739,0.169,2.24982634672329e-82,"CD16+ Mono","PRKCD"
"3293","RNASET22",3.81801770060253e-86,1.28130073085307,0.995,0.672,8.19613859788345e-82,"CD16+ Mono","RNASET2"
"3295","PLXDC21",8.99647546233494e-86,0.530263104969645,0.552,0.097,1.93127338749944e-81,"CD16+ Mono","PLXDC2"
"3296","SLC43A3",1.02189501557515e-85,0.48500815254524,0.443,0.068,2.19370202993517e-81,"CD16+ Mono","SLC43A3"
"3301","TNFSF101",2.3286942454824e-84,1.22274033146933,0.857,0.271,4.99900793677706e-80,"CD16+ Mono","TNFSF10"
"3325","MIS18BP12",1.15832132953676e-80,0.869613542456371,0.823,0.234,2.48656839811655e-76,"CD16+ Mono","MIS18BP1"
"3333","ZFAND51",7.81667106078505e-80,1.246333370322,0.966,0.416,1.67800477661873e-75,"CD16+ Mono","ZFAND5"
"3337","RHOA1",1.98953518994995e-78,1.0430209923834,0.995,0.881,4.27093519226556e-74,"CD16+ Mono","RHOA"
"3343","PSTPIP2",1.66339760637067e-77,0.607974457682155,0.512,0.098,3.57081564159591e-73,"CD16+ Mono","PSTPIP2"
"3349","SOD21",1.51085340266279e-76,1.2444235153117,0.921,0.363,3.2433489994962e-72,"CD16+ Mono","SOD2"
"3351","MSN2",1.36619180831593e-75,1.14839771951164,0.99,0.662,2.9328039549118e-71,"CD16+ Mono","MSN"
"3365","JDP21",7.32223081786579e-74,0.449676531102777,0.404,0.064,1.57186328967125e-69,"CD16+ Mono","JDP2"
"3367","H3F3A1",1.37372436661052e-73,0.920699726484573,1,0.965,2.9489740978028e-69,"CD16+ Mono","H3F3A"
"3370","GABARAP1",9.27260393600537e-73,1.04413255464125,1,0.865,1.99054988694227e-68,"CD16+ Mono","GABARAP"
"3372","GRN1",2.08584429949379e-72,0.804137731966272,0.921,0.289,4.47768195772332e-68,"CD16+ Mono","GRN"
"3382","JAK21",6.80138583006836e-71,0.567493002162575,0.576,0.126,1.46005349614077e-66,"CD16+ Mono","JAK2"
"3408","S100A61",5.18653962767936e-68,1.14443161108127,1,0.923,1.11339446187393e-63,"CD16+ Mono","S100A6"
"3409","ENG",5.3286696136645e-68,0.370875219548048,0.345,0.052,1.14390550596536e-63,"CD16+ Mono","ENG"
"3411","GRINA1",5.5181697801278e-68,0.885437734804807,0.887,0.31,1.18458550670003e-63,"CD16+ Mono","GRINA"
"3422","MAP2K32",2.61948917928924e-66,0.832400664787057,0.798,0.258,5.6232574211802e-62,"CD16+ Mono","MAP2K3"
"3423","ETS21",4.01011103445008e-66,0.446550957356751,0.438,0.08,8.60850535765398e-62,"CD16+ Mono","ETS2"
"3437","SYNGR22",4.58752452686115e-64,0.981007023442926,0.961,0.497,9.84803890181283e-60,"CD16+ Mono","SYNGR2"
"3451","ATP6V0D11",2.32143791786593e-62,0.813838301072047,0.857,0.317,4.98343077828278e-58,"CD16+ Mono","ATP6V0D1"
"3456","PLEKHO11",4.97849434601832e-62,0.796294208638702,0.926,0.341,1.06873338125975e-57,"CD16+ Mono","PLEKHO1"
"3470","CTSB1",9.18402680864668e-61,0.865572746494237,0.926,0.376,1.97153503501218e-56,"CD16+ Mono","CTSB"
"3474","OTUD1",2.65489550054736e-60,0.557234210682806,0.389,0.072,5.69926417102502e-56,"CD16+ Mono","OTUD1"
"3476","SLC25A51",4.25131345908968e-60,0.989258703484226,0.98,0.648,9.12629460262782e-56,"CD16+ Mono","SLC25A5"
"3507","ZBTB7A2",4.35174971865259e-56,0.901332409931962,0.926,0.416,9.34190112103151e-52,"CD16+ Mono","ZBTB7A"
"3508","APH1B",5.47079765541425e-56,0.432119976663238,0.399,0.077,1.17441613268778e-51,"CD16+ Mono","APH1B"
"3510","OGFRL11",2.5968465486334e-55,0.49997451543991,0.631,0.167,5.57465048595133e-51,"CD16+ Mono","OGFRL1"
"3517","BACH11",1.71522043086602e-54,0.629408880401383,0.631,0.177,3.68206369894009e-50,"CD16+ Mono","BACH1"
"3524","SVIL",1.75162292468148e-53,0.495813560976899,0.537,0.131,3.76020893241372e-49,"CD16+ Mono","SVIL"
"3527","PHF19",4.88657706638582e-53,0.434002132305053,0.448,0.098,1.04900149884104e-48,"CD16+ Mono","PHF19"
"3544","CKS1B",4.82608947188193e-51,0.351517279183272,0.384,0.076,1.03601662692889e-46,"CD16+ Mono","CKS1B"
"3554","HSPA1A1",9.53443906505233e-50,0.783712803583572,0.606,0.182,2.04675803409478e-45,"CD16+ Mono","HSPA1A"
"3563","IMPA21",7.61741804602956e-49,0.339905709985699,0.389,0.081,1.63523113194116e-44,"CD16+ Mono","IMPA2"
"3570","DNASE1L1",2.77072965761114e-48,0.305080459333688,0.325,0.061,5.94792535599382e-44,"CD16+ Mono","DNASE1L1"
"3577","TMEM1271",1.27146257034874e-47,0.485499634835677,0.576,0.161,2.72944869976763e-43,"CD16+ Mono","TMEM127"
"3582","LIPA1",1.90504798206801e-47,0.612327397362344,0.621,0.188,4.0895665031054e-43,"CD16+ Mono","LIPA"
"3586","MTHFD2",3.71865910637661e-47,0.474517421732509,0.453,0.111,7.98284550365868e-43,"CD16+ Mono","MTHFD2"
"3587","GLUL1",4.28393683706239e-47,0.675246178520927,0.685,0.227,9.19632720812183e-43,"CD16+ Mono","GLUL"
"3589","ENY21",6.30936294418018e-47,0.785763737046392,0.892,0.419,1.35443094322716e-42,"CD16+ Mono","ENY2"
"3591","EIF4EBP11",8.94186495764751e-47,0.478676302943261,0.537,0.145,1.91955015045819e-42,"CD16+ Mono","EIF4EBP1"
"3595","MAST3",1.55387409725174e-46,0.40083103542301,0.433,0.101,3.3357015245703e-42,"CD16+ Mono","MAST3"
"3596","HEG1",2.02956866070597e-46,0.372590643833032,0.34,0.068,4.3568750439375e-42,"CD16+ Mono","HEG1"
"3602","SOX41",5.06929724674811e-46,0.384752864781944,0.414,0.095,1.08822603995942e-41,"CD16+ Mono","SOX4"
"3603","ATP10D",5.56989342509964e-46,0.269119269549354,0.261,0.043,1.19568902156614e-41,"CD16+ Mono","ATP10D"
"3604","SIPA1L1",7.72551577342311e-46,0.399934037338692,0.438,0.104,1.65843647108074e-41,"CD16+ Mono","SIPA1L1"
"3608","TIGAR",1.90080040483256e-45,0.30344569806163,0.325,0.063,4.08044822905406e-41,"CD16+ Mono","TIGAR"
"3629","SKIL",5.90432914439291e-43,0.30837686355574,0.325,0.066,1.26748233742683e-38,"CD16+ Mono","SKIL"
"3646","MAPK7",7.48804574179003e-42,0.325887816752787,0.355,0.077,1.60745877939007e-37,"CD16+ Mono","MAPK7"
"3651","MBOAT1",2.09325957780031e-41,0.254110287598438,0.296,0.057,4.49360033566392e-37,"CD16+ Mono","MBOAT1"
"3658","CTSD2",7.7925351729006e-41,0.580753519370004,0.951,0.513,1.67282352556657e-36,"CD16+ Mono","CTSD"
"3660","GUSB1",9.72273286247426e-41,0.491321975599651,0.621,0.198,2.08717906358735e-36,"CD16+ Mono","GUSB"
"3668","RAC11",2.95667779964419e-40,0.617344535344849,0.98,0.593,6.34710023249619e-36,"CD16+ Mono","RAC1"
"3674","SNX51",1.12898074763684e-39,0.582520155389368,0.734,0.28,2.42358297095201e-35,"CD16+ Mono","SNX5"
"3675","MAPK12",1.26115849252418e-39,0.59210233342491,0.749,0.291,2.70732893590167e-35,"CD16+ Mono","MAPK1"
"3698","MAP3K13",8.00271869310534e-38,0.680765271574183,0.764,0.33,1.71794362184892e-33,"CD16+ Mono","MAP3K1"
"3714","TUBA1B",6.45441933302347e-37,0.898485172379791,0.951,0.682,1.38557019822015e-32,"CD16+ Mono","TUBA1B"
"3718","CYSTM1",1.41298501547256e-36,0.263217060496578,0.276,0.056,3.03325493271494e-32,"CD16+ Mono","CYSTM1"
"3730","RIOK31",6.45172514269384e-36,0.51248339221604,0.724,0.277,1.38499183638209e-31,"CD16+ Mono","RIOK3"
"3731","UBC1",6.74188179769805e-36,0.626851800903436,1,0.98,1.44727976551184e-31,"CD16+ Mono","UBC"
"3732","ANXA4",7.33054882778722e-36,0.361806015818876,0.365,0.092,1.57364891686108e-31,"CD16+ Mono","ANXA4"
"3747","ITM2B1",3.53239869098521e-35,0.584308572212377,0.995,0.954,7.58300026993795e-31,"CD16+ Mono","ITM2B"
"3762","MFSD11",1.515176311812e-34,0.390626343638207,0.626,0.216,3.25262898856682e-30,"CD16+ Mono","MFSD1"
"3779","FUCA1",1.08021720323623e-33,0.275144954772143,0.3,0.068,2.31890227018722e-29,"CD16+ Mono","FUCA1"
"3783","GNG21",1.75396518102135e-33,0.661730955667305,0.803,0.377,3.76523705409854e-29,"CD16+ Mono","GNG2"
"3790","PHTF21",3.12533440547437e-33,0.443849713936113,0.532,0.176,6.70915536823183e-29,"CD16+ Mono","PHTF2"
"3792","IRF7",3.79888021271788e-33,0.420767421150909,0.635,0.236,8.15505615264147e-29,"CD16+ Mono","IRF7"
"3801","PGD1",1.38650588690338e-32,0.325451673673042,0.704,0.262,2.97641218741549e-28,"CD16+ Mono","PGD"
"3802","REEP51",1.48208834792017e-32,0.553408059104775,0.803,0.352,3.18159905648024e-28,"CD16+ Mono","REEP5"
"3804","TANGO2",1.58796811910035e-32,0.312803226500444,0.404,0.113,3.40889116127272e-28,"CD16+ Mono","TANGO2"
"3809","NABP11",4.73921780630398e-32,0.38894517845165,0.542,0.181,1.01736788647927e-27,"CD16+ Mono","NABP1"
"3816","MARCKSL11",2.01432056118434e-31,0.819322587832044,0.768,0.368,4.32414194869441e-27,"CD16+ Mono","MARCKSL1"
"3824","MANBA1",6.44826621447287e-31,0.412629226429548,0.542,0.187,1.38424930826089e-26,"CD16+ Mono","MANBA"
"3845","PEA151",4.88143983212845e-30,0.388841110349967,0.419,0.127,1.04789868876301e-25,"CD16+ Mono","PEA15"
"3847","H2AFZ",8.1176657095955e-30,0.611883601500343,0.966,0.64,1.74261929787887e-25,"CD16+ Mono","H2AFZ"
"3858","CDC422",4.52012576469948e-29,0.583517811644488,0.975,0.778,9.70335397908037e-25,"CD16+ Mono","CDC42"
"3869","HMGN2",1.74463398589057e-28,0.5908055766678,0.99,0.79,3.74520577751129e-24,"CD16+ Mono","HMGN2"
"3870","PHC21",2.24408281267082e-28,0.371747015596281,0.478,0.158,4.81737257396046e-24,"CD16+ Mono","PHC2"
"3876","CRYL1",7.81085633524406e-28,0.291243907134322,0.404,0.123,1.67675652948684e-23,"CD16+ Mono","CRYL1"
"3888","INPP5D3",1.85962398849283e-27,0.436603571318476,0.754,0.325,3.99205481609756e-23,"CD16+ Mono","INPP5D"
"3901","TMPO",6.71037125576158e-27,0.595433270774535,0.759,0.367,1.44051539747434e-22,"CD16+ Mono","TMPO"
"3904","CDKN1A1",9.13191723027831e-27,0.443489609388216,0.36,0.11,1.96034867182385e-22,"CD16+ Mono","CDKN1A"
"3913","RB12",4.39109511384144e-26,0.377240543207843,0.571,0.22,9.42636388088341e-22,"CD16+ Mono","RB1"
