Mixture	B cells	Plasma cells	T cells CD8	T cells CD4	NK cells	Monocytes	Dendritic cells	Mast cells	Eosinophils	Neutrophils
P20109_302_R1	0.0927614111986611	0	0.170006879517026	0.13276538393787	0.0229191047100336	0.530684584205859	0.0116420696517811	0.0392205667787687	0	0
P20109_303_R1	0.12309008743187	0	0.256593467870895	0.216593564620979	0.149882228122792	0.203856422319098	0.00793650456044581	0.0420477250739207	0	0
P20109_304_R1	0.0224202675931821	0	0.233887976715226	0.0617409985907326	0.103995669869017	0.501423940292747	0.0136823933450328	0.0628487535940615	0	0
P20109_305_R1	0.118725972361186	0	0.0758412646217328	0.208525082493946	0.050851829497887	0.542293821548446	0.00376202947680137	0	0	0
P20109_306_R1	0.0748947305878143	0	0.260574417021843	0.0636067127129985	0.0798856898474435	0.452579375480382	0.0103296192090964	0.0541845390451827	0.00394491609523835	0
P20109_307_R1	0.225653476181825	0	0.177708029750242	0.322593666017422	0.0702619255965854	0.203268207640103	0.000514694813820676	0	0	0
P20109_308_R1	0.0653850140512946	0	0.394954796536009	0.0238443413351697	0.122728277336324	0.377482517108011	0.0110759989910283	0.00452905464216357	0	0
P20109_309_R1	0.0307893615063054	0	0.250516767252255	0.39958812711702	0.0815567342588511	0.236233384700421	0	0.001315625165148	0	0
P20109_310_R1	0.153694767893878	0	0.255928854117375	0.0298702053436802	0.0374966525033544	0.520429492971069	0.00258002717064301	0	0	0
P20109_311_R1	0.191626346445131	0	0.302061945779096	0.283049709243483	0.124645444274247	0.0974372254730519	0	0.00117932878499197	0	0
P20109_402_R1	0.10641664160929	0	0.0720207401007146	0.339285537572468	0.0331121835884317	0.439500746034984	0.000998617988629739	0.00866553310548282	0	0
