Mixture	B cells	Plasma cells	T cells CD8	T cells CD4	NK cells	Monocytes	Dendritic cells	Mast cells	Eosinophils	Neutrophils
P20109_170_R1	0.0821511205295719	0	0.371934317967423	0.106594495536411	0.0591276234856563	0.337617122286055	0.00989115131423975	0.0326841688806437	0	0
P20109_172_R1	0.0906830491655189	0	0.354197382597362	0.100631569690309	0.069414772149727	0.355625183738402	0.00117178162108316	0.027804960346024	0.000471300691574905	0
P20109_173_R1	0.214838957409862	0	0.359077750837413	0.0452724988768173	0.105703337619483	0.275107455256425	0	0	0	0
P20109_174_R1	0.111174767224777	0	0.338817113521085	0.0433849748461402	0.0670514057485843	0.414783684117688	0	0.0247880545417257	0	0
P20109_175_R1	0.0793276161346803	0	0.379761639152387	0.0485393933505189	0.100552450254072	0.372517190729976	0.00158114369652171	0.017720566681844	0	0
P20109_176_R1	0.105696514391126	0	0.334812290568338	0.0739220730830336	0.157849996755133	0.327084155602224	0.000161105056228377	0.000473864543917475	0	0
P20109_178_R1	0.0274839534006016	0	0.195390693570583	0.0647001293354134	0.0508025735166426	0.610734832367284	0	0.0508878178094755	0	0
P20109_179_R1	0.081257844708088	0	0.247603625684529	0.0397897478167892	0.11005571758319	0.448860764713053	0.00198312536585524	0.0704491741284952	0	0
P20109_180_R1	0.0556406013756912	0	0.252153607698378	0.107389364722973	0.14893075945274	0.409475728613506	0.00149686353022913	0.024913074606483	0	0
P20109_181_R1	0.0316640173085156	0.00348117744614305	0.20171259116107	0.0359642142810143	0.0453999144103159	0.672386961884287	0.000468288073694157	0.00892283543496098	0	0
P20109_182_R1	0.0898163197935852	0	0.264143945934018	0.116579768785675	0.130092656501987	0.345913560501601	0.00183614092142092	0.0505902788066315	0.00102732875508111	0
P20109_183_R1	0.0633515704440626	0	0.280469824718696	0.0943035965128252	0.0702168472954968	0.469083841485946	0.000357751693699162	0.0210054054581236	0.00121116239115093	0
P20109_184_R1	0.0299245579650303	0	0.556419322949962	0.0632635700096399	0.0982797537694558	0.18912693945374	0.00102461728159137	0.0610770277826026	0.000884210787977435	0
P20109_185_R1	0.121915460666105	0	0.364427719069877	0.050916796810776	0.0811723435062369	0.363954615725314	0.000803454253513037	0.0168096099681785	0	0
P20109_186_R1	0.0162112000252646	0	0.231834827785668	0.148688421646814	0.137279813841928	0.449242612604802	0	0.0167431240955219	0	0
P20109_187_R1	0.0745405131426064	0	0.193544899743203	0.229156434254094	0.0422827826969432	0.438959911821466	0.000828791052537627	0.0201810360435776	0.000505631245573305	0
P20109_188_R1	0.0447838795474958	0	0.237580377385626	0.056037590546109	0.176236401828117	0.465126651211051	0.000149035911835747	0.0200860635697658	0	0
P20109_189_R1	0.0337339817973003	0	0.35666517707954	0.0591816530312221	0.117788322966755	0.408964050151967	0	0.0236668149732153	0	0
P20109_190_R1	0.0655489088486237	0	0.157978634270735	0.121467367171249	0.0975186454548658	0.530351193847544	0.000971955336600044	0.0261632950703829	0	0
P20109_191_R1	0.0381304503422386	0	0.219803988611618	0.0888003027092024	0.0796229900760346	0.559944675758964	0.00174049733262176	0.0119570951693205	0	0
P20109_192_R1	0.11002232570839	0	0.172231701674308	0.125131287181778	0.17730225072832	0.412652728597245	0.000613374564989684	0.00204633154496898	0	0
P20109_193_R1	0.0544254455280493	0	0.31414964485656	0.0522314590587517	0.113357207016526	0.440963625768685	0	0.0248726177714267	0	0
P20109_194_R1	0.0635640114334244	0	0.27814821179446	0.181608100351914	0.0714925060939953	0.405187170326206	0	0	0	0
P20109_195_R1	0.0743414731787247	0	0.204728090813817	0.0504695256839231	0.047890438282019	0.618535836325742	0.000769555051580453	0.00278661790293056	0.000478462761261747	0
P20109_196_R1	0.0390670709889945	0	0.299133287019082	0.0819345670315364	0.140865511858532	0.42905977209973	0	0.00993979100212574	0	0
P20109_201_R1	0.0241081000162718	0.00131998821767717	0.284571771540245	0.073466627637111	0.0809014390578856	0.535632073530809	0	0	0	0
P20109_202_R1	0.0503896070765234	0	0.26742033622881	0.0364814584270604	0.0835531908466074	0.55239106166784	0.00275627145737591	0.0070080742957831	0	0
P20109_203_R1	0.0307669246502559	0	0.32208362801747	0.0491048079758431	0.28187604196057	0.310105128698534	0.00191315438776537	0.0041503143095616	0	0
P20109_204_R1	0.0217572910234213	0	0.410686290017605	0.0834604081531874	0.0632530174095722	0.412558480491373	0.000854018199724083	0.00743049470511707	0	0
P20109_205_R1	0.0282965933836136	0	0.406045363362007	0.0785204945907728	0.0594177309416884	0.424810154110425	0.00036954140063903	0.00254012221085357	0	0
P20109_206_R1	0.0523417766631046	0	0.337503552661422	0.0721945922241149	0.0379088557554495	0.476110312503473	0.00120796953321687	0.0227329406592196	0	0
P20109_207_R1	0.00794277338999291	0	0.169182043746619	0.043605661548965	0.0487410048114035	0.72495145832025	0.000118338624609724	0.00545871955816061	0	0
P20109_208_R1	0.0511517712995351	0	0.397458021586347	0.0699161735385671	0.0893241822843984	0.388207600649489	0.000198833218765553	0.00374341742289801	0	0
P20109_209_R1	0.0515431929354894	0	0.263345401881704	0.0420745283641531	0.107665735355052	0.53522490613771	0.000146235325892044	0	0	0
P20109_210_R1	0.0366010862361807	0	0.326802837829519	0.0897641691175028	0.0673480311392261	0.462594264838829	0.00105329492281994	0.0158363159159212	0	0
P20109_211_R1	0.0682067611467429	0	0.312122712161111	0.0486026341090119	0.0718481805404929	0.476396014332312	0.000809971927372074	0.0220137257829572	0	0
P20109_212_R1	0.018190300310515	0	0.264322155967474	0.037379974630733	0.0284721483779926	0.644899693480315	0	0.00673572723297011	0	0
P20109_213_R1	0.0300136025708069	0	0.267204867572232	0.0953237023398379	0.157352454398295	0.450105373118829	0	0	0	0
P20109_214_R1	0.0259175558820974	0	0.443104454066786	0.035619980580828	0.0646425639977513	0.427041347028829	0.000150662089020916	0.00352343635468771	0	0
P20109_215_R1	0.0582813493662764	0	0.208891546952994	0.061594782356897	0.084680246217136	0.552866382202262	0.00695513905581556	0.026730553848619	0	0
P20109_216_R1	0.106676917982022	0	0.146846646559767	0.136554188878788	0.109144105550468	0.481781637302639	0.0122089362664904	0.00678756745982552	0	0
P20109_217_R1	0.0801101927770091	0	0.178801056206542	0.109187119616704	0.0776658051456651	0.553222572803016	0.00101325345106476	0	0	0
P20109_218_R1	0.0575637891977011	0	0.202317561324957	0.162952547962763	0.0543573532578695	0.52182844589441	0.000673530698328192	0.00030677166397104	0	0
P20109_219_R1	0.0435948304955882	0	0.317941586356193	0.0515337048869532	0.00834881437720085	0.57363884234168	0.000108350605719035	0.00483387093666678	0	0
P20109_220_R1	0.0896201953624598	0	0.323675816066689	0.0841363578581338	0.129555005885148	0.371909561611837	0.000751941256817741	0.000351121958914769	0	0
P20109_221_R1	0.0494081626785195	0	0.296225477333583	0.152862159813097	0.0466943381389643	0.453040322917985	0.000667530441315639	0.00110200867653476	0	0
P20109_222_R1	0.0848884162282314	0	0.2050976656353	0.046717087164126	0.142006185422193	0.513050512820815	0	0.00824013272933445	0	0
P20109_223_R1	0.0675685037284664	0	0.355468017404772	0.0320607495639412	0.155773795547206	0.385723613090333	0	0.00340532066528202	0	0
P20109_224_R1	0.163897242578606	0	0.32390835184552	0.120004704094361	0.0585086224275161	0.299844621819417	0.0089113262578405	0.0249251309767406	0	0
P20109_225_R1	0.0774876787311939	0	0.448070469007635	0.0517025671125522	0.0703940544627305	0.349675601418945	0.000239781314135659	0.00242984795280693	0	0
P20109_226_R1	0.199491342745709	0	0.367007303652541	0.142014418366197	0.0123935487896941	0.269526739513808	0.00891347065895652	0	0.000653176273093852	0
P20109_227_R1	0.0216057671560234	0	0.536821542548807	0.0342562123934537	0.00994247186616088	0.392200504876588	0	0.00517350115896764	0	0
P20109_228_R1	0.128838242520799	0	0.280360377627514	0.045493429567735	0.0859976333711293	0.452876106777941	0	0.00643421013488057	0	0
P20109_229_R1	0.0509710059073116	0	0.394554672706474	0.0599343355819828	0.0857565532970568	0.407810647782173	0.000793937742061092	0.000178846982939947	0	0
P20109_230_R1	0.082333346342886	0	0.270417135061628	0.173948719909902	0.0634663468987076	0.407622931560664	0.00161759838028469	0.00059392184592614	0	0
P20109_231_R1	0.084555798956986	0	0.133167803503203	0.131241254985139	0.075076073464728	0.574601929055163	0.000662608534464241	0.000694531500315708	0	0
P20109_232_R1	0.105753238714374	0	0.201935672825775	0.0835534559766269	0.0562153665044946	0.546664252504886	0.000847271663503929	0.00503074181033976	0	0
P20109_233_R1	0.0631416996538457	0.018952255226494	0.26282647626572	0.0488942760547086	0.113951486855758	0.488141889064567	0.000211870853183954	0.00388004602572385	0	0
P20109_234_R1	0.0178204939249488	0	0.24013778876313	0.0543102928907916	0.121378721438357	0.56198528669681	7.34448394949716e-05	0.00429397144646751	0	0
P20109_235_R1	0.0917646131987011	0	0.275051748479399	0.0318384005232742	0.130860676636457	0.470404755068254	7.98060939143996e-05	0	0	0
P20109_236_R1	0.0334058573372919	0	0.477488346642016	0.0963664536225892	0.137448865252643	0.230608894715757	0.0112615709685429	0.0134200114611599	0	0
P20109_237_R1	0.0758953435405277	0	0.240136121228191	0.451772268040917	0.0593422005179323	0.172578896697977	0.000275169974454862	0	0	0
P20109_238_R1	0.0834672278948736	0	0.312558032103575	0.0386762414707261	0.0777235398593336	0.485300826223003	0.000490048047322459	0.00178408440116664	0	0
P20109_239_R1	0.0751956466271593	0	0.24857042833708	0.0678982337994766	0.0749863715007633	0.532537674708483	0.000811645027037911	0	0	0
P20109_240_R1	0.0880432846610184	0	0.292666790109112	0.145140401268856	0.0223840371121049	0.451199548491775	0.000565938357134017	0	0	0
P20109_241_R1	0.0429249448774791	0	0.333904365622121	0.0554929787710462	0.125251695120042	0.421719084095307	0.00271406700228748	0.0179928645117164	0	0
P20109_242_R1	0.0379906104593401	0	0.401960133196069	0.101374952615799	0.101642248335561	0.35703205539323	0	0	0	0
P20109_243_R1	0.0665265922243411	0	0.534929200415662	0.0582136882644122	0.0240576385542874	0.279028894572096	0.00434683801282381	0.0328971479563778	0	0
P20109_244_R1	0.0216212725005685	0	0.237319780243207	0.0429842541612871	0.0892690262667655	0.604318400348326	0.000297958634968932	0.0041893078448766	0	0
P20109_245_R1	0.0536359952558844	0	0.366197667711186	0.11006348348027	0.0718418226852801	0.35479595927344	0.000416961713702464	0.0430481098802368	0	0
P20109_246_R1	0.0422982447384658	0	0.222112738849428	0.0381977610980479	0.0896830951332534	0.607179588388972	0.000528571791832909	0	0	0
P20109_247_R1	0.0631035571303572	0	0.182894291381913	0.101924880157155	0.173090675897111	0.478986595433463	0	0	0	0
P20109_248_R1	0.0701748332007545	0	0.250221136001577	0.149977118069717	0.114699683467627	0.413518191431674	0.000363397003058379	0.00104564082559231	0	0
P20109_249_R1	0.0449765720965117	0	0.417389691889965	0.0123715074324154	0.0683858320069715	0.451930690390061	0	0.00494570618407564	0	0
P20109_250_R1	0.0841890609920064	0	0.398228068705529	0.0353236949474142	0	0.445689403462354	0.00575604280814033	0.0308137290845563	0	0
P20109_251_R1	0.0229312444479415	0	0.332828258427071	0.110715374793686	0.121207200817425	0.412317921513876	0	0	0	0
P20109_252_R1	0.0325617438015451	0	0.15366786852154	0.0844371835772389	0.18410594884102	0.542289877423863	0.00022882780581064	0.00270855002898287	0	0
P20109_253_R1	0.041527857926422	0	0.361356586311724	0.0589727154795702	0.136561467112683	0.400799926017146	0.000410524270386351	0.000370922882069756	0	0
P20109_254_R1	0.0145205040605047	0.00193300840438831	0.153857538641482	0.0293296096769325	0.0557466839608594	0.728144790925764	0.000698163974594807	0.0157697003554749	0	0
P20109_255_R1	0.152444744594916	0	0.217975293128509	0.0515169196004102	0.105288211601144	0.472774831075021	0	0	0	0
P20109_256_R1	0.0103416060235758	0	0.388393746858327	0.0775721088124944	0.0751390532223918	0.443189673941673	0	0.00536381114153838	0	0
P20109_257_R1	0.115124099177582	0	0.221756815365142	0.107962571327337	0.0632769544996805	0.491224215590774	0.000655344039484375	0	0	0
P20109_258_R1	0.0600491764513659	0	0.140404649198797	0.0390881546383268	0.0369304387806991	0.723527580930811	0	0	0	0
P20109_259_R1	0.0510706594079802	0	0.435436609613167	0.0578517769045036	0.0234012326017109	0.39257753535325	0.00119088000809621	0.038471306111292	0	0
P20109_260_R1	0.0381526758849645	0	0.400956488812424	0.0712412955585432	0.171000272185038	0.312523510977147	0.000744025290568616	0.00538173129131409	0	0
P20109_261_R1	0.023560702138657	0.00159026991196242	0.407755228680726	0.0762406383744963	0.0746366305497895	0.356247224062378	0.000797879176171331	0.0591714271058194	0	0
P20109_262_R1	0.0788067006746939	0	0.235926077977762	0.0736341342283293	0.0848459250990661	0.509418595939141	0.00944620851331479	0.00792235756769304	0	0
P20109_263_R1	0.0817448064706476	0	0.278444202631147	0.179663720092879	0.127830805027178	0.329873334216138	0.00046237402872324	0.00198075753328716	0	0
P20109_264_R1	0.0512541421816116	0	0.368037737858898	0.0489800156187494	0.0719359844461952	0.455685771157511	0	0.00410634873703439	0	0
P20109_265_R1	0.0332140134292305	0	0.315885515760478	0.106776547013255	0.0527077379520101	0.479140415185071	0.000571259151730706	0.011704511508225	0	0
P20109_266_R1	0.0475275923509434	0	0.27703224739326	0.0263707285886129	0.067896158674633	0.523578787605138	0	0.0546591315470294	0.00293535384038364	0
P20109_267_R1	0.0555585263788716	0	0.136445401872555	0.186085851063535	0.0304484251196356	0.591461795565403	0	0	0	0
P20109_268_R1	0.0608015395381672	0	0.235504901965902	0.332349859551488	0.0696632253048776	0.300313069506157	0	0.00136740413340726	0	0
P20109_269_R1	0.0435121877037349	0	0.250544155865792	0.0736366764850937	0.153826025404681	0.432250100558932	0	0.0462308539817666	0	0
P20109_270_R1	0.0641907441548581	0	0.280283417052159	0.0337890496937135	0.0878837809799483	0.505197967087824	0	0.0284788478754144	0.000176193156082449	0
P20109_271_R1	0.0117455144898004	0.0027359055796071	0.168387074167188	0.0517235705927295	0.0967507074568015	0.650021235101792	0.00078602360447567	0.0178499690076058	0	0
P20109_272_R1	0.0674822652829178	0	0.303807114907403	0.0880120934224922	0.0642476878748228	0.44925040876771	0.00653631463815149	0.020664115106503	0	0
P20109_273_R1	0.0636131389956421	0	0.245770250332025	0.0813239190895882	0.0859176392032363	0.52331359587887	6.14565006384775e-05	0	0	0
P20109_274_R1	0.00127910273910147	0	0.131127767167349	0.0313199292902041	0.085615994948384	0.750657205854961	0	0	0	0
P20109_275_R1	0.149227158120786	0	0.456763494467821	0.0784915654152585	0.0300226132686048	0.244179524021627	0.0015410632012301	0.0394553813492832	0.000319200155388972	0
P20109_276_R1	0.0676800726388017	0	0.206503608100667	0.0999865266530153	0.0797740473364963	0.529270361224278	0.000457519802845294	0.0154450828244657	0.000882781419430496	0
P20109_277_R1	0.0685867965543781	0	0.214181751993237	0.158954042877119	0.0717184545196437	0.485770943261066	0.000788010794555915	0	0	0
P20109_278_R1	0.0703014775728256	0	0.191518651318871	0.074665204605621	0.144952054025377	0.516892152184151	0	0.00167046029315369	0	0
P20109_279_R1	0.0425070875179914	0	0.268548045861124	0.0317061272708959	0.0493713648043256	0.53996329939601	0.0136640422921614	0.054240032857492	0	0
P20109_280_R1	0.00524161278187525	0.00121492793532009	0.306831835469237	0.0513605439947415	0.0997400390546974	0.490053349379877	0.000323914800911623	0.0430168521953526	0.00221692438798759	0
P20109_281_R1	0.0528257517274583	0.00306822300585457	0.328920913369516	0.221473991851578	0.0423217380357909	0.301222549528564	0.00158644935334312	0.0485803831278954	0	0
P20109_282_R1	0.0698742186387268	0	0.162736061367936	0.0746659633117016	0.0878698928916393	0.578931652245373	0.00120132832289419	0.0247208832217284	0	0
P20109_283_R1	0.00764132442870998	0.00448069329085271	0.212321676677986	0.0717282972144811	0.111123795383469	0.580493300836633	0.000730590432898566	0.0114803217349692	0	0
P20109_284_R1	0.116349324006675	0	0.369788295654697	0.270685839957539	0.0818453156500394	0.161331224731049	0	0	0	0
P20109_285_R1	0.0203517597620505	0	0.280522699010623	0.0640772671318409	0.0702737040635189	0.53460756659229	0.00329475843614273	0.0268722450035332	0	0
P20109_286_R1	0.00969098900047752	0.00130114153173454	0.239430056392672	0.122092551950841	0.0918276080083847	0.506350897678804	0.00113266287421866	0.028174092562868	0	0
P20109_287_R1	0.0249442809807627	0	0.369997612033565	0.0699568907886048	0.0830234211793968	0.408817820879092	0.00269246731983165	0.0405675068187481	0	0
P20109_288_R1	0.100547993162322	0	0.336958232953389	0.107623436037621	0.0529163179999671	0.38597191938019	0.00110951962638338	0.0148725808401267	0	0
P20109_289_R1	0.0489858286458687	0	0.347506116207411	0.0706042968118929	0.122552676618875	0.405990088406589	0.00042756908468842	0.00393342422467493	0	0
P20109_290_R1	0.0576006411682115	0	0.287656999795505	0.0674695217196184	0.0764249114350557	0.49650326516066	0.000707062476322863	0.0136375982446267	0	0
P20109_291_R1	0.0620285132480035	0	0.279991605096498	0.0839679797903651	0.0928038083292685	0.454924600731352	0.000446185746872183	0.0248938872654284	0.000943419792212805	0
P20109_292_R1	0.0941733413206512	0	0.287461235781658	0.0510410095464651	0.0764588913014125	0.462065600684711	0.000174557396177661	0.0229296761647282	0.00569568780419621	0
P20109_293_R1	0.0305927473395273	0	0.387804023406865	0.0401230916177657	0.067543422844748	0.430032619422414	0.00178882907799714	0.0421152662906826	0	0
P20109_294_R1	0.045302318054157	0	0.144872939267187	0.0639021457381993	0.0305890199748318	0.707662031210294	0.00731239268185094	0	0.000359153073479609	0
P20109_295_R1	0.050449401914276	0	0.198207760806418	0.225971728219202	0.0674152971282511	0.456924093989571	0.00103171794228148	0	0	0
P20109_296_R1	0.115619134042647	0	0.175475562562753	0.0674617564697742	0.0544820596121774	0.586961487312648	0	0	0	0
P20109_301_R1	0.095863492211153	0	0.103031957308287	0.122790641539011	0.123493661709397	0.475824509135271	0.0109163049790317	0.0680794331178483	0	0
