Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
P20109_186_R1	0.0126877563909698	0.00352344363429479	0	0.231834827785668	0	0.115255795193101	0.0034489211919773	0.0214966875093395	0.00848701775239638	0	0.0451311060751304	0.0921487077667979	0.446455276792997	0	0	0.00278733581180538	0	0	0	0.0167431240955219	0	0	9999	0.620986717077472	0.785683440822297
P20109_187_R1	0.0642254378327415	0.0103150753098649	0	0.193544899743203	0.105573850259853	0.0991819244260842	0.019890047597207	0.00200771241466299	0.00250289955628657	0	0.0175633834662558	0.0247193992306874	0.43497740434766	0	0	0.00398250747380602	0	0.000828791052537627	0	0.0201810360435776	0.000505631245573305	0	9999	0.736039343398289	0.712563051549859
P20109_188_R1	0.0219106016395778	0.022873277907918	0	0.237580377385626	0	0	0.0401371580972075	0.0147647436509025	0.00113568879799903	0	0.0736946617854072	0.10254174004271	0.451610090842809	0	0	0.0135165603682417	0	0.000149035911835747	0	0.0200860635697658	0	0	9999	0.70749833542635	0.720815507272843
P20109_189_R1	0.0337339817973003	0	0	0.276417019782765	0	0.0120657430914728	0.0404971514704453	0.00661875846930397	0	0.0802481572967753	0.0939096020721261	0.0238787208946293	0.398938773673484	0	0	0.0100252764784834	0	0	0	0.0236668149732153	0	0	9999	0.725564345109653	0.707695799803319
P20109_190_R1	0.0655489088486237	0	0	0.157978634270735	0.0409140028090897	0.0562807761896833	0.00688033732317554	0.0152564090631101	0.00213584178619031	0	0.0488855779484068	0.048633067506459	0.52700521180464	0	0	0.00334598204290389	0	0.000971955336600044	0	0.0261632950703829	0	0	9999	0.762261734377286	0.681364982518646
P20109_191_R1	0.027153524728212	0.0109769256140266	0	0.178975929262112	0.0405749211809417	0	0.0482253815282607	0	0	0.0408280593495056	0.0796229900760346	0	0.55279089116327	0	0	0.00715378459569431	0	0.00174049733262176	0	0.0119570951693205	0	0	9999	0.801569741816441	0.642704241159591
P20109_192_R1	0.0216707421469194	0.0883515835614707	0	0.118993650225466	0.0646722439553354	0.00976285108616341	0.0480365003298174	0.00265969181046141	0	0.0532380514488423	0.17730225072832	0	0.409265415061696	0	0	0.00338731353554926	0	0.000613374564989684	0	0.00204633154496898	0	0	9999	0.674515913165962	0.751702145647234
P20109_193_R1	0.0156078337351459	0.0388176117929034	0	0.304112424043267	0.00753476694987582	0	0.0376755024098071	0.00702118969906881	0	0.0100372208132934	0.0803617707333595	0.0329954362831667	0.431517725651651	0	0	0.00944590011703412	0	0	0	0.0248726177714267	0	0	9999	0.698168012378178	0.732716656316378
P20109_194_R1	0.0601805783018736	0.00338343313155081	0	0.256638027068697	0.0665787793328443	0.0764641203605048	0.0354933587889243	0.00307184186964072	0	0.0215101847257629	0.0714925060939953	0	0.396053495551655	0	0	0.00913367477455063	0	0	0	0	0	0	9999	0.714417684768436	0.725192873050415
P20109_195_R1	0.0414681091725465	0.0328733640061782	0	0.204728090813817	0.0073760303195829	0.0168966701398096	0.0230839075958053	0.000815083567102423	0.0022978340616229	0	0.0341088943465042	0.0137815439355148	0.616648111629523	0	0	0.00188772469621949	0	0.000769555051580453	0.00278661790293056	0	0.000478462761261747	0	9999	0.783157175607413	0.651825293426531
P20109_196_R1	0.0390670709889945	0	0	0.299133287019082	0	0	0.0819345670315364	0	0	0	0.140865511858532	0	0.42320346468688	0	0	0.00585630741285025	0	0	0	0.00993979100212574	0	0	9999	0.66789044012783	0.754163149528879
P20109_201_R1	0.0241081000162718	0	0.00131998821767717	0.284571771540245	0	0.0262126531196669	0.0441198226432206	0.0031341518742235	0	0	0.0713243323000792	0.00957710675780645	0.528710183359587	0	0	0.00692189017122237	0	0	0	0	0	0	9999	0.703386470906383	0.723869047218251
P20109_202_R1	0.0441403311034779	0.00624927597304546	0	0.26742033622881	0	0	0.0306758128064553	0.00481058817562252	0.000995057444982618	0	0.0786105747349796	0.00494261611162781	0.546198690861317	0.000526930651295157	0	0.00566544015522781	0	0.00275627145737591	0.0070080742957831	0	0	0	9999	0.68595753325221	0.737220520056375
P20109_203_R1	0.00634068151864047	0.0244262431316154	0	0.32208362801747	0	0	0.0421847131376909	0.00692009483815222	0	0	0.259103371427093	0.0227726705334774	0.301753624803799	0	0	0.00835150389473449	0	0.00191315438776537	0	0.0041503143095616	0	0	9999	0.703953900696356	0.715650900612401
P20109_204_R1	0.0217572910234213	0	0	0.345081688957666	0	0	0.0623235517711742	0.0211368563820132	0	0.0656046010599388	0.0632530174095722	0	0.412558480491373	0	0	0	0	0.000854018199724083	0	0.00743049470511707	0	0	9999	0.73693027688031	0.699834389136802
P20109_205_R1	0.0215057304727567	0.00679086291085689	0	0.370780765035918	0	0	0.0713759892414075	0.0071445053493653	0	0.0352645983260889	0.0594177309416884	0	0.421892072569648	0	0	0.00291808154077723	0	0.00036954140063903	0	0.00254012221085357	0	0	9999	0.736390103395811	0.701641537909455
P20109_206_R1	0.0523417766631046	0	0	0.271089598475583	0.0141222165597607	0	0.0356506203403192	0.022421755324035	0	0.0664139541858386	0.032885279269188	0.0050235764862615	0.47373098272062	0	0	0.00237932978285312	0	0.00120796953321687	0	0.0227329406592196	0	0	9999	0.737933880093257	0.7018942070157
P20109_207_R1	0	0.00794277338999291	0	0.165428190737701	0	0	0.0309678972092943	0.0126377643396707	0	0.0037538530089179	0.0220167921367527	0.0267242126746508	0.721429837952197	0	0	0.0035216203680529	0	0.000118338624609724	0	0.00545871955816061	0	0	9999	0.744362561220511	0.673861587202321
P20109_208_R1	0.0511517712995351	0	0	0.397458021586347	0	0	0.0669472852130334	0.00296888832553365	0	0	0.0652520824504266	0.0240720998339718	0.386642711387079	0	0	0.00156488926240981	0	0.000198833218765553	0	0.00374341742289801	0	0	9999	0.664542129947823	0.756348413331291
P20109_209_R1	0.0515431929354894	0	0	0.263345401881704	0	0.0133091140287883	0.0268448766144268	0.00150220493697088	0.000418332783967148	0	0.107665735355052	0	0.52819631897388	0	0	0.00702858716383011	0	0.000146235325892044	0	0	0	0	9999	0.70894567392944	0.719285654065478
P20109_210_R1	0.0366010862361807	0	0	0.263323130184315	0.0379124868595039	0	0.0511509644887262	0.000700717769272673	0	0.0634797076452041	0.0673480311392261	0	0.460113390988285	0	0	0.00248087385054441	0	0.00105329492281994	0	0.0158363159159212	0	0	9999	0.743793693319561	0.696574704674621
P20109_211_R1	0.0349262607307448	0.0332805004159981	0	0.23534657045266	0	0	0.0486026341090119	0	0	0.0767761417084514	0.0718481805404929	0	0.468162352389628	0	0	0.00823366194268397	0	0.000809971927372074	0	0.0220137257829572	0	0	9999	0.728801135922932	0.708952086515004
P20109_212_R1	0.000991444359705918	0.0171988559508091	0	0.243387203963764	0.00636438955288174	0	0.0280831946449116	0.000956369396459098	0.00197602103648055	0.0209349520037096	0.0284721483779926	0	0.642599462107876	0.00154381102497778	0	0.000756420347461605	0	0	0.00673572723297011	0	0	0	9999	0.789163607751102	0.639554234711936
P20109_213_R1	0.0248804928447356	0.00513310972607128	0	0.267204867572232	0.0530908876856369	0	0.0362832119948096	0.00594960265939141	0	0	0.157352454398295	0	0.439982415784901	0	0	0.0101229573339279	0	0	0	0	0	0	9999	0.709042538377099	0.72170350523625
P20109_214_R1	0.00691968320191386	0.0189978726801835	0	0.340220755826812	4.23816816438053e-05	0	0.0298219169682796	0.00575568193090464	0	0.102883698239974	0.0620313131400516	0.00261125085769971	0.423816543768208	0	0	0.00322480326062084	0	0.000150662089020916	0.00352343635468771	0	0	0	9999	0.6937996894954	0.72954306402981
P20109_215_R1	0.0454759981401812	0.0128053512260952	0	0.199139982640933	0	0	0.0380222937953975	0.0235724885614995	0	0.00975156431206119	0.0514829515836983	0.0331972946334377	0.525350449664238	0	0	0.027515932538024	0	0.00695513905581556	0.026730553848619	0	0	0	9999	0.756934408348735	0.687737374258729
P20109_216_R1	0.104221484223175	0.00245543375884674	0	0.118206614161779	0.0670329980548342	0.0150377507881211	0.0412647533978311	0.0132186866380018	0	0.0286400323979879	0.109144105550468	0	0.453754755332163	0	0	0.0280268819704763	0	0.0122089362664904	0	0.00678756745982552	0	0	9999	0.76870857513782	0.689516368107781
P20109_217_R1	0.0801101927770091	0	0	0.178801056206542	0.0459650034431639	0.0352810801556031	0.0266577307670613	0.00128330525087522	0	0	0.0776658051456651	0	0.5500018312043	0	0	0.00322074159871633	0	0.00101325345106476	0	0	0	0	9999	0.754203195776996	0.68598534836274
P20109_218_R1	0.0507151792175564	0.0068486099801447	0	0.142864478391466	0.0963822250186375	0.050040998439343	0.014592140500383	0.00193718400439915	0	0.0594530829334915	0.0543573532578695	0	0.518740315216726	0	0	0.00308813067768391	0	0.000673530698328192	0.00030677166397104	0	0	0	9999	0.732617536378648	0.70398569605547
P20109_219_R1	0.0316593264505178	0.0119355040450704	0	0.24651511713133	0	0	0.0362736817838326	0.0152600231031206	0	0.0714264692248625	0.00834881437720085	0	0.56612694719195	0	0	0.00751189514972967	0	0.000108350605719035	0	0.00483387093666678	0	0	9999	0.748089146240511	0.684887538552153
P20109_220_R1	0.0533964182203095	0.0362237771421503	0	0.278466570533967	0.00838253475252423	0.024314630453369	0.0491784254832304	0.00226076716901018	0	0.0452092455327224	0.129555005885148	0	0.369421386088857	0	0	0.00248817552297998	0	0.000751941256817741	0.000351121958914769	0	0	0	9999	0.774446680416652	0.675012922179778
P20109_221_R1	0.0440974253504635	0.00531073732805599	0	0.268552452304513	0.0855715337176821	0.0320649621282038	0.0220485435016478	0.0104489922624682	0.00272812820309538	0.0276730250290695	0.0466943381389643	0	0.449380577999594	0	0	0.00365974491839137	0	0.000667530441315639	0.00110200867653476	0	0	0	9999	0.779404198457249	0.67159164019781
P20109_222_R1	0.0848884162282314	0	0	0.185996461990185	0.00873147477496844	0	0.0303474157635377	0.00763819662561982	0	0.0191012036451155	0.142006185422193	0	0.498500420448716	0	0	0.0145500923720987	0	0	0.00824013272933445	0	0	0	9999	0.758895516174794	0.683349996390983
P20109_223_R1	0.0675685037284664	0	0	0.355468017404772	0	0	0.0106772598293241	0.0197707628042792	0.0016127269303379	0	0.141788090188541	0.0139857053586652	0.377817163837093	0	0	0.00790644925323962	0	0	0.00340532066528202	0	0	0	9999	0.715110278965626	0.716144550843718
P20109_224_R1	0.163897242578606	0	0	0.302966731319153	0.0619133885237891	0	0.0373040188501328	0.0207872967204386	0	0.0209416205263668	0.0585086224275161	0	0.262205048530611	0	0	0.0376395732888059	0	0.0089113262578405	0.0249251309767406	0	0	0	9999	0.69786472396231	0.748328660239509
P20109_225_R1	0.0774876787311939	0	0	0.407254539376177	0.00271061240094878	0	0.0343716847692865	0.0125198331382703	0.00210043680404659	0.040815929631458	0.0703940544627305	0	0.345046530474298	0	0	0.00462907094464737	0	0.000239781314135659	0.00242984795280693	0	0	0	9999	0.777194545335588	0.669457438266176
P20109_226_R1	0.199491342745709	0	0	0.294713938795867	0.0492151712351473	0.0888687444880955	0.00393050264295385	0	0	0.0722933648566743	0	0.0123935487896941	0.229212683968097	0	0	0.0403140555457113	0	0.00891347065895652	0	0	0.000653176273093852	0	9999	0.78616904173616	0.678312299027559
P20109_227_R1	0.017473601908126	0.00413216524789739	0	0.403396649876567	0	0	0.0281539884819458	0.00610222391150793	0	0.13342489267224	0.00994247186616088	0	0.392010151295019	0	0	0.000190353581568814	0	0	0.00517350115896764	0	0	0	9999	0.696280335218738	0.726447191985182
P20109_228_R1	0.128838242520799	0	0	0.280360377627514	0.0138178994494425	0	0.0289367699843847	0.00273876013390776	0	0	0.0859976333711293	0	0.439170226752887	0	0	0.0137058800250544	0	0	0.00643421013488057	0	0	0	9999	0.721889492782353	0.72005021784084
P20109_229_R1	0.0281455480621745	0.0228254578451371	0	0.346175165656326	0	0	0.0561963148006223	0.00373802078136052	0	0.0483795070501484	0.0857565532970568	0	0.404766999411036	0	0	0.00304364837113732	0	0.000793937742061092	0.000178846982939947	0	0	0	9999	0.764722262740347	0.678765020197407
P20109_230_R1	0.082333346342886	0	0	0.206694769996395	0.0542765827511222	0.0827553362332008	0.0369168009255793	0	0	0.0637223650652333	0.0634663468987076	0	0.407554121802411	0	0	6.88097582532485e-05	0	0.00161759838028469	0.00059392184592614	0	0	0	9999	0.802369065350906	0.658449916986088
P20109_231_R1	0.0784070835692459	0.00614871538774012	0	0.111955971047944	0.106457964964388	0.00247268963071615	0.0155728550849133	0.00327974561482014	0.00345799969030135	0.0212118324552594	0.075076073464728	0	0.568339132343208	0	0	0.00626279671195485	0	0.000662608534464241	0.000694531500315708	0	0	0	9999	0.76852369755581	0.672160258386823
P20109_232_R1	0.105753238714374	0	0	0.177427437811863	0.056735551723579	0	0.0222276427311801	0.00138630800914371	0.00320395351272411	0.0245082350139118	0.0562153665044946	0	0.543986469848726	0	0	0.00267778265615973	0	0.000847271663503929	0.00503074181033976	0	0	0	9999	0.753835772228907	0.687061332279908
P20109_233_R1	0.0311365946900443	0.0320051049638014	0.018952255226494	0.26282647626572	0	0.0157717291665133	0.0265832623029103	0.000545970642591887	0.00599331394269314	0	0.113951486855758	0	0.485348484722269	0	0	0.00279340434229768	0	0.000211870853183954	0.00388004602572385	0	0	0	9999	0.73753188746242	0.702622406802228
P20109_234_R1	0.009826837598829	0.00799365632611976	0	0.24013778876313	0	0	0.048667659832839	0.00564263305795264	0	0	0.121378721438357	0	0.556398993723956	0	0	0.00558629297285427	0	7.34448394949716e-05	0.00429397144646751	0	0	0	9999	0.749892332568557	0.683197480840151
P20109_235_R1	0.0815312779807869	0.0102333352179142	0	0.273171307063955	0	0	0.016578534442093	0.012915731000336	0.00234413508084517	0.00188044141544367	0.12004828472987	0.0108123919065867	0.46769168975498	0	0	0.00271306531327427	0	7.98060939143996e-05	0	0	0	0	9999	0.75698692566481	0.685312281830054
P20109_236_R1	0.0334058573372919	0	0	0.380858784941929	0	0.00927251160145242	0.0870939420211368	0	0	0.0966295617000867	0.137448865252643	0	0.210593196601674	0	0	0.0200156981140826	0.00224557187141063	0.00901599909713228	0	0.0134200114611599	0	0	9999	0.700864779112002	0.722042443435326
P20109_237_R1	0.0303965426393765	0.0454988009011512	0	0.240136121228191	0.203081979165103	0.212163260719931	0.0177375201246201	0.018789508031263	0	0	0.0593422005179323	0	0.16878228235982	0	0	0.00379661433815699	0	0.000275169974454862	0	0	0	0	9999	0.737835635109529	0.699590812522839
P20109_238_R1	0.0834672278948736	0	0	0.312558032103575	0	0	0.0386530594074815	2.31820632445832e-05	0	0	0.0777235398593336	0	0.482921198446522	0	0	0.0023796277764807	0	0.000490048047322459	0.00178408440116664	0	0	0	9999	0.774487223464777	0.672940503258775
P20109_239_R1	0.0751956466271593	0	0	0.236064834919723	0.025555683920167	0	0.0376402882820865	0.00470226159722313	0	0.0125055934173571	0.0749863715007633	0	0.530230980687098	0	0	0.00230669402138494	0	0.000811645027037911	0	0	0	0	9999	0.729970459885301	0.705388726362258
P20109_240_R1	0.0870355922794518	0.00100769238156657	0	0.257545325775086	0.0658559789995956	0.0143775383443806	0.0549144893039523	0.00999239462092713	0	0.0351214643340262	0.0177203613401973	0.00466367577190755	0.447758850548895	0	0	0.00344069794287974	0	0.000565938357134017	0	0	0	0	9999	0.720512721225492	0.72098534165507
P20109_241_R1	0.0289240184795829	0.0140009263978962	0	0.314425179676234	0	0	0.0554929787710462	0	0	0.0194791859458873	0.0911381828519208	0.034113512268121	0.412821502294986	0	0	0.00889758180032138	0	0.00271406700228748	0	0.0179928645117164	0	0	9999	0.71569468945298	0.718073946544513
P20109_242_R1	0.0265039782454284	0.0114866322139117	0	0.401960133196069	0	0.0706077906798625	0.0164812667017281	0.0114951672389907	0.00279072799521811	0	0.0738043540611745	0.0278378942743861	0.353927204082481	0	0	0.00310485131074893	0	0	0	0	0	0	9999	0.773969588853379	0.667849278966655
P20109_243_R1	0.0419907426698476	0.0245358495544935	0	0.47034304695322	0	0	0.0356825967740864	0.0225310914903258	0	0.064586153462442	0	0.0240576385542874	0.271808729769012	0	0	0.00722016480308413	0	0.00434683801282381	0	0.0328971479563778	0	0	9999	0.714438051004468	0.717962617017856
P20109_244_R1	0.00840261198385631	0.0132186605167122	0	0.237319780243207	0	0	0.040164582888068	0.000980467796235536	0.00183920347698354	0	0.0892690262667655	0	0.602001493806276	0	0	0.00231690654204967	0	0.000297958634968932	0.0041893078448766	0	0	0	9999	0.757813639758388	0.672982348233957
P20109_245_R1	0.0416552551193804	0.011980740136504	0	0.291036027236688	0	0	0.102947677970797	0.00711580550947256	0	0.0751616404744977	0.0710834534365243	0.000758369248755787	0.352693645091164	0	0	0.00210231418227645	0	0.000416961713702464	0	0.0430481098802368	0	0	9999	0.694130132775682	0.740069345633397
P20109_246_R1	0.0422982447384658	0	0	0.213052792252341	0.00955376790178203	0	0.0194856817952232	0.00915831140104269	0	0.00905994659708679	0.0896830951332534	0	0.603918197984331	0	0	0.00326139040464124	0	0.000528571791832909	0	0	0	0	9999	0.758510652778152	0.672045957797537
P20109_247_R1	0.0435800451999416	0.0195235119304156	0	0.172725550217718	0.0802752817846728	0	0.00783259071644347	0.00672174850498449	0.00709525915105425	0.0101687411641954	0.173090675897111	0	0.468950208031073	0	0	0.0100363874023896	0	0	0	0	0	0	9999	0.745852716985469	0.69386890255719
P20109_248_R1	0.0344697635418907	0.0357050696588638	0	0.20384772909808	0.0965089368274363	0.00869358890331962	0.0326263610516692	0.0121482312872918	0	0.046373406903497	0.114699683467627	0	0.400123041820875	0	0	0.0133951496107987	0	0.000363397003058379	0.00104564082559231	0	0	0	9999	0.713534178511003	0.725172191380042
P20109_249_R1	0.038647440118601	0.00632913197791071	0	0.3510746312774	0	0	0.0055557301592185	0.00681577727319691	0	0.066315060612565	0.0683858320069715	0	0.44447301132039	0	0	0.00745767906967103	0	0	0.00494570618407564	0	0	0	9999	0.786334332077875	0.655092439228008
P20109_250_R1	0.0841890609920064	0	0	0.271191238937847	0	0	0.0131288372100461	0.0221948577373681	0	0.127036829767682	0	0	0.437335584735751	0	0	0.00835381872660305	0	0.00575604280814033	0	0.0308137290845563	0	0	9999	0.766422084159782	0.681151004034354
P20109_251_R1	0.0163733690020257	0.00655787544591575	0	0.332828258427071	0	0	0.106233041392286	0.00448233340140013	0	0	0.121207200817425	0	0.404642450560289	0	0	0.00767547095358708	0	0	0	0	0	0	9999	0.667561410278048	0.754698621385236
P20109_252_R1	0.00433522598511079	0.0282265178164343	0	0.15366786852154	0.0289437431078999	0	0.0520700171718026	0.00342342329753641	0	0	0.18410594884102	0	0.539590023120018	0	0	0.00269985430384524	0	0.00022882780581064	0.00270855002898287	0	0	0	9999	0.749173044658573	0.684308582186769
P20109_253_R1	0.041527857926422	0	0	0.338455818946579	0	0	0.0537505171969582	0.00522219828261204	0	0.0229007673651445	0.128926417451327	0.00763504966135554	0.3929474513891	0	0	0.0078524746280463	0	0.000410524270386351	0	0.000370922882069756	0	0	9999	0.730111028384303	0.704452732067845
P20109_254_R1	0	0.0145205040605047	0.00193300840438831	0.153857538641482	0	0.00125744386661198	0.0280721658103205	0	0	0	0.0557466839608594	0	0.720532680457238	0	0	0.00761211046852589	0	0.000698163974594807	0	0.0157697003554749	0	0	9999	0.749570060275911	0.669163892373756
P20109_255_R1	0.148349638147992	0.00409510644692407	0	0.217975293128509	0	0	0.0388669272608898	0.0126499923395204	0	0	0.105288211601144	0	0.4637621184125	0	0	0.00901271266252081	0	0	0	0	0	0	9999	0.741080774824618	0.705103486687172
P20109_256_R1	0.00457889327225137	0.00576271275132439	0	0.340344485711904	0	0	0.0451800011353337	0.0323921076771607	0	0.0480492611464231	0.0751390532223918	0	0.43618869629205	0	0	0.00700097764962273	0	0	0	0.00536381114153838	0	0	9999	0.738984505261696	0.696963140849052
P20109_257_R1	0.115124099177582	0	0	0.221756815365142	0.057747847356955	0.0259734586129671	0.00860094138719882	0.00315437213639176	0.0124859518338246	0	0.0364464166541504	0.0268305378455301	0.487103794879687	0	0	0.00412042071108744	0	0.000655344039484375	0	0	0	0	9999	0.699253241548446	0.733480538959726
P20109_258_R1	0.0600491764513659	0	0	0.140404649198797	0.0046865629720889	0	0.0223949112848623	0.0120066803813756	0	0	0.0369304387806991	0	0.721524837419313	0	0	0.00200274351149781	0	0	0	0	0	0	9999	0.787386114273093	0.632015122309612
P20109_259_R1	0.0395923125248413	0.0114783468831389	0	0.319003388124737	0	0	0.039327714618147	0.0185240622863566	0	0.11643322148843	0.0146253110953619	0.00877592150634902	0.39102591255069	0	0	0.00155162280256045	0	0.00119088000809621	0	0.038471306111292	0	0	9999	0.716137253002394	0.718956045306982
P20109_260_R1	0.0184543087221982	0.0196983671627663	0	0.344939224397342	0.0174328068695549	0	0.0433642141240283	0.01044427456496	0	0.0560172644150818	0.171000272185038	0	0.308992169311841	0	0	0.00353134166530585	0	0.000744025290568616	0	0.00538173129131409	0	0	9999	0.654209945912009	0.759210213358087
P20109_261_R1	0.0205217133118972	0.00303898882675982	0.00159026991196242	0.363895080296646	0	0	0.0328747807192633	0.043365857655233	0	0.0438601483840795	0.0457685177908819	0.0288681127589076	0.327037991238024	0	0.00257932564782515	0.0266299071765289	0.000797879176171331	0	0	0.0591714271058194	0	0	9999	0.678588922668012	0.748712576693764
P20109_262_R1	0.0380245380310515	0.0407821626436424	0	0.224920150708172	0.020337721793261	0	0.0323325495961418	0.0209638628389265	0	0.01100592726959	0.0848459250990661	0	0.484714181176763	0	0	0.0247044147623779	0	0.00944620851331479	0	0.00792235756769304	0	0	9999	0.715849726372423	0.722585189057883
P20109_263_R1	0.0817448064706476	0	0	0.278444202631147	0	0.111351238991128	0.0456329274323762	0.0226795536693752	0	0	0.127830805027178	0	0.326529977471625	0	0	0.00334335674451272	0	0.00046237402872324	0	0.00198075753328716	0	0	9999	0.700253380417818	0.735080496211265
P20109_264_R1	0.0512541421816116	0	0	0.368037737858898	0	0.0197931350340831	0.0196043200477138	0.00497134061234521	0.00461121992460729	0	0.0270775946874306	0.0448583897587646	0.447372530670508	0	0	0.00831324048700285	0	0	0	0.00410634873703439	0	0	9999	0.698895948588423	0.729714123128967
P20109_265_R1	0.0239648292779195	0.00924918415131105	0	0.253083810618968	0.0709853783646497	0	0.0344883322036729	0.00130283644493202	0	0.0628017051415098	0.0527077379520101	0	0.477857798140018	0	0	0.00128261704505284	0	0.000571259151730706	0	0.011704511508225	0	0	9999	0.691291143335209	0.735747693853026
P20109_266_R1	0.0115217236642053	0.0360058686867381	0	0.242045280202941	0	0	0.00575039925141353	0.0206203293371994	0	0.0349869671903188	0.0540260692858673	0.0138700893887657	0.512166252563658	0	0	0.0114125350414799	0	0	0	0.0546591315470294	0.00293535384038364	0	9999	0.617880062317136	0.788424632229356
P20109_267_R1	0.0173282839627706	0.038230242416101	0	0.10536703239593	0.0616968429319886	0.0874470569286598	0.0326383041180089	0	0.00430364708487786	0.0310783694766246	0.0302387699259256	0.000209655193710007	0.578916326088984	0	0	0.0125454694764193	0	0	0	0	0	0	9999	0.761538900710209	0.677367400146389
P20109_268_R1	0.0329232576213844	0.0278782819167828	0	0.192986902878332	0.111488436019727	0.172329704762268	0.0264131559972352	0.022118562772258	0	0.0425179990875701	0.0434171576292991	0.0262460676755785	0.28724618984373	0	0	0.0130668796624272	0	0	0	0.00136740413340726	0	0	9999	0.694920318753781	0.740211906794344
P20109_269_R1	0.0435121877037349	0	0	0.250544155865792	0	0	0.0730620113183766	0.000574665166717116	0	0	0.0450598727163538	0.108766152688327	0.429087019672363	0	0	0.00316308088656942	0	0	0	0.0462308539817666	0	0	9999	0.713260272711982	0.718688575981695
P20109_270_R1	0.0641907441548581	0	0	0.280283417052159	0	0	0.03342774916948	0.000361300524233546	0	0	0.0483419153612532	0.0395418656186951	0.497443641304967	0	0	0.00775432578285682	0	0	0	0.0284788478754144	0.000176193156082449	0	9999	0.635713301809163	0.776361761043424
P20109_271_R1	0.0067295385429344	0.00501597594686599	0.0027359055796071	0.157758143659076	0.0270970861379829	0	0.0225756407091956	0.002050843745551	0	0.0106289305081122	0.0361543014900339	0.0605964059667676	0.644954810471023	0	0	0.00506642463076868	0	0.00078602360447567	0	0.0178499690076058	0	0	9999	0.724144674299852	0.69772136660713
P20109_272_R1	0.0278934545495182	0.0395888107333996	0	0.222720001754517	0	0.00937414954855305	0.0544149525487422	0.0242229913251969	0	0.0810871131528858	0.0642476878748228	0	0.412203848957288	0	0	0.0370465598104224	0	0.00653631463815149	0	0.020664115106503	0	0	9999	0.655522599437425	0.767459230000779
P20109_273_R1	0.0636131389956421	0	0	0.238803143715385	0.0579204743948874	0	0.0221220916585626	0.00128135303613816	0	0.00696710661664014	0.0718703174589254	0.0140473217443109	0.520911281672733	0	0	0.00240231420613695	0	6.14565006384775e-05	0	0	0	0	9999	0.686977216631488	0.738030864759458
P20109_274_R1	0.00127910273910147	0	0	0.131127767167349	0	0	0.0313199292902041	0	0	0	0.0778589160095844	0.00775707893879957	0.743511120966747	0	0	0.00714608488821382	0	0	0	0	0	0	9999	0.694956212144998	0.719131973777873
P20109_275_R1	0.147349608103068	0.0018775500177181	0	0.333819489388439	0.0200146223355875	0	0	0.058476943079671	0	0.122944005079382	0	0.0300226132686048	0.228799547208344	0	0	0.0153799768132832	0	0.0015410632012301	0	0.0394553813492832	0.000319200155388972	0	9999	0.639100833945613	0.776391145347115
P20109_276_R1	0.0631309667842215	0.00454910585458022	0	0.173325459439668	0.036365956870114	0.0188389392143349	0.0382303782708774	0.00655125229768902	0	0.0331781486609987	0.0797740473364963	0	0.511130478526629	0	0	0.0181398826976494	0	0.000457519802845294	0	0.0154450828244657	0.000882781419430496	0	9999	0.686536547349438	0.74109265935186
P20109_277_R1	0.0546250428724869	0.0139617536818912	0	0.142200331327241	0.0986788031124422	0.0158020821417178	0.0444731576229592	0	0	0.0719814206659956	0.0717184545196437	0	0.464401627665537	0	0	0.021369315595529	0	0.000788010794555915	0	0	0	0	9999	0.724438382466412	0.716255405209027
P20109_278_R1	0.00414637392579182	0.0661551036470338	0	0.185698049975604	0.0311562694235014	0	0.0277384603946903	0.0140539970831772	0.00171647770425206	0.00582060134326709	0.144952054025377	0	0.516892152184151	0	0	0	0	0	0.00167046029315369	0	0	0	9999	0.693414748590499	0.733024641410586
P20109_279_R1	0.0425070875179914	0	0	0.224996112439961	0	0	0.00600003507478847	0.0257060921961074	0	0.0435519334211629	0	0.0493713648043256	0.515196728723232	0	0	0.0247665706727781	0	0.0136640422921614	0	0.054240032857492	0	0	9999	0.737460589246927	0.700481668444075
P20109_280_R1	0.00442557645232723	0.000816036329548021	0.00121492793532009	0.235370905471285	0	0	0.0315635301995848	0.0197970137951567	0	0.071460929997952	0.0510721455671687	0.0486678934875287	0.486138397434909	0	0	0.00391495194496813	0	0.000323914800911623	0	0.0430168521953526	0.00221692438798759	0	9999	0.691838789477985	0.731742022776974
P20109_281_R1	0.044105754249845	0.00871999747761326	0.00306822300585457	0.302859438236505	0.119864453385801	0.058966914247352	0.014545765858857	0.0280968583595678	0	0.0260614751330113	0.0231231232735019	0.019198614762289	0.294837579683722	0	0	0.00638496984484241	0	0.00158644935334312	0	0.0485803831278954	0	0	9999	0.675844311770248	0.754115648325056
P20109_282_R1	0.0628817424756833	0.00699247616304348	0	0.145913339998115	0.036116740266172	0	0.0249052988553434	0.0136439241901862	0	0.0168227213698205	0.0681639271342637	0.0197059657573756	0.575640831898301	0	0	0.00329082034707228	0	0.00120132832289419	0	0.0247208832217284	0	0	9999	0.620382813942639	0.785490812682712
