"","log2FoldChange","pvalue"
"KLRC4",0.679916713943519,1.33881033749972e-10
"PTPN22",0.288280691261818,2.92893283350884e-09
"PDGFD",0.4724997752588,1.79869420642214e-08
"IGLL5",-0.939443239536585,2.00361318706307e-08
"KLRD1",0.439183786111064,3.54240094367505e-08
"GFI1",0.42472137409425,3.26145369747867e-08
"C1orf21",0.433285029236215,4.77213479979321e-08
"PYHIN1",0.334510268146161,9.30659147414219e-08
"SLC25A20",0.30999543883262,8.82476071676435e-08
"GNG2",0.272699108254569,9.17337941321149e-08
"CCN2",-1.30932412558916,1.28771978381359e-07
"TGFBR3",0.401358953161196,2.64373096772615e-07
"GZMH",0.545660198995272,2.74544194827585e-07
"CPT1A",0.324171152630311,2.73066969572698e-07
"TPST2",0.206128534090297,1.99455010611998e-07
"ITM2C",-0.448817899002763,2.71508172281849e-07
"CD8A",0.469478960503839,2.20210616587017e-07
"RORB",1.14281931852829,2.9925656686765e-07
"SLC4A4",0.441769367002269,3.66973782224491e-07
"SLC7A8",-1.02035409688744,4.2143835510184e-07
"BPGM",0.246207146625417,3.90062061537944e-07
"SLCO4C1",0.409024307126445,4.06793319920899e-07
"ENPP4",0.348649116567094,5.63306358968042e-07
"TBX21",0.367210947082247,6.19448446395971e-07
"GAB3",0.243438351658055,6.65713015502602e-07
"IRS1",-0.361842892450012,6.10643787805439e-07
"ZNF683",0.767678690449896,6.76108942568585e-07
"FCRL6",0.447139360606755,6.52009176523324e-07
"KIAA1671",0.473998220273574,5.87864041528845e-07
"GCDH",-0.198164240158888,7.65374665157155e-07
"LANCL3",0.463352576779211,9.04376580486483e-07
"PRSS23",0.522017310392258,8.93326036078047e-07
"GK5",0.297590268294754,9.57484852116303e-07
"PPP2R2B",0.367062345278167,9.94485129600596e-07
"PDK4",0.690207280390263,1.04554738166474e-06
"BFSP1",0.490855225176623,1.1794230455672e-06
"NFATC2",0.210826187561168,1.29371685157674e-06
"KIF21A",0.298838705828066,1.37891523366343e-06
"FUT11",0.244472090929225,1.38541748542356e-06
"TNFRSF13B",-0.52851169352212,1.42831476876126e-06
"GRAP",-0.287133528288614,1.50209311540467e-06
"F2R",0.4194555201354,1.66386407068283e-06
"ARAP2",0.230005394788221,1.83522523744861e-06
"SAMD3",0.283686608355331,1.97013001293927e-06
"XPNPEP2",0.408394889010991,2.12696238740293e-06
