"","log2FoldChange","pvalue"
"MTRNR2L8",0.946679970962308,0.000459919310708154
"MAP2K4",-0.0840975499540289,0.000464372615451011
"SAMD4A",0.306283147822742,0.000480834806507658
"MRS2",-0.130675110003682,0.000476623909340774
"DSC1",-0.584455058478257,0.000481885109085127
"ABHD10",-0.156080555833337,0.000480163650789105
"DISP1",0.171750411629815,0.000475496369802575
"BLOC1S5",-0.111615117166833,0.00047340799791588
"AJAP1",-0.573668571964777,0.000468822286658772
"PDCD6",-0.0943503468275923,0.000475724931966153
"MRC1",-0.445643345745589,0.000482561397840757
"TMX1",-0.238619077549323,0.000484863279766804
"LMO4",-0.155962926572259,0.000487872179417479
"ZNF277",-0.123732303498073,0.000494668745128864
"CCNG1",-0.169012043512829,0.000512251020179281
"CISD1",-0.213116920402849,0.000515650942294479
"IRF1",0.254513387465973,0.000511114249738554
"PLAGL2",0.19715288417781,0.000502482664056724
"SLC16A1",-0.163547384578051,0.000512530531009469
"GON7",-0.188308252176274,0.000505282746607356
"RSL1D1",-0.108064743542665,0.000512735425906949
"POLR2A",0.149993333547255,0.000514227089124841
"MYO1C",0.181666329642614,0.000516082738143861
"PITPNB",-0.105182359041329,0.000518265051588599
"YIPF4",-0.208565388806445,0.000520454098093439
"ARFIP1",-0.204459893634672,0.000524643814083675
"PITPNM1",0.205193878273652,0.000547216690354059
"DNPEP",0.109047986126927,0.00054545257481966
"CCDC117",-0.131933256854476,0.000541603215105302
"COX11",-0.211720012579698,0.000537380926955847
"KNDC1",0.493757379623044,0.000539984029181959
"LINC02910",-0.292510738839165,0.000544627061813916
"USP7",0.0633891751327581,0.000534468171652811
"METTL9",-0.172895207235561,0.000543022195055636
"LOC100422317",1.02377391913056,0.000542901535895153
"TTC19",-0.105052668745112,0.00055269560388236
"TXNDC9",-0.167305807232593,0.000554173304505648
"TSNAX",-0.165964902036143,0.000567612492423926
"HGS",0.145932398066792,0.000567228965532917
"FAM200A",-0.249830698389221,0.000564214978553592
"FBXL8",0.17944041226594,0.000569846417525022
"ZFAND1",-0.118415256949076,0.000591732359872451
"PHF19",0.10942047853351,0.000597244827896276
"FAM193A",0.112877452088906,0.000588359325816186
"OSBPL2",0.0783952130673693,0.00059626144927378
"JCHAIN",-0.624371349982111,0.000579683572939215
"VPS53",0.11736288622465,0.000595247769216708
"PLA2G7",-0.363761251581939,0.000595846109415167
"COX18",-0.131660895439953,0.000576455545094448
"SMAD3",0.101806360447153,0.000576923521613478
"SEPHS2",-0.161797035707023,0.000586741066249792
"PI4KAP2",0.239569992482311,0.000596103100828041
"BRD2",0.147646878702792,0.000579301453170063
"DXO",0.165026544859194,0.000585422276036482
"SMIM30",-0.159926352964462,0.00059050474512723
"SLC25A40",-0.186455475629147,0.000617827973596602
"MSLN",0.917593040418669,0.000631526284842632
"SERPINE1",0.494983942588678,0.000613023255087233
"ATPAF1",-0.0963695348713882,0.000628365342715022
"EVI2A",-0.213183407393627,0.000622185424704005
"KL",-0.426250526959438,0.000634267552040984
"RFC3",-0.184563636030769,0.000630623497594019
"NAV1",0.191866333717075,0.000628143624354921
"TIPRL",-0.147828340858599,0.000630041935131708
"TMEM251",-0.164477022219021,0.00060595593191547
"GLOD4",-0.085664361290796,0.000632789011506316
"LETM1",0.108689613784632,0.000624447325371053
"CXCL10",0.626582258489655,0.00061848972200551
"LRRC34",-0.397838618933753,0.000619907820035553
"MXD3",0.232114964550659,0.000615601380129231
"STIMATE",0.168420117412448,0.000618715986464155
"TMEM35B",-0.154690710010437,0.000620740611041809
"UPF1",0.135903357285808,0.000638536272346817
"SNRNP48",-0.130375014298829,0.000637165755484413
"MRPL30",-0.125820081031294,0.000640537078454581
"CC2D1B",0.101308949148366,0.000644915139385932
"CYSLTR1",-0.180799356436091,0.000646275141955532
"GTPBP1",0.139133043329194,0.000651472964818533
"ZBTB17",0.170162809043358,0.000653495303750646
"DOCK10",0.130419447349183,0.000652082132839537
"LRRC75A",0.154169620421818,0.000656442440493719
"NDC1",-0.13385235029626,0.000676889084569915
"TXNL1",-0.135685042766127,0.000673720607473531
"GGH",-0.263332964716442,0.000675447753037509
"C9orf85",-0.127279333641604,0.000675786402492133
"TMEM126B",-0.14856744757315,0.000666603196618954
"STMP1",-0.19460458107863,0.000672687379948069
"RBM27",0.714905189425752,0.000669849530879743
"C12orf76",-0.137510458533511,0.0006817529164308
"HTRA1",-0.48557761964612,0.000687709302593668
"PABIR1",-0.163886346084255,0.000685857343028795
"EXOC7",0.098112189950689,0.000696755504056007
"ATL3",-0.14108547920409,0.000696159369934092
"FASN",0.221837174511933,0.000699285922543544
"MESD",-0.11859881274696,0.000702244662124246
"TNFRSF14",0.153797487909824,0.000705797974515843
"MED25",0.165495444696486,0.000721272797051727
"GON4L",0.103722589578739,0.000712423600251214
"UBE2B",-0.193371374454737,0.00071810000667057
"HIVEP3",0.207224236728421,0.000717784868350326
"SLX4",0.159733766576161,0.000710950402500765
"HNRNPA1P48",-0.227962794709129,0.00071983453070542
"KMT2B",0.154008590027979,0.00071337110242209
"TBC1D23",-0.143906279121689,0.000726437780074886
"PPP3CB",-0.113301052124923,0.000728381594087744
"SPCS1",-0.15545788734866,0.000733050454192945
"EIF2A",-0.0936658122541432,0.000734627293641647
"PPP1CC",-0.124351035789689,0.00073398226727411
"FPGT",-0.21503800124327,0.000733113136463691
"KRT10-AS1",-0.205375303234199,0.000736866499367262
"SH2D3C",0.163780676859983,0.000744372569936723
"AMBRA1",0.147468731436087,0.000746678697141607
"LRRN1",-0.401690887349884,0.0007441130825483
"VKORC1L1",-0.144693485862309,0.000745508924343057
"SMAD1",0.350499537527956,0.00074892016070456
"IRF9",0.13832168735038,0.000751609740951532
"IER3IP1",-0.202408025633557,0.000755561139495138
"PKD1P4",0.423983095620339,0.000755932585933966
"BTN2A1",0.0963215881016631,0.000764697919884247
"DMD",0.425517629753213,0.000764563649629743
"RIPK3",0.116736456548241,0.00076806941796044
"ARHGDIA",0.192140062791814,0.000779223570602041
"SPTSSA",-0.290607876663452,0.000784614959030019
"NEGR1",-0.419934854499201,0.000790156442342216
"CISD2",-0.178385058274664,0.000792834536969174
"HECTD4",0.148789967053381,0.000796107720654679
"STK38L",-0.155717041222898,0.000799037781169975
"MAP3K10",0.189546005079287,0.000803568923773678
"GGCT",-0.141191138247053,0.000823367646223639
"ECHDC1",-0.161910690630714,0.000823659710363339
"ATG2A",0.187430613528532,0.000812403134133693
"ZNF391",-0.317974381724203,0.000827277700643976
"RAB11FIP4",0.13129675511951,0.000834863761031096
"DLAT",-0.124914647064088,0.00082272944137969
"TOMM70",-0.0982637535729026,0.000825304510689972
"DPY30",-0.152098456581987,0.000837661680824469
"SLBP",-0.11811105333874,0.000822367189830608
"NLRP7",-0.570832261235161,0.000836281488170947
"TRANK1",0.143180354949925,0.000820357287444657
"DSEL",-0.4016081410903,0.000822079720327088
"HEG1",0.165390018402341,0.000820679128111571
"IFNLR1",0.23310981408395,0.000811921042871633
"MYCBP",-0.163406777045876,0.000833638574607887
"DACH1",-0.319283792182227,0.000830471872898871
"GTPBP8",-0.132325998825594,0.00084735569558678
"TMUB1",0.202100374329125,0.000847447780294115
"HSF1",0.14682646985634,0.000849918675467314
"PLEKHM1",0.15596453292882,0.000850541436263854
"MPC1",-0.159128982735769,0.000854971210887825
"EZR",0.115278898581094,0.000854822136363687
"ETFRF1",-0.216148214111559,0.000861285311139795
"MTND6P5",1.18654706913211,0.000860535924127006
"MGST1",-0.28946163456903,0.000871432580275967
"TIMELESS",0.150701060476351,0.000871125020026303
"UHRF1BP1",0.176331011588987,0.000879338972605501
"SCFD1",-0.109796837062882,0.000875717433424029
"MET",-0.949577929858667,0.000878759711354975
"NDFIP1",-0.146385039744325,0.000880760544772035
"TMC6",0.172110690971043,0.000885860060481099
"KCTD13",0.11797820058475,0.000887746334917709
"PPP2CB",-0.146146438377373,0.000890063846531981
"KIF21B",0.168468732351492,0.000893704490578741
"EIF3J-DT",-0.13745577676243,0.000898734386418503
"LINC02210",-0.188831781746614,0.000904176182363319
"POLD1",0.193571239458664,0.000911777292545536
"ZNF446",0.135711673423713,0.000951672340035872
"TCF20",0.131411456580147,0.000945136325755349
"VAC14",0.113016954287464,0.000953420509953751
"CLASRP",0.136000243089077,0.000943043797112542
"CMAS",-0.1391391933329,0.000939186246744582
"OTOF",0.505833861888208,0.000934122826965144
"SPART",-0.138339688946092,0.000939799695264377
"ZNF687",0.130743081622331,0.000947565140532827
"DIS3L2",0.129856708634843,0.000956355520969854
"FIP1L1",0.0662096141994064,0.000942360938140921
"MOV10",0.151561053328191,0.000927084302522851
"GASK1B",-0.3277010986009,0.00095178684715872
"INTS1",0.196876327709958,0.000956715677729961
"ACYP2",-0.149874799768401,0.000940389682097608
"SNHG29",-0.147152667859714,0.000917669014702614
"BASP1",-0.204245710137722,0.000926173074525821
"SNRPE",-0.152467271252182,0.000937222195524233
"ATP6AP2",-0.171138817305586,0.000919632037848482
"GLRX5",-0.154856075168581,0.000947915514022934
"TAF9B",-0.196211949731971,0.000955542256664348
"CCDC152",-0.265552224457144,0.000929042326146841
"TMEM202-AS1",0.286649208896607,0.000918029663001026
"PCCA-DT",-0.314320640165551,0.000925293751582601
"TCFL5",-0.116460473972761,0.000966840645108831
"UBE2O",0.133247268518726,0.000965283430342605
"MADD",0.108622354292821,0.000971616273916952
"NUS1",-0.137080618190378,0.000972897674992961
"MARK2",0.112247667149125,0.000980591830593192
"WDR74",0.199104663391709,0.000976890670879129
"KIF13B",0.137613900044908,0.000980787914109539
"SLC39A13",0.14918991268542,0.000986776172405539
"VMA21",-0.189134343346029,0.000989197757009766
"TBXT",1.562359051258,0.000992247136777865
"RNASE6",-0.244406116758331,0.000995519988562358
"ZFPM1",0.243587395324753,0.000996844200622304
"SMIM19",-0.138759503111568,0.000999570183031144
"CPOX",-0.176157504834756,0.00101040169467431
"CNBP",-0.10654287264284,0.00100918124822199
"PRR22",0.365275292206741,0.00100819984668946
"SUCLA2",-0.144554822445977,0.00101440423894194
"ITGAL",0.147403220704035,0.00102172871770386
"PIK3CD",0.0963514110406493,0.00102192804935717
"DUS2",0.127700839275417,0.00102888480773607
"SUPT16HP1",0.59745706569076,0.00102784941074635
"MYBPC3",0.266946760040063,0.00103111308813689
"PHRF1",0.168261465113552,0.00103405999826734
"CMTM2",-0.374731367515258,0.00103987344447936
"NFKBID",0.235012134766585,0.00103965543765433
"CAMTA2",0.147972934705206,0.00104566376441375
"PPP6R2",0.111972266925337,0.00105472236656508
"CACTIN",0.165504907734756,0.00106705498448658
"CBX3",-0.118295219990394,0.00106111257484991
"CDKN2C",-0.173125922040703,0.00106655299819019
"RBMX2",-0.126140438406311,0.0010628610287695
"NLRC5",0.154535978204352,0.0010628656260747
"FAAP20",0.164094768467791,0.00105558474046791
"CAVIN4",0.453243271486186,0.00105283629996415
"CLK3",0.10613682762959,0.0010565560688882
"HMGB1",-0.12905040400857,0.00107581984961912
"CAMSAP1",0.106904946047364,0.00108144703178245
"ADAMTS2",-0.917152684891969,0.00109047342645406
"NUDT7",-0.222157603265118,0.00109328126755299
"TMCO1",-0.127980052945915,0.00109191445032238
"ARL6IP5",-0.153895058223058,0.00109270861304943
"FFAR2",0.396108022493127,0.00109601359356467
"GPN3",-0.189000529284054,0.00110530145148957
"KDM6B",0.280997371000577,0.00111459529816045
"ARL14EP",-0.160778594695863,0.00111384568675316
"SNHG15",0.282743822235993,0.00111767739916406
"KRT8P33",0.295650742146878,0.00111836547931823
"CDC37L1",-0.160070108800436,0.00112873338931519
"CSNK1G2",0.180107811764951,0.00113526818623881
"DHX8",0.108218157826619,0.00114085904534594
"KAT6A",0.136424617196286,0.00114124734927018
"FAM210A",-0.133369371400354,0.00114410372498842
"AASS",0.311503663821439,0.00115453556451433
"GCLM",-0.229568730685322,0.00115404567507865
"EPSTI1",0.271516932173382,0.00115931487027595
"PIGX",-0.12497146621679,0.00116146480258005
"RAD9A",0.149320558189806,0.00115979010696472
"OTUD5",0.0795278640550767,0.00117782648398841
"HMBOX1",0.143637665378644,0.00117313197069839
"PYM1",-0.129416307601981,0.00117619723024692
"GPR137",0.153596961248853,0.0011746227533571
"PIDD1",0.227621784734627,0.0011697891830979
"GET1",-0.175411361025487,0.00117798958359679
"PRPF4",-0.0842729093670859,0.00118258671884567
"TMEM165",-0.189983360697303,0.00119017303443681
"PIGO",0.107097894771727,0.00119153406413046
