"","log2FoldChange","pvalue"
"FAM136A",-0.154673546287869,3.67348273490298e-05
"SLAMF7",0.510869073672285,3.70664227751729e-05
"ADD3-AS1",-0.770152490224887,3.71112389978405e-05
"GP9",-1.12065227994776,3.73308291069451e-05
"RGCC",-1.06906549467775,3.81648668919626e-05
"PPP1R18",0.319120607758557,3.85514968881552e-05
"TRIAP1",-0.239647512111901,3.85339100466423e-05
"WDR74",-0.468474983981964,3.87655206679488e-05
"FANCD2",-0.372485665402399,3.86818389031525e-05
"RPL23",-0.276823317538103,4.01760573561693e-05
"OCRL",-0.319347563092365,4.05076613140015e-05
"NEIL1",-0.614693831713455,4.13969440535895e-05
"LOC105371967",-1.39725266338517,4.14490820164219e-05
"FBXO34",0.199085330910065,4.16014663594271e-05
"CREB3",0.241450529525816,4.25417727622601e-05
"SCML1",-0.706349265642401,4.2764677151484e-05
"SPX",-1.18341177971344,4.27497730846416e-05
"KLHDC2",-0.30417362650826,4.29727216458211e-05
"LTBP1",-1.01661817550817,4.34793367379504e-05
"NDUFV2-AS1",-0.492398526872162,4.35443081779746e-05
"RIPK2",-0.812671045343574,4.38056355538373e-05
"PLPP6",-0.426576209460509,4.37496061825799e-05
"HP1BP3",0.195555966972707,4.39702808559675e-05
"RRP12",-0.733238164080273,4.47836422265024e-05
"MMD",-0.587633756957092,4.48357358945143e-05
"GPR84",-1.15867071441865,4.63790124545761e-05
"CREM",-0.550314522186751,4.68630252176632e-05
"NUP133",-0.17590721613175,4.72723000170937e-05
"LGALSL",-0.962311354995602,4.7514407916989e-05
"SSBP3",0.281045453468059,4.78247625260307e-05
"ADGRG5",0.442224424469296,4.79008712499477e-05
"LINC01619",-0.694334090567723,4.80544698154394e-05
"MMRN1",-0.844128142925951,4.83166877184768e-05
"TTC7B",-0.526679754073528,4.8211590053886e-05
"SETD3",0.199901426062381,4.86175013599085e-05
"GLDC",1.64357528030568,4.88622678301764e-05
"LINC00989",-1.17735610387716,4.88298900536781e-05
"LOC155060",-0.443527322862018,4.91517039804661e-05
"SH3BP1",0.294678293802794,4.92955732187826e-05
"RAB27A",0.347968556243315,4.97056336006551e-05
"OVGP1",-0.565029589965324,4.99243305695999e-05
"PCYOX1L",-0.262945533187149,5.017175433567e-05
"CYB5B",0.212887706616032,5.05505199028904e-05
"MARK4",0.282062301650998,5.08088934555448e-05
"RGS9",0.636616079997411,5.15974746675923e-05
"PIP4K2A",0.241203649563613,5.15385131490245e-05
"C1QC",1.4235587233889,5.24566116404283e-05
"HOXC4",0.639330912917058,5.24146883270438e-05
"ZNF587B",-0.375446580316993,5.22657388528064e-05
"CSF2",-1.96070773299267,5.27428294861803e-05
"WDR63",1.24988116715949,5.30590905301681e-05
"TRMO",-0.338478536944879,5.32470805961849e-05
"WIPF2",0.140774936110893,5.34305262800743e-05
"KRTAP5-AS1",0.769570435079796,5.34701755795357e-05
"SNX9",-0.273343972931957,5.40663281390256e-05
"TMSB15B",-0.467902814919645,5.46966577362129e-05
"NT5DC2",0.625939857960723,5.48788477109656e-05
"CCL28",-0.346639964816297,5.5127329203201e-05
"FTH1",-0.539031169271464,5.55579524149979e-05
"GTDC1",0.253899221741076,5.74827009104749e-05
"STARD13",0.834808482211211,5.72660516991073e-05
"MCOLN2",0.51655834654147,5.70630896983271e-05
"CIART",-1.03217383695972,5.71920216237712e-05
"ABHD15",0.210095154717082,5.74419507975027e-05
"MARCKS",-0.714734636026257,5.71511060861016e-05
"DNASE1L2",0.768011608395905,5.80563117662183e-05
"WASF3",-1.01279802796503,5.84012825263226e-05
"ETF1",-0.339596682789545,5.90644254493241e-05
"CDK5RAP1",-0.233263225995963,5.91970877031647e-05
"NDUFAF5",-0.361650362472973,5.93774615645822e-05
"ERMN",-0.58797983854537,6.00757445021901e-05
"CHST12",0.370018785635062,6.02343554042717e-05
"SP2",0.198201562552035,6.04877799355929e-05
"EOMES",0.632782276234218,6.17637427699559e-05
"SCN11A",-0.943328253188287,6.31330237459561e-05
"PVALB",-1.67722752555552,6.33041053962162e-05
"VIM-AS1",-0.374954008184237,6.3484778396883e-05
"TSNAXIP1",-0.648943822492515,6.40817402847647e-05
"PLCH1",-1.24427446739042,6.40491879170364e-05
"NT5M",-0.629415262672979,6.42668073481233e-05
"CD40LG",-0.508773297243579,6.48225326259238e-05
"RBMX",-0.156929895581737,6.53218728874542e-05
"SEC14L5",-1.19673521656564,6.55316912569228e-05
"GRASP",-1.26118637310207,6.59783218035487e-05
"MZF1-AS1",-0.595225714943196,6.64722502552196e-05
"KCNJ14",-0.466631648665556,6.70527125369243e-05
"SPSB1",0.48761354451651,6.85628127978907e-05
"CYB5D1",-0.3613954309217,6.99015397313812e-05
"PPIF",-0.956082965408103,7.09557881603038e-05
"SPINDOC",0.343140169722189,7.08981191977853e-05
"XPNPEP2",0.570279627549583,7.15492780779117e-05
"NUDT6",-0.416225503239768,7.1683349533296e-05
"SLC5A5",-0.716832923532755,7.22239142244057e-05
"NRGN",-0.609838771526387,7.28773864458713e-05
"SH3BGRL2",-0.903140605304268,7.29332907861358e-05
"GIT1",0.259670485982125,7.33082567115162e-05
"RCC1",0.249159742066481,7.37897762703979e-05
"SLC7A1",0.250303336137426,7.42374414177409e-05
"EIF3M",-0.184697562608758,7.6836224261185e-05
"SLC25A3",-0.186537095574318,7.76467714006483e-05
"BMP8B",0.584513447889589,7.76260697455443e-05
