"","Gene_name","LFC_1_Ctrl","FDR_1_Ctrl","LFC_2_Ctrl","FDR_2_Ctrl","LFC_2_1","FDR_2_1"
"FBLN5","FBLN5",NA,NA,NA,NA,NA,NA
"FBLN7","FBLN7",-0.450194100761074,0.0302240697914519,-0.756850783032099,3.70855449608956e-05,-0.306656682271024,0.0451959676743871
"FBN1","FBN1",0.478343664793417,0.0355039279684567,0.613716016049065,0.00312877341639576,NA,NA
"FBN2","FBN2",NA,NA,NA,NA,NA,NA
"FBN3","FBN3",NA,NA,NA,NA,NA,NA
"FBP1","FBP1",NA,NA,NA,NA,NA,NA
"FBP2","FBP2",NA,NA,NA,NA,NA,NA
"FBRS","FBRS",NA,NA,NA,NA,NA,NA
"FBRSL1","FBRSL1",NA,NA,NA,NA,NA,NA
"FBXL12","FBXL12",NA,NA,NA,NA,NA,NA
"FBXL13","FBXL13",NA,NA,NA,NA,NA,NA
"FBXL14","FBXL14",NA,NA,NA,NA,NA,NA
"FBXL15","FBXL15",NA,NA,NA,NA,NA,NA
"FBXL16","FBXL16",NA,NA,NA,NA,-0.273070284812595,0.0399328357496444
"FBXL17","FBXL17",NA,NA,0.194672727910057,0.0647224679548082,NA,NA
"FBXL18","FBXL18",NA,NA,NA,NA,NA,NA
"FBXL19","FBXL19",0.180481094615894,0.0506337246202994,NA,NA,NA,NA
"FBXL19-AS1","FBXL19-AS1",NA,NA,0.301688722585673,0.0344909816758878,NA,NA
"FBXL2","FBXL2",NA,NA,NA,NA,NA,NA
"FBXL20","FBXL20",NA,NA,NA,NA,NA,NA
"FBXL22","FBXL22",NA,NA,NA,NA,NA,NA
"FBXL3","FBXL3",NA,NA,NA,NA,NA,NA
"FBXL4","FBXL4",NA,NA,NA,NA,NA,NA
"FBXL5","FBXL5",NA,NA,NA,NA,NA,NA
"FBXL6","FBXL6",NA,NA,NA,NA,NA,NA
"FBXL7","FBXL7",NA,NA,NA,NA,NA,NA
"FBXL8","FBXL8",0.222688740364924,0.0572791335289042,NA,NA,-0.167861611935863,0.0434434282649977
"FBXO10","FBXO10",NA,NA,-0.263168334382074,0.0741565795270548,-0.245674573100722,0.0165862504978158
"FBXO11","FBXO11",NA,NA,NA,NA,NA,NA
"FBXO15","FBXO15",-0.482847716639057,0.0647996120763357,-0.568135171329302,0.0196894309449693,NA,NA
"FBXO16","FBXO16",NA,NA,NA,NA,NA,NA
"FBXO17","FBXO17",NA,NA,NA,NA,NA,NA
"FBXO2","FBXO2",NA,NA,NA,NA,NA,NA
"FBXO21","FBXO21",NA,NA,NA,NA,NA,NA
"FBXO22","FBXO22",-0.198856164280526,0.093173349023185,NA,NA,NA,NA
"FBXO24","FBXO24",NA,NA,NA,NA,NA,NA
"FBXO25","FBXO25",NA,NA,NA,NA,NA,NA
"FBXO27","FBXO27",NA,NA,NA,NA,NA,NA
"FBXO28","FBXO28",NA,NA,NA,NA,NA,NA
"FBXO3","FBXO3",-0.244429599613687,0.0458240593385036,NA,NA,NA,NA
"FBXO3-DT","FBXO3-DT",NA,NA,NA,NA,NA,NA
"FBXO30","FBXO30",NA,NA,0.3126621390097,0.00660938157008109,NA,NA
"FBXO31","FBXO31",0.158884011823958,0.0525611569590201,0.150729305138801,0.0586382995766544,NA,NA
"FBXO32","FBXO32",NA,NA,0.264891910190775,0.0258523871282055,NA,NA
"FBXO33","FBXO33",NA,NA,NA,NA,NA,NA
"FBXO34","FBXO34",0.199085330910065,0.00192770168214887,0.219143583494593,0.000312496191073096,NA,NA
"FBXO36","FBXO36",NA,NA,NA,NA,NA,NA
"FBXO38","FBXO38",-0.125644101374702,0.0515613330707915,NA,NA,NA,NA
"FBXO39","FBXO39",NA,NA,NA,NA,NA,NA
"FBXO4","FBXO4",-0.244564665386379,0.0168732528200917,-0.211464425579136,0.0368662203516516,NA,NA
"FBXO40","FBXO40",NA,NA,NA,NA,NA,NA
"FBXO41","FBXO41",NA,NA,NA,NA,NA,NA
"FBXO42","FBXO42",NA,NA,NA,NA,NA,NA
"FBXO43","FBXO43",NA,NA,NA,NA,NA,NA
"FBXO44","FBXO44",NA,NA,NA,NA,NA,NA
"FBXO45","FBXO45",NA,NA,NA,NA,NA,NA
"FBXO46","FBXO46",NA,NA,NA,NA,NA,NA
"FBXO47","FBXO47",NA,NA,NA,NA,NA,NA
"FBXO48","FBXO48",NA,NA,NA,NA,NA,NA
"FBXO5","FBXO5",NA,NA,0.227469551929093,0.0670216503796568,NA,NA
"FBXO6","FBXO6",0.3523411918422,0.0320499545254777,0.358768110507806,0.0226098997405942,NA,NA
"FBXO7","FBXO7",NA,NA,NA,NA,NA,NA
"FBXO8","FBXO8",NA,NA,NA,NA,NA,NA
"FBXO9","FBXO9",NA,NA,NA,NA,NA,NA
"FBXW10","FBXW10",NA,NA,NA,NA,NA,NA
"FBXW11","FBXW11",0.0996739899217484,0.0577429291569162,0.126381623988305,0.00871353676094049,NA,NA
"FBXW12","FBXW12",NA,NA,NA,NA,NA,NA
"FBXW2","FBXW2",NA,NA,NA,NA,0.0817180276994348,0.0466489511061483
"FBXW4","FBXW4",NA,NA,NA,NA,NA,NA
"FBXW4P1","FBXW4P1",NA,NA,NA,NA,NA,NA
"FBXW5","FBXW5",0.30785566668572,0.0121326679702182,0.29128519496659,0.0149870849060733,NA,NA
"FBXW7","FBXW7",NA,NA,NA,NA,NA,NA
"FBXW7-AS1","FBXW7-AS1",NA,NA,NA,NA,NA,NA
"FBXW8","FBXW8",NA,NA,NA,NA,NA,NA
"FBXW9","FBXW9",NA,NA,NA,NA,NA,NA
"FCAMR","FCAMR",NA,NA,NA,NA,NA,NA
"FCAR","FCAR",NA,NA,NA,NA,NA,NA
"FCER1A","FCER1A",NA,NA,NA,NA,NA,NA
"FCER1G","FCER1G",NA,NA,NA,NA,NA,NA
"FCER2","FCER2",NA,NA,-0.62774895754985,0.0113774715585255,NA,NA
"FCF1","FCF1",NA,NA,NA,NA,NA,NA
"FCGBP","FCGBP",NA,NA,NA,NA,NA,NA
"FCGR1A","FCGR1A",NA,NA,NA,NA,NA,NA
"FCGR1B","FCGR1B",NA,NA,NA,NA,NA,NA
"FCGR1CP","FCGR1CP",NA,NA,NA,NA,NA,NA
"FCGR2A","FCGR2A",NA,NA,NA,NA,NA,NA
"FCGR2B","FCGR2B",NA,NA,NA,NA,-0.337938192941998,0.00371906791300235
"FCGR3A","FCGR3A",NA,NA,0.430949601380195,0.0528764585418456,NA,NA
"FCGR3B","FCGR3B",NA,NA,NA,NA,NA,NA
"FCGRT","FCGRT",NA,NA,NA,NA,NA,NA
"FCHO1","FCHO1",NA,NA,NA,NA,NA,NA
"FCHO2","FCHO2",NA,NA,NA,NA,NA,NA
"FCHSD1","FCHSD1",NA,NA,NA,NA,NA,NA
"FCHSD2","FCHSD2",NA,NA,-0.217234667466112,0.034340975318092,NA,NA
"FCMR","FCMR",NA,NA,NA,NA,-0.203456195408099,0.0260521895754356
"FCN1","FCN1",NA,NA,NA,NA,NA,NA
"FCN2","FCN2",NA,NA,NA,NA,NA,NA
"FCN3","FCN3",NA,NA,NA,NA,NA,NA
"FCRL1","FCRL1",NA,NA,-0.687218588797727,0.0123163212978873,NA,NA
"FCRL2","FCRL2",-0.465733012552461,0.0915119689297051,-0.799843055771176,0.000778549806746828,-0.334110043218715,0.0926699530899197
"FCRL3","FCRL3",NA,NA,NA,NA,NA,NA
"FCRL4","FCRL4",1.97921647940906,0.0385058444532682,1.80066292174731,0.0534210749623941,NA,NA
"FCRL5","FCRL5",NA,NA,-0.744229485262963,0.0190889085140329,-0.552633513533558,0.0163530852169911
"FCRL6","FCRL6",0.824305668704249,1.17514345576718e-05,1.27149425336704,1.21883070055668e-13,0.447188584662793,0.000648339086094894
"FCRLA","FCRLA",NA,NA,-0.424726177814182,0.0692406547824914,-0.339412650842346,0.0448609537525138
"FCRLB","FCRLB",0.426229075003077,0.0194194853310152,0.542066809229079,0.00124939486641118,NA,NA
"FCSK","FCSK",NA,NA,-0.200896110239843,0.0100736593417425,NA,NA
"FDCSP","FDCSP",NA,NA,NA,NA,NA,NA
"FDFT1","FDFT1",NA,NA,NA,NA,NA,NA
"FDPS","FDPS",NA,NA,NA,NA,NA,NA
"FDX1","FDX1",NA,NA,NA,NA,NA,NA
"FDX2","FDX2",NA,NA,NA,NA,NA,NA
"FDXACB1","FDXACB1",NA,NA,NA,NA,NA,NA
"FDXR","FDXR",NA,NA,NA,NA,NA,NA
"FECH","FECH",NA,NA,0.17645618737499,0.00703663468188464,0.110800969127033,0.0240100238617322
"FEM1A","FEM1A",NA,NA,NA,NA,NA,NA
"FEM1B","FEM1B",NA,NA,0.149130789179136,0.0839277875400626,NA,NA
"FEM1C","FEM1C",NA,NA,NA,NA,NA,NA
"FEN1","FEN1",NA,NA,NA,NA,NA,NA
"FENDRR","FENDRR",NA,NA,NA,NA,NA,NA
"FER","FER",NA,NA,NA,NA,NA,NA
"FER1L4","FER1L4",NA,NA,NA,NA,NA,NA
"FER1L5","FER1L5",NA,NA,NA,NA,NA,NA
"FER1L6","FER1L6",NA,NA,NA,NA,NA,NA
"FER1L6-AS1","FER1L6-AS1",NA,NA,NA,NA,NA,NA
"FER1L6-AS2","FER1L6-AS2",NA,NA,NA,NA,NA,NA
"FERD3L","FERD3L",NA,NA,NA,NA,NA,NA
"FERMT1","FERMT1",NA,NA,NA,NA,NA,NA
"FERMT2","FERMT2",-0.94388610908461,0.0261247451621247,-1.15350850865294,0.00367539402934429,NA,NA
"FERMT3","FERMT3",NA,NA,NA,NA,NA,NA
"FES","FES",NA,NA,NA,NA,NA,NA
"FETUB","FETUB",NA,NA,NA,NA,NA,NA
"FEV","FEV",NA,NA,NA,NA,NA,NA
"FEZ1","FEZ1",NA,NA,NA,NA,NA,NA
"FEZ2","FEZ2",NA,NA,NA,NA,NA,NA
"FEZF1","FEZF1",NA,NA,NA,NA,NA,NA
"FEZF1-AS1","FEZF1-AS1",NA,NA,NA,NA,NA,NA
"FEZF2","FEZF2",NA,NA,NA,NA,NA,NA
"FFAR1","FFAR1",-1.06304175684197,0.00493444758172856,-1.4477349952876,3.13900748006746e-05,NA,NA
"FFAR2","FFAR2",-0.873094355856089,0.000943975497989332,-0.82962321705713,0.00121634394407723,NA,NA
"FFAR3","FFAR3",NA,NA,NA,NA,NA,NA
"FFAR4","FFAR4",NA,NA,NA,NA,NA,NA
"FGA","FGA",NA,NA,NA,NA,NA,NA
"FGB","FGB",NA,NA,NA,NA,NA,NA
"FGD1","FGD1",NA,NA,NA,NA,NA,NA
"FGD2","FGD2",NA,NA,NA,NA,NA,NA
"FGD3","FGD3",NA,NA,NA,NA,NA,NA
"FGD4","FGD4",NA,NA,NA,NA,NA,NA
"FGD5","FGD5",NA,NA,NA,NA,NA,NA
"FGD5-AS1","FGD5-AS1",NA,NA,0.122509462882102,0.0973239904787824,NA,NA
"FGD5P1","FGD5P1",NA,NA,NA,NA,NA,NA
"FGD6","FGD6",NA,NA,NA,NA,NA,NA
"FGF1","FGF1",NA,NA,NA,NA,NA,NA
"FGF10","FGF10",NA,NA,NA,NA,NA,NA
"FGF10-AS1","FGF10-AS1",NA,NA,NA,NA,NA,NA
"FGF11","FGF11",NA,NA,NA,NA,NA,NA
"FGF12","FGF12",NA,NA,NA,NA,NA,NA
"FGF12-AS1","FGF12-AS1",NA,NA,NA,NA,NA,NA
"FGF12-AS2","FGF12-AS2",NA,NA,NA,NA,NA,NA
"FGF13","FGF13",NA,NA,NA,NA,NA,NA
"FGF13-AS1","FGF13-AS1",NA,NA,NA,NA,NA,NA
"FGF14","FGF14",NA,NA,NA,NA,NA,NA
"FGF14-AS1","FGF14-AS1",NA,NA,NA,NA,NA,NA
"FGF14-AS2","FGF14-AS2",NA,NA,NA,NA,NA,NA
"FGF14-IT1","FGF14-IT1",NA,NA,NA,NA,NA,NA
"FGF16","FGF16",NA,NA,NA,NA,NA,NA
"FGF17","FGF17",NA,NA,NA,NA,NA,NA
"FGF18","FGF18",NA,NA,NA,NA,NA,NA
"FGF19","FGF19",NA,NA,NA,NA,NA,NA
"FGF2","FGF2",-1.00497117427654,0.0529001974474667,-1.28622937036463,0.0073888846424846,NA,NA
"FGF20","FGF20",NA,NA,NA,NA,NA,NA
"FGF21","FGF21",NA,NA,NA,NA,NA,NA
"FGF22","FGF22",NA,NA,NA,NA,NA,NA
"FGF23","FGF23",NA,NA,NA,NA,NA,NA
"FGF3","FGF3",NA,NA,NA,NA,NA,NA
"FGF4","FGF4",NA,NA,NA,NA,NA,NA
"FGF5","FGF5",NA,NA,NA,NA,NA,NA
"FGF6","FGF6",NA,NA,NA,NA,NA,NA
"FGF7","FGF7",NA,NA,NA,NA,NA,NA
"FGF7P6","FGF7P6",NA,NA,NA,NA,NA,NA
"FGF8","FGF8",NA,NA,NA,NA,NA,NA
"FGF9","FGF9",NA,NA,NA,NA,NA,NA
"FGFBP1","FGFBP1",NA,NA,1.07154612799388,0.0281060011567472,0.863545250350364,0.0089134972538927
"FGFBP2","FGFBP2",0.506277221954523,0.0399780772179216,0.974312760255624,4.58051649696262e-06,0.468035538301101,0.00357485510809641
"FGFBP3","FGFBP3",NA,NA,NA,NA,NA,NA
"FGFR1","FGFR1",NA,NA,NA,NA,NA,NA
"FGFR1OP","FGFR1OP",NA,NA,NA,NA,NA,NA
"FGFR1OP2","FGFR1OP2",NA,NA,NA,NA,NA,NA
"FGFR2","FGFR2",1.6652586526854,7.55245555722557e-05,1.66831615786852,3.70855449608956e-05,NA,NA
"FGFR3","FGFR3",NA,NA,NA,NA,NA,NA
"FGFR4","FGFR4",NA,NA,-0.558600558430507,0.0761104821690817,NA,NA
"FGFRL1","FGFRL1",NA,NA,NA,NA,NA,NA
"FGG","FGG",NA,NA,NA,NA,NA,NA
"FGGY","FGGY",NA,NA,NA,NA,NA,NA
"FGL1","FGL1",NA,NA,NA,NA,NA,NA
"FGL2","FGL2",NA,NA,NA,NA,NA,NA
"FGR","FGR",NA,NA,NA,NA,NA,NA
"FH","FH",NA,NA,NA,NA,NA,NA
"FHAD1","FHAD1",0.813757759083333,0.0345417401738345,1.04300604972954,0.00305264137653818,NA,NA
"FHAD1-AS1","FHAD1-AS1",NA,NA,NA,NA,NA,NA
"FHDC1","FHDC1",NA,NA,NA,NA,NA,NA
"FHIT","FHIT",-0.821133039631816,0.000780835878766214,-1.03002779193433,5.73765683395456e-06,NA,NA
"FHL1","FHL1",-0.354951850056787,0.0177174768682774,-0.519776491983255,0.000124759785934424,NA,NA
"FHL2","FHL2",NA,NA,NA,NA,NA,NA
"FHL3","FHL3",NA,NA,NA,NA,NA,NA
"FHL5","FHL5",NA,NA,NA,NA,NA,NA
"FHOD1","FHOD1",NA,NA,NA,NA,NA,NA
"FHOD3","FHOD3",NA,NA,NA,NA,NA,NA
"FIBCD1","FIBCD1",NA,NA,NA,NA,NA,NA
"FIBIN","FIBIN",NA,NA,NA,NA,NA,NA
"FIBP","FIBP",NA,NA,NA,NA,NA,NA
"FICD","FICD",NA,NA,NA,NA,NA,NA
"FIG4","FIG4",NA,NA,NA,NA,NA,NA
"FIGLA","FIGLA",NA,NA,NA,NA,NA,NA
"FIGN","FIGN",NA,NA,NA,NA,NA,NA
"FIGNL1","FIGNL1",-0.296714048654656,0.0956458090508927,-0.365992542125268,0.0244724196689364,NA,NA
"FIGNL2","FIGNL2",NA,NA,NA,NA,NA,NA
"FIGNL2-DT","FIGNL2-DT",NA,NA,NA,NA,NA,NA
"FILIP1","FILIP1",NA,NA,NA,NA,NA,NA
"FILIP1L","FILIP1L",0.524449208098691,0.0631989833983522,NA,NA,NA,NA
"FILNC1","FILNC1",NA,NA,NA,NA,NA,NA
"FIP1L1","FIP1L1",NA,NA,0.0925365957134838,0.0718548237676489,NA,NA
"FIRRE","FIRRE",-0.4815623998734,0.082395541447252,-0.579013184464144,0.0237310139316717,NA,NA
"FIS1","FIS1",NA,NA,NA,NA,NA,NA
"FITM1","FITM1",NA,NA,NA,NA,NA,NA
"FITM2","FITM2",NA,NA,NA,NA,NA,NA
"FIZ1","FIZ1",NA,NA,NA,NA,NA,NA
"FJX1","FJX1",NA,NA,NA,NA,NA,NA
"FKBP10","FKBP10",NA,NA,NA,NA,NA,NA
"FKBP11","FKBP11",NA,NA,NA,NA,NA,NA
"FKBP14","FKBP14",NA,NA,NA,NA,NA,NA
"FKBP15","FKBP15",NA,NA,NA,NA,NA,NA
"FKBP1A","FKBP1A",NA,NA,NA,NA,NA,NA
"FKBP1B","FKBP1B",NA,NA,NA,NA,NA,NA
"FKBP2","FKBP2",NA,NA,NA,NA,NA,NA
"FKBP3","FKBP3",-0.183618876795451,0.0559775502246178,NA,NA,NA,NA
"FKBP4","FKBP4",0.213626496313155,0.0309230841384914,0.212077246108392,0.0259199098858986,NA,NA
"FKBP5","FKBP5",NA,NA,NA,NA,NA,NA
"FKBP6","FKBP6",NA,NA,NA,NA,NA,NA
"FKBP7","FKBP7",NA,NA,NA,NA,NA,NA
"FKBP8","FKBP8",NA,NA,NA,NA,NA,NA
"FKBP9","FKBP9",0.581578030167836,0.0352432335492101,0.526147429785043,0.0518812070875018,NA,NA
"FKBP9P1","FKBP9P1",NA,NA,NA,NA,NA,NA
"FKBPL","FKBPL",NA,NA,NA,NA,NA,NA
"FKRP","FKRP",NA,NA,NA,NA,NA,NA
"FKTN","FKTN",-0.257215118546951,0.044764612471097,NA,NA,NA,NA
"FLACC1","FLACC1",NA,NA,NA,NA,NA,NA
"FLAD1","FLAD1",NA,NA,NA,NA,NA,NA
"FLCN","FLCN",NA,NA,NA,NA,NA,NA
"FLG","FLG",NA,NA,NA,NA,NA,NA
"FLG-AS1","FLG-AS1",NA,NA,NA,NA,NA,NA
"FLG2","FLG2",NA,NA,NA,NA,NA,NA
"FLI1","FLI1",0.0998028361232143,0.0490037160089756,0.120629607376978,0.0102819452690804,NA,NA
"FLII","FLII",NA,NA,NA,NA,NA,NA
"FLJ12825","FLJ12825",NA,NA,NA,NA,NA,NA
"FLJ13224","FLJ13224",NA,NA,NA,NA,NA,NA
"FLJ16779","FLJ16779",NA,NA,NA,NA,NA,NA
"FLJ20021","FLJ20021",NA,NA,NA,NA,NA,NA
"FLJ22447","FLJ22447",NA,NA,NA,NA,NA,NA
"FLJ30679","FLJ30679",NA,NA,NA,NA,NA,NA
"FLJ31104","FLJ31104",NA,NA,-0.545605108421517,0.0504287330380685,NA,NA
"FLJ31356","FLJ31356",NA,NA,NA,NA,NA,NA
"FLJ33534","FLJ33534",1.90885822623924,0.0754753370595033,2.10599029585481,0.0346517237608956,NA,NA
"FLJ34503","FLJ34503",NA,NA,NA,NA,NA,NA
"FLJ36000","FLJ36000",NA,NA,NA,NA,NA,NA
"FLJ37453","FLJ37453",NA,NA,-0.226418789598489,0.0895546603997067,NA,NA
"FLJ38576","FLJ38576",NA,NA,NA,NA,NA,NA
"FLJ40194","FLJ40194",NA,NA,NA,NA,NA,NA
"FLJ40288","FLJ40288",NA,NA,NA,NA,NA,NA
"FLJ42102","FLJ42102",NA,NA,NA,NA,NA,NA
"FLJ42393","FLJ42393",NA,NA,-1.17535800449269,0.0830228394075419,NA,NA
"FLJ42969","FLJ42969",NA,NA,NA,NA,NA,NA
"FLJ45513","FLJ45513",NA,NA,NA,NA,NA,NA
"FLJ46284","FLJ46284",NA,NA,NA,NA,NA,NA
"FLNA","FLNA",0.371490045827444,0.00450713511858437,0.469747290754556,0.000107903277543523,NA,NA
"FLNB","FLNB",NA,NA,NA,NA,NA,NA
"FLNB-AS1","FLNB-AS1",NA,NA,NA,NA,NA,NA
"FLNC","FLNC",NA,NA,NA,NA,NA,NA
"FLNC-AS1","FLNC-AS1",NA,NA,NA,NA,NA,NA
"FLOT1","FLOT1",0.152211043514393,0.0663130153062485,0.135006572814137,0.0994014277079865,NA,NA
"FLOT2","FLOT2",0.169466831871345,0.0417324986246648,NA,NA,NA,NA
"FLRT1","FLRT1",NA,NA,NA,NA,NA,NA
"FLRT2","FLRT2",NA,NA,NA,NA,NA,NA
"FLRT3","FLRT3",NA,NA,NA,NA,NA,NA
"FLT1","FLT1",NA,NA,NA,NA,NA,NA
"FLT3","FLT3",NA,NA,NA,NA,NA,NA
"FLT3LG","FLT3LG",NA,NA,-0.25146013630971,0.065047323055388,-0.204348896882215,0.0368394149001222
"FLT4","FLT4",NA,NA,NA,NA,NA,NA
"FLVCR1","FLVCR1",NA,NA,NA,NA,NA,NA
"FLVCR1-DT","FLVCR1-DT",NA,NA,NA,NA,NA,NA
"FLVCR2","FLVCR2",NA,NA,NA,NA,NA,NA
"FLYWCH1","FLYWCH1",NA,NA,NA,NA,NA,NA
"FLYWCH2","FLYWCH2",NA,NA,NA,NA,NA,NA
"FMC1","FMC1",NA,NA,NA,NA,NA,NA
"FMC1-LUC7L2","FMC1-LUC7L2",NA,NA,NA,NA,NA,NA
"FMN1","FMN1",NA,NA,NA,NA,NA,NA
"FMN2","FMN2",NA,NA,NA,NA,NA,NA
"FMNL1","FMNL1",NA,NA,NA,NA,NA,NA
"FMNL2","FMNL2",NA,NA,0.399518049956498,0.074818054165027,NA,NA
"FMNL3","FMNL3",NA,NA,NA,NA,NA,NA
"FMO1","FMO1",NA,NA,NA,NA,NA,NA
"FMO2","FMO2",NA,NA,NA,NA,NA,NA
"FMO3","FMO3",NA,NA,NA,NA,NA,NA
"FMO4","FMO4",NA,NA,NA,NA,NA,NA
"FMO5","FMO5",NA,NA,NA,NA,NA,NA
"FMO6P","FMO6P",NA,NA,NA,NA,NA,NA
"FMO9P","FMO9P",NA,NA,NA,NA,NA,NA
"FMOD","FMOD",NA,NA,NA,NA,NA,NA
"FMR1","FMR1",NA,NA,NA,NA,NA,NA
"FMR1-AS1","FMR1-AS1",NA,NA,NA,NA,NA,NA
"FMR1NB","FMR1NB",NA,NA,NA,NA,NA,NA
"FN1","FN1",NA,NA,NA,NA,NA,NA
"FN3K","FN3K",NA,NA,-0.368831990858128,0.0651382476069376,NA,NA
"FN3KRP","FN3KRP",NA,NA,NA,NA,NA,NA
"FNBP1","FNBP1",NA,NA,0.0990111833470006,0.0680114033870136,NA,NA
"FNBP1L","FNBP1L",-0.464501757916981,0.0104497770350383,-0.696406850572553,2.27366409620089e-05,NA,NA
"FNBP4","FNBP4",NA,NA,NA,NA,NA,NA
"FNDC1","FNDC1",NA,NA,NA,NA,NA,NA
"FNDC10","FNDC10",NA,NA,NA,NA,NA,NA
"FNDC11","FNDC11",NA,NA,-0.50193673507252,0.0375089785972474,NA,NA
"FNDC3A","FNDC3A",NA,NA,NA,NA,NA,NA
"FNDC3B","FNDC3B",NA,NA,0.32227499085954,0.00178391939080704,0.158830681185557,0.052883923060321
"FNDC4","FNDC4",NA,NA,NA,NA,NA,NA
"FNDC5","FNDC5",NA,NA,NA,NA,NA,NA
"FNDC7","FNDC7",NA,NA,-1.06406043081374,0.0234901130220955,NA,NA
"FNDC8","FNDC8",NA,NA,NA,NA,NA,NA
"FNDC9","FNDC9",NA,NA,NA,NA,NA,NA
"FNIP1","FNIP1",NA,NA,NA,NA,NA,NA
"FNIP2","FNIP2",NA,NA,0.189751006424435,0.099589326650881,NA,NA
"FNTA","FNTA",NA,NA,NA,NA,NA,NA
"FNTB","FNTB",NA,NA,NA,NA,NA,NA
"FOCAD","FOCAD",NA,NA,NA,NA,NA,NA
"FOCAD-AS1","FOCAD-AS1",NA,NA,NA,NA,NA,NA
"FOLH1","FOLH1",NA,NA,NA,NA,NA,NA
"FOLH1B","FOLH1B",NA,NA,NA,NA,NA,NA
"FOLR1","FOLR1",NA,NA,NA,NA,NA,NA
"FOLR2","FOLR2",NA,NA,NA,NA,NA,NA
"FOLR3","FOLR3",NA,NA,NA,NA,0.818750048414047,0.0380983016160234
"FOPNL","FOPNL",NA,NA,NA,NA,NA,NA
"FOS","FOS",NA,NA,NA,NA,NA,NA
"FOSB","FOSB",NA,NA,NA,NA,NA,NA
"FOSL1","FOSL1",-1.3324757762474,0.024973591413715,-1.2644424512732,0.0286142778606435,NA,NA
"FOSL2","FOSL2",NA,NA,NA,NA,NA,NA
"FOXA1","FOXA1",NA,NA,NA,NA,NA,NA
"FOXA2","FOXA2",NA,NA,NA,NA,NA,NA
"FOXA3","FOXA3",NA,NA,1.38480033903166,0.0886267021307056,NA,NA
"FOXB1","FOXB1",NA,NA,-1.03672070661011,0.0519867446898364,NA,NA
"FOXB2","FOXB2",NA,NA,NA,NA,NA,NA
"FOXC1","FOXC1",NA,NA,NA,NA,NA,NA
"FOXC2","FOXC2",NA,NA,NA,NA,NA,NA
"FOXC2-AS1","FOXC2-AS1",NA,NA,NA,NA,NA,NA
"FOXD1","FOXD1",1.09595079108212,0.00367229515025156,1.38704247634754,6.40127647191936e-05,NA,NA
"FOXD2","FOXD2",0.591970539812717,0.0204577401692001,0.805443785123078,0.000500248135777709,NA,NA
"FOXD2-AS1","FOXD2-AS1",0.3621985520691,0.0105816283379322,0.490208491206946,0.000156922377958918,NA,NA
"FOXD3","FOXD3",NA,NA,NA,NA,NA,NA
"FOXD3-AS1","FOXD3-AS1",NA,NA,NA,NA,NA,NA
"FOXD4","FOXD4",NA,NA,NA,NA,NA,NA
"FOXD4L1","FOXD4L1",NA,NA,NA,NA,NA,NA
"FOXD4L3","FOXD4L3",NA,NA,NA,NA,NA,NA
"FOXD4L4","FOXD4L4",NA,NA,NA,NA,NA,NA
"FOXD4L5","FOXD4L5",NA,NA,NA,NA,NA,NA
"FOXD4L6","FOXD4L6",NA,NA,NA,NA,NA,NA
"FOXE1","FOXE1",NA,NA,NA,NA,NA,NA
"FOXE3","FOXE3",NA,NA,NA,NA,NA,NA
"FOXF1","FOXF1",NA,NA,NA,NA,NA,NA
"FOXF2","FOXF2",NA,NA,NA,NA,NA,NA
"FOXG1","FOXG1",NA,NA,NA,NA,NA,NA
"FOXH1","FOXH1",NA,NA,NA,NA,NA,NA
"FOXI1","FOXI1",NA,NA,NA,NA,NA,NA
"FOXI2","FOXI2",NA,NA,NA,NA,NA,NA
"FOXI3","FOXI3",NA,NA,NA,NA,NA,NA
"FOXJ1","FOXJ1",NA,NA,NA,NA,NA,NA
"FOXJ2","FOXJ2",NA,NA,NA,NA,NA,NA
"FOXJ3","FOXJ3",NA,NA,NA,NA,NA,NA
"FOXK1","FOXK1",NA,NA,NA,NA,NA,NA
"FOXK2","FOXK2",0.208180820469918,0.000882885940739272,0.206314214903772,0.000620867245199495,NA,NA
"FOXL1","FOXL1",NA,NA,NA,NA,NA,NA
"FOXL2","FOXL2",NA,NA,NA,NA,NA,NA
"FOXL2NB","FOXL2NB",NA,NA,NA,NA,NA,NA
"FOXM1","FOXM1",0.754838221015062,0.0176217234424329,0.678586525312454,0.0297576940056171,NA,NA
"FOXN1","FOXN1",NA,NA,NA,NA,NA,NA
"FOXN2","FOXN2",NA,NA,NA,NA,NA,NA
"FOXN3","FOXN3",0.151704804069974,0.0682015266656732,0.177975672441004,0.0214161223391875,NA,NA
"FOXN3-AS1","FOXN3-AS1",NA,NA,NA,NA,NA,NA
"FOXN3-AS2","FOXN3-AS2",NA,NA,NA,NA,NA,NA
"FOXN4","FOXN4",NA,NA,NA,NA,NA,NA
"FOXO1","FOXO1",NA,NA,NA,NA,NA,NA
"FOXO3","FOXO3",NA,NA,NA,NA,NA,NA
"FOXO3B","FOXO3B",NA,NA,NA,NA,NA,NA
"FOXO4","FOXO4",0.201783606183631,0.000780835878766214,0.22651014455224,6.60188189871254e-05,NA,NA
"FOXO6","FOXO6",NA,NA,NA,NA,NA,NA
"FOXO6-AS1","FOXO6-AS1",NA,NA,NA,NA,NA,NA
"FOXP1","FOXP1",-0.231079536932245,0.0675103971661749,-0.320668270523177,0.00482051937072391,NA,NA
