"","Gene_name","LFC_1_Ctrl","FDR_1_Ctrl","LFC_2_Ctrl","FDR_2_Ctrl","LFC_2_1","FDR_2_1"
"SH3RF1","SH3RF1",NA,NA,NA,NA,NA,NA
"SH3RF2","SH3RF2",NA,NA,0.743000579299068,0.0880450269397206,NA,NA
"SH3RF3","SH3RF3",NA,NA,NA,NA,NA,NA
"SH3TC1","SH3TC1",NA,NA,NA,NA,NA,NA
"SH3TC2","SH3TC2",-0.890894328752816,0.00874955161414476,-0.930984702970104,0.00424474253039769,NA,NA
"SH3TC2-DT","SH3TC2-DT",NA,NA,NA,NA,NA,NA
"SH3YL1","SH3YL1",NA,NA,-0.344767119574476,0.0361024310435874,NA,NA
"SHANK1","SHANK1",NA,NA,NA,NA,NA,NA
"SHANK2","SHANK2",NA,NA,NA,NA,NA,NA
"SHANK2-AS1","SHANK2-AS1",NA,NA,NA,NA,NA,NA
"SHANK2-AS3","SHANK2-AS3",NA,NA,NA,NA,NA,NA
"SHANK3","SHANK3",NA,NA,NA,NA,NA,NA
"SHARPIN","SHARPIN",NA,NA,NA,NA,NA,NA
"SHB","SHB",NA,NA,NA,NA,NA,NA
"SHBG","SHBG",NA,NA,NA,NA,NA,NA
"SHC1","SHC1",0.138280258844111,0.0309194942219323,0.124006960431708,0.0485799101072032,NA,NA
"SHC2","SHC2",NA,NA,NA,NA,NA,NA
"SHC3","SHC3",NA,NA,NA,NA,NA,NA
"SHC4","SHC4",NA,NA,NA,NA,NA,NA
"SHCBP1","SHCBP1",NA,NA,NA,NA,NA,NA
"SHCBP1L","SHCBP1L",NA,NA,NA,NA,NA,NA
"SHD","SHD",NA,NA,NA,NA,NA,NA
"SHE","SHE",NA,NA,NA,NA,NA,NA
"SHF","SHF",NA,NA,-0.305618922214256,0.074818054165027,NA,NA
"SHFL","SHFL",NA,NA,NA,NA,NA,NA
"SHH","SHH",NA,NA,NA,NA,NA,NA
"SHISA2","SHISA2",NA,NA,-0.963129395681924,0.045354524605637,NA,NA
"SHISA3","SHISA3",NA,NA,NA,NA,NA,NA
"SHISA4","SHISA4",NA,NA,NA,NA,NA,NA
"SHISA5","SHISA5",0.244912368596779,0.01640192343371,0.218474483274406,0.0294927053500856,NA,NA
"SHISA6","SHISA6",NA,NA,NA,NA,NA,NA
"SHISA7","SHISA7",NA,NA,NA,NA,NA,NA
"SHISA8","SHISA8",NA,NA,NA,NA,NA,NA
"SHISA9","SHISA9",NA,NA,NA,NA,NA,NA
"SHISAL1","SHISAL1",NA,NA,NA,NA,NA,NA
"SHISAL2A","SHISAL2A",NA,NA,-0.272475826786109,0.037621840353066,-0.18512856838866,0.0641270560944513
"SHISAL2B","SHISAL2B",NA,NA,NA,NA,NA,NA
"SHKBP1","SHKBP1",NA,NA,NA,NA,NA,NA
"SHLD1","SHLD1",NA,NA,NA,NA,NA,NA
"SHLD2","SHLD2",NA,NA,NA,NA,NA,NA
"SHLD2P1","SHLD2P1",-0.348843620604373,0.0742880866102994,NA,NA,NA,NA
"SHLD3","SHLD3",NA,NA,NA,NA,NA,NA
"SHMT1","SHMT1",0.316595528230761,0.00665861091958872,0.319031567692868,0.0044917770589865,NA,NA
"SHMT2","SHMT2",0.151647631954812,0.0450849982834737,NA,NA,-0.144657871360393,0.00316823997966245
"SHOC1","SHOC1",NA,NA,NA,NA,NA,NA
"SHOC2","SHOC2",NA,NA,0.166071563704743,0.0484699954207963,NA,NA
"SHOX","SHOX",NA,NA,NA,NA,NA,NA
"SHOX2","SHOX2",NA,NA,NA,NA,NA,NA
"SHPK","SHPK",NA,NA,NA,NA,NA,NA
"SHPRH","SHPRH",NA,NA,NA,NA,NA,NA
"SHQ1","SHQ1",NA,NA,NA,NA,NA,NA
"SHROOM1","SHROOM1",0.462172120391447,0.0582893326708106,NA,NA,NA,NA
"SHROOM2","SHROOM2",NA,NA,NA,NA,NA,NA
"SHROOM3","SHROOM3",NA,NA,NA,NA,NA,NA
"SHROOM4","SHROOM4",NA,NA,NA,NA,NA,NA
"SHTN1","SHTN1",NA,NA,NA,NA,NA,NA
"SI","SI",NA,NA,NA,NA,NA,NA
"SIAE","SIAE",NA,NA,-0.192723217563477,0.0606043948708564,NA,NA
"SIAH1","SIAH1",-0.299606548113091,0.0260382699725901,-0.30121726542496,0.0201067659009915,NA,NA
"SIAH2","SIAH2",NA,NA,NA,NA,NA,NA
"SIAH3","SIAH3",-1.03428325572247,0.00751439761424802,-1.23726708829953,0.000687129214481671,NA,NA
"SIDT1","SIDT1",NA,NA,NA,NA,NA,NA
"SIDT2","SIDT2",NA,NA,NA,NA,NA,NA
"SIGIRR","SIGIRR",NA,NA,NA,NA,NA,NA
"SIGLEC1","SIGLEC1",NA,NA,NA,NA,NA,NA
"SIGLEC10","SIGLEC10",NA,NA,NA,NA,NA,NA
"SIGLEC11","SIGLEC11",NA,NA,NA,NA,NA,NA
"SIGLEC12","SIGLEC12",NA,NA,NA,NA,NA,NA
"SIGLEC14","SIGLEC14",NA,NA,NA,NA,NA,NA
"SIGLEC15","SIGLEC15",NA,NA,NA,NA,NA,NA
"SIGLEC16","SIGLEC16",NA,NA,NA,NA,NA,NA
"SIGLEC17P","SIGLEC17P",NA,NA,NA,NA,NA,NA
"SIGLEC5","SIGLEC5",NA,NA,NA,NA,NA,NA
"SIGLEC6","SIGLEC6",NA,NA,NA,NA,NA,NA
"SIGLEC7","SIGLEC7",NA,NA,NA,NA,NA,NA
"SIGLEC8","SIGLEC8",NA,NA,NA,NA,NA,NA
"SIGLEC9","SIGLEC9",NA,NA,NA,NA,NA,NA
"SIGLECL1","SIGLECL1",NA,NA,NA,NA,NA,NA
"SIGMAR1","SIGMAR1",0.153294537042646,0.030072754369415,NA,NA,-0.0887532092112216,0.0998495546627534
"SIK1","SIK1",NA,NA,-1.02388674232936,0.0910373031162156,NA,NA
"SIK1B","SIK1B",-0.975528940579516,0.0338058496666532,-0.944987735721123,0.0333159445992733,NA,NA
"SIK2","SIK2",0.167539200475234,0.00625925497805118,0.214414606108127,0.000159918818073717,NA,NA
"SIK3","SIK3",NA,NA,NA,NA,NA,NA
"SIKE1","SIKE1",NA,NA,NA,NA,NA,NA
"SIL1","SIL1",NA,NA,NA,NA,NA,NA
"SIM1","SIM1",NA,NA,NA,NA,NA,NA
"SIM2","SIM2",NA,NA,NA,NA,NA,NA
"SIMC1","SIMC1",NA,NA,-0.110676219628732,0.0783820437985906,-0.0882911066627865,0.0573490828173896
"SIN3A","SIN3A",NA,NA,NA,NA,NA,NA
"SIN3B","SIN3B",NA,NA,NA,NA,NA,NA
"SINHCAF","SINHCAF",NA,NA,NA,NA,NA,NA
"SIPA1","SIPA1",0.277315190616654,0.0065627912205232,0.255156754447531,0.0105898993327408,NA,NA
"SIPA1L1","SIPA1L1",NA,NA,NA,NA,NA,NA
"SIPA1L2","SIPA1L2",NA,NA,NA,NA,NA,NA
"SIPA1L3","SIPA1L3",NA,NA,NA,NA,-0.161187316509606,0.0998815945988143
"SIRLNT","SIRLNT",NA,NA,NA,NA,NA,NA
"SIRPA","SIRPA",NA,NA,NA,NA,NA,NA
"SIRPB1","SIRPB1",NA,NA,NA,NA,NA,NA
"SIRPB2","SIRPB2",NA,NA,NA,NA,NA,NA
"SIRPD","SIRPD",NA,NA,NA,NA,NA,NA
"SIRPG","SIRPG",NA,NA,NA,NA,NA,NA
"SIRPG-AS1","SIRPG-AS1",NA,NA,NA,NA,NA,NA
"SIRT1","SIRT1",NA,NA,NA,NA,NA,NA
"SIRT2","SIRT2",0.174493184282938,0.0211715706160885,0.18831570620331,0.00873592197500015,NA,NA
"SIRT3","SIRT3",NA,NA,-0.173348070948773,0.0814129016630222,NA,NA
"SIRT4","SIRT4",NA,NA,NA,NA,NA,NA
"SIRT5","SIRT5",-0.12253514008783,0.0758645922013196,-0.129196112337983,0.0479933027776355,NA,NA
"SIRT6","SIRT6",NA,NA,NA,NA,NA,NA
"SIRT7","SIRT7",NA,NA,NA,NA,NA,NA
"SIT1","SIT1",NA,NA,NA,NA,NA,NA
"SIVA1","SIVA1",-0.241050970187563,0.0803106340718634,-0.323922186648584,0.00919171548359402,NA,NA
"SIX1","SIX1",NA,NA,NA,NA,NA,NA
"SIX2","SIX2",NA,NA,NA,NA,NA,NA
"SIX3","SIX3",NA,NA,NA,NA,NA,NA
"SIX3-AS1","SIX3-AS1",NA,NA,NA,NA,NA,NA
"SIX4","SIX4",NA,NA,NA,NA,NA,NA
"SIX5","SIX5",NA,NA,NA,NA,NA,NA
"SIX6","SIX6",NA,NA,NA,NA,NA,NA
"SKA1","SKA1",NA,NA,NA,NA,NA,NA
"SKA2","SKA2",NA,NA,0.282413148753107,0.0049263956876157,NA,NA
"SKA3","SKA3",NA,NA,NA,NA,NA,NA
"SKAP1","SKAP1",NA,NA,0.20305702546942,0.0943987861627911,NA,NA
"SKAP2","SKAP2",NA,NA,NA,NA,NA,NA
"SKI","SKI",NA,NA,NA,NA,NA,NA
"SKIDA1","SKIDA1",NA,NA,NA,NA,NA,NA
"SKIL","SKIL",NA,NA,NA,NA,NA,NA
"SKIV2L","SKIV2L",NA,NA,NA,NA,NA,NA
"SKOR1","SKOR1",NA,NA,NA,NA,NA,NA
"SKOR2","SKOR2",NA,NA,NA,NA,NA,NA
"SKP1","SKP1",-0.14337569780829,0.023874813600969,NA,NA,NA,NA
"SKP2","SKP2",NA,NA,NA,NA,NA,NA
"SLA","SLA",NA,NA,NA,NA,NA,NA
"SLA2","SLA2",NA,NA,0.193929134552795,0.0912045745378308,NA,NA
"SLAIN1","SLAIN1",NA,NA,NA,NA,NA,NA
"SLAIN2","SLAIN2",NA,NA,0.195902019033706,0.00280147912071807,NA,NA
"SLAMF1","SLAMF1",NA,NA,NA,NA,NA,NA
"SLAMF6","SLAMF6",0.210640934320106,0.0970100635638586,0.350005773596318,0.00146478964451962,NA,NA
"SLAMF7","SLAMF7",0.510869073672285,0.00176645823249622,0.759511352950815,3.34800498822616e-07,0.24864227927853,0.0466489511061483
"SLAMF8","SLAMF8",0.531505424228625,0.0803106340718634,0.736613230814827,0.00693262333006923,NA,NA
"SLAMF9","SLAMF9",NA,NA,NA,NA,NA,NA
"SLBP","SLBP",NA,NA,NA,NA,NA,NA
"SLC10A1","SLC10A1",NA,NA,NA,NA,NA,NA
"SLC10A2","SLC10A2",NA,NA,NA,NA,NA,NA
"SLC10A3","SLC10A3",NA,NA,NA,NA,NA,NA
"SLC10A4","SLC10A4",NA,NA,NA,NA,NA,NA
"SLC10A5","SLC10A5",NA,NA,NA,NA,NA,NA
"SLC10A6","SLC10A6",NA,NA,NA,NA,NA,NA
"SLC10A7","SLC10A7",NA,NA,0.153831407643443,0.0743663396903142,NA,NA
"SLC11A1","SLC11A1",NA,NA,NA,NA,NA,NA
"SLC11A2","SLC11A2",NA,NA,NA,NA,NA,NA
"SLC12A1","SLC12A1",NA,NA,NA,NA,NA,NA
"SLC12A2","SLC12A2",NA,NA,0.197561511109786,0.081901008265422,NA,NA
"SLC12A3","SLC12A3",NA,NA,NA,NA,NA,NA
"SLC12A4","SLC12A4",NA,NA,NA,NA,NA,NA
"SLC12A5","SLC12A5",NA,NA,NA,NA,NA,NA
"SLC12A5-AS1","SLC12A5-AS1",NA,NA,NA,NA,NA,NA
"SLC12A6","SLC12A6",NA,NA,NA,NA,NA,NA
"SLC12A7","SLC12A7",NA,NA,NA,NA,NA,NA
"SLC12A8","SLC12A8",NA,NA,NA,NA,NA,NA
"SLC12A9","SLC12A9",NA,NA,NA,NA,NA,NA
"SLC12A9-AS1","SLC12A9-AS1",NA,NA,NA,NA,NA,NA
"SLC13A1","SLC13A1",NA,NA,NA,NA,NA,NA
"SLC13A2","SLC13A2",NA,NA,NA,NA,NA,NA
"SLC13A3","SLC13A3",NA,NA,NA,NA,NA,NA
"SLC13A4","SLC13A4",NA,NA,NA,NA,NA,NA
"SLC13A5","SLC13A5",NA,NA,NA,NA,NA,NA
"SLC14A1","SLC14A1",NA,NA,0.385124561125844,0.027806038152903,0.227742184982238,0.0984770167447415
"SLC14A2","SLC14A2",NA,NA,NA,NA,NA,NA
"SLC15A1","SLC15A1",NA,NA,NA,NA,NA,NA
"SLC15A2","SLC15A2",NA,NA,NA,NA,NA,NA
"SLC15A3","SLC15A3",NA,NA,NA,NA,NA,NA
"SLC15A4","SLC15A4",NA,NA,0.280120258665762,0.00160890684341876,0.124546743311061,0.0887691644063747
"SLC15A5","SLC15A5",NA,NA,NA,NA,NA,NA
"SLC16A1","SLC16A1",NA,NA,NA,NA,NA,NA
"SLC16A1-AS1","SLC16A1-AS1",NA,NA,NA,NA,NA,NA
"SLC16A10","SLC16A10",-0.643865607966683,0.032452750725265,-1.00663522844836,0.000174552132131041,NA,NA
"SLC16A11","SLC16A11",NA,NA,-0.489785635836015,0.0762382337921512,NA,NA
"SLC16A12","SLC16A12",NA,NA,NA,NA,NA,NA
"SLC16A12-AS1","SLC16A12-AS1",NA,NA,NA,NA,NA,NA
"SLC16A13","SLC16A13",NA,NA,NA,NA,NA,NA
"SLC16A14","SLC16A14",NA,NA,NA,NA,NA,NA
"SLC16A2","SLC16A2",-0.853132939955722,0.0527290449947516,NA,NA,NA,NA
"SLC16A3","SLC16A3",NA,NA,NA,NA,NA,NA
"SLC16A4","SLC16A4",NA,NA,NA,NA,NA,NA
"SLC16A5","SLC16A5",NA,NA,NA,NA,NA,NA
"SLC16A6","SLC16A6",NA,NA,NA,NA,NA,NA
"SLC16A7","SLC16A7",NA,NA,NA,NA,NA,NA
"SLC16A8","SLC16A8",NA,NA,NA,NA,NA,NA
"SLC16A9","SLC16A9",NA,NA,NA,NA,NA,NA
"SLC17A1","SLC17A1",NA,NA,NA,NA,NA,NA
"SLC17A2","SLC17A2",NA,NA,NA,NA,NA,NA
"SLC17A3","SLC17A3",NA,NA,NA,NA,NA,NA
"SLC17A4","SLC17A4",NA,NA,NA,NA,NA,NA
"SLC17A5","SLC17A5",NA,NA,NA,NA,NA,NA
"SLC17A6","SLC17A6",NA,NA,NA,NA,NA,NA
"SLC17A7","SLC17A7",NA,NA,NA,NA,NA,NA
"SLC17A8","SLC17A8",NA,NA,NA,NA,NA,NA
"SLC17A9","SLC17A9",NA,NA,NA,NA,NA,NA
"SLC18A1","SLC18A1",NA,NA,NA,NA,NA,NA
"SLC18A2","SLC18A2",-0.641760382939085,0.0174810169894016,-0.882878101561816,0.000355420066233311,NA,NA
"SLC18A3","SLC18A3",NA,NA,NA,NA,NA,NA
"SLC18B1","SLC18B1",-0.210295578084012,0.0905258874053158,-0.208468274189964,0.0797979586352577,NA,NA
"SLC19A1","SLC19A1",NA,NA,NA,NA,NA,NA
"SLC19A2","SLC19A2",-0.312522353565698,0.0348746162022203,-0.270973265819057,0.0644023986491095,NA,NA
"SLC19A3","SLC19A3",NA,NA,NA,NA,NA,NA
"SLC1A1","SLC1A1",NA,NA,-1.05283384355063,0.0526121608784432,NA,NA
"SLC1A2","SLC1A2",NA,NA,NA,NA,NA,NA
"SLC1A3","SLC1A3",NA,NA,NA,NA,NA,NA
"SLC1A4","SLC1A4",0.338892081235005,0.0524408858087793,NA,NA,NA,NA
"SLC1A5","SLC1A5",NA,NA,NA,NA,NA,NA
"SLC1A6","SLC1A6",NA,NA,NA,NA,NA,NA
"SLC1A7","SLC1A7",NA,NA,0.619926777346711,0.0808155816091892,NA,NA
"SLC20A1","SLC20A1",NA,NA,0.247280426480714,0.00372633047705218,0.157611726596123,0.0124736231832651
"SLC20A2","SLC20A2",NA,NA,NA,NA,NA,NA
"SLC22A1","SLC22A1",NA,NA,NA,NA,NA,NA
"SLC22A10","SLC22A10",NA,NA,NA,NA,NA,NA
"SLC22A11","SLC22A11",NA,NA,NA,NA,NA,NA
"SLC22A12","SLC22A12",NA,NA,NA,NA,NA,NA
"SLC22A13","SLC22A13",NA,NA,NA,NA,NA,NA
"SLC22A14","SLC22A14",NA,NA,NA,NA,NA,NA
"SLC22A15","SLC22A15",NA,NA,NA,NA,NA,NA
"SLC22A16","SLC22A16",NA,NA,NA,NA,NA,NA
"SLC22A17","SLC22A17",-0.695322454744196,0.00495825952884809,-1.01050530051467,6.74948221900713e-06,NA,NA
"SLC22A18","SLC22A18",NA,NA,NA,NA,NA,NA
"SLC22A18AS","SLC22A18AS",NA,NA,NA,NA,NA,NA
"SLC22A2","SLC22A2",NA,NA,NA,NA,NA,NA
"SLC22A20P","SLC22A20P",NA,NA,NA,NA,NA,NA
"SLC22A23","SLC22A23",-0.396846107191226,0.0966338674858208,-0.659546667493547,0.00146588671312101,NA,NA
"SLC22A24","SLC22A24",NA,NA,NA,NA,NA,NA
"SLC22A25","SLC22A25",NA,NA,NA,NA,NA,NA
"SLC22A3","SLC22A3",NA,NA,NA,NA,NA,NA
"SLC22A31","SLC22A31",NA,NA,-0.865831214399466,0.0766160553732057,NA,NA
"SLC22A4","SLC22A4",NA,NA,NA,NA,NA,NA
"SLC22A5","SLC22A5",NA,NA,NA,NA,NA,NA
"SLC22A6","SLC22A6",NA,NA,NA,NA,NA,NA
"SLC22A7","SLC22A7",NA,NA,NA,NA,NA,NA
"SLC22A8","SLC22A8",NA,NA,NA,NA,NA,NA
"SLC22A9","SLC22A9",NA,NA,NA,NA,NA,NA
"SLC23A1","SLC23A1",NA,NA,NA,NA,NA,NA
"SLC23A2","SLC23A2",NA,NA,NA,NA,NA,NA
"SLC23A3","SLC23A3",NA,NA,NA,NA,NA,NA
"SLC24A1","SLC24A1",NA,NA,0.266262932574012,0.00527527900650605,NA,NA
"SLC24A2","SLC24A2",NA,NA,NA,NA,NA,NA
"SLC24A3","SLC24A3",-1.26314316886291,0.000607945384708777,-1.00688193030215,0.00621935465364211,NA,NA
"SLC24A4","SLC24A4",NA,NA,NA,NA,NA,NA
"SLC24A5","SLC24A5",NA,NA,NA,NA,NA,NA
"SLC25A1","SLC25A1",NA,NA,NA,NA,NA,NA
"SLC25A10","SLC25A10",NA,NA,NA,NA,NA,NA
"SLC25A11","SLC25A11",NA,NA,NA,NA,NA,NA
"SLC25A12","SLC25A12",NA,NA,NA,NA,NA,NA
"SLC25A13","SLC25A13",NA,NA,NA,NA,NA,NA
"SLC25A14","SLC25A14",-0.19527114553372,0.0179403037987186,-0.176713560218981,0.029002602548989,NA,NA
"SLC25A15","SLC25A15",NA,NA,NA,NA,NA,NA
"SLC25A16","SLC25A16",NA,NA,NA,NA,NA,NA
"SLC25A17","SLC25A17",NA,NA,NA,NA,NA,NA
"SLC25A18","SLC25A18",NA,NA,NA,NA,NA,NA
"SLC25A19","SLC25A19",0.22869467738357,0.0418729102851655,NA,NA,-0.140589122228975,0.0956501172917622
"SLC25A2","SLC25A2",NA,NA,NA,NA,NA,NA
"SLC25A20","SLC25A20",NA,NA,0.379095056474203,0.00172930046910388,0.310042793952723,0.000201514419265432
"SLC25A21","SLC25A21",NA,NA,NA,NA,NA,NA
"SLC25A21-AS1","SLC25A21-AS1",NA,NA,NA,NA,NA,NA
"SLC25A22","SLC25A22",NA,NA,NA,NA,NA,NA
"SLC25A23","SLC25A23",NA,NA,NA,NA,NA,NA
"SLC25A24","SLC25A24",NA,NA,0.268864749161257,0.0254309868046917,NA,NA
"SLC25A25","SLC25A25",NA,NA,NA,NA,NA,NA
"SLC25A26","SLC25A26",NA,NA,NA,NA,NA,NA
"SLC25A27","SLC25A27",NA,NA,NA,NA,NA,NA
"SLC25A28","SLC25A28",-0.186310283095352,0.0118038641924623,-0.196222533791882,0.00551162561241807,NA,NA
"SLC25A29","SLC25A29",NA,NA,NA,NA,NA,NA
"SLC25A3","SLC25A3",-0.186537095574318,0.00296330106281543,-0.152374933747337,0.0150677876564629,NA,NA
"SLC25A30","SLC25A30",NA,NA,NA,NA,NA,NA
"SLC25A30-AS1","SLC25A30-AS1",NA,NA,NA,NA,NA,NA
"SLC25A31","SLC25A31",NA,NA,NA,NA,NA,NA
"SLC25A32","SLC25A32",NA,NA,NA,NA,NA,NA
"SLC25A33","SLC25A33",-0.4653045243063,0.00102471012134609,-0.521717339835721,0.000102805543543143,NA,NA
"SLC25A34","SLC25A34",NA,NA,-0.286261516144108,0.0253498295774615,NA,NA
"SLC25A34-AS1","SLC25A34-AS1",NA,NA,NA,NA,NA,NA
"SLC25A35","SLC25A35",NA,NA,NA,NA,NA,NA
"SLC25A36","SLC25A36",NA,NA,NA,NA,NA,NA
"SLC25A37","SLC25A37",NA,NA,NA,NA,NA,NA
"SLC25A38","SLC25A38",NA,NA,NA,NA,NA,NA
"SLC25A39","SLC25A39",NA,NA,NA,NA,NA,NA
"SLC25A3P1","SLC25A3P1",NA,NA,NA,NA,NA,NA
"SLC25A4","SLC25A4",NA,NA,NA,NA,NA,NA
"SLC25A40","SLC25A40",NA,NA,NA,NA,NA,NA
"SLC25A41","SLC25A41",NA,NA,NA,NA,NA,NA
"SLC25A42","SLC25A42",NA,NA,NA,NA,NA,NA
"SLC25A43","SLC25A43",NA,NA,0.196862209666999,0.0431745866157939,NA,NA
"SLC25A44","SLC25A44",NA,NA,NA,NA,NA,NA
"SLC25A45","SLC25A45",NA,NA,NA,NA,NA,NA
"SLC25A46","SLC25A46",NA,NA,NA,NA,NA,NA
"SLC25A47","SLC25A47",NA,NA,NA,NA,NA,NA
"SLC25A48","SLC25A48",NA,NA,NA,NA,NA,NA
"SLC25A48-AS1","SLC25A48-AS1",NA,NA,NA,NA,NA,NA
"SLC25A5","SLC25A5",NA,NA,NA,NA,NA,NA
"SLC25A5-AS1","SLC25A5-AS1",NA,NA,NA,NA,NA,NA
"SLC25A51","SLC25A51",NA,NA,NA,NA,NA,NA
"SLC25A51P4","SLC25A51P4",NA,NA,NA,NA,NA,NA
"SLC25A52","SLC25A52",NA,NA,NA,NA,NA,NA
"SLC25A53","SLC25A53",0.253496964215267,0.0810590841393395,0.314379003878243,0.0180913575242612,NA,NA
"SLC25A6","SLC25A6",NA,NA,NA,NA,NA,NA
"SLC26A1","SLC26A1",NA,NA,NA,NA,NA,NA
"SLC26A10","SLC26A10",NA,NA,NA,NA,NA,NA
"SLC26A11","SLC26A11",NA,NA,NA,NA,NA,NA
"SLC26A2","SLC26A2",NA,NA,NA,NA,NA,NA
"SLC26A3","SLC26A3",NA,NA,NA,NA,NA,NA
"SLC26A4","SLC26A4",NA,NA,NA,NA,NA,NA
"SLC26A5","SLC26A5",NA,NA,NA,NA,NA,NA
"SLC26A6","SLC26A6",NA,NA,NA,NA,NA,NA
"SLC26A7","SLC26A7",NA,NA,NA,NA,NA,NA
"SLC26A8","SLC26A8",NA,NA,NA,NA,NA,NA
"SLC26A9","SLC26A9",NA,NA,NA,NA,NA,NA
"SLC27A1","SLC27A1",NA,NA,NA,NA,NA,NA
"SLC27A2","SLC27A2",NA,NA,0.468986182910034,0.0980766855798859,NA,NA
"SLC27A3","SLC27A3",NA,NA,NA,NA,NA,NA
"SLC27A4","SLC27A4",0.226656317616964,0.0170141037732187,NA,NA,NA,NA
"SLC27A5","SLC27A5",NA,NA,NA,NA,NA,NA
"SLC27A6","SLC27A6",NA,NA,NA,NA,NA,NA
"SLC28A1","SLC28A1",NA,NA,NA,NA,NA,NA
"SLC28A2","SLC28A2",NA,NA,NA,NA,NA,NA
"SLC28A3","SLC28A3",NA,NA,NA,NA,NA,NA
"SLC29A1","SLC29A1",NA,NA,NA,NA,NA,NA
"SLC29A2","SLC29A2",NA,NA,-0.372635668345095,0.021294016253906,NA,NA
"SLC29A3","SLC29A3",NA,NA,NA,NA,NA,NA
"SLC29A4","SLC29A4",NA,NA,NA,NA,NA,NA
"SLC2A1","SLC2A1",NA,NA,NA,NA,NA,NA
"SLC2A1-AS1","SLC2A1-AS1",NA,NA,NA,NA,NA,NA
"SLC2A10","SLC2A10",-0.976795521327816,0.0736597606051416,NA,NA,NA,NA
"SLC2A11","SLC2A11",NA,NA,-0.259131144155647,0.0377212364392248,NA,NA
"SLC2A12","SLC2A12",NA,NA,NA,NA,NA,NA
"SLC2A13","SLC2A13",NA,NA,0.288771353567701,0.0288567729225708,0.215688063428827,0.0244355121838119
"SLC2A14","SLC2A14",NA,NA,NA,NA,NA,NA
"SLC2A2","SLC2A2",NA,NA,NA,NA,NA,NA
"SLC2A3","SLC2A3",-0.574930245523208,0.0797313097242001,NA,NA,NA,NA
"SLC2A4","SLC2A4",NA,NA,NA,NA,NA,NA
"SLC2A4RG","SLC2A4RG",NA,NA,NA,NA,NA,NA
"SLC2A5","SLC2A5",NA,NA,-0.514641664656566,0.0243624608507403,-0.309244710034159,0.0860048451493425
"SLC2A6","SLC2A6",NA,NA,NA,NA,NA,NA
"SLC2A7","SLC2A7",NA,NA,NA,NA,NA,NA
"SLC2A8","SLC2A8",NA,NA,0.256094534398429,0.0651904967685091,NA,NA
"SLC2A9","SLC2A9",NA,NA,NA,NA,NA,NA
"SLC30A1","SLC30A1",NA,NA,NA,NA,NA,NA
"SLC30A10","SLC30A10",NA,NA,NA,NA,NA,NA
"SLC30A2","SLC30A2",NA,NA,NA,NA,NA,NA
"SLC30A3","SLC30A3",NA,NA,NA,NA,NA,NA
"SLC30A4","SLC30A4",NA,NA,NA,NA,NA,NA
"SLC30A5","SLC30A5",NA,NA,NA,NA,NA,NA
"SLC30A6","SLC30A6",NA,NA,NA,NA,NA,NA
"SLC30A7","SLC30A7",NA,NA,NA,NA,NA,NA
"SLC30A8","SLC30A8",NA,NA,NA,NA,NA,NA
"SLC30A9","SLC30A9",NA,NA,NA,NA,NA,NA
"SLC31A1","SLC31A1",NA,NA,NA,NA,NA,NA
"SLC31A2","SLC31A2",NA,NA,NA,NA,NA,NA
"SLC32A1","SLC32A1",NA,NA,NA,NA,NA,NA
"SLC33A1","SLC33A1",NA,NA,NA,NA,NA,NA
"SLC34A1","SLC34A1",NA,NA,0.702678223595669,0.0988474181145493,NA,NA
"SLC34A2","SLC34A2",NA,NA,NA,NA,NA,NA
"SLC34A3","SLC34A3",NA,NA,NA,NA,NA,NA
"SLC35A1","SLC35A1",NA,NA,NA,NA,NA,NA
"SLC35A2","SLC35A2",NA,NA,NA,NA,NA,NA
"SLC35A3","SLC35A3",NA,NA,NA,NA,NA,NA
"SLC35A4","SLC35A4",0.18701114811358,0.052481754274607,NA,NA,NA,NA
"SLC35A5","SLC35A5",NA,NA,NA,NA,NA,NA
"SLC35B1","SLC35B1",NA,NA,NA,NA,NA,NA
"SLC35B2","SLC35B2",NA,NA,NA,NA,NA,NA
"SLC35B3","SLC35B3",NA,NA,NA,NA,NA,NA
"SLC35B4","SLC35B4",NA,NA,NA,NA,NA,NA
"SLC35C1","SLC35C1",0.192146290460316,0.0873776937039308,NA,NA,NA,NA
"SLC35C2","SLC35C2",NA,NA,NA,NA,-0.0931727552503397,0.0657509689509924
"SLC35D1","SLC35D1",NA,NA,NA,NA,NA,NA
"SLC35D2","SLC35D2",NA,NA,NA,NA,NA,NA
"SLC35D3","SLC35D3",NA,NA,NA,NA,NA,NA
"SLC35E1","SLC35E1",NA,NA,NA,NA,NA,NA
"SLC35E2A","SLC35E2A",NA,NA,NA,NA,NA,NA
"SLC35E2B","SLC35E2B",NA,NA,NA,NA,NA,NA
"SLC35E3","SLC35E3",NA,NA,NA,NA,NA,NA
"SLC35E4","SLC35E4",NA,NA,NA,NA,NA,NA
"SLC35F1","SLC35F1",NA,NA,NA,NA,NA,NA
"SLC35F2","SLC35F2",0.254979224692044,0.0193335475438466,0.193795750862024,0.081339090898487,NA,NA
"SLC35F3","SLC35F3",NA,NA,NA,NA,NA,NA
"SLC35F4","SLC35F4",NA,NA,NA,NA,NA,NA
"SLC35F5","SLC35F5",NA,NA,NA,NA,NA,NA
"SLC35F6","SLC35F6",NA,NA,NA,NA,NA,NA
