"","marker","slice"
"1278","RAB27B",17
"1279","NT5C1A",17
"1280","DNAJB6",17
"1281","MAP2K1",17
"1282","GGACT",17
"1283","VASP",17
"1284","STAT5B",17
"1285","MSRA",17
"1286","VTA1",17
"1287","DIABLO",17
"1288","MTSS1",17
"1289","SRP14",17
"1290","MGLL",17
"1291","HSPA1A",17
"1292","CMC1",17
"1293","OTUD7B",17
"1294","ACADSB",17
"1295","VPS37A",17
"1296","HBEGF",17
"1297","NAGK",17
"1298","SHMT1",17
"1299","UBE2L6",17
"1300","TXN",17
"1301","PPP1R12A",17
"1302","YES1",17
"1303","PDCD5",17
"1304","PPIB",17
"1305","LACTB2",17
"1306","HCLS1",17
"1307","STAMBP",17
"1308","ALDH1A1",17
"1309","GRHPR",17
"1310","DNAJB14",17
"1311","MAP4K5",17
"1312","CIAPIN1",17
"1313","SIRT2",17
"1314","CLEC1B",17
"1315","DBNL",17
"1316","IPCEF1",17
"1317","IL7",17
"1318","TBCB",17
"1319","DRG2",17
"1320","KIFBP",17
"1321","TRIAP1",17
"1322","EEF1D",17
"1323","DAAM1",17
"1324","CRKL",17
"1325","DOK2",17
"1326","Condition",17
"1327","DTYMK",18
"1328","EBAG9",18
"1329","SPART",18
"1330","SCRN1",18
"1331","CD69",18
"1332","ABHD14B",18
"1333","FAM13A",18
"1334","DXO",18
"1335","EHBP1",18
"1336","MINK1",18
"1337","DRG2",18
"1338","OTUD7B",18
"1339","DNAJB6",18
"1340","MTSS1",18
"1341","CMC1",18
"1342","RBPMS2",18
"1343","YARS1",18
"1344","COMMD1",18
"1345","FKBP5",18
"1346","FXN",18
"1347","ENO2",18
"1348","GPI",18
"1349","PLPBP",18
"1350","SKAP2",18
"1351","MAVS",18
"1352","JPT2",18
"1353","LZTFL1",18
"1354","RILPL2",18
"1355","DIABLO",18
"1356","SHMT1",18
"1357","NDUFB7",18
"1358","PCYT2",18
"1359","DBI",18
"1360","HSPA1A",18
"1361","MAPK9",18
"1362","STAMBP",18
"1363","ARF6",18
"1364","RBKS",18
"1365","BCL2L1",18
"1366","METAP2",18
"1367","PEBP1",18
"1368","HTRA2",18
"1369","MGMT",18
"1370","GPD1",18
"1371","ACY1",18
"1372","GRHPR",18
"1373","ITGB1BP2",18
"1374","LBR",18
"1375","CLIP2",18
"1376","PPIB",18
"1377","METAP1D",18
"1378","USP8",18
"1379","CDC26",18
"1380","EIF4G1",18
"1381","IL7",18
"1382","EIF4E",18
"1383","NARS1",18
"1384","SERPINE2",18
"1385","SULT1A1",18
"1386","CDKN1A",18
"1387","PPP1R12A",18
"1388","MSRA",18
"1389","SCLY",18
"1390","MAP2K1",18
"1391","ERBIN",18
"1392","MYDGF",18
"1393","CLEC1B",18
"1394","LATS1",18
"1395","FKBP4",18
"1396","IPCEF1",18
"1397","CRYBB1",18
"1398","DNAJA2",18
"1399","HBEGF",18
"1400","CIAPIN1",18
"1401","HARS1",18
"1402","Condition",18
"1403","PCYT2",19
"1404","SERPINE1",19
"1405","PTPN6",19
"1406","CACYBP",19
"1407","CDC37",19
"1408","YES1",19
"1409","F11R",19
"1410","NT5C1A",19
"1411","IST1",19
"1412","SCAMP3",19
"1413","PTS",19
"1414","GOPC",19
"1415","HNRNPK",19
"1416","RHOC",19
"1417","PLXNA4",19
"1418","SIRT2",19
"1419","UBE2L6",19
"1420","CORO1A",19
"1421","MAPK9",19
"1422","SLC9A3R1",19
"1423","MSRA",19
"1424","CIAPIN1",19
"1425","STX4",19
"1426","GZMH",19
"1427","FKBP14",19
"1428","GP5",19
"1429","DNAJB14",19
"1430","VASP",19
"1431","ERP29",19
"1432","KYNU",19
"1433","VPS37A",19
"1434","MESD",19
"1435","CDKN1A",19
"1436","LBR",19
"1437","CD40",19
"1438","RAB27B",19
"1439","NUDC",19
"1440","GLOD4",19
"1441","DOK2",19
"1442","ACOT13",19
"1443","SHMT1",19
"1444","RWDD1",19
"1445","METAP1D",19
"1446","COMMD1",19
"1447","PARK7",19
"1448","TBCA",19
"1449","DTYMK",19
"1450","OTUD7B",19
"1451","PRKG1",19
"1452","RAB11FIP3",19
"1453","GGACT",19
"1454","PRDX5",19
"1455","MINK1",19
"1456","PEBP1",19
"1457","STIP1",19
"1458","USO1",19
"1459","CETN3",19
"1460","EIF4E",19
"1461","DBNL",19
"1462","GMPR2",19
"1463","INPPL1",19
"1464","SNX9",19
"1465","TRIAP1",19
"1466","BCL2L1",19
"1467","PRKAR1A",19
"1468","AP3B1",19
"1469","PPME1",19
"1470","KIFBP",19
"1471","EIF4G1",19
"1472","TXN",19
"1473","KYAT1",19
"1474","SH2D1A",19
"1475","IL7",19
"1476","MYDGF",19
"1477","GADD45GIP1",19
"1478","YARS1",19
"1479","COX5B",19
"1480","USP8",19
"1481","SUOX",19
"1482","GGCT",19
"1483","Condition",19
"1484","BRAP",20
"1485","CDC37",20
"1486","USP8",20
"1487","HTRA2",20
"1488","SPART",20
"1489","PARK7",20
"1490","DCTN2",20
"1491","ALDH1A1",20
"1492","DCTN1",20
"1493","F11R",20
"1494","CRKL",20
"1495","TMED8",20
"1496","NEXN",20
"1497","PTS",20
"1498","NIT2",20
"1499","LBR",20
"1500","DNAJB14",20
"1501","MAP4K5",20
"1502","MTSS1",20
"1503","METAP2",20
"1504","HHEX",20
"1505","VAV3",20
"1506","ABL1",20
"1507","PDLIM5",20
"1508","MGMT",20
"1509","SRP14",20
"1510","GPI",20
"1511","CDKN2D",20
"1512","KIFBP",20
"1513","SERPINB1",20
"1514","RAB11FIP3",20
"1515","PTRHD1",20
"1516","IST1",20
"1517","HPSE",20
"1518","CASP8",20
"1519","CD40",20
"1520","MPIG6B",20
"1521","EIF4E",20
"1522","VASP",20
"1523","DTYMK",20
"1524","NSFL1C",20
"1525","DBNL",20
"1526","PDLIM7",20
"1527","TJAP1",20
"1528","DRG2",20
"1529","SUOX",20
"1530","EIF4G1",20
"1531","SCAMP3",20
"1532","PLPBP",20
"1533","YES1",20
"1534","ACADSB",20
"1535","FABP5",20
"1536","MAVS",20
"1537","SLC9A3R1",20
"1538","CETN3",20
"1539","DAG1",20
"1540","L3HYPDH",20
"1541","CMC1",20
"1542","DOK2",20
"1543","CCS",20
"1544","SIRT2",20
"1545","NARS1",20
"1546","CDC26",20
"1547","NUB1",20
"1548","DAAM1",20
"1549","CRYBB1",20
"1550","RWDD1",20
"1551","SKAP2",20
"1552","MSRA",20
"1553","EBAG9",20
"1554","PPP1R12A",20
"1555","GADD45GIP1",20
"1556","AP3B1",20
"1557","SRC",20
"1558","TRIAP1",20
"1559","FKBP5",20
"1560","SCRN1",20
"1561","VTA1",20
"1562","KYAT1",20
"1563","Condition",20
"1564","CD69",21
"1565","MAP2K1",21
"1566","EIF2AK2",21
"1567","PTRHD1",21
"1568","CDC42BPB",21
"1569","IL7",21
"1570","DAG1",21
"1571","SUOX",21
"1572","SNAP29",21
"1573","GPD1",21
"1574","STX4",21
"1575","DAB2",21
"1576","CDKN1A",21
"1577","UBXN1",21
"1578","CLEC1B",21
"1579","AXIN1",21
"1580","PDLIM5",21
"1581","DCTN2",21
"1582","KIFBP",21
"1583","NIT1",21
"1584","MAVS",21
"1585","PPP1R12A",21
"1586","STIP1",21
"1587","CETN3",21
"1588","YES1",21
"1589","BRAP",21
"1590","AK1",21
"1591","FKBP5",21
"1592","SNAP23",21
"1593","CRYBB1",21
"1594","TBCA",21
"1595","MGMT",21
"1596","LZTFL1",21
"1597","GLOD4",21
"1598","DIABLO",21
"1599","MARS1",21
"1600","MAP4K5",21
"1601","FKBP14",21
"1602","PDLIM7",21
"1603","APRT",21
"1604","RAB11FIP3",21
"1605","MAPK9",21
"1606","IPCEF1",21
"1607","OTUD7B",21
"1608","ABL1",21
"1609","LATS1",21
"1610","SNX9",21
"1611","PRKG1",21
"1612","PSTPIP2",21
"1613","FKBP4",21
"1614","ENO2",21
"1615","ERP29",21
"1616","MESD",21
"1617","NIT2",21
"1618","PPP1R9B",21
"1619","CDC37",21
"1620","FAM13A",21
"1621","PARK7",21
"1622","FABP5",21
"1623","STK4",21
"1624","FADD",21
"1625","MANF",21
"1626","CASP8",21
"1627","GZMH",21
"1628","PDCD5",21
"1629","GGACT",21
"1630","F11R",21
"1631","IMPACT",21
"1632","SLC9A3R1",21
"1633","EBAG9",21
"1634","PPIB",21
"1635","CDC26",21
"1636","DTD1",21
"1637","METAP1D",21
"1638","ARF6",21
"1639","GOPC",21
"1640","GADD45GIP1",21
"1641","VTI1A",21
"1642","HBEGF",21
"1643","CIRBP",21
"1644","RBKS",21
"1645","SCAMP3",21
"1646","SNX15",21
"1647","Condition",21
"1648","HSBP1",22
"1649","STAMBP",22
"1650","DOK2",22
"1651","IMPACT",22
"1652","GGCT",22
"1653","GPI",22
"1654","CD69",22
"1655","NSFL1C",22
"1656","RBPMS2",22
"1657","IL7",22
"1658","NAGK",22
"1659","VTA1",22
"1660","RILP",22
"1661","TWF2",22
"1662","TOMM20",22
"1663","CIRBP",22
"1664","SHMT1",22
"1665","TXN",22
"1666","SUOX",22
"1667","TACC3",22
"1668","IRAK4",22
"1669","GRAP2",22
"1670","GMPR2",22
"1671","CASP3",22
"1672","MAP2K1",22
"1673","F11R",22
"1674","TRIAP1",22
"1675","NEXN",22
"1676","DAB2",22
"1677","PTRHD1",22
"1678","PPME1",22
"1679","MPIG6B",22
"1680","CRYBB1",22
"1681","SERPINE1",22
"1682","VASH1",22
"1683","PPIB",22
"1684","GZMH",22
"1685","YES1",22
"1686","SULT1A1",22
"1687","KYAT1",22
"1688","AXIN1",22
"1689","NIT1",22
"1690","YARS1",22
"1691","TBCB",22
"1692","USP8",22
"1693","PTS",22
"1694","SPART",22
"1695","ENO2",22
"1696","MGLL",22
"1697","LATS1",22
"1698","ENO1",22
"1699","IST1",22
"1700","EEF1D",22
"1701","DTYMK",22
"1702","CORO1A",22
"1703","CDC37",22
"1704","CDC42BPB",22
"1705","SCAMP3",22
"1706","DNAJB14",22
"1707","ERBIN",22
"1708","MYDGF",22
"1709","SRP14",22
"1710","DECR1",22
"1711","CD40",22
"1712","NT5C3A",22
"1713","TDRKH",22
"1714","SERPINE2",22
"1715","ERP29",22
"1716","TYMP",22
"1717","UBE2L6",22
"1718","KIFBP",22
"1719","DNAJB6",22
"1720","TMED8",22
"1721","FAM13A",22
"1722","MTDH",22
"1723","PDLIM5",22
"1724","MDH1",22
"1725","MAVS",22
"1726","GRHPR",22
"1727","DAG1",22
"1728","MAP4K5",22
"1729","CMC1",22
"1730","PDCD5",22
"1731","METAP2",22
"1732","LBR",22
"1733","GCC1",22
"1734","BCL2L1",22
"1735","NUDT5",22
"1736","CLIP2",22
"1737","Condition",22
"1738","CD40",23
"1739","SCRN1",23
"1740","EIF4G1",23
"1741","NEXN",23
"1742","TBCA",23
"1743","YES1",23
"1744","IST1",23
"1745","TMED8",23
"1746","CIRBP",23
"1747","TBCB",23
"1748","STK4",23
"1749","STAT5B",23
"1750","NARS1",23
"1751","RBKS",23
"1752","TYMP",23
"1753","DRG2",23
"1754","PRKAR2A",23
"1755","PPME1",23
"1756","USP8",23
"1757","FADD",23
"1758","DAB2",23
"1759","SNX9",23
"1760","ATOX1",23
"1761","ABL1",23
"1762","SLC9A3R1",23
"1763","TXN",23
"1764","STAMBP",23
"1765","MAP4K5",23
"1766","ERP29",23
"1767","MAP2K1",23
"1768","NUB1",23
"1769","HHEX",23
"1770","HBEGF",23
"1771","ACADSB",23
"1772","SNAP29",23
"1773","TRIAP1",23
"1774","FKBP5",23
"1775","CACYBP",23
"1776","MSRA",23
"1777","L3HYPDH",23
"1778","NUDC",23
"1779","DECR1",23
"1780","IL7",23
"1781","GLRX5",23
"1782","GZMH",23
"1783","RILP",23
"1784","EEF1D",23
"1785","MARS1",23
"1786","SYAP1",23
"1787","OTUD6B",23
"1788","DAG1",23
"1789","CD69",23
"1790","RAB27B",23
"1791","BRAP",23
"1792","SCAMP3",23
"1793","SKAP2",23
"1794","CDKN1A",23
"1795","CRKL",23
"1796","SERPINE2",23
"1797","HSPA1A",23
"1798","ERBIN",23
"1799","FXN",23
"1800","RBPMS2",23
"1801","OTUD7B",23
"1802","MINK1",23
"1803","PSTPIP2",23
"1804","FABP5",23
"1805","CIAPIN1",23
"1806","YARS1",23
"1807","LZTFL1",23
"1808","IPCEF1",23
"1809","DBNL",23
"1810","SHMT1",23
"1811","DOK2",23
"1812","CLIP2",23
"1813","Condition",23
"1814","SH2D1A",24
"1815","PTS",24
"1816","MAVS",24
"1817","CDC42BPB",24
"1818","IMPACT",24
"1819","SRC",24
"1820","CACYBP",24
"1821","SNX9",24
"1822","UBXN1",24
"1823","NUDT16",24
"1824","TBCA",24
"1825","PLPBP",24
"1826","YARS1",24
"1827","ABHD14B",24
"1828","AP3B1",24
"1829","MPI",24
"1830","CLEC1B",24
"1831","RILPL2",24
"1832","NIT2",24
"1833","LZTFL1",24
"1834","HHEX",24
"1835","PCYT2",24
"1836","DIABLO",24
"1837","MYDGF",24
"1838","AXIN1",24
"1839","PARK7",24
"1840","CD69",24
"1841","FKBP14",24
"1842","OTUD7B",24
"1843","GMPR2",24
"1844","STIP1",24
"1845","CD40",24
"1846","PPP1R9B",24
"1847","PPP1R12A",24
"1848","EIF4G1",24
"1849","SERPINE1",24
"1850","FAM13A",24
"1851","MARS1",24
"1852","LATS1",24
"1853","MAPK9",24
"1854","NAGK",24
"1855","MAP4K5",24
"1856","NUDC",24
"1857","STAMBP",24
"1858","MGLL",24
"1859","DAG1",24
"1860","PRDX5",24
"1861","GZMH",24
"1862","TBCB",24
"1863","FKBP4",24
"1864","GPD1",24
"1865","VASH1",24
"1866","TXLNA",24
"1867","L3HYPDH",24
"1868","SIRT2",24
"1869","CDKN2D",24
"1870","ITGB1BP2",24
"1871","DTYMK",24
"1872","USO1",24
"1873","FYB1",24
"1874","SLC9A3R1",24
"1875","SULT1A1",24
"1876","LACTB2",24
"1877","FKBP5",24
"1878","GPI",24
"1879","CETN3",24
"1880","DECR1",24
"1881","PPME1",24
"1882","LBR",24
"1883","PPIB",24
"1884","TWF2",24
"1885","Condition",24
"1886","PCYT2",25
"1887","DOK2",25
"1888","CDC37",25
"1889","IRAK4",25
"1890","SYAP1",25
"1891","MAVS",25
"1892","SNX9",25
"1893","TYMP",25
"1894","TBCB",25
"1895","MINK1",25
"1896","MPI",25
"1897","TXN",25
"1898","ITGB1BP2",25
"1899","NIT2",25
"1900","OTUD7B",25
"1901","GPI",25
"1902","HARS1",25
"1903","NUB1",25
"1904","FYB1",25
"1905","DNAJB14",25
"1906","CIAPIN1",25
"1907","AK1",25
"1908","CORO1A",25
"1909","PPME1",25
"1910","DAAM1",25
"1911","EBAG9",25
"1912","BRAP",25
"1913","DNAJA2",25
"1914","MAP2K1",25
"1915","EHBP1",25
"1916","CLEC1B",25
"1917","NIT1",25
"1918","EIF4G1",25
"1919","SAMD9L",25
"1920","CDC26",25
"1921","YARS1",25
"1922","DECR1",25
"1923","LACTB2",25
"1924","HPSE",25
"1925","STAMBP",25
"1926","AP3B1",25
"1927","KYAT1",25
"1928","CIRBP",25
"1929","UBE2L6",25
"1930","MESD",25
"1931","YES1",25
"1932","ALDH1A1",25
"1933","UBXN1",25
"1934","NAGK",25
"1935","GADD45GIP1",25
"1936","VAV3",25
"1937","NT5C1A",25
"1938","KIFBP",25
"1939","CRYBB1",25
"1940","SNAP29",25
"1941","RILP",25
"1942","MGMT",25
"1943","JPT2",25
"1944","ATOX1",25
"1945","USP8",25
"1946","SRP14",25
"1947","FXN",25
"1948","RILPL2",25
"1949","PDLIM5",25
"1950","DTYMK",25
"1951","GLOD4",25
"1952","PPP1R9B",25
"1953","HCLS1",25
"1954","VASH1",25
"1955","OTUD6B",25
"1956","SLC9A3R1",25
"1957","HBEGF",25
"1958","ENO2",25
"1959","FABP5",25
"1960","NUDC",25
"1961","ARF6",25
"1962","DAG1",25
"1963","Condition",25
"1964","IST1",26
"1965","PCYT2",26
"1966","MINK1",26
"1967","MGLL",26
"1968","SERPINE2",26
"1969","APRT",26
"1970","ENO1",26
"1971","DBNL",26
"1972","EIF4G1",26
"1973","GCC1",26
"1974","CDKN1A",26
"1975","MGMT",26
"1976","DAB2",26
"1977","SERPINB1",26
"1978","COMMD1",26
"1979","ARF6",26
"1980","ABL1",26
"1981","PEBP1",26
"1982","FADD",26
"1983","ARHGEF12",26
"1984","TAB2",26
"1985","PDLIM7",26
"1986","CASP8",26
"1987","GPI",26
"1988","L3HYPDH",26
"1989","MAP2K1",26
"1990","FKBP5",26
"1991","PSTPIP2",26
"1992","SHMT1",26
"1993","DECR1",26
"1994","HARS1",26
"1995","SCLY",26
"1996","CC2D1A",26
"1997","GLOD4",26
"1998","EEF1D",26
"1999","DBI",26
"2000","RBPMS2",26
"2001","CETN3",26
"2002","KYAT1",26
"2003","MARS1",26
"2004","NUB1",26
"2005","ERP29",26
"2006","SNAP29",26
"2007","PTRHD1",26
"2008","GRHPR",26
"2009","DIABLO",26
"2010","PPP1R9B",26
"2011","TACC3",26
"2012","ERBIN",26
"2013","NDUFB7",26
"2014","KYNU",26
"2015","NEXN",26
"2016","JPT2",26
"2017","GGCT",26
"2018","OTUD7B",26
"2019","SIRT2",26
"2020","DAAM1",26
"2021","GMPR2",26
"2022","HNRNPK",26
"2023","SH2D1A",26
"2024","CLIP2",26
"2025","MAP4K5",26
"2026","MPI",26
"2027","MESD",26
"2028","CORO1A",26
"2029","TTR",26
"2030","CRYBB1",26
"2031","VTA1",26
"2032","HSPA1A",26
"2033","CACYBP",26
"2034","CIAPIN1",26
"2035","PRKAR2A",26
"2036","DCTN2",26
"2037","SKAP2",26
"2038","CDC37",26
"2039","CD40",26
"2040","NT5C1A",26
"2041","COX5B",26
"2042","NSFL1C",26
"2043","AP3B1",26
"2044","RBKS",26
"2045","NARS1",26
"2046","DRG2",26
"2047","Condition",26
"2048","SRC",27
"2049","TJAP1",27
"2050","YWHAQ",27
"2051","YARS1",27
"2052","IPCEF1",27
"2053","AXIN1",27
"2054","EEF1D",27
"2055","MTSS1",27
"2056","PPP1R12A",27
"2057","GZMH",27
"2058","STAT5B",27
"2059","SERPINE1",27
"2060","ACADSB",27
"2061","OTUD7B",27
"2062","CLIP2",27
"2063","SYAP1",27
"2064","HHEX",27
"2065","NT5C1A",27
"2066","GGT1",27
"2067","DRG2",27
"2068","IRAK4",27
"2069","VPS37A",27
"2070","FKBP5",27
"2071","KIFBP",27
"2072","TDRKH",27
"2073","GMPR2",27
"2074","IST1",27
"2075","NUDT16",27
"2076","EHBP1",27
"2077","UBXN1",27
"2078","CDC37",27
"2079","UBE2L6",27
"2080","PMVK",27
"2081","MTDH",27
"2082","CASP3",27
"2083","PDCD5",27
"2084","SULT1A1",27
"2085","MECR",27
"2086","MINK1",27
"2087","USP8",27
"2088","PRDX5",27
"2089","DNAJB6",27
"2090","FKBP4",27
"2091","MVK",27
"2092","GRHPR",27
"2093","CC2D1A",27
"2094","VTI1A",27
"2095","RBKS",27
"2096","CCS",27
"2097","ENO2",27
"2098","BRAP",27
"2099","CRKL",27
"2100","TOMM20",27
"2101","EBAG9",27
"2102","ACY1",27
"2103","DTYMK",27
"2104","PPP1R9B",27
"2105","ERP29",27
"2106","MARS1",27
"2107","GRAP2",27
"2108","HNRNPK",27
"2109","TACC3",27
"2110","RAB11FIP3",27
"2111","GOT1",27
"2112","F11R",27
"2113","MAP2K1",27
"2114","PSTPIP2",27
"2115","CRYBB1",27
"2116","EIF2AK2",27
"2117","SPART",27
"2118","SRP14",27
"2119","CIRBP",27
"2120","SNAP23",27
"2121","FABP5",27
"2122","UPB1",27
"2123","DNAJB14",27
"2124","TARBP2",27
"2125","OTUD6B",27
"2126","SNX9",27
"2127","DAB2",27
"2128","SLC9A3R1",27
"2129","Condition",27
"2130","ACADSB",28
"2131","NT5C",28
"2132","EIF4E",28
"2133","SKAP2",28
"2134","CD69",28
"2135","SORD",28
"2136","CDKN2D",28
"2137","AP3B1",28
"2138","JPT2",28
"2139","DTD1",28
"2140","ARF6",28
"2141","STAMBP",28
"2142","PPP1R12A",28
"2143","PRKAR1A",28
"2144","BCL2L1",28
"2145","FAM13A",28
"2146","ITGB1BP2",28
"2147","MTDH",28
"2148","PDCD5",28
"2149","PLPBP",28
"2150","PPP1R9B",28
"2151","FYB1",28
"2152","SNAP29",28
"2153","GGCT",28
"2154","VTI1A",28
"2155","EHBP1",28
"2156","SNX9",28
"2157","DCTN1",28
"2158","RGCC",28
"2159","LZTFL1",28
"2160","FABP5",28
"2161","EBAG9",28
"2162","EEF1D",28
"2163","HSPA1A",28
"2164","DNAJB6",28
"2165","NSFL1C",28
"2166","PARK7",28
"2167","HPSE",28
"2168","RWDD1",28
"2169","MPIG6B",28
"2170","BRAP",28
"2171","HTRA2",28
"2172","GMPR2",28
"2173","NIT2",28
"2174","PPME1",28
"2175","CMC1",28
"2176","FKBP4",28
"2177","SPART",28
"2178","DNAJB14",28
"2179","FADD",28
"2180","RBKS",28
"2181","PEBP1",28
"2182","ACY1",28
"2183","DAB2",28
"2184","UBXN1",28
"2185","TYMP",28
"2186","SH2D1A",28
"2187","CLEC1B",28
"2188","NFU1",28
"2189","VPS53",28
"2190","HNRNPK",28
"2191","AXIN1",28
"2192","VAV3",28
"2193","ERBIN",28
"2194","NUB1",28
"2195","MAP4K5",28
"2196","SNAP23",28
"2197","CDKN1A",28
"2198","SYAP1",28
"2199","DOK2",28
"2200","CORO1A",28
"2201","CLIP2",28
"2202","RILP",28
"2203","GADD45GIP1",28
"2204","DRG2",28
"2205","ACOT13",28
"2206","Condition",28
"2207","TXLNA",29
"2208","DBNL",29
"2209","ERP29",29
"2210","VTA1",29
"2211","CLEC1B",29
"2212","LACTB2",29
"2213","VAV3",29
"2214","FADD",29
"2215","RGCC",29
"2216","PARK7",29
"2217","COMMD1",29
"2218","NUDC",29
"2219","PPP1R12A",29
"2220","RWDD1",29
"2221","LBR",29
"2222","CDC26",29
"2223","TTR",29
"2224","RBKS",29
"2225","STAMBP",29
"2226","CRYBB1",29
"2227","IPCEF1",29
"2228","HTRA2",29
"2229","USO1",29
"2230","PPIB",29
"2231","GGCT",29
"2232","APRT",29
"2233","STX4",29
"2234","MAVS",29
"2235","CIAPIN1",29
"2236","CLIP2",29
"2237","DAG1",29
"2238","NUB1",29
"2239","DNAJB6",29
"2240","SRC",29
"2241","NARS1",29
"2242","EIF4E",29
"2243","TYMP",29
"2244","HCLS1",29
"2245","PDLIM5",29
"2246","ACADSB",29
"2247","GGACT",29
"2248","NIT1",29
"2249","GLOD4",29
"2250","DNAJA2",29
"2251","RILP",29
"2252","TWF2",29
"2253","NSFL1C",29
"2254","NUDT16",29
"2255","MINK1",29
"2256","VTI1A",29
"2257","CACYBP",29
"2258","PPP1R9B",29
"2259","DXO",29
"2260","OTUD7B",29
"2261","NIT2",29
"2262","STIP1",29
"2263","CMC1",29
"2264","ACY1",29
"2265","LZTFL1",29
"2266","IST1",29
"2267","SNX9",29
"2268","MAP4K5",29
"2269","YES1",29
"2270","IL7",29
"2271","PRDX5",29
"2272","CD69",29
"2273","SYAP1",29
"2274","MTDH",29
"2275","USP8",29
"2276","CRKL",29
"2277","HHEX",29
"2278","CC2D1A",29
"2279","SNAP29",29
"2280","YARS1",29
"2281","F11R",29
"2282","RAB11FIP3",29
"2283","SCAMP3",29
"2284","Condition",29
"2285","DCTN1",30
"2286","CASP8",30
"2287","CLIP2",30
"2288","MTDH",30
"2289","SRC",30
"2290","OTUD7B",30
"2291","TRIAP1",30
"2292","AK1",30
"2293","NIT2",30
"2294","DBNL",30
"2295","FAM13A",30
"2296","USP8",30
"2297","IMPACT",30
"2298","RGCC",30
"2299","PLPBP",30
"2300","L3HYPDH",30
"2301","SAMD9L",30
"2302","GZMH",30
"2303","FYB1",30
"2304","PCYT2",30
"2305","GPD1",30
"2306","DCTN2",30
"2307","VPS37A",30
"2308","UBE2L6",30
"2309","HTRA2",30
"2310","FADD",30
"2311","CLEC1B",30
"2312","SHMT1",30
"2313","ATXN3",30
"2314","BCL2L1",30
"2315","CRYZL1",30
"2316","TTR",30
"2317","TXLNA",30
"2318","DAAM1",30
"2319","TBCB",30
"2320","CRYBB1",30
"2321","CETN3",30
"2322","SYAP1",30
"2323","MPIG6B",30
"2324","TJAP1",30
"2325","PRKAR2A",30
"2326","HHEX",30
"2327","DAG1",30
"2328","DRG2",30
"2329","NT5C",30
"2330","PDLIM7",30
"2331","SNAP29",30
"2332","JPT2",30
"2333","NARS1",30
"2334","DBI",30
"2335","NSFL1C",30
"2336","COMMD1",30
"2337","DXO",30
"2338","GPI",30
"2339","CASP3",30
"2340","TWF2",30
"2341","SOD1",30
"2342","TMED8",30
"2343","MAPK9",30
"2344","NUDC",30
"2345","NUDT16",30
"2346","SLC9A3R1",30
"2347","ATOX1",30
"2348","VASH1",30
"2349","UBXN1",30
"2350","LBR",30
"2351","DIABLO",30
"2352","PPME1",30
"2353","MSRA",30
"2354","ERBIN",30
"2355","DNAJA2",30
"2356","ERP29",30
"2357","PSTPIP2",30
"2358","PDLIM5",30
"2359","CIAPIN1",30
"2360","DNAJB6",30
"2361","CCS",30
"2362","GCC1",30
"2363","CMC1",30
"2364","HARS1",30
"2365","Condition",30
"2366","ENO1",31
"2367","USO1",31
"2368","CD40",31
"2369","ITGB1BP2",31
"2370","IMPACT",31
"2371","UBE2L6",31
"2372","SRP14",31
"2373","SNX15",31
"2374","RILP",31
"2375","DOK2",31
"2376","PTRHD1",31
"2377","CORO1A",31
"2378","VASP",31
"2379","STIP1",31
"2380","DNAJA2",31
"2381","ERBIN",31
"2382","GGCT",31
"2383","LATS1",31
"2384","CACYBP",31
"2385","SCLY",31
"2386","LBR",31
"2387","TXLNA",31
"2388","CD69",31
"2389","SNAP29",31
"2390","HSPA1A",31
"2391","IPCEF1",31
"2392","TXN",31
"2393","EIF4E",31
"2394","USP8",31
"2395","CRYBB1",31
"2396","BRAP",31
"2397","CLIP2",31
"2398","PTS",31
"2399","ABHD14B",31
"2400","LZTFL1",31
"2401","CRKL",31
"2402","TRIAP1",31
"2403","DECR1",31
"2404","OTUD6B",31
"2405","METAP2",31
"2406","RAB11FIP3",31
"2407","SLC9A3R1",31
"2408","AXIN1",31
"2409","CDC37",31
"2410","TDRKH",31
"2411","PPME1",31
"2412","IST1",31
"2413","STX4",31
"2414","DAAM1",31
"2415","NAGK",31
"2416","CIRBP",31
"2417","PDLIM7",31
"2418","YARS1",31
"2419","FKBP14",31
"2420","GMPR2",31
"2421","RBPMS2",31
"2422","GPD1",31
"2423","MAP4K5",31
"2424","TJAP1",31
"2425","MPIG6B",31
"2426","RWDD1",31
"2427","DAG1",31
"2428","DCTN2",31
"2429","DBI",31
"2430","LACTB2",31
"2431","TTR",31
"2432","NUDC",31
"2433","GLOD4",31
"2434","FAM13A",31
"2435","NARS1",31
"2436","METAP1D",31
"2437","NEXN",31
"2438","DNAJB14",31
"2439","IL7",31
"2440","Condition",31
"2441","LATS1",32
"2442","SPART",32
"2443","VPS37A",32
"2444","TRIAP1",32
"2445","STIP1",32
"2446","DRG2",32
"2447","PPP1R12A",32
"2448","SCAMP3",32
"2449","MAPK9",32
"2450","VASH1",32
"2451","METAP1D",32
"2452","CETN3",32
"2453","ITGB1BP2",32
"2454","IPCEF1",32
"2455","SERPINE1",32
"2456","KYNU",32
"2457","TJAP1",32
"2458","USP8",32
"2459","FKBP14",32
"2460","GLOD4",32
"2461","GMPR2",32
"2462","DCTN2",32
"2463","GCC1",32
"2464","HBEGF",32
"2465","SLC9A3R1",32
"2466","FKBP5",32
"2467","HSPA1A",32
"2468","FAM13A",32
"2469","GRHPR",32
"2470","ABHD14B",32
"2471","SCLY",32
