Abundance..F17..127C....5A	Abundance..F17..127N....5B	Abundance..F17..128C....2B	Abundance..F17..129C....2A	Abundance..F17..130C....1A	Abundance..F17..130N....4B	Abundance..F17..131N....1B	Abundance..F17..132C....4A	Abundance..F17..132N....6A	Abundance..F17..133C....3A	Abundance..F17..133N....6B	Abundance..F17..134N....3B
25.6510188137029	25.6048002606429	25.5876295707298	25.6653300695288	25.7540846385323	25.5122124463064	25.7371735512636	25.6230093178582	25.615618365853	25.7002973014471	25.6707915000834	25.6760511309332
25.8183831204584	25.8666201266993	25.9133406937642	25.8604970321468	25.7049225324326	25.8360080527065	25.7817462750274	25.7564936734679	25.6895161192437	25.7719507061573	25.7464629270027	25.7965105421179
25.2327479130633	25.2557077733128	25.1925169138246	25.1769570559768	25.2832216436938	25.1967126146809	25.257518950422	25.2486035949169	25.2675033814005	25.1692111717665	25.3006325580153	25.2362084667512
24.4656665862415	24.4999952434323	24.5332583991694	24.3320889508344	24.3844825060955	24.3919818306229	24.3600788116586	24.3727109202519	24.4361181642696	24.3300085100221	24.3535938714324	24.4067237878296
20.5265308775664	20.2095591489978	20.1631343003156	20.669276870508	20.7095309287581	20.4667984511222	20.3206214778886	20.776070858004	20.6290931108797	20.5809396998516	20.4701487055901	20.4903639371801
23.359563893619	23.3425709355506	23.3666226293093	23.2730562822111	23.1160706968173	23.3261030606252	23.1150794341427	23.283690329351	23.214372030837	22.9620443389401	23.1601703816884	23.024911016786
23.4434992985492	23.5671160138452	23.5321975682827	23.3569331030689	23.2444044094583	23.5295211714163	23.2858047319538	23.4321670938983	23.2733251528252	23.3006850351701	23.318640519783	23.4372885901511
23.2198585870778	23.2089432636341	23.0575109309154	23.2532177046853	23.3932049057554	23.7146675481098	23.2770415754586	23.7179479016083	23.3244098748872	23.8829620717331	23.3288883767411	23.3979334826572
22.895168175893	23.1830443603608	23.2749900345767	23.4188902476888	23.7987870976098	23.3902971302225	23.6552851396673	23.1135910084575	24.0293010391129	25.2482007447216	23.9712239611985	23.9787719597051
22.8296896629869	22.8460007494079	22.977927356019	22.9430109191936	22.5703482926968	22.8989505067072	22.7954505958329	22.734846444995	22.7458518085482	22.4283450809627	22.7434941604685	22.5628634492954
