Abundance..F17..127C....5A	Abundance..F17..127N....5B	Abundance..F17..128C....2B	Abundance..F17..129C....2A	Abundance..F17..130C....1A	Abundance..F17..130N....4B	Abundance..F17..131N....1B	Abundance..F17..132C....4A	Abundance..F17..132N....6A	Abundance..F17..133C....3A	Abundance..F17..133N....6B	Abundance..F17..134N....3B
25.7852803253195	25.6952648085144	25.6850902202745	25.7485379507597	25.6667077740185	25.6621895878464	25.6581631475051	25.7021713908562	25.6888872057848	25.4286054230956	25.690998432417	25.573393872877
25.9559149241688	25.959808830563	26.0139547671495	25.9453709647219	25.6132653123081	25.9907962524021	25.6993922879246	25.8378653383915	25.7645010038462	25.494219345205	25.7667675738335	25.6906209797398
25.3577447541709	25.3384613498304	25.2809826324108	25.255320238303	25.2080668058316	25.3328720449248	25.18806783033	25.3214113543223	25.335887550668	24.914715938493	25.3205698228111	25.1428830984266
24.5725029243288	24.5676406752587	24.6037600657743	24.4002712282356	24.3337094739534	24.5002720065825	24.3096951220825	24.4326817025943	24.4949766166656	24.1096373518724	24.3730375361195	24.3325148704871
20.5535292623383	20.2108131361839	20.152267124268	20.6868769445289	20.7663369341462	20.4478384462767	20.3547183547542	20.7804723392704	20.6498615194017	20.5170792599524	20.4866468078641	20.5070721277163
23.4411636832899	23.3890470128719	23.4111612226429	23.3251458163121	23.0999676108711	23.394317583566	23.0916177562058	23.3251830428192	23.2607323870978	22.7903628146965	23.1789104435585	22.9793175582825
23.5288683771922	23.6167774902814	23.5807002201522	23.4115764727925	23.2230921217141	23.6037718672023	23.258317240169	23.4764347778827	23.3214649983539	23.1216159728255	23.3374927080628	23.3872735150086
23.305323035268	23.258685304507	23.1061137337653	23.3079254098326	23.3717608047313	23.7890709649681	23.2494521877437	23.7622858524299	23.3725949337362	23.7037063717744	23.347743363675	23.3478067894637
22.986182721819	23.2374634914584	23.3293781718267	23.4772664316958	23.7696778068241	23.4735775818071	23.621760632871	23.1620221328843	24.0801650443582	25.0581483582792	23.9902352798942	23.9222208388455
22.9019186179784	22.8845480243463	23.0125455870977	22.9886002031648	22.5671567921735	22.9521870688726	22.7819578623696	22.76950967873	22.7879244884679	22.2751852673385	22.7619266613592	22.5283786935289
19.7404952232955	19.8112101736928	19.9188908925663	19.7351019735615	19.6907320742999	19.7176382248965	19.74088428891	19.4220697455299	19.8247722793359	19.4526923242993	19.751378206892	19.6752134160304
22.6060469568082	22.5103714967662	22.4021185258282	22.6323142347269	22.6499966278387	22.5624668331382	22.5021113189553	22.8679370620118	22.5526848868143	22.2729712737941	22.5007314331121	22.4091032993697
