Abundance..F17..127C....5A	Abundance..F17..127N....5B	Abundance..F17..128C....2B	Abundance..F17..129C....2A	Abundance..F17..130C....1A	Abundance..F17..130N....4B	Abundance..F17..131N....1B	Abundance..F17..132C....4A	Abundance..F17..132N....6A	Abundance..F17..133C....3A	Abundance..F17..133N....6B	Abundance..F17..134N....3B
25.8414380290813	25.7523265657714	25.753248328109	25.7572992058066	25.5027516339394	25.8011146482753	25.5584077448533	25.6973030083459	25.7183141098729	25.3329911958517	25.6598221754379	25.4558374484955
26.0120726279294	26.0168705878153	26.0821128749815	25.9541322197657	25.4493091722294	26.1297213128298	25.5996368852723	25.8329969558816	25.7939279079336	25.3986051179607	25.7355913168541	25.5730645553576
25.4139024579369	25.3955231070955	25.3491407402494	25.2640814933598	25.0441106657558	25.4717971053552	25.0883124276841	25.3165429718103	25.36531445476	24.8191017112518	25.2893935658335	25.0253266740482
24.6286606281064	24.6247024325497	24.6719181736227	24.4090324833201	24.1697533338875	24.639197067019	24.2099397194546	24.4278133200764	24.5244035207719	24.0140231246383	24.3418612791482	24.214958446118
20.6096869665365	20.2678748946945	20.2204252326641	20.6956382003639	20.6023807943167	20.5867635069257	20.2549629527	20.775603956604	20.6792884239418	20.4214650328992	20.4554705510753	20.3895157036317
23.4973213871004	23.446108770242	23.479319330525	23.3339070714651	22.9360114708346	23.5332426440181	22.9918623536304	23.3203146602866	23.290159291248	22.6947485874869	23.1477341866044	22.861761133947
23.5850260809992	23.6738392476308	23.6488583280276	23.420337727938	23.0591359816735	23.7426969276505	23.1585618375836	23.4715663953528	23.350891902501	23.0260017456075	23.3063164511055	23.2697170906595
23.3614807390845	23.3157470618905	23.1742718416615	23.3166866649872	23.2078046646861	23.9279960254133	23.1496967851588	23.7574174699045	23.4020218378808	23.6080921445456	23.3165671067174	23.2302503651158
23.042340425652	23.2945252488442	23.3975362797123	23.4860276868357	23.6057216667686	23.6125026422577	23.5220052302673	23.1571537503483	24.1095919484753	24.9625341310372	23.959059022927	23.8046644144836
22.9580763218164	22.9416097817757	23.0807036949989	22.9973614583521	22.40320065216	23.0911121293353	22.6822024598162	22.7646412961843	22.8173513926477	22.1795710401463	22.7307504044151	22.4108222692137
19.796652927833	19.8682719326127	19.9870490010632	19.7438632301555	19.5267759347565	19.8565632856944	19.6411288871809	19.417201362611	19.8541991842359	19.3570780974613	19.7202019502333	19.5576569921846
22.6622046606661	22.5674332542551	22.470276633771	22.6410754899604	22.486040487821	22.7013918936133	22.4023559164263	22.8630686794688	22.5821117910129	22.177357046602	22.4695551761761	22.2915468750609
19.5137445873299	19.6452732300877	19.6149274325439	19.3151329569347	19.1800602475504	19.5660348620183	19.25873630558	19.1308778693417	19.5353763174149	18.8441893263152	19.4168601097155	19.0716614372561
22.953059260304	23.0020392648572	23.105071316913	22.924463395402	22.6476885370061	22.873161078243	22.7325474671576	22.6997802823447	22.8978270352675	22.4285251935335	22.8243606932198	22.6438857761919
22.0416708735217	21.935223620218	22.050002333135	22.0392980136306	21.436821009929	22.1280198956348	21.3944134633418	21.8440660841545	21.6064543214395	21.5614523968598	21.4952502773995	21.621511706088
22.3934011545754	22.363882053621	22.2787539380322	22.0974730219206	21.8491429716787	22.2371154968444	21.9941976974577	22.0240953233393	21.7120096145086	21.6394473702874	21.7236198394295	21.8347894711137
22.3134972149461	22.2813196003506	22.4278630092643	22.3135240701905	22.1190299546874	22.5474838273168	22.1690755030116	22.3274403232714	22.5287978579147	22.1203225634783	22.3215854332061	22.1630123174656
22.1648882136401	22.0686805542432	22.1266815629625	22.2789178943633	21.9218742601763	22.3042740736224	22.0397475597561	22.176756684034	22.1396915095269	21.5883007016773	22.0953121902694	21.8353881491434
22.7558127091383	22.7669902333711	22.6736164179957	22.6130555203708	22.3519849683123	23.3604677286149	22.4236641933044	22.9460959762625	22.8347765552596	22.7656637141138	22.6181999656358	22.4474720953632
22.1089245598043	22.1796614095707	22.2514974410104	22.2128504651136	22.0257759631016	22.1914504107178	22.188898494928	22.0335271189317	22.2698093197861	22.0610025391209	22.1655436764584	22.119035336828
23.0060324601929	22.9323226034021	22.7553329302232	22.7506274727219	22.7283902164636	23.0277532880111	22.7026259201903	22.8804573377875	22.9343981969441	22.6938901623251	22.8478716089962	22.7754260202805
22.2821253642663	22.5274175494359	22.5557480309818	22.3673021376986	22.3495143644019	22.6551969966453	22.6845598959355	22.1700436540087	22.5578379646109	22.6952972530125	22.5033600761807	22.6968028197115
22.6301932491686	22.5873781098568	22.7160219513489	22.7182983161463	22.648708874561	22.7548325742421	22.5636943428422	22.7040099027085	22.7982771771285	22.5264136934397	22.6302117975964	22.5040647665111
22.658250682125	22.5627310387277	22.5452445980933	22.563236219212	22.6902507559349	22.6378277403883	22.6593423590316	22.5502074506438	22.6843822257092	22.5371917350995	22.5871158443955	22.5873677933392
21.9439349767498	21.9541950065003	21.9404854705988	21.9826598608734	21.7365877204365	22.1031983637537	21.8098061302731	22.0265336134107	21.8136508412737	21.4734061495693	21.8334309962926	21.623348043383
22.3883225768151	22.3495615044871	22.3317768402519	22.2551590814856	22.0950480764427	22.4239488721298	22.0848969817722	22.223029553561	22.3895654660969	22.0053066946398	22.2188852769623	22.0766664801912
21.6297712522646	21.5288285167343	21.4834780335576	21.5624273544291	21.3566671492989	21.4650671386556	21.3979011802112	21.5144111377914	21.5384346554813	21.0607004562296	21.4611427312919	21.172860852838
14.1898216225238	13.8387903953463	13.7363439840637	14.5340668565934	14.5752641805837	14.2657975975145	14.3042871657927	14.662526221444	14.3137439134162	13.9251695383487	14.3800180202551	14.2942684652534
21.9780227966817	21.807166649034	21.8966922917352	21.8286411182187	21.6294197076408	21.9932888584858	21.5516792703182	21.7725320064865	21.9487594257636	21.6535744162397	21.7433964155085	21.6597585895187
20.773875166111	20.725326173386	20.8844495091687	20.9758579963476	20.4157507244862	20.778653846678	20.5948737886366	20.7560894445228	20.1843833727773	20.013516399154	20.3333510963602	20.2663309026912
