Abundances..Normalized...F16..127C..Sample..5A	Abundances..Normalized...F16..127N..Sample..5B	Abundances..Normalized...F16..128C..Sample..2B	Abundances..Normalized...F16..129C..Sample..2A	Abundances..Normalized...F16..130C..Sample..1A	Abundances..Normalized...F16..130N..Sample..4B	Abundances..Normalized...F16..131N..Sample..1B	Abundances..Normalized...F16..132C..Sample..4A	Abundances..Normalized...F16..132N..Sample..6A	Abundances..Normalized...F16..133C..Sample..3A	Abundances..Normalized...F16..133N..Sample..6B	Abundances..Normalized...F16..134N..Sample..3B
697771.497369314	696351.161188099	650374.76269679	825478.628360028	890298.583224935	693100.828788756	835282.042165244	843374.938628091	655428.939289295	739925.46919266	708031.761161551	767888.285278699
804489.807064549	863354.198973119	877271.390769834	931019.525072952	1225363.58050798	944368.699286658	1480523.20662719	976061.239744925	1231641.29894275	1296713.95590479	1157509.88412102	1217742.76888046
342381.640057635	353260.228857288	338776.486540966	287687.180658064	287375.358137938	303421.53378225	297899.597730278	299230.577927267	290414.155743526	272342.193369007	323402.445499834	320628.953063777
183359.11893105	192206.349194755	200581.737775234	184146.741416061	206065.732634346	188452.157583664	185762.529020595	209630.249177981	183727.894587113	210522.419680144	191355.644382477	205379.504854016
16326.9902171292	15637.9430771777	12501.1919483356	15814.7303071678	19021.4166576031	15125.0633650408	11019.8173969878	13144.7845537211	17169.7630820492	19331.6227207464	21665.5263444807	19915.421739242
128134.181070255	139062.344005513	139941.51510507	133288.677508364	145176.470551848	128536.368334485	145186.099912239	120832.65382054	114946.624665601	134242.445470768	139046.828175404	138705.51149642
498069.339413379	426200.377860984	485462.073782145	676003.252648871	633981.610706446	549909.718979685	553726.144938103	687680.053442679	500257.836446761	562595.16963941	511478.894187014	582031.004478444
404570.941213585	411920.569536319	437388.916623835	427295.170286313	505894.423499266	374054.186697945	406205.530833938	416717.437105991	448397.777208034	470185.815940744	426833.294921364	509525.321445214
129506.557795311	138211.14528076	152095.890052494	137105.33838235	147879.402499776	131314.022888608	131746.579226966	165989.650080469	127366.855051912	120486.240922059	136616.562083695	136252.990386987
182628.568601655	144595.999786478	143586.663097325	159021.254192631	187639.411222641	147295.253463795	171760.251026804	175279.11257726	163353.150047361	169240.700175655	164190.906429903	158855.875847123
490806.414604645	467059.693842102	447755.795833063	453496.185019983	395691.199113522	432407.113966677	454719.607330902	379301.075855806	449643.995474929	371757.80725166	462071.378652363	404340.448000419
490806.414604645	467059.693842102	447755.795833063	453496.185019983	395691.199113522	432407.113966677	454719.607330902	379301.075855806	449643.995474929	371757.80725166	462071.378652363	404340.448000419
307021.75796984	318354.995668066	317678.676774512	301438.111477365	400549.486549752	287353.720009833	354390.316088155	265947.048144394	349971.10299084	374698.74444185	328444.062619052	396794.889582089
250518.97450723	235138.528776017	233841.294381732	255025.600413324	284504.304841133	213619.293159217	271591.776792606	248356.343549526	237716.0286053	260725.497758813	249997.906089779	255282.664371723
860576.601930798	958826.939322313	1149014.28866647	1030132.4088961	1106609.63793476	889504.112530705	1397362.41890027	805277.329157059	1041516.89189928	907883.291361115	985368.255242183	1057570.28549662
860576.601930798	958826.939322313	1149014.28866647	1030132.4088961	1106609.63793476	889504.112530705	1397362.41890027	805277.329157059	1041516.89189928	907883.291361115	985368.255242183	1057570.28549662
860576.601930798	958826.939322313	1149014.28866647	1030132.4088961	1106609.63793476	889504.112530705	1397362.41890027	805277.329157059	1041516.89189928	907883.291361115	985368.255242183	1057570.28549662
342896.660548584	411276.777714624	462362.326598478	334464.964425197	311155.621326829	378909.524564767	335032.670069718	286603.842196585	344302.638245685	260334.79554897	318542.735036321	288527.957210139
217056.823095939	165745.363891073	176838.539713568	213389.593860933	272005.63369545	225493.29915161	183386.898617438	271421.322859438	201373.369340826	212038.954904288	243660.083859962	227932.60098234
409758.347857079	405979.71830812	383169.752527861	402948.874948153	473496.836240605	357395.508597513	409667.776218191	434584.542491425	390700.142127236	390331.511029871	420698.460207966	410909.551996024
234905.674758666	244848.682244481	304893.48189217	203110.445192342	244067.262273084	196477.321150036	249862.897456847	237686.728874437	235462.878441672	209201.868014269	236770.791034604	245281.415472599
137375.033251757	157717.019590674	164538.062382606	147723.094303686	161828.003691873	119128.387744784	165636.367524081	146950.837741721	143944.718422308	141853.087879816	155058.424104567	158828.769039579
152802.03438457	151504.564541995	150155.932537722	161855.84431975	156816.046451291	156002.70193398	157978.244934424	148057.723864681	161241.642913721	130628.561216932	148797.767010016	159222.78792186
686350.940697457	679184.92315503	653964.94291467	644182.173801089	714620.830768723	633194.689265648	778822.655839679	726497.875511677	554812.951298591	642391.664500805	641355.952080896	694437.014240826
365785.384929001	368402.916315004	393511.912105664	337144.369955739	333628.148681742	308819.13577495	368975.510533407	291104.084188501	346867.379210377	269763.132242892	384805.687512352	314159.186043747
72527.3101362309	86822.2355147679	82926.5089827733	69209.5206029002	111865.211673529	83599.4015806777	83954.5160483828	86285.917489427	79561.0709567104	92201.3069733001	95165.9146833415	103788.594602437
253314.898630627	275313.48796985	267235.158981502	275137.746388675	284154.953938089	244008.347342072	302569.710701194	268303.180888196	258990.841096135	291047.875666947	247836.922404908	290560.148230498
120732.65328223	126017.345527492	124204.759337367	118634.10768384	115909.02630756	100008.342746817	108234.465907449	115818.597916897	128814.84033541	107678.317725344	109411.897075634	124182.651462502
273241.269417162	276661.646005294	262106.511039262	248812.908651476	261030.649401401	245343.939266588	319540.703768986	243765.697960321	262343.63232438	217968.995939461	269065.976702154	269099.27722666
266554.961824691	243786.187124139	246003.39420441	262298.744198092	298571.320599481	256168.169883497	282031.932032854	263682.716103565	257298.132458828	282843.150532974	240601.786378888	262877.207082488
137887.03767479	150782.417606967	223774.583484969	179535.486860743	159051.569422473	149934.987255776	176901.425477166	152178.254825601	140368.707988679	112749.2740336	129051.740209349	136248.567637117
112147.014629587	109005.963336117	89315.8096699433	117415.531614955	141168.86481938	105611.060769673	119176.17616773	129618.548754735	106703.519235135	123649.156345086	107504.493039335	121580.538185764
198926.364477088	199213.830479089	198733.556305227	222364.372706761	192145.221326493	187592.152282415	162113.208146379	178797.403034828	217028.896288305	154695.595267434	185585.624615986	185529.976372967
121563.686876226	126595.572236129	125912.095233412	116259.146468051	152307.032437543	117850.81056985	139412.193292331	141156.334920251	109150.340606124	139801.358531566	121637.586012864	133847.948005502
265136.227034733	277428.780051959	241744.26202119	240885.170661101	330946.712919336	230517.357493337	261250.02808296	291674.529892414	237110.543609702	277507.229142101	250566.849594351	292012.141300651
240236.12491211	311525.465075567	249284.291831938	190405.181932713	190763.565353945	212962.726649399	211810.252769204	161071.589627059	215729.406563154	283197.397180353	161792.937690387	261991.830249767
125273.167413286	127753.464376596	118935.067638733	147794.213727586	128858.209470013	110282.766192535	120236.295167805	144084.112264261	125308.807961999	121830.338124219	132527.6445399	136032.327658914
441042.828123127	396887.721657453	356340.408799322	389808.189115953	487795.704032959	283908.276465631	506839.747355977	317366.609689286	640987.709392595	868072.292639571	524498.100846807	749035.747509894
164336.569679008	163702.508925224	151392.010039487	114586.688581513	97969.5485678567	121502.012695861	94620.7248568767	129902.212810721	110622.075592876	67493.8658807541	99870.2095028336	86296.3412885588
676833.855881183	684916.897440817	704854.427497386	739987.961543227	650203.445390347	680778.847230816	680745.898155984	652060.581231429	737495.240527772	563562.50376076	697164.763061629	677949.28038835
75492.9255448276	82978.0567587385	87251.1270607233	61932.9194593599	55415.9407060106	77062.0000130657	61532.6976937166	58889.1185966684	71595.7849672974	45043.8025270635	65676.2885935342	54363.7710761252
316503.013119453	316306.405257389	330342.978025591	300221.371433939	277710.440630598	295418.956384655	305842.161695932	273439.66107688	333532.1759836	296030.192925974	319158.196301188	337770.986850001
253889.434347636	284665.274921507	294595.362223936	271765.807839587	244745.138916562	221564.828611532	296987.361639598	353009.788482012	243359.927837221	186536.00012445	289009.445466212	232808.637803647
189211.486607703	166900.913605736	178730.638347209	191680.935325289	201962.394231201	147230.750140952	203580.027464403	182223.574856255	174006.01880224	160808.007716298	167874.984929476	192617.59384162
86473.8136968793	87823.3734868362	83811.8080153756	81270.3852621236	107798.145161664	86055.8723694292	75414.7423704599	81076.9993733106	77050.8535999228	75026.002993003	86337.631775355	79966.6702420157
146088.11899983	165828.499814754	185717.086605588	131867.185127611	110474.094269908	125233.000982199	115945.301940496	121415.371308964	134562.880955741	123744.012649789	146041.401359371	132762.654456703
237035.880790959	229875.473525976	241638.595129109	225409.45948206	283362.487086631	191322.080066183	285659.924818973	216711.482744134	297824.571437269	304639.404618099	268601.684169266	291494.102628165
340431.973460998	348860.724439875	348107.700437535	297496.602601502	288216.72250164	318273.070221628	307327.669811331	303713.356355514	328551.104863762	262366.792559188	317912.430513838	318902.784298119
849229.173922913	942426.573800482	1831568.36420929	1521818.51821512	1045857.17159074	514987.837594379	1181973.76494873	468675.902377566	876002.052895134	929303.85131985	773687.023963791	1073733.57442642
849229.173922913	942426.573800482	1831568.36420929	1521818.51821512	1045857.17159074	514987.837594379	1181973.76494873	468675.902377566	876002.052895134	929303.85131985	773687.023963791	1073733.57442642
849229.173922913	942426.573800482	1831568.36420929	1521818.51821512	1045857.17159074	514987.837594379	1181973.76494873	468675.902377566	876002.052895134	929303.85131985	773687.023963791	1073733.57442642
227048.412739239	224627.95186089	211657.671177172	186907.888338854	254601.851677096	212280.52625638	243926.883365828	227504.12783344	268547.993166682	217234.567834333	219104.469722328	246105.89587985
304924.002571303	300097.050910098	296930.007478746	232416.686453763	244322.378174569	293753.636639514	325522.857502761	196138.288289611	353474.3765622	235297.312367822	254557.202884527	280590.347502722
269496.640887924	272706.939914642	248488.740114757	219281.234770757	301998.788751795	251589.531168774	267356.396554194	224614.812689811	277428.591026176	320783.397605979	249132.675576945	342450.684858496
269496.640887924	272706.939914642	248488.740114757	219281.234770757	301998.788751795	251589.531168774	267356.396554194	224614.812689811	277428.591026176	320783.397605979	249132.675576945	342450.684858496
269496.640887924	272706.939914642	248488.740114757	219281.234770757	301998.788751795	251589.531168774	267356.396554194	224614.812689811	277428.591026176	320783.397605979	249132.675576945	342450.684858496
1109921.73966082	1202585.97971056	1137674.86767709	1140968.31511539	1431320.60111404	1042063.8891957	1442552.36362144	1198016.23616956	1107221.21588603	1447631.05236758	1299580.68000171	1480442.98811837
664384.271609035	694602.841709247	640467.481470483	732531.814922763	812184.995362289	653909.733893663	819459.760827522	744003.372053868	635213.035195805	771051.903454205	694253.104685158	719010.231024367
72214.6716430098	69878.0522594248	82048.9284037017	104004.345381731	158757.344919767	78460.6966125422	121166.146555593	103722.37283465	104222.939379228	134545.983004386	106151.914715628	134305.65139552
106617.132915828	106470.704422018	104427.573993689	85470.8365772654	68113.4962638875	72492.781518989	76620.7283369894	65326.4334342162	95610.9687175887	87395.9543451223	85268.5823479881	92894.169921353
275171.013862209	245287.691274153	247642.62823321	312395.717055472	295154.115752186	254035.425444362	294480.502164694	320741.313677404	263019.321094723	289877.41067867	284472.559382863	281944.052091753
108987.925583495	133844.774014925	155209.224343459	122972.012096982	151418.701797196	102026.394881985	133420.27363706	128528.635146933	101077.81440967	161970.02351874	128148.743962361	190224.8962467
147526.191914063	175830.73218129	155866.246399572	182106.024531302	301283.369366697	145596.521229568	187679.310090332	516220.490418485	492805.638122457	293517.594433152	521802.436186226	290896.818866124
286329.282421908	222785.389256334	252224.350195154	360622.359644974	473808.460408502	254515.392903036	339043.233783631	432503.000029639	253596.62170949	369718.987312322	302186.195894561	354183.205158575
286329.282421908	222785.389256334	252224.350195154	360622.359644974	473808.460408502	254515.392903036	339043.233783631	432503.000029639	253596.62170949	369718.987312322	302186.195894561	354183.205158575
130698.640947498	169279.999211129	177196.222308708	161200.69064687	159547.72563653	142137.137346854	175674.52764521	168413.209438818	147874.695986024	154708.557569684	159433.687677714	157211.774271827
65049.0704885726	36597.7641869115	80162.2086952613	43012.7172845972	64777.2618848355	33268.197895015	78695.6679436764	47538.43537501	37385.8259675838	64669.3750180228	41732.6204822113	49972.4913730125
1602508.2851692	1836333.27378875	1757471.25360664	1755780.52018301	1528103.47409868	1614485.62402492	1617816.11529568	1466750.17852686	1458435.87804348	1272356.22474938	1620680.47385543	1583914.2625825
120300.230531251	175737.004805776	188959.851886777	149372.792493606	181295.735588923	165707.292913662	224808.864657519	151511.164165844	168896.205778366	165505.87230829	190652.153307255	216378.988466537
120300.230531251	175737.004805776	188959.851886777	149372.792493606	181295.735588923	165707.292913662	224808.864657519	151511.164165844	168896.205778366	165505.87230829	190652.153307255	216378.988466537
76968.1671354513	71136.294915912	62805.1957403989	78300.1699903906	125755.103021624	65676.6109180603	80489.1459261823	94837.002397133	95261.9452196372	99399.8093825986	106379.844906701	119312.952199777
533428.130751921	571716.628787729	593863.717104558	601506.524935324	649918.328304547	460395.155839084	610116.063374501	594603.342527718	503011.098372087	551991.391978016	555581.581622769	590938.413351169
619728.547335517	648605.799685644	554655.558156634	563663.52933128	629651.710208866	531502.658111673	632232.872885075	571358.224440593	624429.7211744	662016.845325081	643832.271163261	650229.426432403
483724.385709145	530626.401935171	553815.848290756	490494.336966732	513239.264723715	481896.137281264	524206.064991255	493777.747958153	542394.541099352	453655.327717711	511732.45821637	487483.190549954
302721.068370723	321568.110811881	297997.796288368	246540.835854712	251388.770193125	249380.591878735	264493.736502659	260263.585769411	255873.572366901	251173.69338875	248444.15787237	291963.97720011
444319.843568621	538954.989757154	512908.018334298	434671.143077076	444588.468119262	448988.983971301	450544.837605304	403406.272290121	436027.324281912	401293.966931663	479519.40884574	443634.450289865
91329.5680751991	91683.211831946	107223.719228145	110287.152355201	128429.824527339	92406.8335517859	97321.3771219219	109551.961147721	87023.1826124419	94382.8817500791	98185.783200032	98646.7246288672
336799.995762028	312417.660002108	339934.639324073	354305.441091038	393635.884500879	314450.989328956	390827.191273398	358619.538295226	382483.638273751	355263.06882022	392365.137157197	355003.168551587
299608.355275191	347085.690186728	369722.625426416	253185.581541555	203430.514861989	332115.28155968	230620.026173412	228169.739828309	340295.409194384	245213.082859131	268140.039666467	248749.315874606
299608.355275191	347085.690186728	369722.625426416	253185.581541555	203430.514861989	332115.28155968	230620.026173412	228169.739828309	340295.409194384	245213.082859131	268140.039666467	248749.315874606
449150.008338309	443574.590762369	526591.930283502	424784.62210342	395943.068778928	440266.830143297	389501.557079341	402511.6435442	410023.64997945	402341.172174475	437028.220425831	594016.542271256
99577.5412886735	100287.035180709	102363.985589685	105285.937421928	151351.118038945	96390.0536586688	123299.338978394	117270.51416668	99340.5543630778	151353.646511645	106016.908776124	151898.634988891
79479.1451286366	82589.9029000679	93060.9634628293	81462.182576815	90404.9100608622	74393.114779604	80838.9244628381	67843.8686014526	92035.4975542094	98738.3625623729	112366.540573969	125885.770925458
126658.748329391	115245.132276065	114523.518111814	140258.737028341	171169.435844733	105415.713506558	141423.169096193	153976.707316147	124138.336012022	173023.088858158	138355.922873674	155457.736655832
93089.0887362315	81032.0348938428	86201.6818486214	103991.183654353	114610.848608182	74803.2215394758	100220.609687329	114938.573230428	81553.813993725	93741.3703987089	107346.400907603	106480.434068472
140565.485663814	134235.966736398	128742.617556392	128898.031215656	149482.017625956	145062.906935804	138186.180381953	126107.166944865	137627.664884282	126313.532489316	138560.582070067	142135.125632355
169074.648649918	138239.640281114	125827.125954904	143342.338791754	206732.974168464	148897.041466886	157079.105231703	191264.560828615	152887.259583815	146947.980266922	152944.927342634	138960.435953908
568165.700882291	517565.615600025	559248.261803021	476351.444937965	369121.518136018	563771.075738052	393308.648702912	435474.590527149	449189.272779267	315055.243386808	436638.651321932	387417.355519389
133313.030238857	135920.553557898	134872.266485285	133631.878079355	109151.385346124	109218.348955042	122308.518659701	138959.451118751	122571.342290487	109747.997848844	136465.409183537	121786.633812091
115993.268737503	108032.045679724	105501.132818042	125566.719271383	149568.21504451	96519.584686162	122818.490770188	121176.675439247	106358.235278704	141827.684738835	123391.68713125	117844.849895304
165128.557023642	135691.769061021	125228.603785195	182506.562862487	197046.6515253	156678.830827688	174762.897355825	200484.961541703	158048.912701638	184628.123573046	162782.950440909	173328.22797254
165128.557023642	135691.769061021	125228.603785195	182506.562862487	197046.6515253	156678.830827688	174762.897355825	200484.961541703	158048.912701638	184628.123573046	162782.950440909	173328.22797254
328427.019615236	349885.585683971	341024.276400863	341834.2881134	445031.884254431	320720.323972402	374383.267238481	357839.32925146	313566.376942833	345875.603440627	320196.997688593	350600.027221116
229154.368942411	210622.707593174	222063.619030681	187149.995549304	150988.766585531	200002.557809734	161110.237365773	175926.8449694	166589.772531077	150848.112371574	150609.046363944	189762.710422009
90736.9129508779	87170.4902713972	96283.2492466089	82045.7894092082	91391.1851646154	79555.7278719307	77154.3890297155	81290.9989982347	86041.9795495553	84094.5940449993	91612.2285434854	100574.879771563
118301.928447659	117064.609972126	98257.6774326129	120125.28607645	154274.965040725	109705.15555228	130202.537389409	130190.805038814	121603.000143118	147379.069227102	140006.28637489	156757.398781249
253764.451172414	263103.763622516	292658.171394614	214151.892865881	215766.886557203	222343.98793248	215799.139547538	188588.430904944	225394.726495687	225023.780625663	284942.910792557	298956.17329919
503788.410559079	581366.985548015	581194.863895668	561041.979194876	662385.175042783	586384.678601118	817518.48744513	537783.64442235	770197.040646558	676369.231104487	718794.734958326	717356.944595238
244810.47087044	211110.498531258	197630.015349832	169314.961036644	196445.986680359	204646.383561539	197078.757766886	187289.892782091	229634.100284267	156488.163018272	203091.81799685	187221.370249677
531633.812067278	540386.916761381	503895.392011642	559643.437619155	733923.499465827	429000.656065745	597424.689176235	570723.266731522	475964.966873368	603323.870417118	509877.451149488	570833.794263547
512200.920613346	479212.151163789	414236.308505798	453549.653745385	581118.889208212	436309.025325001	499463.203348682	496432.309689436	491585.820766489	653067.409797429	503659.149889593	588297.082667624
96986.1018328087	93440.4839312242	91295.6998808436	109811.224846277	135823.147576796	93003.2724991454	112383.961397879	126711.725972127	102059.199020749	131540.040416041	102863.816002065	124813.00210228
372642.792747109	389355.576649057	393180.885920521	298776.989694239	244702.537232046	357326.013336287	255350.45308036	264917.187152008	362863.509284681	278286.982368638	317288.466235592	317841.247894883
368844.424036256	330973.291808618	361057.640038621	399598.012193456	421001.303431081	343402.575995438	387143.214933936	448551.511991046	368733.446819843	373373.149647262	375817.953565571	376523.534763559
539016.093631577	457201.243236087	461107.787500857	534651.01582269	444450.522533749	493270.109764255	382647.450510541	598989.618563978	441008.286768929	602619.172498638	451176.611191621	610272.473570823
539016.093631577	457201.243236087	461107.787500857	534651.01582269	444450.522533749	493270.109764255	382647.450510541	598989.618563978	441008.286768929	602619.172498638	451176.611191621	610272.473570823
188893.881547881	167755.073394376	183689.321852744	172670.805222726	170400.889063253	182005.352905449	170957.599094046	181901.433923294	171536.254090087	144908.278623753	198786.372249865	166526.336387816
201624.57008205	212280.248725273	214906.433024372	233861.185121956	283437.490736723	192758.343475833	266231.15191228	241032.756283871	203853.188219871	251621.109553283	227293.20162546	256243.5491391
317957.980447889	278041.952850632	284657.037072507	315694.028286934	392361.293822918	285314.789730261	322425.252702729	369579.610581957	284541.559129652	310882.977650055	335267.022910283	335604.522719294
168735.854615627	175736.754739138	184662.66933264	163077.245131442	194610.52024651	176186.172441209	175362.849325191	206204.810872414	160161.998054073	164273.878634521	173223.946183208	173354.937772481
163576.802225989	186241.803836258	201590.385535436	173794.391781111	221535.224586555	171027.252137688	221599.00022954	206682.428456458	163293.467695911	223057.052204406	177348.370861628	197157.455198826
746462.612144346	773466.114236112	746946.773075849	774732.653309957	883670.796887815	745387.415309761	878243.357511862	695204.054325662	796935.39478745	824060.363355147	816063.018156158	898989.038996669
746462.612144346	773466.114236112	746946.773075849	774732.653309957	883670.796887815	745387.415309761	878243.357511862	695204.054325662	796935.39478745	824060.363355147	816063.018156158	898989.038996669
151434.879039389	151566.144739806	145085.063889075	162936.808852977	165137.109881674	131506.199072509	174674.546690774	174378.625433562	135451.807602905	166239.314749835	149695.922895364	155305.92388368
440823.724171926	416177.881738894	415613.77975188	487186.52029844	564532.639063544	393784.585199999	507741.312852437	482643.95317956	404561.570648068	500953.263527676	428459.360717536	524157.685335823
218034.687930443	237567.858824973	265139.778942897	191413.535512207	183467.218090834	183871.740162462	195050.994975814	185197.757284369	208880.621880182	187497.497173545	203544.115206763	213687.73027856
239600.647089666	182820.760323835	175294.772418079	235234.290959669	286252.706135132	196400.362380813	239733.046973802	246417.917347704	245271.951831056	289738.475862199	221559.38073341	260147.903962629
109183.420699802	107182.685988489	107689.252818372	107103.608704688	106868.573265314	80716.2969173423	104616.290828467	130607.755099338	93862.9192277591	96060.1297589657	102741.354088924	119836.221289311
263680.54585572	384469.464130645	384742.433831488	331124.091760642	361315.228568629	979112.52115147	359071.104483351	645508.774083951	312294.992000344	319768.716324552	294733.797329057	401941.853169763
375821.305844574	385845.180086277	432651.359861285	466964.712393687	416100.001675554	367874.081812824	392047.85362	531713.44525754	394621.118493403	378231.124493676	448244.491088294	387056.940477246
43240.1752873553	40331.743993425	37700.138079043	48505.9952787739	51311.5294755208	44162.2480541934	44610.3634840756	41585.833247198	39093.7521670453	43699.6290221755	50256.5290092198	48206.9851338876
16926.5193573642	19487.377833704	16374.1551190474	19869.8437224797	26731.1807148582	20549.6868949741	21044.2171997106	24334.5331338277	20789.8065145817	29584.3184470114	19658.7939788387	23543.3650758244
1824876.94306776	1900186.79260536	1607158.09809885	1583432.57131379	1384722.20488751	1838374.57129445	1470517.53625401	1960567.31816227	1426318.21486279	1436872.60841141	1528990.8037142	1746496.46410846
1933118.96434969	1937946.77440543	1833577.43767375	1806611.71461818	1892646.12125638	1796090.21600283	1803749.57108608	1713350.83233633	2022709.30592681	1750521.3404271	1761483.53628431	1851362.50370845
1933118.96434969	1937946.77440543	1833577.43767375	1806611.71461818	1892646.12125638	1796090.21600283	1803749.57108608	1713350.83233633	2022709.30592681	1750521.3404271	1761483.53628431	1851362.50370845
1933118.96434969	1937946.77440543	1833577.43767375	1806611.71461818	1892646.12125638	1796090.21600283	1803749.57108608	1713350.83233633	2022709.30592681	1750521.3404271	1761483.53628431	1851362.50370845
343798.989106893	308800.172740956	326702.393500552	296070.933617182	350781.718656495	298265.158675382	343560.001570616	294949.992614615	310805.889830779	311661.843795831	340533.557721689	326392.766966826
579174.319214594	595742.622666128	581346.193818565	680104.062765595	778593.820894693	499821.995662038	741386.083643352	628458.811582061	595782.670099264	766090.832752363	714194.398388241	781612.5075393
268841.315080096	293785.266774134	293762.388310518	303211.233209856	296933.308401494	264352.202737815	330054.355402922	297722.919376839	318185.770517147	281060.840215095	320964.932922964	298585.191688287
267002.531844699	256266.239237428	238801.886779978	262942.959876524	270376.643278744	223644.08948872	253127.277140252	239449.485224915	248456.509001806	242347.302459593	230411.060816954	246701.511499182
44966.9143764063	54911.0249946984	56302.6314219491	54000.2587696186	104213.713852475	43842.0689016463	78147.7803744711	56287.0324719286	65694.525642086	105754.952982295	65007.791632014	83824.9195303362
304978.534910088	306487.935505758	290118.292642938	278666.703805284	287212.83155117	300860.039547614	285119.968631137	270290.230799062	309279.896702681	318696.455712344	306876.708083806	313184.063677247
478878.621378451	453044.276678717	477385.372465601	476806.831280331	544737.129905837	442587.309263176	485332.816877216	506082.98445595	437177.990619265	463365.297899177	447720.518303388	498340.619855192
427799.347980423	438037.682083545	316017.993201483	374463.145606154	512313.502466351	383073.575543008	676572.082568661	424150.357764736	712041.092031338	1067618.636549	646529.53156636	717898.03638006
788913.795656138	761239.982694802	640789.691806362	684028.347401031	674667.642165026	646806.739941629	725700.39285034	675194.621432977	597489.382671242	567251.727647382	603766.008948396	653386.985688469
143953.214431642	172109.788612203	247330.426442468	164294.766947852	130556.518708598	82680.5619718998	149350.084551277	83334.339013903	86654.4745940359	132307.110120518	117174.59327662	160992.794229802
411308.209763038	415953.773911258	464767.252224618	433951.645224547	394429.334357563	372720.200519459	403509.996986899	418043.145526904	386594.125698219	393135.621938629	409273.339710561	464548.883236977
435992.49831318	597865.934246883	568128.03757854	393744.993176325	466298.815146668	393355.699924585	381422.398355916	413829.270352265	377120.491009333	398482.74456033	376959.098444106	397806.794271908
81786.8445007283	91499.2982993468	86895.0274011599	97877.9593592806	102671.4163301	93069.1430060764	101779.041923618	85343.0212129194	86436.8829541901	109586.940761049	91165.3386184194	92577.2925820415
469096.403421731	446710.216002121	461251.610687702	498148.091308923	542927.203079119	420404.909851065	525178.590087254	506217.149758074	517084.971416804	502783.856729008	566753.554103762	498474.348250769
236306.244365018	260472.439541254	241917.249433688	190349.869707386	148091.505599024	224620.391907589	139837.720830071	140511.161259587	190863.289407039	126195.088657788	163134.529425855	147324.958889526
236306.244365018	260472.439541254	241917.249433688	190349.869707386	148091.505599024	224620.391907589	139837.720830071	140511.161259587	190863.289407039	126195.088657788	163134.529425855	147324.958889526
153562.051854481	120066.874847904	112516.198517573	98027.1895920332	117387.493400959	125879.482000162	123321.77411026	84167.5094888381	173280.457238638	121439.310449056	153519.566339753	121579.482496113
419689.415474941	451992.95636826	444858.444853685	390716.608284645	378553.019170516	353977.591314857	403019.489565419	336512.350813022	410545.939737398	329820.033779468	414780.805178937	421295.717430225
81005.8555090495	81575.386703364	77274.411396774	76418.7865175183	87448.4304731489	78113.6392937052	72961.4954486537	74931.3604365448	69445.116067731	83504.6906818008	86248.1392002696	96829.9436023279
270831.556878233	284026.742400178	254806.108327503	244384.348369758	292530.039314942	270353.62712965	272386.434387779	248335.140278668	289423.466045176	305923.744795393	280610.022570289	331257.633647982
124803.552225002	136215.345771349	124934.691276119	140854.395035235	148724.90382363	110452.10946439	145313.767235208	149699.588614253	117273.684562659	134248.653617287	126565.992799653	153389.336129162
297336.319754578	278754.90717201	286514.820774761	256591.522104088	411825.376206945	260468.452296904	333474.883047168	296407.128918418	313605.134167113	380437.538098883	283254.82213348	389651.348634977
145580.411993987	158162.10401663	147501.041684259	158686.609050795	195844.422361304	145985.295119363	186144.241953173	165543.667639679	168948.239604564	167500.587604361	168106.739490229	170828.918107964
162287.403938083	151596.861825201	152220.856976851	166098.928144968	183897.991376366	156097.739503342	192863.059680431	183819.094023688	154101.568513669	154176.526175495	168253.067904899	185680.62611719
104196.214417963	125196.306630412	146879.51947108	137641.262102647	93780.013985346	111085.718736243	115400.630456508	109938.526515469	109516.726408549	88120.8195958231	109091.165547506	108103.08913093
316082.732773301	323484.604001281	334876.086423808	342459.428572003	342503.28806083	298854.378753939	351465.855845838	347248.43725961	288971.94684092	327814.659831517	338010.281082413	342952.135319962
489373.481038556	495220.79748715	500987.74133649	452976.076196182	505729.930561274	485842.972729709	481344.797965853	403303.60382552	525076.990985573	510615.558738745	508565.005436388	641591.006153888
852389.107172706	710643.809067507	746443.463607152	1213862.26586381	2376308.58593705	742229.348044641	2173448.34547654	1025247.65900267	830007.630881784	2791877.18517263	1375649.90417561	2572672.40495559
470273.41024508	604535.987905951	679864.668525844	471174.754093331	540430.79677829	622008.411553155	714070.575016987	511827.992926741	472840.33427123	583739.440885868	620506.235529216	740496.831838991
455288.79412487	519231.76511188	482976.876433236	409503.400739021	396501.69914862	439689.774121598	463943.770329126	333629.058246258	466751.11506356	320837.39865602	429161.079141114	428766.018977011
455288.79412487	519231.76511188	482976.876433236	409503.400739021	396501.69914862	439689.774121598	463943.770329126	333629.058246258	466751.11506356	320837.39865602	429161.079141114	428766.018977011
280075.113914063	276073.444256645	287879.816184473	300775.60180099	345433.346183765	258900.142895559	326165.028213046	313289.963806168	274323.647446342	276897.23599251	264797.964817609	305874.753560529
105529.377499217	107602.774133725	96330.0574536403	103467.299713219	157716.816969213	124541.760641068	129635.430297092	133404.785935215	103429.302582991	164386.073082772	103118.984859859	130150.519905452
