"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"510","PLCB2",0,1.1735386556803,0.602,0.192,0,"CD14+ Mono","PLCB2"
"511","CD74",0,1.17305883369889,0.992,0.814,0,"CD14+ Mono","CD74"
"517","MYO9B",0,1.1561876885212,0.682,0.289,0,"CD14+ Mono","MYO9B"
"520","VIM",0,1.14517965217395,0.993,0.954,0,"CD14+ Mono","VIM"
"528","TIMP1",0,1.12415667731566,0.742,0.327,0,"CD14+ Mono","TIMP1"
"535","ADA2",0,1.11314931205681,0.651,0.244,0,"CD14+ Mono","ADA2"
"545","CPPED1",0,1.0896511576551,0.503,0.058,0,"CD14+ Mono","CPPED1"
"548","PLEKHO1",0,1.08328858244572,0.697,0.284,0,"CD14+ Mono","PLEKHO1"
"565","RILPL2",0,1.04363984728629,0.654,0.266,0,"CD14+ Mono","RILPL2"
"566","COMT",0,1.04163231115289,0.636,0.234,0,"CD14+ Mono","COMT"
"568","NFE2",0,1.04134168149129,0.397,0.016,0,"CD14+ Mono","NFE2"
"570","CLEC4A",0,1.03676995504375,0.438,0.027,0,"CD14+ Mono","CLEC4A"
"571","EIF4EBP1",0,1.0363164913509,0.488,0.087,0,"CD14+ Mono","EIF4EBP1"
"575","HBEGF",0,1.03049859831219,0.337,0.014,0,"CD14+ Mono","HBEGF"
"576","ELOB",0,1.0277704722919,0.922,0.751,0,"CD14+ Mono","ELOB"
"581","SCPEP1",0,1.01397901471312,0.507,0.116,0,"CD14+ Mono","SCPEP1"
"582","CD300LF",0,1.00407425921128,0.413,0.023,0,"CD14+ Mono","CD300LF"
"1578","CCL5",0,2.17112727296658,0.578,0.092,0,"CD8 T","CCL5"
"1582","GZMA",0,1.22541361753661,0.374,0.053,0,"CD8 T","GZMA"
"1584","KLRK1",0,1.13217146359585,0.492,0.105,0,"CD8 T","KLRK1"
"1731","CD741",0,3.24631293864301,1,0.833,0,"B","CD74"
"1737","BANK1",0,2.70172727349564,0.957,0.011,0,"B","BANK1"
"1747","SWAP70",0,1.83213072145241,0.846,0.057,0,"B","SWAP70"
"1767","SNX21",0,1.42479754713103,0.867,0.283,0,"B","SNX2"
"1773","CD40",0,1.37944673583833,0.638,0.026,0,"B","CD40"
"1774","BLNK",0,1.35522780550685,0.662,0.016,0,"B","BLNK"
"1775","CD72",0,1.34986629312906,0.512,0.015,0,"B","CD72"
"1790","LYN1",0,1.06249853691425,0.806,0.178,0,"B","LYN"
"1853","STX71",1.97282513498649e-264,1.0834513526697,0.624,0.149,4.23506371727549e-260,"B","STX7"
"1872","EZR",9.19653460900317e-202,1.19461992993186,0.91,0.491,1.97422008451471e-197,"B","EZR"
"1892","PTPN61",2.78976944105623e-149,1.00265139699353,0.91,0.585,5.98879805911541e-145,"B","PTPN6"
"2227","GZMB",0,3.63214362870121,0.773,0.014,0,"NK","GZMB"
"2230","GZMH",0,3.04745941573635,0.741,0.016,0,"NK","GZMH"
"2233","GZMA1",0,2.78746492859316,0.906,0.1,0,"NK","GZMA"
"2235","SPON2",0,2.7041841323289,0.619,0.039,0,"NK","SPON2"
"2245","ADGRG1",0,1.75979337142191,0.565,0.008,0,"NK","ADGRG1"
"2259","CCL51",5.79369546020005e-283,2.8947249596505,0.881,0.179,1.24373260444115e-278,"NK","CCL5"
"2261","KLRK11",1.32856698476772e-271,1.97319096082777,0.866,0.17,2.85203474620087e-267,"NK","KLRK1"
"2272","CMC11",3.3693492236259e-174,1.9515393611945,0.673,0.167,7.23298197835771e-170,"NK","CMC1"
"2273","IGFBP7",6.7058346271869e-171,1.57541631849749,0.378,0.046,1.43954151941821e-166,"NK","IGFBP7"
"2279","TIGIT",2.27474659903054e-146,1.17541214294904,0.477,0.083,4.88319852413885e-142,"NK","TIGIT"
"2283","RHOC",6.31084501341022e-140,1.31261209060737,0.628,0.157,1.35474909902877e-135,"NK","RHOC"
"2299","CTSC",8.6641885940901e-96,1.27779654255702,0.764,0.357,1.85994136549332e-91,"NK","CTSC"
"2302","CD991",1.41106222825083e-91,1.03736183306987,0.966,0.779,3.02912728538605e-87,"NK","CD99"
"2308","SLC9A3R11",2.27121519395071e-87,1.09074002033266,0.901,0.628,4.87561765685399e-83,"NK","SLC9A3R1"
"2323","CD631",2.83475124535421e-75,1.13942743241418,0.727,0.362,6.08536049840189e-71,"NK","CD63"
"2324","ITGB21",1.98560449687004e-74,1.0551557613169,0.96,0.788,4.26249717343092e-70,"NK","ITGB2"
"2332","CCL31",5.80680103033853e-70,1.12619033315683,0.281,0.054,1.24654597718277e-65,"NK","CCL3"
"2953","PILRA1",0,2.27429661491479,0.99,0.121,0,"CD16+ Mono","PILRA"
"2961","VMO1",0,1.7278781727353,0.562,0.004,0,"CD16+ Mono","VMO1"
"3002","RHOC1",5.48647796046263e-276,2.55223092520539,0.98,0.157,1.17778222377251e-271,"CD16+ Mono","RHOC"
"3009","PIK3AP12",7.2657811114082e-264,1.48708731507953,0.877,0.103,1.559745231186e-259,"CD16+ Mono","PIK3AP1"
"3019","CLEC12A1",4.44921517701184e-246,1.31871816932617,0.887,0.106,9.55113022049132e-242,"CD16+ Mono","CLEC12A"
"3022","MTSS12",5.06026723700186e-239,1.88694618192788,0.966,0.161,1.08628756776719e-234,"CD16+ Mono","MTSS1"
"3024","LYN2",2.26970289521737e-233,2.5245014105028,1,0.204,4.87237120516313e-229,"CD16+ Mono","LYN"
"3026","CD300LF1",1.22537907973281e-231,1.0276634425525,0.734,0.075,2.63052127046242e-227,"CD16+ Mono","CD300LF"
"3029","CPPED11",1.01905876512215e-229,1.36381321839616,0.882,0.117,2.18761345108771e-225,"CD16+ Mono","CPPED1"
"3055","PECAM11",1.13868114967098e-202,2.46341862961374,0.99,0.23,2.44440682399869e-198,"CD16+ Mono","PECAM1"
"3062","SNX181",9.20490675338643e-193,1.23147933832533,0.823,0.122,1.97601733274947e-188,"CD16+ Mono","SNX18"
"3065","RRAS",1.9884277739364e-191,1.20111306463305,0.818,0.12,4.26855790230927e-187,"CD16+ Mono","RRAS"
"3066","IFI301",5.43081017004216e-191,2.87221816460362,1,0.24,1.16583201920295e-186,"CD16+ Mono","IFI30"
"3071","KLF41",2.77865990424706e-186,1.68186631572646,0.941,0.164,5.96494921644716e-182,"CD16+ Mono","KLF4"
"3072","CST31",7.89818841891615e-186,2.43483654552014,1,0.204,1.69550410788873e-181,"CD16+ Mono","CST3"
"3079","AIF11",1.55720971183528e-177,2.92582751977136,1,0.305,3.3428620883968e-173,"CD16+ Mono","AIF1"
"3080","BID1",9.91474519952088e-177,1.61617737529959,0.941,0.201,2.12839835198115e-172,"CD16+ Mono","BID"
"3083","LGALS91",5.78009296721884e-173,1.62869803297672,0.975,0.22,1.24081255727287e-168,"CD16+ Mono","LGALS9"
"3097","FBP11",5.51579173943633e-161,1.0750246638863,0.65,0.086,1.1840750127048e-156,"CD16+ Mono","FBP1"
"3102","NCF21",1.1146559822789e-156,1.28671969556257,0.946,0.178,2.39283199715811e-152,"CD16+ Mono","NCF2"
"3103","FCN11",1.16635128644029e-155,1.61814859760257,0.985,0.178,2.50380630660138e-151,"CD16+ Mono","FCN1"
"3118","CD3021",1.54120800861383e-145,1.02184363368679,0.828,0.139,3.30851123209131e-141,"CD16+ Mono","CD302"
"3123","TYMP1",1.4660305138492e-143,1.75881189787422,1,0.267,3.14712770408007e-139,"CD16+ Mono","TYMP"
"3130","ASAH11",6.50486845376831e-138,1.80985045454305,0.99,0.344,1.39640011097044e-133,"CD16+ Mono","ASAH1"
"3141","TIMP11",1.9694205068363e-133,2.41533959991394,0.99,0.384,4.22775500202549e-129,"CD16+ Mono","TIMP1"
"3157","PSAP1",2.24435340723317e-124,2.65916923603028,1,0.65,4.81795345930744e-120,"CD16+ Mono","PSAP"
"3160","NPC21",2.84135046694188e-123,1.71268298918662,0.99,0.415,6.09952704738414e-119,"CD16+ Mono","NPC2"
"3171","CTSS1",1.40856941720584e-118,2.26876673608229,1,0.473,3.02377596791578e-114,"CD16+ Mono","CTSS"
"3188","VASP2",6.34714311089185e-114,1.58042579703244,0.985,0.432,1.36254121161515e-109,"CD16+ Mono","VASP"
"3197","CTSC1",1.31477303580588e-111,1.59496266558671,0.956,0.359,2.82242327596448e-107,"CD16+ Mono","CTSC"
"3199","CASP11",2.53999820543777e-111,1.24795765834262,0.911,0.26,5.45261414761326e-107,"CD16+ Mono","CASP1"
"3207","HSBP11",4.34294384764695e-109,1.14986401745834,0.906,0.252,9.32299755774371e-105,"CD16+ Mono","HSBP1"
"3210","S100A111",4.04980083406034e-108,1.85088726030637,1,0.648,8.69370745047732e-104,"CD16+ Mono","S100A11"
"3242","VSIR1",9.05011295487512e-97,1.52695904130048,1,0.602,1.94278774802304e-92,"CD16+ Mono","VSIR"
"3258","LGALS11",1.7799268481602e-92,1.52602303870444,0.99,0.381,3.8209689649455e-88,"CD16+ Mono","LGALS1"
"3261","MTPN2",2.66065444596689e-92,1.31468475030137,0.98,0.528,5.71162689915713e-88,"CD16+ Mono","MTPN"
"3262","PTPN62",2.70127984985423e-92,1.42628616396876,0.985,0.599,5.79883745368208e-88,"CD16+ Mono","PTPN6"
"3293","RNASET22",3.81801770060253e-86,1.28130073085307,0.995,0.672,8.19613859788345e-82,"CD16+ Mono","RNASET2"
"3298","ANXA21",1.60161608488634e-85,1.33782619342028,0.985,0.445,3.4381892494255e-81,"CD16+ Mono","ANXA2"
"3349","SOD21",1.51085340266279e-76,1.2444235153117,0.921,0.363,3.2433489994962e-72,"CD16+ Mono","SOD2"
"3352","CSTB1",1.4637021078059e-75,1.20790411763754,0.99,0.646,3.14212931482692e-71,"CD16+ Mono","CSTB"
"3359","RAB101",1.08894243600117e-74,1.00421714854691,0.887,0.33,2.33763272736371e-70,"CD16+ Mono","RAB10"
"3361","S100A41",2.20013408704562e-74,1.33223659611507,1,0.82,4.72302784466084e-70,"CD16+ Mono","S100A4"
"3421","ITGB22",1.1601536266079e-66,1.02627371947213,1,0.79,2.49050179023918e-62,"CD16+ Mono","ITGB2"
"3429","GSTP11",2.43818534408291e-65,1.12909678575632,0.99,0.574,5.23405247814279e-61,"CD16+ Mono","GSTP1"
"3434","CD742",8.52515221870923e-65,1.06164552961981,1,0.84,1.83009442679031e-60,"CD16+ Mono","CD74"
"4324","RNASE61",5.4003400143228e-174,1.22015144915267,0.809,0.088,1.15929099087467e-169,"DC","RNASE6"
"4343","CST32",3.03488042759314e-150,3.50220939901853,1,0.209,6.51497781391419e-146,"DC","CST3"
"4384","IL1B2",1.49262008201204e-115,1.20364385272692,0.728,0.099,3.20420753005525e-111,"DC","IL1B"
"4423","KLF42",1.36990262046144e-93,1.23299550513584,0.868,0.169,2.94076995534457e-89,"DC","KLF4"
"4451","IFI302",1.65459428122481e-84,1.69280019695166,0.993,0.245,3.55191754350531e-80,"DC","IFI30"
"4455","CD743",4.25071864153083e-83,3.16927306642961,1,0.841,9.12501770777423e-79,"DC","CD74"
"4466","LGALS92",1.43288691470932e-80,1.08997665772247,0.912,0.225,3.0759783398065e-76,"DC","LGALS9"
"4501","LGALS12",4.0710685094996e-72,1.82903213766752,1,0.385,8.7393627693428e-68,"DC","LGALS1"
"4534","ANXA22",2.63645620111418e-65,1.64348892793291,0.971,0.448,5.65968052693181e-61,"DC","ANXA2"
"4549","GSTP12",3.04290055623217e-63,1.67510427441085,1,0.576,6.53219462406359e-59,"DC","GSTP1"
"4560","CAT3",2.09429787733082e-60,1.00997333139988,0.912,0.289,4.49582925326607e-56,"DC","CAT"
"4606","VIM2",8.86882389289158e-54,1.4062963673778,1,0.96,1.90387042508704e-49,"DC","VIM"
"4616","GAPDH1",7.50768960992464e-53,1.13369460681634,1,0.962,1.61167572856252e-48,"DC","GAPDH"
