"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"3592","IL10RB1",9.05519885452885e-47,0.526379063251776,0.655,0.202,1.94387953810171e-42,"CD16+ Mono","IL10RB"
"3596","HEG1",2.02956866070597e-46,0.372590643833032,0.34,0.068,4.3568750439375e-42,"CD16+ Mono","HEG1"
"3611","NAPRT1",6.34415675779553e-45,0.59842083481247,0.714,0.249,1.36190013119597e-40,"CD16+ Mono","NAPRT"
"3613","CHCHD102",8.77590047112801e-45,0.790703627503282,0.956,0.542,1.88392255413705e-40,"CD16+ Mono","CHCHD10"
"3625","MYO9B1",1.30426426703252e-43,0.630026151968378,0.847,0.344,2.7998641020387e-39,"CD16+ Mono","MYO9B"
"3650","HNMT1",1.67000035794266e-41,0.278588466212846,0.305,0.06,3.5849897683955e-37,"CD16+ Mono","HNMT"
"3657","SUSD1",5.99006088753689e-41,0.293211964224611,0.286,0.055,1.28588637072755e-36,"CD16+ Mono","SUSD1"
"3658","CTSD2",7.7925351729006e-41,0.580753519370004,0.951,0.513,1.67282352556657e-36,"CD16+ Mono","CTSD"
"3660","GUSB1",9.72273286247426e-41,0.491321975599651,0.621,0.198,2.08717906358735e-36,"CD16+ Mono","GUSB"
"3665","COX5B1",2.28928565221274e-40,0.660499211528256,0.99,0.731,4.91440950960508e-36,"CD16+ Mono","COX5B"
"3674","SNX51",1.12898074763684e-39,0.582520155389368,0.734,0.28,2.42358297095201e-35,"CD16+ Mono","SNX5"
"3676","SELPLG1",1.31043528933849e-39,0.763771701885646,0.961,0.604,2.81311143562294e-35,"CD16+ Mono","SELPLG"
"3681","SNX23",2.0486961294578e-39,0.573220981413344,0.798,0.311,4.39793598110706e-35,"CD16+ Mono","SNX2"
"3700","HCLS11",1.43069441465384e-37,0.669119199085236,0.985,0.775,3.0712716999374e-33,"CD16+ Mono","HCLS1"
"3712","SNAP231",5.74143700490742e-37,0.562362944193921,0.704,0.276,1.23251428184348e-32,"CD16+ Mono","SNAP23"
"3717","COX6B11",1.32889104800986e-36,0.583347403525455,0.99,0.828,2.85273041276276e-32,"CD16+ Mono","COX6B1"
"3728","PRCP",4.4811148242898e-36,0.405621193862463,0.507,0.153,9.61960919330291e-32,"CD16+ Mono","PRCP"
"3732","ANXA4",7.33054882778722e-36,0.361806015818876,0.365,0.092,1.57364891686108e-31,"CD16+ Mono","ANXA4"
"3737","LAP31",1.54023703539366e-35,0.522890999037789,0.542,0.18,3.30642684387957e-31,"CD16+ Mono","LAP3"
"3753","DOK22",8.87407411638312e-35,0.628952078339496,0.847,0.387,1.90499749056396e-30,"CD16+ Mono","DOK2"
"3757","BLVRB1",1.1384879902819e-34,0.340174480995874,0.631,0.212,2.44399216873815e-30,"CD16+ Mono","BLVRB"
"3759","WAS1",1.38218301796001e-34,0.680455233117792,0.951,0.65,2.96713228465475e-30,"CD16+ Mono","WAS"
"3768","PPP1R9B1",2.22363308820498e-34,0.347658965625668,0.468,0.136,4.77347315044964e-30,"CD16+ Mono","PPP1R9B"
"3772","TPP11",5.97861742427228e-34,0.537329551876907,0.69,0.271,1.28342980246853e-29,"CD16+ Mono","TPP1"
"3787","TALDO11",2.73917576837584e-33,0.432118179315263,0.951,0.493,5.88018862197242e-29,"CD16+ Mono","TALDO1"
"3791","SNX9",3.59864864475659e-33,0.460105711270958,0.586,0.201,7.72521904569897e-29,"CD16+ Mono","SNX9"
"3795","VPS53",6.37746937224419e-33,0.349489017702155,0.429,0.123,1.36905135013966e-28,"CD16+ Mono","VPS53"
"3799","PSME22",9.797506722449e-33,0.679182577049321,0.951,0.654,2.10323076810813e-28,"CD16+ Mono","PSME2"
"3801","PGD1",1.38650588690338e-32,0.325451673673042,0.704,0.262,2.97641218741549e-28,"CD16+ Mono","PGD"
"3812","PDP1",6.26527426836918e-32,0.298122041654935,0.36,0.094,1.34496642719081e-27,"CD16+ Mono","PDP1"
"3852","SERPINB61",2.45183420357703e-29,0.389026829832374,0.586,0.209,5.26335248481881e-25,"CD16+ Mono","SERPINB6"
"3863","SDHB",8.78939398203858e-29,0.42403162558355,0.675,0.268,1.88681920612422e-24,"CD16+ Mono","SDHB"
"3867","AHCY",1.15842157990222e-28,0.344070263363729,0.468,0.152,2.48678360557609e-24,"CD16+ Mono","AHCY"
"3872","ELOB1",4.4577107617384e-28,0.506769719912418,0.99,0.775,9.56936769222382e-24,"CD16+ Mono","ELOB"
"3882","MDM1",9.34170539319915e-28,0.251154409541153,0.266,0.064,2.00538389675806e-23,"CD16+ Mono","MDM1"
"3887","PMVK",1.81261536180753e-27,0.375129994527627,0.488,0.166,3.89114139719222e-23,"CD16+ Mono","PMVK"
"3888","INPP5D3",1.85962398849283e-27,0.436603571318476,0.754,0.325,3.99205481609756e-23,"CD16+ Mono","INPP5D"
"3896","DOK1",3.59737332766102e-27,0.252543757334965,0.384,0.113,7.72248132248992e-23,"CD16+ Mono","DOK1"
"3904","CDKN1A1",9.13191723027831e-27,0.443489609388216,0.36,0.11,1.96034867182385e-22,"CD16+ Mono","CDKN1A"
"3909","UBAC11",2.11192001332571e-26,0.321873366722016,0.507,0.178,4.53365869260631e-22,"CD16+ Mono","UBAC1"
"3911","SERPINB11",3.24756022942552e-26,0.468950108238619,0.897,0.494,6.97153754450777e-22,"CD16+ Mono","SERPINB1"
"3915","TXNRD1",4.94932703903829e-26,0.260724689603509,0.389,0.119,1.06247203547035e-21,"CD16+ Mono","TXNRD1"
"3916","RCOR11",5.8344142590965e-26,0.352209824918554,0.498,0.177,1.25247370900025e-21,"CD16+ Mono","RCOR1"
"3922","EP3001",9.108069329301e-26,0.361366889478214,0.527,0.196,1.95522924292105e-21,"CD16+ Mono","EP300"
"3927","HAGH",2.52948089532712e-25,0.373476530929026,0.606,0.235,5.43003663799872e-21,"CD16+ Mono","HAGH"
"3937","ARSA",7.54908468969779e-25,0.292530960479828,0.478,0.165,1.62056201033742e-20,"CD16+ Mono","ARSA"
"3941","ATOX11",2.87752681035329e-24,0.308554155815645,0.576,0.216,6.17718680378541e-20,"CD16+ Mono","ATOX1"
"3942","TNFAIP8L21",3.16319712083108e-24,0.277530537925581,0.483,0.168,6.79043525928807e-20,"CD16+ Mono","TNFAIP8L2"
"3951","DBNL2",7.58286292804971e-24,0.474928717069976,0.813,0.415,1.62781318476443e-19,"CD16+ Mono","DBNL"
"3952","MAPKAPK2",1.03136753113175e-23,0.322028140651119,0.498,0.185,2.21403667908053e-19,"CD16+ Mono","MAPKAPK2"
"3954","M6PR",1.19990504094183e-23,0.495421773124422,0.882,0.475,2.57583615138982e-19,"CD16+ Mono","M6PR"
"3956","PAG1",1.33613092152378e-23,0.504104926400591,0.704,0.327,2.8682722492351e-19,"CD16+ Mono","PAG1"
"3957","STAT21",1.48623977455796e-23,0.37507890191039,0.517,0.202,3.19051092404358e-19,"CD16+ Mono","STAT2"
"3959","CALCOCO21",1.55788188282925e-23,0.438158400584678,0.714,0.333,3.34430503786954e-19,"CD16+ Mono","CALCOCO2"
"3962","ARHGAP1",2.27754913072314e-23,0.397389538962978,0.488,0.186,4.88921471892337e-19,"CD16+ Mono","ARHGAP1"
"3971","TNFRSF1A2",3.84313820168775e-23,0.324858937200424,0.557,0.216,8.25006477756309e-19,"CD16+ Mono","TNFRSF1A"
"3981","TAX1BP1",6.39460195900721e-23,0.484910149403992,0.867,0.498,1.37272920254008e-18,"CD16+ Mono","TAX1BP1"
"3994","CCT5",2.35563864896546e-22,0.468213500469028,0.778,0.382,5.05684948773416e-18,"CD16+ Mono","CCT5"
"4020","CD632",1.44890540322252e-21,0.613721342769095,0.7,0.367,3.11036522909778e-17,"CD16+ Mono","CD63"
"4021","DAPP12",1.46390734981885e-21,0.259188231456677,0.463,0.171,3.14256990785612e-17,"CD16+ Mono","DAPP1"
"4022","PTPN11",1.56210615592599e-21,0.436123892146048,0.704,0.329,3.35337328492631e-17,"CD16+ Mono","PTPN1"
"4024","RAB371",1.80034556534721e-21,0.338225159940827,0.438,0.162,3.86480182513085e-17,"CD16+ Mono","RAB37"
"4026","STK24",1.99414736045842e-21,0.368160233336317,0.808,0.376,4.28083613869609e-17,"CD16+ Mono","STK24"
"4032","ERP44",3.58754538523499e-21,0.361605455954334,0.626,0.267,7.70138367848395e-17,"CD16+ Mono","ERP44"
"4036","LARP11",7.5163082042072e-21,0.293916344884868,0.458,0.173,1.61352588219716e-16,"CD16+ Mono","LARP1"
"4050","XIAP",4.36474889952722e-20,0.253807179190119,0.384,0.134,9.36980646261509e-16,"CD16+ Mono","XIAP"
"4076","CLTA1",3.67020729242386e-19,0.429642124756042,0.798,0.442,7.87883399464629e-15,"CD16+ Mono","CLTA"
"4077","CDKN2D1",3.8411631428328e-19,0.318976796293359,0.778,0.385,8.24582491871917e-15,"CD16+ Mono","CDKN2D"
"4078","DECR1",4.3514112275544e-19,0.356386038513746,0.645,0.297,9.34117448219102e-15,"CD16+ Mono","DECR1"
"4079","EFCAB2",4.37773354827975e-19,0.271370311676858,0.389,0.144,9.39768060809214e-15,"CD16+ Mono","EFCAB2"
"4082","NBN",5.61844857448944e-19,0.260282869139441,0.443,0.169,1.20611235548565e-14,"CD16+ Mono","NBN"
"4089","PRDX52",7.62069715149939e-19,0.385778632905563,0.906,0.518,1.63593505751237e-14,"CD16+ Mono","PRDX5"
"4091","GBP21",1.03007077690692e-18,0.451555201980591,0.596,0.281,2.21125293678609e-14,"CD16+ Mono","GBP2"
"4093","SH3BP1",1.25483675621242e-18,0.419742051114634,0.734,0.371,2.6937580645612e-14,"CD16+ Mono","SH3BP1"
"4100","PRDX31",2.70088852081648e-18,0.289411985723893,0.631,0.275,5.79799738763673e-14,"CD16+ Mono","PRDX3"
"4102","BST22",3.11865951329071e-18,0.447309950482233,0.887,0.514,6.69482637718116e-14,"CD16+ Mono","BST2"
"4103","UBE2L61",3.66384424290459e-18,0.454374772687446,0.798,0.427,7.86517443624327e-14,"CD16+ Mono","UBE2L6"
"4106","BAX1",8.01814136049396e-18,0.375729828361088,0.842,0.478,1.72125440585724e-13,"CD16+ Mono","BAX"
"4111","PPP2R5A1",1.50870877122186e-17,0.284011886696582,0.567,0.249,3.23874511918198e-13,"CD16+ Mono","PPP2R5A"
"4122","PTEN1",4.6249311533093e-17,0.315569759548876,0.719,0.351,9.92833970680907e-13,"CD16+ Mono","PTEN"
"4132","GLRX1",8.31214175251512e-17,0.356071204352319,0.729,0.384,1.78436747001242e-12,"CD16+ Mono","GLRX"
"4143","BIN21",1.73719799780687e-16,0.438961312489202,0.911,0.631,3.72924294189201e-12,"CD16+ Mono","BIN2"
"4149","BAG6",4.3011838262194e-16,0.330710800112449,0.631,0.305,9.23335131974519e-12,"CD16+ Mono","BAG6"
"4163","MYDGF",1.53391024779851e-15,0.275538794779737,0.709,0.343,3.29284512894906e-11,"CD16+ Mono","MYDGF"
"4168","GPI",2.8427533463518e-15,0.418061927655362,0.813,0.452,6.1025386086134e-11,"CD16+ Mono","GPI"
"4178","LRPAP11",6.04375031869337e-15,0.305898947890304,0.66,0.336,1.2974118809139e-10,"CD16+ Mono","LRPAP1"
"4184","SMAD2",1.06181564248491e-14,0.2580316952686,0.596,0.279,2.27939963972235e-10,"CD16+ Mono","SMAD2"
"4188","NFATC1",1.15587686297811e-14,0.259761682501635,0.409,0.171,2.48132086175511e-10,"CD16+ Mono","NFATC1"
"4193","SOD11",3.47792480487177e-14,0.484742815902126,0.961,0.724,7.46606117861823e-10,"CD16+ Mono","SOD1"
"4197","GET31",4.39129558338496e-14,0.252855701488124,0.537,0.246,9.42679422885249e-10,"CD16+ Mono","GET3"
"4203","SEPTIN91",1.32976436691225e-13,0.359697481952189,0.97,0.802,2.85460516645052e-09,"CD16+ Mono","SEPTIN9"
"4207","VIM1",1.80528551751511e-13,0.261180431993117,1,0.96,3.87540642044969e-09,"CD16+ Mono","VIM"
"4212","TBCB1",2.54644500946807e-13,0.322110405694593,0.803,0.469,5.4664535018251e-09,"CD16+ Mono","TBCB"
"4236","POLR2A1",1.7394946626529e-12,0.323285635666852,0.68,0.384,3.73417319231697e-08,"CD16+ Mono","POLR2A"
"4237","LAMTOR52",1.86114267444022e-12,0.279811267559689,0.729,0.389,3.99531497922081e-08,"CD16+ Mono","LAMTOR5"
"4243","PSME11",2.89962524805145e-12,0.311861616061139,0.99,0.861,6.22462551999205e-08,"CD16+ Mono","PSME1"
"4263","TNFRSF14",4.08451091669539e-11,0.287620048371596,0.867,0.561,8.76821958487e-07,"CD16+ Mono","TNFRSF14"
"4265","NDUFB72",7.00164550303746e-11,0.262713280601882,0.828,0.481,1.50304324013705e-06,"CD16+ Mono","NDUFB7"
"4273","GBP11",2.69870011968468e-10,0.287482483163982,0.404,0.198,5.7932995469271e-06,"CD16+ Mono","GBP1"
"4278","RALY1",5.69800624980804e-10,0.282112500288292,0.857,0.573,1.22319100164629e-05,"CD16+ Mono","RALY"
"4279","SSNA11",6.44219676246802e-10,0.255067555924854,0.695,0.403,1.38294637899901e-05,"CD16+ Mono","SSNA1"
"4280","GMFG1",7.07240519147376e-10,0.274052096995597,0.985,0.849,1.51823322245367e-05,"CD16+ Mono","GMFG"
"4281","CD1641",1.250023049096e-09,0.253561181389062,0.793,0.493,2.68342447949438e-05,"CD16+ Mono","CD164"
"4284","VPS28",1.36919209372068e-08,0.275843531112338,0.872,0.64,0.000293924466759019,"CD16+ Mono","VPS28"
"4299","IGFBP71",2.24955740174135e-247,0.803219411634019,0.728,0.048,4.82912487431816e-243,"DC","IGFBP7"
"4303","PON2",1.57139369119084e-221,0.496192893473113,0.485,0.023,3.37331083687937e-217,"DC","PON2"
"4306","IL18",3.54468276634396e-209,0.521476142554097,0.471,0.023,7.60937049451058e-205,"DC","IL18"
"4324","RNASE61",5.4003400143228e-174,1.22015144915267,0.809,0.088,1.15929099087467e-169,"DC","RNASE6"
"4335","HAVCR2",2.52020507133914e-159,0.523988782791989,0.522,0.038,5.41012422664374e-155,"DC","HAVCR2"
"4342","SERPINF1",2.63903039746498e-151,0.324721816956337,0.301,0.013,5.66520655423806e-147,"DC","SERPINF1"
"4343","CST32",3.03488042759314e-150,3.50220939901853,1,0.209,6.51497781391419e-146,"DC","CST3"
"4363","CLEC4A2",1.57969473253067e-129,0.890647785382003,0.713,0.086,3.39113068232359e-125,"DC","CLEC4A"
"4370","TST",2.17709551560385e-124,0.429952809197435,0.463,0.038,4.67357094334677e-120,"DC","TST"
"4379","TGFBI2",3.53043014921423e-117,0.951198830049382,0.875,0.133,7.57877440131818e-113,"DC","TGFBI"
"4384","IL1B2",1.49262008201204e-115,1.20364385272692,0.728,0.099,3.20420753005525e-111,"DC","IL1B"
"4393","LGMN",1.64477510811198e-109,0.571437410228472,0.441,0.04,3.53083872458398e-105,"DC","LGMN"
"4401","TNFSF13B2",1.14368254166326e-104,0.873177246206704,0.882,0.149,2.45514331218852e-100,"DC","TNFSF13B"
"4407","ICAM1",8.73449033016442e-102,0.580817042017495,0.566,0.067,1.8750330391764e-97,"DC","ICAM1"
"4410","CES11",9.21435548582787e-101,0.826452140957832,0.471,0.049,1.97804569214267e-96,"DC","CES1"
"4411","PRCP1",1.40076135088754e-100,0.890997865552504,0.846,0.151,3.00701439195029e-96,"DC","PRCP"
"4413","NAGA2",8.07223492055165e-100,0.642750125657197,0.676,0.095,1.73286667039482e-95,"DC","NAGA"
"4420","CPPED12",1.37840634223497e-96,0.758696116460453,0.765,0.123,2.95902489487581e-92,"DC","CPPED1"
"4423","KLF42",1.36990262046144e-93,1.23299550513584,0.868,0.169,2.94076995534457e-89,"DC","KLF4"
"4428","DUSP3",2.246394046869e-92,0.406961370222229,0.493,0.055,4.82233410041369e-88,"DC","DUSP3"
"4429","FABP5",5.80498654776038e-92,0.57440223106743,0.559,0.072,1.24615646220772e-87,"DC","FABP5"
"4434","BAIAP2",2.97071830917302e-90,0.351693437792035,0.426,0.043,6.37724099430172e-86,"DC","BAIAP2"
"4438","LAT23",1.08612467652621e-88,0.708618268712422,0.809,0.141,2.33158384309881e-84,"DC","LAT2"
"4448","CD3022",4.05683714320933e-86,0.879505514327206,0.794,0.143,8.70881229532747e-82,"DC","CD302"
"4449","TNFSF132",8.21735952795371e-86,0.806348837043541,0.721,0.121,1.76402056986582e-81,"DC","TNFSF13"
"4451","IFI302",1.65459428122481e-84,1.69280019695166,0.993,0.245,3.55191754350531e-80,"DC","IFI30"
"4455","CD743",4.25071864153083e-83,3.16927306642961,1,0.841,9.12501770777423e-79,"DC","CD74"
"4463","CEBPA2",7.1155355636978e-82,0.537474761312257,0.588,0.085,1.52749201945901e-77,"DC","CEBPA"
"4464","CDKN1A2",4.21724489343036e-81,0.813461169407021,0.654,0.108,9.05315961272695e-77,"DC","CDKN1A"
"4466","LGALS92",1.43288691470932e-80,1.08997665772247,0.912,0.225,3.0759783398065e-76,"DC","LGALS9"
"4474","HHEX3",1.82066410533131e-79,0.538497512166993,0.632,0.099,3.90841963491473e-75,"DC","HHEX"
"4497","BLVRB2",9.31912767235141e-73,0.855764295248848,0.912,0.211,2.00053713742368e-68,"DC","BLVRB"
"4498","FBP12",9.42138236668854e-73,0.470312911844035,0.581,0.09,2.02248815265703e-68,"DC","FBP1"
"4500","GCNT1",2.55815046813301e-72,0.295771233341513,0.346,0.036,5.49158160994113e-68,"DC","GCNT1"
"4501","LGALS12",4.0710685094996e-72,1.82903213766752,1,0.385,8.7393627693428e-68,"DC","LGALS1"
"4504","EIF4EBP12",1.40486345005751e-71,0.59563554825345,0.75,0.145,3.01582036823846e-67,"DC","EIF4EBP1"
"4505","BID2",1.49583587706954e-71,0.841724916277931,0.875,0.206,3.21111087730518e-67,"DC","BID"
"4515","CLEC12A2",1.52405977023229e-69,0.488011996841108,0.654,0.113,3.27169910875767e-65,"DC","CLEC12A"
"4526","CD361",5.91391418969273e-67,0.59970955211092,0.647,0.115,1.26953995910134e-62,"DC","CD36"
"4530","SKAP23",3.73436452919269e-66,0.523400699070298,0.699,0.133,8.01656033481796e-62,"DC","SKAP2"
"4531","KYNU3",5.4017584876939e-66,0.439591069650083,0.5,0.076,1.15959549455325e-61,"DC","KYNU"
"4534","ANXA22",2.63645620111418e-65,1.64348892793291,0.971,0.448,5.65968052693181e-61,"DC","ANXA2"
"4537","NCF22",4.4900061109742e-65,0.755602937476817,0.824,0.184,9.63869611842831e-61,"DC","NCF2"
"4538","TNFAIP22",1.82183964246253e-64,0.393039314035242,0.838,0.173,3.91094316047432e-60,"DC","TNFAIP2"
"4547","LYN3",2.74133766216826e-63,0.689933445017498,0.89,0.21,5.8848295593766e-59,"DC","LYN"
"4548","ANXA41",2.85348675271927e-63,0.470627317161682,0.544,0.091,6.12558001206245e-59,"DC","ANXA4"
"4549","GSTP12",3.04290055623217e-63,1.67510427441085,1,0.576,6.53219462406359e-59,"DC","GSTP1"
"4555","VAV32",1.81082747024641e-62,0.36974858775918,0.537,0.087,3.88730333037798e-58,"DC","VAV3"
"4559","TYMP2",2.03299183650808e-60,0.734860726440651,0.985,0.272,4.3642235754319e-56,"DC","TYMP"
"4560","CAT3",2.09429787733082e-60,1.00997333139988,0.912,0.289,4.49582925326607e-56,"DC","CAT"
"4563","AIF12",4.28513112729167e-60,0.960769553810296,0.993,0.309,9.19889099095702e-56,"DC","AIF1"
"4566","PILRA2",5.10789250622923e-59,0.629325262960752,0.654,0.13,1.09651128431223e-54,"DC","PILRA"
"4568","STX73",8.367271708921e-59,0.521473096506344,0.779,0.172,1.79620221775407e-54,"DC","STX7"
"4570","PLXNB22",1.64017402414204e-58,0.362402902363968,0.581,0.104,3.52096157762572e-54,"DC","PLXNB2"
"4573","PPIF1",2.34870986879106e-58,0.470354088142973,0.632,0.124,5.04197547533377e-54,"DC","PPIF"
"4592","VASH11",1.61225892594993e-55,0.294984179369028,0.316,0.038,3.4610362363367e-51,"DC","VASH1"
"4598","DAPP13",4.48269895756128e-55,0.556518416219243,0.735,0.17,9.6230098521968e-51,"DC","DAPP1"
"4600","SH2B32",1.22790059422508e-54,0.549392995391029,0.676,0.149,2.63593420562298e-50,"DC","SH2B3"
"4606","VIM2",8.86882389289158e-54,1.4062963673778,1,0.96,1.90387042508704e-49,"DC","VIM"
"4611","CD1631",2.84187600227999e-53,0.329922577784247,0.324,0.041,6.10065521409445e-49,"DC","CD163"
"4614","TPP12",4.94604790159318e-53,0.837375728135458,0.89,0.271,1.06176810303501e-48,"DC","TPP1"
"4616","GAPDH1",7.50768960992464e-53,1.13369460681634,1,0.962,1.61167572856252e-48,"DC","GAPDH"
"4630","LAP32",1.93892199568233e-51,0.573660419468994,0.735,0.18,4.16228384813125e-47,"DC","LAP3"
"4641","PLCB22",4.75087787850413e-50,0.672835480938519,0.875,0.251,1.01987095417848e-45,"DC","PLCB2"
"4645","PLIN31",8.04619437109026e-50,0.432920923528207,0.625,0.134,1.72727654564195e-45,"DC","PLIN3"
"4659","GLB1",4.38185432889906e-48,0.417670625790576,0.61,0.132,9.40652668784761e-44,"DC","GLB1"
"4661","FUOM1",4.69426609504938e-48,0.473654567573772,0.596,0.129,1.00771810262425e-43,"DC","FUOM"
"4665","RHOC2",7.64348377420908e-48,0.571462970476013,0.676,0.165,1.64082666180946e-43,"DC","RHOC"
"4666","PLEKHO12",1.06938166135464e-47,0.807945790225159,0.941,0.344,2.29564161243001e-43,"DC","PLEKHO1"
"4670","FCN12",5.42554278598902e-47,0.883667584843518,0.75,0.186,1.16470126986826e-42,"DC","FCN1"
"4671","HBEGF1",8.394313348139e-47,0.446111044614739,0.382,0.063,1.802007246445e-42,"DC","HBEGF"
"4675","SPINT2",9.19657277274606e-46,0.846415199543552,0.838,0.285,1.9742282771254e-41,"DC","SPINT2"
"4685","PTRHD11",1.36834067065981e-44,0.749220202744096,0.853,0.283,2.93741691770542e-40,"DC","PTRHD1"
"4694","NAGK2",2.30270439392099e-43,0.641401059325858,0.897,0.283,4.9432155224302e-39,"DC","NAGK"
"4699","CREG11",5.40334508515309e-43,0.443234979830118,0.625,0.146,1.15993608942981e-38,"DC","CREG1"
"4704","TPMT1",9.11904383669632e-42,0.278347898885703,0.426,0.079,1.9575851404236e-37,"DC","TPMT"
"4709","CMIP1",2.08988824134037e-41,0.355126654237828,0.603,0.14,4.48636308768538e-37,"DC","CMIP"
"4710","NUDT162",2.47920619610449e-41,0.343609924001337,0.551,0.122,5.32211194117751e-37,"DC","NUDT16"
"4718","CASP12",1.25283343976953e-40,0.743009038985813,0.794,0.265,2.68945754515326e-36,"DC","CASP1"
"4719","PSAP2",1.85615532517805e-40,0.865583444521526,1,0.652,3.98460863655971e-36,"DC","PSAP"
"4721","DOK11",2.1137902496361e-40,0.261404950401808,0.529,0.113,4.53767352889381e-36,"DC","DOK1"
"4729","COMT1",2.40116019294595e-39,0.570442590284015,0.904,0.292,5.15457058619707e-35,"DC","COMT"
"4731","CEP1701",5.22905343153124e-39,0.459397614162219,0.581,0.142,1.12252090014681e-34,"DC","CEP170"
"4737","RELT2",1.39363698257574e-38,0.270593884280475,0.529,0.118,2.99172051049534e-34,"DC","RELT"
"4741","RCOR12",8.08928150047239e-38,0.391169285137707,0.676,0.177,1.73652605970641e-33,"DC","RCOR1"
"4742","PCBD1",8.71749401056329e-38,0.309905862604999,0.478,0.103,1.87138443924762e-33,"DC","PCBD1"
"4746","SERPINB62",1.85116583023046e-37,0.48450699298031,0.735,0.209,3.97389768775573e-33,"DC","SERPINB6"
"4756","HSDL2",8.1655649134174e-37,0.294406199212195,0.449,0.095,1.75290181996331e-32,"DC","HSDL2"
"4765","TNFAIP8L22",4.62213819425303e-36,0.451358249442688,0.625,0.168,9.92234406160297e-32,"DC","TNFAIP8L2"
"4766","ADA22",5.65972902697671e-36,0.662308702044183,0.853,0.304,1.21497403022109e-31,"DC","ADA2"
"4788","BANK11",4.01401485996736e-34,0.351161131909704,0.353,0.068,8.61688569989193e-30,"DC","BANK1"
"4801","HSBP12",1.39283328243696e-33,0.475283404149555,0.801,0.257,2.98999520740742e-29,"DC","HSBP1"
"4806","ACAA12",2.48575398141528e-33,0.590116234496321,0.868,0.322,5.33616807190418e-29,"DC","ACAA1"
"4819","GUSB2",6.10721498483357e-33,0.377328159450419,0.699,0.2,1.31103584079422e-28,"DC","GUSB"
"4827","PRDX32",1.30719295843276e-32,0.527647388045949,0.816,0.275,2.8061511238676e-28,"DC","PRDX3"
"4830","GLA1",2.21526807999381e-32,0.356265365471762,0.404,0.09,4.75551598732272e-28,"DC","GLA"
"4831","VAMP81",2.2973206731895e-32,0.750893532750496,0.971,0.629,4.9316582891359e-28,"DC","VAMP8"
"4832","S100A112",3.77904169709303e-32,0.86758742593453,0.978,0.65,8.11246881114961e-28,"DC","S100A11"
"4835","ITGB23",6.96492270785707e-32,0.777696968594081,0.993,0.791,1.49515995769568e-27,"DC","ITGB2"
"4845","CTSS2",4.93677909983131e-31,0.34430792672351,0.993,0.476,1.05977836936079e-26,"DC","CTSS"
"4856","CD633",1.87464847117416e-30,0.620641250886258,0.919,0.366,4.02430787306957e-26,"DC","CD63"
"4859","TALDO12",2.05278487876613e-30,0.601956368264333,0.978,0.495,4.40671329924726e-26,"DC","TALDO1"
"4863","CCL32",2.46118279100264e-30,0.40633744798912,0.301,0.058,5.28342109744538e-26,"DC","CCL3"
"4866","PSTPIP21",3.05199058439675e-30,0.255183291561191,0.434,0.101,6.5517081875245e-26,"DC","PSTPIP2"
"4870","BACH12",6.70362902537019e-30,0.30522577326944,0.632,0.18,1.43906804287622e-25,"DC","BACH1"
"4881","TXNRD11",3.26685016296603e-29,0.287826668351326,0.471,0.12,7.01294724483917e-25,"DC","TXNRD1"
"4883","NPC22",4.57610900110005e-29,0.612320641172822,0.941,0.419,9.82353319266148e-25,"DC","NPC2"
"4885","DBI2",4.93126264918881e-29,0.751994716093485,0.949,0.509,1.05859415290136e-24,"DC","DBI"
"4889","ATXN10",9.49371607385287e-29,0.309517370954959,0.632,0.183,2.038016029574e-24,"DC","ATXN10"
"4892","CSTB2",1.25823824674006e-28,0.782995042567485,0.978,0.648,2.70106004427689e-24,"DC","CSTB"
"4899","SCPEP12",4.03219490603323e-28,0.272527866275684,0.603,0.174,8.65591280478154e-24,"DC","SCPEP1"
"4902","TIMP12",5.97562322823084e-28,0.571088213059529,0.897,0.389,1.28278703840432e-23,"DC","TIMP1"
"4908","PGD2",1.8654929130597e-27,0.375263050348493,0.772,0.264,4.00465363646526e-23,"DC","PGD"
"4911","PRKAR1A2",2.70362417044404e-27,0.341125666829698,0.669,0.207,5.80387000669221e-23,"DC","PRKAR1A"
"4919","SERPINB12",6.48981560645338e-27,0.645179124429571,0.934,0.496,1.39316871623735e-22,"DC","SERPINB1"
"4934","ATOX12",2.9263808963669e-26,0.330980012427942,0.684,0.217,6.28206187023082e-22,"DC","ATOX1"
"4950","IFT20",2.131922577228e-25,0.308231601825351,0.551,0.163,4.57659819653534e-21,"DC","IFT20"
"4962","TMSB101",9.78040860123742e-25,0.415945358094068,1,0.995,2.09956031442764e-20,"DC","TMSB10"
"4971","RILPL22",2.44916523332528e-24,0.394606581227562,0.86,0.322,5.25762300637938e-20,"DC","RILPL2"
"4978","VASP3",4.6642714295141e-24,0.546598661991648,0.912,0.436,1.00127914777379e-19,"DC","VASP"
"5011","C7orf50",1.09838149143326e-22,0.410268636623776,0.765,0.287,2.35789554765978e-18,"DC","C7orf50"
"5018","CLTA2",2.1308250933606e-22,0.520644094936565,0.919,0.443,4.5742422279172e-18,"DC","CLTA"
"5023","ENO11",3.10729125738468e-22,0.603529850142242,0.985,0.716,6.6704221422277e-18,"DC","ENO1"
"5032","ANXA11",1.88775076697089e-21,0.822616674246728,0.926,0.603,4.0524345714564e-17,"DC","ANXA1"
