"","Location","P04792","P06858","P07711","P12104","P21980","Q13043","Q99523","Q07108","P10145","P42830","Q13541","O00161","O75791","P09417","P09467","P09525","P19022","P19971","P23526","P31431","P35754","P41236","P51693","P52888","Q16773","Q8N1Q1","Q8NI22","Q8WVQ1","Q8WX77","Q9NR28","Q9UHL4","Q9Y5K6","Q9ULL4","O60496","O60664","O94903","P00568","P10644","P21549","Q03154","Q15067","Q6PJW8","Q969P0","Q9H7M9","Q9Y5X1","P09382","Q13158","Q53H82","P07451","P15907","P23141","P35590","P42785","P00750","P04080","P04085","P05121","P25445","P33151","P42574","P80370","Q13867","Q16270","Q99988","O75326","P08236","P23284","Q14162","Q96AP7","P12111","P31146","O14786","P00441","P00915","P01033","P01034","P03950","P05362","P07359","P12830","P13501","P19320","Q15582","Q9BXJ1","O95998","P07339","P10646","P16109","P36222","P98160","Q86VB7","Q99969","A1L4H1","Q12794","Q9NZK5","Q13105","Q92558","P35218","P40225","Q04760","Q9BYF1","Q9UKP3","P21964","P40818","Q9NWQ8","O95684","P08319","P13807","P31483","P34947","P58546","P61978","Q15831","Q6UWL2","Q8TE57","Q99549","Q16619","O43854","P21246","P20718","O00182","P01127","P18510","P25116","Q15389","Q8IYS5","Q92583","P56470","Q92956","O14773","O43291","O95633","P24387","P29350","P47712","Q14118","Q6UXH1","Q99538","P02778","P09341","P25942","Q14116","P46109","Q6UWV6","P55145","O43598","O43639","O75563","O95866","P07148","P0DMV8","P19876","P29279","P30613","P34896","P35625","Q99685","Q9H008","Q9HC38","Q9NR12","Q9UII2","Q9UJU6","Q9UKU9","Q9Y3D6","O75888","P01133","O43521-2","O95644","P11274","P52564","Q06520","Q6UB28","Q9NRM6","Q9NZN5","P09874","P26022","P29965","Q14242","Q16698","Q9UIB8","Q9Y6K9","O15169","P00813","P01135","P01137","P03956","P13232","P14210","P15692","P30203","P80162","Q13261","Q13478","Q99616","O00273","O14867","O43597","O60449","O60880","O75475","O94992","P08727","P09038","P14317","P16455","P19474","P23229","P30044","P30048","P51617","P78362","Q04637","Q05084","Q12933","Q12968","Q6ZUJ8","Q96DB9","Q96SB3","Q9C035","Q9GZT9","Q9HCM2","Q9NWZ3","Q9UKX5","Q9UMR7","Q9UN19","Q9UNE0","P50995","Q9H4D0","O43561","P12544","Q16719","O60884","P36959","P37235","P45984","Q12765","Q5R372","Q8IVG5","Q8TCS8","Q92609","Q96AX2","Q9BT73","Q9Y266","P32456","O60934","P01588","P30838","P42768","P55957","P68106","Q03426","Q12778","Q7L8A9","Q8NDB2","Q9UNK0","Q9Y5A7","O95379","P01584","P28827","P28838","P42575","Q13459","Q7Z739","Q9H0P0","Q9HD26","Q9UDT6","O94907","P04233","O14625","P50225","Q99731","P09104","P35237","Q8NBJ7","Q8NBS9","O00214","P15311","P21757","P25774","P30533","Q9P126","O14737","P06733","P12429","Q01469","Q14739","Q96CD2","Q9BRF8","Q9H446","Q9NP79","Q9UNZ2","Q10589","P05164","P16284","Q9HCN6","Q9Y624","P00918","P05067","P08648","P14174","P15289","P30043","P30086","P31948","P63313","Q14112","Q14696","Q99497","Q9UKK9","P00352","Q04900","Q15155","O60462","O15117","P04155","P07108","P12081","P14209","P19440","P30740","Q16881","Q9NZD4","Q9UBW5","O96013","Q86WV1","Q9UPY6","Q9Y2W6","O43557","O95630","P15018","Q9H5V8","P16278","P50135","Q02790","Q9BS40","P10636","O00399","O00559","O14618","P07741","P08134","P14868","P30039","P50453","P51531","P60484","Q07812","Q15633","Q15814","Q16740","Q16762","Q6P1M0","Q6P1N0","Q6XZF7","Q8WV92","Q8WWN9","Q9HD42","Q9NSK7","Q9UBB4","Q9UKV5","Q9UL46","P08962","P09211","P18031","P23588","P29218","P30519","P41208","P49789","P51452","P63098","P78560","Q03393","Q06323","Q13451","Q15126","Q16864","Q96B36","Q96IU4","Q99426","Q9BYC5","Q9H0C8","Q9H477","Q9NRG1","Q9UHV9","Q9Y2V2","Q9Y5P4","Q9Y6D9","P49023","P61244","Q9Y4K4","P40222","Q96SM3","P12931","O43464","O95721","P07237","O00244","O14974","P49767","Q16543","Q5JTD0","Q6FI81","Q7Z4W1","Q8NCC3","Q9HAT2","Q9UJ68","P09486","P13688","P21589","P21741","P26447","O00221","O43752","O75054","O94760","P15848","P25685","P30041","Q01543","Q02742","Q07960","Q13561","Q13576","Q7Z5R6","Q8N5S9","Q8WYN0","Q9P0V8","Q9Y6A5","Q99075","Q9UJM8","P80075","Q14790","Q8IXJ6","O95786","P18627","Q05516","Q14203","Q9UQQ2","P05089","P27695","P51858","P98082","P08473","Q16775","Q8TDQ1","O14964","O15116","O43715","O60825","O75380","P05783","P10606","P22307","P31350","P34949","P35813","P39748","P50120","P50583","P51692","P54727","P55273","P61218","P82980","Q00796","Q06787","Q08AG7","Q12846","Q15427","Q16595","Q6NXT1","Q6P2H3","Q6PGN9","Q7Z434","Q8N129","Q8WWY7","Q96DU3","Q96NA2","Q96NB1","Q99683","Q9BSW2","Q9BUE0","Q9C005","Q9H4P4","Q9HAV7","Q9NUY8","Q9UQB8","Q9Y223","Q9Y243","Q9Y2Z0","Q9Y570","P37108","Q96EK5","Q9BTE6","O00186","O14713","O15357","O75569","O95831","P07947","P20472","P35070","P80303","Q15116","Q7LG56","Q86SR1","Q96RT1","Q9GZY6","Q9P0J1","Q9Y5V3","Q9Y653","O14828","P00519","P07948","P15514","P29317","P38936","P50579","O00233","O60763","O60907","O75695","P08397","P09110","P15121","P30260","P35637","P49441","P51580","P55008","P55039","P55789","Q14241","Q5VIR6","Q8NEZ2","Q96I15","Q9BS26","Q9BSL1","Q9BYE9","Q9P1Z2","Q9UHD8","Q9H7C9","Q96HD9","P07355","Q3SXY8","Q9Y2Y0","Q7L266","P00966","O75348","Q8NFL0","Q14457","Q58F21","Q13137","P35520","Q5SW79","P09543","P02458","Q8N668","P35606","Q5TA50","O95825","O75061","P30084","O75521","Q9NZN3","P20042","P55010","Q15370","Q96C92","Q8WUF8","Q6P4F2","Q8TAE8","Q9BVM4","P46926","Q9UBQ7","P35914","Q53T59","O75506","Q92835","P50053","Q14807","P36776","O75427","Q9BV79","Q96A35","Q14324","P12829","Q9UJ70","Q9NVZ3","Q16621","P19838","Q12986","Q86X76","Q9NV35","P55809","Q86VP3","Q9BTK6","O15018","O15305","Q8ND90","P43487","Q9Y4C8","Q6ZRY4","Q99942","P50914","Q9HB40","O94979","Q9Y5X3","Q5JTV8","P12270","O43734","Q99598","Q5VVQ6","Q8IZF2","Q12982","P33681","Q96FZ7","O43405","P14854","P53674","P23919","Q96DC8","P29692","Q8NDI1","O43681","O75223","O60234","Q9P2J2","Q96EM0","Q969H8","Q9NQR4","Q9BXD5","Q8TCD5","Q13442","P52209","P49593","Q14914","O75154","O00194","Q969X0","Q9BW04","O75711","P51688","Q96C24","Q13428","Q15388","Q9H3S4","O14933","Q9UBR1","Q86TH1","Q13510","P23560","P30046","P17174","Q9Y251","O95965","P40925","P35579","P61916","P13667","P30405","Q96NZ9","P32119","P07602","P02730","P37837","Q6IBS0","P24666","O75173","Q8N556","Q8IV38","Q5TBC7","O60238","P55211","Q15762","P16671","P49715","P48730","Q16643","O43583","P23743","P06730","Q09472","Q96PL5","O60447","Q04609","Q9UPW0","Q9Y2X7","Q6UXL0","P20701","O95835","Q8IX19","Q86UE4","P17050","Q96PU5","P49757","Q5T2W1","P56645","P06401","O75688","Q5JS54","Q9H7Z7","O75365","P11234","Q96D71","Q9NY59","P52630","O15400","Q8NBK3","Q02880","Q12888","Q9H0U9","Q9H832","Q9BV40","Q9UKW4","P98170","Q9H171","P07311","P35611","Q8NEU8","Q92619","Q9HB71","P20908","P32321","Q5TDH0","P25686","O75190","Q8TEA8","P30040","A2VDF0","P04406","P30047","P06280","Q9P2T1","Q8TDQ7","P40197","Q9ULI3","Q8NDA2","Q9BX67","Q9NQ48","P56192","Q9BUN1","O96007","Q9BUH6","P61457","O76074","P30101","Q8IUZ5","Q13976","Q9H939","Q6GMV3","Q15276","P52758","O14745","P37840","Q9NRS6","Q8N0X7","P50502","Q96A49","O75347","Q6P589","Q53FA7","O43399","P10599","Q04323","P06132","Q96AJ9","P27348","P04040","P54108","O00602","P06744","Q0ZGT2","Q92686","Q86YW5","P50552","O95497","P61769","P02751","Q08380","P02776","P02775","P36955","P02787","P45954","P54819","P31751","Q01432","P63010","P59780","P53367","Q92888","Q9BZE9","P54252","Q16520","Q07817","Q6QNY0","Q9Y3E2","Q8IWQ3","P54284","P49069","Q5T5Y3","O15234","P55210","Q96JB5","Q9P2M7","Q8WYQ3","P24386","O14578","P54105","Q7Z7K0","P07320","P68400","Q9Y4D1","O94830","Q6PKH6","P78352","Q8WW22","Q5F1R6","Q9UQ16","Q9ULA0","Q99704","O77932","P63172","O60869","P47813","O43432","Q9H777","O15083","A0FGR8","Q5JSP0","Q9NWM8","O95954","P32455","Q96CN9","Q6Y7W6","Q8TF65","Q86SX6","Q9BX10","Q7Z4V5","Q03014","O75146","Q6ZVN8","Q9BUJ2","Q8IY31","P78318","Q9P2X3","Q15735","Q9NXV2","Q5SW96","O95202","P98164","P11137","Q8TC05","Q8IY33","Q8N4C8","Q9BV20","P13995","Q96A32","Q93015","Q6XQN6","O43776","Q9NPE2","P30419","Q9BXI3","Q16625","O60890","Q6GQQ9","Q8IXS6","Q15366","Q9NPG4","Q96HC4","Q96G03","O75167","Q8WXW3","Q00722","Q53GL0","Q9NRY6","Q9UL42","Q96A00","P13861","Q99460","P61026","Q96I25","Q9H6H4","Q9H4X1","O43665","O75792","P10301","Q8WWV3","Q92599","P07093","Q9NR46","Q9H6Q3","P53814","P61764","P51687","Q7L0J3","P21579","B6A8C7","P48775","P62072","O60220","Q8N6Q1","Q15025","Q6ZVM7","Q15714","Q9UNY4","O14530","P10746","Q9Y3C0","P46937","Q9Y6X8","Q9NPJ3","Q8NEB7","O95433","Q8TCU4","O75843","O00203","P62330","Q676U5","Q7Z569","Q8IXQ3","P20807","Q9H6E4","Q8NHZ8","Q9Y5S2","A8MTB9","Q7Z692","P49454","O15182","Q9BRQ6","Q14011","Q8IY22","P00167","Q6BCY4","Q8TBM8","Q8WXX5","Q05193","O60941","P33316","P56851","Q5VUJ9","P19525","O43768","O94988","Q9UIM3","P49354","O43903","Q8TF64","Q49A26","Q9H8Y8","P21695","Q9NQ84","Q12849","Q7Z4H3","O75330","P13284","P08700","Q16891","P53990","Q15652","Q9H910","Q674X7","O43504","Q6PKG0","A6NM11","Q96AG4","Q02750","P49137","Q9ULC4","Q8N5J2","Q9H2K0","O43312","Q765P7","Q9ULD2","Q99733","P17568","Q9UMS0","Q13287","Q96DE0","O60502","Q8N6M0","Q99487","Q99447","Q14554","Q86UU1","P36873","Q15172","Q15262","Q8WUD1","Q9UKM9","Q9Y4G8","Q96R05","Q6UW15","Q68DV7","Q96AT9","Q86SQ7","P21912","P50454","Q9Y3L3","Q9BZW2","Q14BN4","Q15796","P84022","O75940","Q96RF0","O60749","Q8TE77","O43805","Q92783","Q8IWZ8","Q9UH65","Q9NYJ8","O75528","P26639","Q9BU02","Q6PL24","Q96A25","Q03169","O14717","Q14258","Q8NG06","P19075","P63146","Q92890","Q9UHP3","Q9UK41","O75351","O15213","P54577","Q9BW85","Q96K21","Q96NB3","O60232","sum"
"14","Membrane",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"23","Membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25","Membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
