"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp"
"GRHPR","GRHPR",0.863317546583851,0.0283101979997956,0.131978801839558,"group2-group1"
"ANG","ANG",0.410348602484472,0.0283708587279493,0.132050987359548,"group2-group1"
"REPS1","REPS1",0.612310559006211,0.028523482423632,0.132550300674525,"group2-group1"
"TPR","TPR",0.482824378881987,0.028581279552649,0.132608063702211,"group2-group1"
"IL1RAP","IL1RAP",-0.515729192546584,0.0291183886605707,0.134815553688007,"group2-group1"
"STK24","STK24",0.472209161490683,0.0291767953909683,0.134815553688007,"group2-group1"
"PBK","PBK",0.374209161490683,0.0292644091634173,0.134815553688007,"group2-group1"
"GATD3","GATD3",0.738672360248448,0.0292769398136127,0.134815553688007,"group2-group1"
"FAS","FAS",0.281472670807453,0.0292876758781678,0.134815553688007,"group2-group1"
"S100A16","S100A16",-0.631886335403727,0.0296126573448514,0.136097165753146,"group2-group1"
"LXN","LXN",0.898502018633539,0.0301053625832655,0.138144387489615,"group2-group1"
"SKIV2L","SKIV2L",0.40697748447205,0.0306875091765279,0.140594967590895,"group2-group1"
"NOTCH3","NOTCH3",-0.459599223602484,0.0307888768595747,0.140838633897554,"group2-group1"
"WIF1","WIF1",-0.452950465838509,0.0311176242663235,0.142120024578849,"group2-group1"
"HSP90B1","HSP90B1",-0.787002639751553,0.0312626514071473,0.142377942693134,"group2-group1"
"NPL","NPL",0.441523136645963,0.031271515295584,0.142377942693134,"group2-group1"
"FCN2","FCN2",0.649286801242236,0.0321608698937425,0.146199413218366,"group2-group1"
"HDAC9","HDAC9",-0.758145652173913,0.0325261715922607,0.147630434105867,"group2-group1"
"TOR1AIP1","TOR1AIP1",0.58118602484472,0.0326268255272249,0.147857691497796,"group2-group1"
"AHSP","AHSP",0.77482701863354,0.0331411855261291,0.149956169184018,"group2-group1"
"NAPRT","NAPRT",0.48368850931677,0.0333440734202169,0.150640999393036,"group2-group1"
"FGD3","FGD3",0.639013198757764,0.0336446485607503,0.151764363801039,"group2-group1"
"ASPSCR1","ASPSCR1",0.579616459627328,0.0337837214317688,0.151825116304238,"group2-group1"
"NEDD4L","NEDD4L",0.693570341614906,0.0338138751076243,0.151825116304238,"group2-group1"
"MKI67","MKI67",0.410477173913043,0.0338595438172626,0.151825116304238,"group2-group1"
"DDHD2","DDHD2",0.30768447204969,0.0338920319162211,0.151825116304238,"group2-group1"
"QDPR","QDPR",0.501071118012422,0.0339178244771356,0.151825116304238,"group2-group1"
"ACE","ACE",0.438764906832298,0.0340028346470323,0.15197291387351,"group2-group1"
"SERPINA11","SERPINA11",-0.475361956521739,0.0340938319222383,0.152146978181225,"group2-group1"
"PRSS8","PRSS8",0.589220031055901,0.0342300411248255,0.152521966780282,"group2-group1"
"SCN2B","SCN2B",0.557889596273292,0.0345309043923561,0.153628361550772,"group2-group1"
"MFAP3","MFAP3",0.291580590062112,0.0346743226262875,0.154031983338356,"group2-group1"
"TADA3","TADA3",0.68971397515528,0.0351020234450413,0.155695317951223,"group2-group1"
"NPTXR","NPTXR",-0.366634627329192,0.0353830709158891,0.156704115586582,"group2-group1"
"ECI2","ECI2",0.611553105590062,0.0356710898396736,0.157740689260765,"group2-group1"
"TREM2","TREM2",0.69360450310559,0.0358318944516386,0.158212428220755,"group2-group1"
"IL5RA","IL5RA",-0.596815217391304,0.0359666612633629,0.158567950034404,"group2-group1"
"C1QTNF5","C1QTNF5",-0.665447826086957,0.0361686009501943,0.159167949036483,"group2-group1"
"PTPRM","PTPRM",0.303758540372671,0.0362116613442563,0.159167949036483,"group2-group1"
"SLC1A4","SLC1A4",0.535500310559006,0.0362914600320532,0.159279185696234,"group2-group1"
"MMP10","MMP10",-0.656407298136646,0.0364253366074423,0.159627074817922,"group2-group1"
"MRPL46","MRPL46",0.284058074534161,0.0368395482546987,0.161094938961139,"group2-group1"
"MYH9","MYH9",0.411903416149068,0.0368705145963059,0.161094938961139,"group2-group1"
"KYNU","KYNU",0.509032608695652,0.0372306194690356,0.162425523444763,"group2-group1"
"RABEP1","RABEP1",0.450777950310559,0.037537598111733,0.163520714278086,"group2-group1"
"GPD1","GPD1",0.71565248447205,0.0376576758031008,0.16379968210188,"group2-group1"
"WAS","WAS",1.10713726708075,0.0377490541925666,0.163953172964149,"group2-group1"
"RPE","RPE",0.548228881987578,0.0388354394854708,0.168421349578681,"group2-group1"
"GBP2","GBP2",0.699809782608696,0.0391103665287753,0.169362372390534,"group2-group1"
"MERTK","MERTK",0.282330124223603,0.0392447634750617,0.169615199842053,"group2-group1"
"CAT","CAT",0.63912204968944,0.039284806805703,0.169615199842053,"group2-group1"
"PAXX","PAXX",0.354170341614907,0.0393541571695767,0.169664013874148,"group2-group1"
"VAMP5","VAMP5",0.342134161490684,0.0397471481559677,0.171105911722966,"group2-group1"
"SKAP1","SKAP1",0.421829347826087,0.0398494513952276,0.171294038865074,"group2-group1"
"PSCA","PSCA",-2.9422400621118,0.040433678773957,0.1734012441656,"group2-group1"
"CDK5RAP3","CDK5RAP3",0.606162267080745,0.0404583128706601,0.1734012441656,"group2-group1"
"DNAJC21","DNAJC21",0.341326863354037,0.0405479094438916,0.173530804252555,"group2-group1"
"PRDX6","PRDX6",0.574169720496895,0.0409348381382182,0.174930602160836,"group2-group1"
"SNX5","SNX5",0.257151397515528,0.0417488225359668,0.177986685707971,"group2-group1"
"METAP1D","METAP1D",0.87993695652174,0.04177176407652,0.177986685707971,"group2-group1"
"AMPD3","AMPD3",0.697687422360248,0.041874198639417,0.178163439043691,"group2-group1"
"PCDH12","PCDH12",0.313308229813665,0.0419625822968895,0.178279982636349,"group2-group1"
"KLRF1","KLRF1",0.342545031055901,0.0428689381633638,0.181771596665601,"group2-group1"
"GET3","GET3",0.456221428571429,0.0429087929179831,0.181771596665601,"group2-group1"
"S100A13","S100A13",0.313255124223603,0.0431889878222838,0.182693793638981,"group2-group1"
"C9orf40","C9orf40",0.886957763975154,0.0434696631937949,0.183615354791131,"group2-group1"
"CCL20","CCL20",0.621264285714286,0.0436937241653133,0.184242937643648,"group2-group1"
"P4HB","P4HB",0.504111801242236,0.0437443033611671,0.184242937643648,"group2-group1"
"GTPBP2","GTPBP2",0.45281847826087,0.0438805350412699,0.184550797015298,"group2-group1"
"IGHMBP2","IGHMBP2",0.542203881987578,0.0442565166384977,0.185864652491852,"group2-group1"
"SPTBN2","SPTBN2",0.381825,0.0443344436311976,0.185924790149197,"group2-group1"
"SUMF2","SUMF2",0.651757453416149,0.0444600116524862,0.186184260831257,"group2-group1"
"LAMP3","LAMP3",0.531849534161491,0.0449463084061285,0.187951444164683,"group2-group1"
"CD38","CD38",0.322369565217391,0.0451570299718313,0.188562855153804,"group2-group1"
"DYNLT3","DYNLT3",-0.329409627329192,0.0455150127175341,0.189367655480731,"group2-group1"
"AGR3","AGR3",0.75184099378882,0.0455344878202157,0.189367655480731,"group2-group1"
"PYDC1","PYDC1",-0.43543897515528,0.0455441196725809,0.189367655480731,"group2-group1"
"SH3GL3","SH3GL3",0.460788819875776,0.0459983989989482,0.190984829934553,"group2-group1"
"LGALS1","LGALS1",0.442767391304348,0.0465876045603159,0.193156834226671,"group2-group1"
"ST3GAL1","ST3GAL1",-0.73846397515528,0.0475796808442443,0.196846172318241,"group2-group1"
"THPO","THPO",0.352307453416149,0.0476121258395473,0.196846172318241,"group2-group1"
"GLP1R","GLP1R",0.370475621118012,0.0478796703336096,0.197672706758673,"group2-group1"
"TGM2","TGM2",0.608534627329193,0.0479969841322909,0.197877552353577,"group2-group1"
"VEGFA","VEGFA",0.329420341614907,0.0486626195133639,0.200339206813468,"group2-group1"
"MLN","MLN",0.945157763975155,0.0487927197671195,0.200592292375936,"group2-group1"
"CEP164","CEP164",0.408916149068323,0.0489220928512635,0.200841681747533,"group2-group1"
"FABP4","FABP4",0.541158540372671,0.0493646500956033,0.202374294851961,"group2-group1"
"RAP1A","RAP1A",0.521321118012422,0.0504408759843365,0.206496751403663,"group2-group1"
"ACADSB","ACADSB",0.536998291925466,0.0507836687125509,0.207609319785715,"group2-group1"
"DGCR6","DGCR6",-1.25740916149068,0.0508899517003611,0.207753252542117,"group2-group1"
"SART1","SART1",0.385528416149068,0.0511804206741428,0.208647656388451,"group2-group1"
"PPT1","PPT1",0.423029658385093,0.0514085862712443,0.209186081709108,"group2-group1"
"CRELD2","CRELD2",0.382725621118012,0.0514556252989561,0.209186081709108,"group2-group1"
"KLK14","KLK14",-0.75143152173913,0.052015255262518,0.210995073160854,"group2-group1"
"COL5A1","COL5A1",-0.379389285714286,0.0520449701501798,0.210995073160854,"group2-group1"
"EHBP1","EHBP1",0.624091614906832,0.0524975798808748,0.212254534363179,"group2-group1"
"EPPK1","EPPK1",-0.384278105590062,0.0525008649827501,0.212254534363179,"group2-group1"
"TXK","TXK",-0.808150931677019,0.0529364252553703,0.213566088052296,"group2-group1"
"FEN1","FEN1",0.35858649068323,0.0529714039814966,0.213566088052296,"group2-group1"
"VAT1","VAT1",0.256710869565217,0.0534828221707215,0.215330976866417,"group2-group1"
"GFAP","GFAP",0.76146847826087,0.0535769779111721,0.215413351353997,"group2-group1"
"ANXA1","ANXA1",0.275262732919255,0.0537170114936439,0.215679704115276,"group2-group1"
"CLNS1A","CLNS1A",0.396030745341615,0.0539907519662308,0.21648143758202,"group2-group1"
"SCG3","SCG3",-0.324621583850932,0.0541922778340935,0.216991819327473,"group2-group1"
"MDM1","MDM1",0.329552950310559,0.054637964750256,0.218309195208674,"group2-group1"
"PTX3","PTX3",-0.445560403726708,0.0546706571648132,0.218309195208674,"group2-group1"
"RAB37","RAB37",0.681398602484472,0.0554962319951529,0.221303528133468,"group2-group1"
"CHAC2","CHAC2",0.696445186335403,0.0557142409561739,0.221307002030696,"group2-group1"
"VCPKMT","VCPKMT",0.994442080745342,0.0558010061803639,0.221307002030696,"group2-group1"
"DLK1","DLK1",0.797619409937888,0.0558332502766953,0.221307002030696,"group2-group1"
"CENPF","CENPF",0.526703260869565,0.0558376750072219,0.221307002030696,"group2-group1"
"PLB1","PLB1",-0.648798602484472,0.0558756645565014,0.221307002030696,"group2-group1"
"LY75","LY75",0.438872826086957,0.0562092981389964,0.222327169770347,"group2-group1"
"PGLYRP2","PGLYRP2",0.290658850931677,0.0564137409542942,0.222626890853644,"group2-group1"
"EIF2S2","EIF2S2",0.356453260869565,0.056451467055556,0.222626890853644,"group2-group1"
"SPAG1","SPAG1",0.541316770186336,0.0565135658615818,0.222626890853644,"group2-group1"
"ABCA2","ABCA2",0.538082763975155,0.0570902456486002,0.224595946205731,"group2-group1"
"ADD1","ADD1",0.747800155279504,0.0573225153762529,0.22520660274837,"group2-group1"
"EEF1D","EEF1D",0.591614285714286,0.0574672755941353,0.22547227726397,"group2-group1"
"BAIAP2","BAIAP2",0.714598757763975,0.0577111982185688,0.226125780687502,"group2-group1"
"GASK1A","GASK1A",0.464667391304348,0.0583088273021657,0.228161582602718,"group2-group1"
"EPHA1","EPHA1",0.355819254658385,0.058507466445491,0.228485953006022,"group2-group1"
"TRAF2","TRAF2",0.675585714285715,0.0585480598020904,0.228485953006022,"group2-group1"
"CD163","CD163",0.36390652173913,0.0586686487558841,0.228651280417932,"group2-group1"
"OGA","OGA",0.298567857142857,0.0587888868042776,0.228814801769512,"group2-group1"
"GC","GC",0.284037422360248,0.0597424136684552,0.231964940488779,"group2-group1"
"MAPK9","MAPK9",0.36816350931677,0.0597569620896513,0.231964940488779,"group2-group1"
"SWAP70","SWAP70",0.306855124223603,0.0603660710877794,0.234018601842943,"group2-group1"
"GIP","GIP",-0.579516459627329,0.0605956769692673,0.234597567922077,"group2-group1"
"CACNA1C","CACNA1C",0.312870652173913,0.0609472101362918,0.235646422259763,"group2-group1"
"LEG1","LEG1",-0.63917049689441,0.061216529087547,0.236375052209907,"group2-group1"
"ELOA","ELOA",0.352847670807454,0.0614185735111331,0.236737115222219,"group2-group1"
"PECAM1","PECAM1",0.24044798136646,0.0614722786362177,0.236737115222219,"group2-group1"
"CCL13","CCL13",0.526126552795031,0.0617211218867326,0.237382683256473,"group2-group1"
"CPTP","CPTP",0.488503726708074,0.0619910967614229,0.238107721200577,"group2-group1"
"CDON","CDON",0.242341304347826,0.0622775170291847,0.238893939995154,"group2-group1"
"CADPS","CADPS",0.681284161490683,0.0630534881507924,0.241553533243468,"group2-group1"
"RALB","RALB",0.516053105590062,0.0631578195685355,0.241636526961818,"group2-group1"
"RCC1","RCC1",0.361013664596273,0.0635391192768949,0.242777576008319,"group2-group1"
"ITIH3","ITIH3",-0.42230652173913,0.0636310740145132,0.242811526559298,"group2-group1"
"IKBKG","IKBKG",0.267896894409938,0.0640622855746124,0.244138279966874,"group2-group1"
"CBX2","CBX2",0.531188975155279,0.0642992702274167,0.244722352701483,"group2-group1"
"PLXDC2","PLXDC2",0.366421583850932,0.0647084008112993,0.245959240014861,"group2-group1"
"CHRM1","CHRM1",0.45903198757764,0.0652811474529476,0.247513690679012,"group2-group1"
"PDGFRA","PDGFRA",-0.296032608695652,0.0652930035738611,0.247513690679012,"group2-group1"
"BAP18","BAP18",0.495112888198758,0.0653713887116651,0.247513690679012,"group2-group1"
"ATP2B4","ATP2B4",-0.62567049689441,0.0655850234041053,0.248001323945925,"group2-group1"
"CPM","CPM",0.486035869565217,0.065845691791105,0.248665319257623,"group2-group1"
"ACSL1","ACSL1",0.351895807453416,0.066339898302497,0.250208416436385,"group2-group1"
"CDHR1","CDHR1",0.336087888198758,0.0665685091319706,0.250584850185116,"group2-group1"
"OMG","OMG",-0.681144720496894,0.0666111627074359,0.250584850185116,"group2-group1"
"MBL2","MBL2",1.1690700310559,0.0670022550716391,0.251732122846274,"group2-group1"
"NFKBIE","NFKBIE",0.420420962732919,0.0676671915565489,0.253903980641582,"group2-group1"
"ARTN","ARTN",-0.444734161490683,0.0678443877129998,0.254110029503012,"group2-group1"
"SEPTIN8","SEPTIN8",0.285089440993789,0.0678959743557484,0.254110029503012,"group2-group1"
"ADGRG2","ADGRG2",-0.26636149068323,0.0683430601776284,0.255218879063879,"group2-group1"
"SH2D1A","SH2D1A",0.379569875776398,0.068439264729856,0.255218879063879,"group2-group1"
"S100A14","S100A14",-0.411936645962733,0.0684541913055357,0.255218879063879,"group2-group1"
"CXCL9","CXCL9",0.560624223602484,0.0690544741118375,0.257128952648282,"group2-group1"
"BPIFB1","BPIFB1",-0.692161645962733,0.0696423903679319,0.258988176902627,"group2-group1"
"LGALS9","LGALS9",0.373952173913044,0.0702101048911767,0.260767644977013,"group2-group1"
"HTRA2","HTRA2",0.335242857142858,0.0703547915962776,0.260784174787045,"group2-group1"
"ICOSLG","ICOSLG",-0.257210248447205,0.0703929914153194,0.260784174787045,"group2-group1"
"GP1BB","GP1BB",0.617683074534161,0.0709848621585193,0.262457116592327,"group2-group1"
"CD200","CD200",-0.272903571428571,0.0710241461596069,0.262457116592327,"group2-group1"
"CD6","CD6",0.460207608695652,0.0716142789306048,0.264303708729997,"group2-group1"
"MILR1","MILR1",-0.600123447204969,0.072429078309326,0.266973765319243,"group2-group1"
"TNFSF13","TNFSF13",0.31257701863354,0.0730239502756706,0.268827464301996,"group2-group1"
"SFTPA1","SFTPA1",0.555610559006211,0.0731734039150651,0.268948490987988,"group2-group1"
"SHC1","SHC1",1.83025403726708,0.073240848041888,0.268948490987988,"group2-group1"
"BACH1","BACH1",0.233449068322982,0.0737288687215938,0.270191515870987,"group2-group1"
"SIRT5","SIRT5",0.298302795031056,0.0738202590296126,0.270191515870987,"group2-group1"
"VIM","VIM",0.573252173913043,0.0738566613687715,0.270191515870987,"group2-group1"
"PTN","PTN",0.498988975155279,0.0740079724115263,0.270402983981447,"group2-group1"
"LRRC59","LRRC59",0.210665372670807,0.0740994834653229,0.270402983981447,"group2-group1"
"LRTM1","LRTM1",0.391872204968944,0.0744564133419585,0.271360792659861,"group2-group1"
"CARHSP1","CARHSP1",0.60581350931677,0.0746295922089757,0.271360792659861,"group2-group1"
"GNLY","GNLY",-0.323922826086957,0.0746404643511898,0.271360792659861,"group2-group1"
"PARD3","PARD3",-0.554764285714286,0.0749216520078519,0.272044706607393,"group2-group1"
"FGF16","FGF16",0.484537888198758,0.0750619697383877,0.272216051545046,"group2-group1"
"CDCP1","CDCP1",0.670806366459627,0.0756757280645061,0.274101800659915,"group2-group1"
"CGREF1","CGREF1",-0.421573136645963,0.0759678309879367,0.274819269774429,"group2-group1"
"PSMD9","PSMD9",0.525999223602484,0.0760922281618551,0.274929027091597,"group2-group1"
"ZBTB16","ZBTB16",0.301495962732919,0.0761992733065456,0.274975896142016,"group2-group1"
"TRIM58","TRIM58",0.659307298136646,0.0769777438211216,0.277442595794252,"group2-group1"
"SHD","SHD",-0.65540652173913,0.0771025859627785,0.277550318681283,"group2-group1"
"ESAM","ESAM",0.306248136645963,0.0773422378729763,0.278070555107884,"group2-group1"
"COL4A1","COL4A1",-0.386300465838509,0.0774899504193174,0.278110414164106,"group2-group1"
"PTPRN2","PTPRN2",-0.369307453416149,0.0775436153074741,0.278110414164106,"group2-group1"
"MMP13","MMP13",-0.502526086956522,0.078675346803468,0.281823576846246,"group2-group1"
"BLVRB","BLVRB",0.595370341614908,0.0789760501896492,0.282554461082429,"group2-group1"
"HMBS","HMBS",0.455458850931675,0.079422036017488,0.283802703275205,"group2-group1"
"ZBTB17","ZBTB17",0.330405900621118,0.0797984974208177,0.284799765520208,"group2-group1"
"MDK","MDK",0.41305248447205,0.0800551798715692,0.285367427761703,"group2-group1"
"APOD","APOD",-0.344831366459627,0.0805425518648541,0.286487075617584,"group2-group1"
"AHCY","AHCY",0.430062422360248,0.0805653014566041,0.286487075617584,"group2-group1"
"C1QTNF9","C1QTNF9",-0.569951397515528,0.0807851102503654,0.286919656454214,"group2-group1"
"PLXNB3","PLXNB3",0.205723757763975,0.0809731366689217,0.287238444761236,"group2-group1"
"DCTN1","DCTN1",0.472224844720496,0.0813108133368782,0.2880866756166,"group2-group1"
"NBN","NBN",0.324731677018633,0.0818510952660424,0.28964982017269,"group2-group1"
"DEFA1_DEFA1B","DEFA1_DEFA1B",-0.41994099378882,0.0822032511032588,0.290544259945375,"group2-group1"
"LDLR","LDLR",0.568209627329192,0.0826552753917417,0.29178909416674,"group2-group1"
"LIF","LIF",0.568953260869565,0.0832158217655317,0.292889581604862,"group2-group1"
"NAGA","NAGA",0.362749534161491,0.083282844833887,0.292889581604862,"group2-group1"
"ANKRA2","ANKRA2",-0.415864751552795,0.0833257018593506,0.292889581604862,"group2-group1"
"ECSCR","ECSCR",0.313746273291925,0.0835174991900903,0.292889581604862,"group2-group1"
"ZCCHC8","ZCCHC8",0.636478260869565,0.083556982214638,0.292889581604862,"group2-group1"
"TPK1","TPK1",0.247665683229814,0.0836796452693983,0.292889581604862,"group2-group1"
"CIT","CIT",0.384124068322982,0.0836929636958491,0.292889581604862,"group2-group1"
"RAB33A","RAB33A",0.314273913043478,0.083829256548828,0.292889581604862,"group2-group1"
"RYR1","RYR1",0.266612267080745,0.0838688264807627,0.292889581604862,"group2-group1"
"ERBB4","ERBB4",-0.218980434782609,0.083993876132942,0.292976252907625,"group2-group1"
"CBLIF","CBLIF",0.825291925465838,0.0841864251357571,0.293297879227435,"group2-group1"
"ITPA","ITPA",0.418288043478261,0.0846264338069441,0.294479840497259,"group2-group1"
"PSMD5","PSMD5",0.471360559006211,0.0847636971865274,0.294606762040689,"group2-group1"
"CREG1","CREG1",0.358933229813665,0.0849618180297395,0.294814532701915,"group2-group1"
"JUN","JUN",-0.562097670807453,0.0850251970809832,0.294814532701915,"group2-group1"
"CLEC12A","CLEC12A",0.237080124223602,0.0852361054101588,0.294948989520297,"group2-group1"
"GAL","GAL",-0.615860714285714,0.0852657872544137,0.294948989520297,"group2-group1"
"GALNT5","GALNT5",0.341952173913043,0.0855382119166774,0.295541599801948,"group2-group1"
"NID2","NID2",0.250100621118012,0.0859732165877482,0.296579862404627,"group2-group1"
"VWF","VWF",-0.547698757763975,0.0860416432839973,0.296579862404627,"group2-group1"
"TFPI","TFPI",0.265084782608696,0.0862602111542844,0.29698303557594,"group2-group1"
"DDT","DDT",0.391706055900621,0.0864932030718042,0.29743486185751,"group2-group1"
"HDDC2","HDDC2",0.405546583850932,0.0868897053899463,0.298447248948077,"group2-group1"
"ACRBP","ACRBP",0.246501552795031,0.087552646869883,0.300371346010174,"group2-group1"
"FES","FES",0.353575310559006,0.0877014340341446,0.300529064105281,"group2-group1"
"ATP6V1D","ATP6V1D",0.187170962732919,0.088154092830361,0.301726479324526,"group2-group1"
"MICALL2","MICALL2",0.524297360248447,0.0882870625998086,0.301816851781534,"group2-group1"
"SCIN","SCIN",0.642764285714286,0.0883870082535042,0.301816851781534,"group2-group1"
"ANKRD54","ANKRD54",0.425842546583851,0.088506833297427,0.301873364910594,"group2-group1"
"EREG","EREG",0.511803416149068,0.0895941483947788,0.304960769754391,"group2-group1"
"GAD2","GAD2",0.484485403726708,0.0896206983301479,0.304960769754391,"group2-group1"
"IL1RN","IL1RN",0.419763043478262,0.0897888868074493,0.305177809462993,"group2-group1"
"PHLDB1","PHLDB1",0.395862111801242,0.0899892564279351,0.305503596444662,"group2-group1"
"ARL13B","ARL13B",0.623857919254658,0.0903990437045618,0.306214031285136,"group2-group1"
"FETUB","FETUB",0.368532919254658,0.0905365049236968,0.306214031285136,"group2-group1"
"L1CAM","L1CAM",0.269544099378882,0.0905431354155595,0.306214031285136,"group2-group1"
"RABEPK","RABEPK",0.367217857142857,0.0906353460039727,0.306214031285136,"group2-group1"
"REG3A","REG3A",-0.426702173913043,0.0907631856690128,0.306214031285136,"group2-group1"
"MUC13","MUC13",0.479863198757764,0.090827083518376,0.306214031285136,"group2-group1"
"GRIK2","GRIK2",0.324249378881987,0.0915085790315012,0.308156194134883,"group2-group1"
"LPO","LPO",-0.503297670807453,0.0919387191545221,0.309248418974302,"group2-group1"
"CEMIP2","CEMIP2",0.262686645962733,0.0927280528480285,0.311544940775618,"group2-group1"
"M6PR","M6PR",0.326218322981366,0.0934439631698484,0.313566952126883,"group2-group1"
"NGRN","NGRN",0.230339596273292,0.0935444345722347,0.313566952126883,"group2-group1"
"ITGA2","ITGA2",-0.300474844720497,0.0939440680696657,0.314545831578044,"group2-group1"
"SMNDC1","SMNDC1",0.272669875776397,0.094313745434693,0.31542228593319,"group2-group1"
"SUGP1","SUGP1",0.273660869565217,0.0946738014682311,0.316264596219017,"group2-group1"
"CDHR5","CDHR5",0.272750310559006,0.0947987915506565,0.316278424433236,"group2-group1"
"PADI2","PADI2",-0.888185248447205,0.0949899912431438,0.316278424433236,"group2-group1"
"SNU13","SNU13",0.430754347826087,0.0950025510271575,0.316278424433236,"group2-group1"
"PRR4","PRR4",-0.805936645962733,0.0957210549495968,0.318307899451276,"group2-group1"
"SCN3B","SCN3B",0.306035248447205,0.0959653025279956,0.318487311603619,"group2-group1"
"FUT1","FUT1",-0.522410093167702,0.0959929255979432,0.318487311603619,"group2-group1"
"NRCAM","NRCAM",-0.242978571428571,0.0963209694419868,0.319213371518058,"group2-group1"
"HSD11B1","HSD11B1",-0.340079968944099,0.0965920216067368,0.319343617378637,"group2-group1"
"YJU2","YJU2",0.269305590062112,0.0966613567276577,0.319343617378637,"group2-group1"
"FASLG","FASLG",-0.328367546583851,0.0966996753302973,0.319343617378637,"group2-group1"
"GP5","GP5",0.335835248447205,0.0967972784801479,0.319343617378637,"group2-group1"
"CSNK1D","CSNK1D",0.634616925465838,0.0973927389699683,0.320905235299591,"group2-group1"
"FBP1","FBP1",0.80701754658385,0.0974901980656985,0.320905235299591,"group2-group1"
"PPCDC","PPCDC",0.388969254658385,0.097615677332963,0.320956833345614,"group2-group1"
"BLOC1S3","BLOC1S3",0.248806677018634,0.0978903467246151,0.321498296040506,"group2-group1"
"PMM2","PMM2",0.38047950310559,0.0981167893321521,0.321880331333199,"group2-group1"
"RBP2","RBP2",0.723336801242236,0.0991099020732172,0.324662636562378,"group2-group1"
"PAFAH2","PAFAH2",0.478730279503106,0.0992907172958098,0.324662636562378,"group2-group1"
"BOLA1","BOLA1",0.438493322981367,0.099298117374877,0.324662636562378,"group2-group1"
"DPP7","DPP7",0.489311801242236,0.0998144941441171,0.325986331154474,"group2-group1"
"GUSB","GUSB",0.674711645962733,0.100199838261759,0.326879606293663,"group2-group1"
"CPB2","CPB2",0.224548913043478,0.100390676712046,0.32713706580748,"group2-group1"
"GPIHBP1","GPIHBP1",-0.458860714285714,0.101092985156058,0.329058792440042,"group2-group1"
"MTSS2","MTSS2",0.392783695652174,0.101229603333847,0.329136963898594,"group2-group1"
"EXOSC10","EXOSC10",0.26826149068323,0.101701324164023,0.330204269892208,"group2-group1"
"EDAR","EDAR",0.461842236024845,0.101783799922299,0.330204269892208,"group2-group1"
"PAPPA","PAPPA",-0.51330807453416,0.102101660856179,0.330232291914919,"group2-group1"
"JMJD1C","JMJD1C",0.504174844720496,0.102169753211407,0.330232291914919,"group2-group1"
"GSTA1","GSTA1",-0.961279813664596,0.10223040321595,0.330232291914919,"group2-group1"
"CHP1","CHP1",0.493685559006211,0.102244346282245,0.330232291914919,"group2-group1"
"BLMH","BLMH",0.260367546583851,0.102962352399017,0.332141364285048,"group2-group1"
"ALDH2","ALDH2",-0.654658850931677,0.103062681288587,0.332141364285048,"group2-group1"
"ADA","ADA",0.267971583850932,0.104213629242262,0.335480658893317,"group2-group1"
"GPR15L","GPR15L",0.491208850931677,0.105686918158254,0.33984913286752,"group2-group1"
"SELENOP","SELENOP",0.278485093167702,0.106897635155009,0.343364601712188,"group2-group1"
"COPB2","COPB2",0.501469565217391,0.107231605352203,0.343616063913162,"group2-group1"
"PPP1R14D","PPP1R14D",0.417677329192546,0.107300226432685,0.343616063913162,"group2-group1"
"TSPAN8","TSPAN8",-0.922957919254659,0.107328589241436,0.343616063913162,"group2-group1"
"CD2","CD2",0.350680900621118,0.107693636091206,0.3440785145064,"group2-group1"
"VEGFD","VEGFD",-0.36667298136646,0.107808238118573,0.3440785145064,"group2-group1"
"VSTM2B","VSTM2B",-0.22274953416149,0.107826178340015,0.3440785145064,"group2-group1"
"GAMT","GAMT",0.257973447204969,0.108203466643829,0.344886130859752,"group2-group1"
"RNF43","RNF43",0.967926552795031,0.108315247392834,0.344886130859752,"group2-group1"
"PECR","PECR",0.18464347826087,0.109387997920804,0.347922870427106,"group2-group1"
"IMPG1","IMPG1",0.302141925465839,0.110381884262049,0.350702443149968,"group2-group1"
"AFM","AFM",0.296552950310559,0.110519934778173,0.350759793003907,"group2-group1"
"CA1","CA1",0.460834627329192,0.110976304720867,0.351826180801619,"group2-group1"
"MAPT","MAPT",-1.36838400621118,0.111390166451886,0.352574832954542,"group2-group1"
"ARAF","ARAF",0.325326708074534,0.111557374923411,0.352574832954542,"group2-group1"
"BCL2L11","BCL2L11",0.360660093167702,0.111574314226121,0.352574832954542,"group2-group1"
"HSD17B14","HSD17B14",-0.615585403726708,0.111864992036188,0.353111632528917,"group2-group1"
"MAP2","MAP2",0.339324068322981,0.112140473823976,0.35359935813105,"group2-group1"
"BTLA","BTLA",-0.521735093167702,0.112600267491349,0.354666575298721,"group2-group1"
"VNN1","VNN1",0.471278260869565,0.112899536858906,0.355226422215913,"group2-group1"
"DOC2B","DOC2B",0.283349844720497,0.114590831007329,0.360160214015508,"group2-group1"
"TBC1D17","TBC1D17",0.483708695652173,0.114879000359923,0.360678107467298,"group2-group1"
"ITM2A","ITM2A",-0.458698136645962,0.115311689380076,0.361648141693091,"group2-group1"
"STAB2","STAB2",0.262950776397515,0.115508873577702,0.361878282387591,"group2-group1"
"NOTCH2","NOTCH2",-0.194401708074534,0.115786100837628,0.362358429066795,"group2-group1"
