"BIOCHEMICAL" "logFC" "P.Value" "adj.P.Val" "Comp" "Gene_name"
"P05156" "P05156" 0.386394777621934 1.18768741642193e-05 0.0736960041889807 "at-risk vs hc-like corrected" "CFI"
