"BIOCHEMICAL" "logFC" "P.Value" "adj.P.Val" "Comp"
"DFFA" "DFFA" 0.70016912321137 4.04909696925007e-13 4.44944001545788e-12 "group2-group1"
"MAP2K6" "MAP2K6" 0.866670334688249 4.14001253203861e-13 4.53230585436286e-12 "group2-group1"
"DRG2" "DRG2" 0.567398637795147 4.37564087812276e-13 4.77238742043016e-12 "group2-group1"
"GGACT" "GGACT" 0.734732665005398 4.5068569359445e-13 4.89722781552631e-12 "group2-group1"
"CORO1A" "CORO1A" 1.22343739429325 4.62098296955256e-13 5.00264193333412e-12 "group2-group1"
"FXYD5" "FXYD5" 0.807461696829613 4.75450112796036e-13 5.12819439004729e-12 "group2-group1"
"FIS1" "FIS1" 1.00191158708675 4.84946170840352e-13 5.21138844619981e-12 "group2-group1"
"FLI1" "FLI1" 0.988681960908637 5.18784477747729e-13 5.55460449984107e-12 "group2-group1"
"PRTFDC1" "PRTFDC1" 1.76630254816834 5.26193849694211e-13 5.61337453524153e-12 "group2-group1"
"UROD" "UROD" 0.828168565419258 5.65660955546355e-13 6.01246172022543e-12 "group2-group1"
"SLA2" "SLA2" 1.40901698727918 5.86882124393866e-13 6.21542191885243e-12 "group2-group1"
"HS1BP3" "HS1BP3" 0.868437176921622 6.32063481345522e-13 6.66975290964968e-12 "group2-group1"
"LGALS8" "LGALS8" 0.609330347391766 7.2282131114308e-13 7.6000240736375e-12 "group2-group1"
"MAVS" "MAVS" 0.681212614111499 7.97186598248725e-13 8.35188683398216e-12 "group2-group1"
"STXBP3" "STXBP3" 0.747152390953901 8.90675380998561e-13 9.29189759979882e-12 "group2-group1"
"ELAC1" "ELAC1" 1.22974261145302 8.93268294746312e-13 9.29189759979882e-12 "group2-group1"
"GP6" "GP6" 0.701427544401316 9.28041669083113e-13 9.61938226499978e-12 "group2-group1"
"STAMBP" "STAMBP" 0.614137053165416 9.66223349787121e-13 9.97975565875531e-12 "group2-group1"
"ANXA4" "ANXA4" 0.744447027524505 1.03431862918451e-12 1.06454695531913e-11 "group2-group1"
"COMT" "COMT" 0.887226781932276 1.04111965225784e-12 1.06778692756128e-11 "group2-group1"
"MED18" "MED18" 0.701168405910985 1.11308044925405e-12 1.13759935425511e-11 "group2-group1"
"MAX" "MAX" 1.39980539755306 1.14633659744037e-12 1.16750587955338e-11 "group2-group1"
"CEP20" "CEP20" 0.873351795086806 1.20887393642618e-12 1.22692309589365e-11 "group2-group1"
"GORASP2" "GORASP2" 0.602005774479044 1.23784618498255e-12 1.25198076079723e-11 "group2-group1"
"TREML1" "TREML1" 0.695891097435452 1.3684128499422e-12 1.37467709401448e-11 "group2-group1"
"EHBP1" "EHBP1" 0.682654291560224 1.36856323762646e-12 1.37467709401448e-11 "group2-group1"
"CPXM1" "CPXM1" 0.566254242016294 1.6505267635364e-12 1.65222251021127e-11 "group2-group1"
"NT5C" "NT5C" 0.875991805600441 1.90214253289398e-12 1.89759816506795e-11 "group2-group1"
"MARS1" "MARS1" 0.686916644389445 1.91195835501067e-12 1.9009028135021e-11 "group2-group1"
"TBC1D23" "TBC1D23" 0.867765409573117 2.06758033338919e-12 2.04865671677851e-11 "group2-group1"
"CAMSAP1" "CAMSAP1" 1.16571231478707 2.09492238418096e-12 2.0687358543787e-11 "group2-group1"
"STX4" "STX4" 0.47869098995921 2.2127357893347e-12 2.1777194317257e-11 "group2-group1"
"PRKAR2A" "PRKAR2A" 0.892013084325108 2.67328105527366e-12 2.6221478270352e-11 "group2-group1"
"STK11" "STK11" 0.660444387399603 2.7514270323121e-12 2.68977298175527e-11 "group2-group1"
"EIF2AK2" "EIF2AK2" 0.894265728361319 2.83868641282635e-12 2.7590184333136e-11 "group2-group1"
"TP53I3" "TP53I3" 0.649078016223047 2.84113769561202e-12 2.7590184333136e-11 "group2-group1"
"CXCL5" "CXCL5" 1.76801888313838 3.45007981342207e-12 3.33926599160024e-11 "group2-group1"
"UBE2L6" "UBE2L6" 0.718546985738168 3.49721603734265e-12 3.37371698915926e-11 "group2-group1"
"CD40" "CD40" 0.407955600427376 3.79674748975343e-12 3.64617514460962e-11 "group2-group1"
"CASP8" "CASP8" 0.701326655325804 3.80459602841578e-12 3.64617514460962e-11 "group2-group1"
"HEXIM1" "HEXIM1" 0.606987977515654 4.05486996213104e-12 3.873328398467e-11 "group2-group1"
"FDX2" "FDX2" 0.931660929840533 4.22005997419135e-12 4.01799195588317e-11 "group2-group1"
"EIF1AX" "EIF1AX" 0.970557700813754 4.3596117878588e-12 4.13738482334782e-11 "group2-group1"
"NRGN" "NRGN" 0.801986997580816 6.13552108549284e-12 5.80392496210213e-11 "group2-group1"
"STXBP1" "STXBP1" 1.15072591415364 6.6625497859402e-12 6.2821396852591e-11 "group2-group1"
"MDH1" "MDH1" 0.519720993153986 6.78171429703561e-12 6.37393919300163e-11 "group2-group1"
"PCBP2" "PCBP2" 0.71368990999481 7.78519364158002e-12 7.29362853023667e-11 "group2-group1"
"FAM13A" "FAM13A" 0.73227099649764 8.07068298089523e-12 7.53693493711078e-11 "group2-group1"
"PPM1F" "PPM1F" 0.445983611932513 8.17432935341367e-12 7.6094155095631e-11 "group2-group1"
"CDC42BPB" "CDC42BPB" 0.515976372503091 9.04274923652312e-12 8.39109714868479e-11 "group2-group1"
"VTI1A" "VTI1A" 0.501353719075646 1.00869960384262e-11 9.33047133554425e-11 "group2-group1"
"PSME1" "PSME1" 0.551934363768672 1.02226912838442e-11 9.42615981787906e-11 "group2-group1"
"LBR" "LBR" 0.811417657932131 1.03956835401159e-11 9.55552924143356e-11 "group2-group1"
"ESYT2" "ESYT2" 0.685408511439394 1.0524940088474e-11 9.6440125011315e-11 "group2-group1"
"PSRC1" "PSRC1" 0.608220349346734 1.24634777265546e-11 1.13846079358497e-10 "group2-group1"
"BANK1" "BANK1" 0.906066688533637 1.37234611248705e-11 1.24964725445472e-10 "group2-group1"
"DNAJB14" "DNAJB14" 0.705395927901326 1.3959308881047e-11 1.26717577202796e-10 "group2-group1"
"KAZN" "KAZN" 0.658531452259009 1.41690627396535e-11 1.28223437733768e-10 "group2-group1"
"VPS37A" "VPS37A" 0.708376740124383 1.54761301419573e-11 1.39619532114016e-10 "group2-group1"
"RILP" "RILP" 0.800006316238733 1.65939791597608e-11 1.49243695643018e-10 "group2-group1"
"RBM17" "RBM17" 0.638338727085747 1.7117288025752e-11 1.53478015028445e-10 "group2-group1"
"SERPINB6" "SERPINB6" 0.475047037508115 1.73142329029253e-11 1.54769121636852e-10 "group2-group1"
"CLPP" "CLPP" 0.836079023518951 1.78088367042729e-11 1.58704968556676e-10 "group2-group1"
"CNP" "CNP" 0.869329852736831 1.83265078354118e-11 1.62821831011881e-10 "group2-group1"
"DNPH1" "DNPH1" 0.706690055176504 2.41001305313752e-11 2.1346873194912e-10 "group2-group1"
"ARHGEF12" "ARHGEF12" 0.560883458497828 2.44762831322492e-11 2.16145545605935e-10 "group2-group1"
"SNCA" "SNCA" 1.43466795184868 2.48026848059108e-11 2.18368215926739e-10 "group2-group1"
"CXCL1" "CXCL1" 0.846636197334312 2.63306979612089e-11 2.31125015437278e-10 "group2-group1"
"MAP2K1" "MAP2K1" 0.698417900266476 3.09575804783098e-11 2.70925172868562e-10 "group2-group1"
"TXN" "TXN" 0.504564417044331 3.8775438963718e-11 3.38330173405814e-10 "group2-group1"
"ATP6V1G1" "ATP6V1G1" 0.832736536680312 4.01639676800368e-11 3.49402611692701e-10 "group2-group1"
"TALDO1" "TALDO1" 0.568118323991766 5.72366116931362e-11 4.96446931688537e-10 "group2-group1"
"DECR1" "DECR1" 0.784365510498284 6.8200243821357e-11 5.89790865946232e-10 "group2-group1"
"DPY30" "DPY30" 0.806192046100847 9.16935715935849e-11 7.90620382796604e-10 "group2-group1"
"SERPINB1" "SERPINB1" 0.745848252291047 1.00308414650091e-10 8.62357341241813e-10 "group2-group1"
"ANKMY2" "ANKMY2" 0.565877838528925 1.04990782348982e-10 8.99964975970889e-10 "group2-group1"
"CRYGD" "CRYGD" 1.05133925795756 1.09939477582206e-10 9.39628926821021e-10 "group2-group1"
"FAM172A" "FAM172A" 0.588703700052763 1.18293949071448e-10 1.00808516949225e-09 "group2-group1"
"PHACTR2" "PHACTR2" 1.09071372813336 1.2950656008102e-10 1.10042928813029e-09 "group2-group1"
"FKBPL" "FKBPL" 0.689662837447507 1.29893007218633e-10 1.10051379739149e-09 "group2-group1"
"NAP1L4" "NAP1L4" 0.661808803213784 1.34736415461046e-10 1.13825012252207e-09 "group2-group1"
"RBKS" "RBKS" 0.669776296799157 1.36725793171606e-10 1.15172764680289e-09 "group2-group1"
"GAPDH" "GAPDH" 0.917236678508809 1.44153467265458e-10 1.21080627820958e-09 "group2-group1"
"TIMM8A" "TIMM8A" 0.541044846760266 1.45872624261292e-10 1.22173547483025e-09 "group2-group1"
"SNX15" "SNX15" 0.649388743182047 1.69377445500068e-10 1.41454363770485e-09 "group2-group1"
"LAP3" "LAP3" 0.992501326890502 1.80432824803943e-10 1.50257876610235e-09 "group2-group1"
"SSNA1" "SSNA1" 0.650284985416408 1.8873556036145e-10 1.56725580379692e-09 "group2-group1"
"ACADSB" "ACADSB" 0.674986530380074 2.04159864199584e-10 1.69053621262149e-09 "group2-group1"
"CACNB3" "CACNB3" 0.976068609398878 2.11929487070278e-10 1.74991494549837e-09 "group2-group1"
"TXNDC5" "TXNDC5" 0.463516115907474 2.22220193763168e-10 1.82971725737955e-09 "group2-group1"
"APP" "APP" 0.390304205572755 2.39572745283787e-10 1.96705374849581e-09 "group2-group1"
"DENR" "DENR" 0.738003766709475 2.48626969386556e-10 2.03567683898292e-09 "group2-group1"
"DNAJB1" "DNAJB1" 1.0557016872201 2.55490517273155e-10 2.08603011728892e-09 "group2-group1"
"PVALB" "PVALB" 1.2115011271424 2.64242490663409e-10 2.15147855211461e-09 "group2-group1"
"CCL17" "CCL17" 1.04004053592207 2.71859750582291e-10 2.20735014153343e-09 "group2-group1"
"VEGFC" "VEGFC" 0.403579975095494 2.87636472779682e-10 2.32897897488922e-09 "group2-group1"
"ARHGEF1" "ARHGEF1" 1.07302822254048 2.9299363047146e-10 2.36580215985656e-09 "group2-group1"
"PPP1R14A" "PPP1R14A" 1.01351342789117 3.5294233108246e-10 2.84201221419843e-09 "group2-group1"
"TARBP2" "TARBP2" 0.706227707037631 3.56244879815682e-10 2.86072468049791e-09 "group2-group1"
"GATD3" "GATD3" 0.905767582762793 3.62984061390531e-10 2.90685592176582e-09 "group2-group1"
"INPPL1" "INPPL1" 0.748526465263062 3.86379871176526e-10 3.08576055587155e-09 "group2-group1"
"DHRS4L2" "DHRS4L2" 0.558347781366443 4.10247776678883e-10 3.26745027583753e-09 "group2-group1"
"HGS" "HGS" 1.14280149122584 4.71825435153225e-10 3.74767866019804e-09 "group2-group1"
"PPME1" "PPME1" 0.871827907255458 4.90400461478338e-10 3.88466273414954e-09 "group2-group1"
"IMPACT" "IMPACT" 0.69477397645314 5.22263004726879e-10 4.12587773734235e-09 "group2-group1"
"THTPA" "THTPA" 0.668077510810257 5.25889699498456e-10 4.14333043567112e-09 "group2-group1"
"TIMP3" "TIMP3" 0.74946918959263 5.3961171907244e-10 4.24001358830307e-09 "group2-group1"
"BECN1" "BECN1" 0.870429563736568 5.56824862330788e-10 4.36353638764851e-09 "group2-group1"
"DNAJC9" "DNAJC9" 0.941961352021455 5.7485395858591e-10 4.49277572445619e-09 "group2-group1"
"CNST" "CNST" 0.340232243622002 5.99737126042893e-10 4.674750985129e-09 "group2-group1"
"DCTN1" "DCTN1" 0.640035805181871 6.10193996611936e-10 4.74360918110822e-09 "group2-group1"
"BNIP2" "BNIP2" 0.44079076925159 6.66364560339003e-10 5.16653477419339e-09 "group2-group1"
"ST13" "ST13" 0.666985583786409 6.86284089964988e-10 5.30690051578746e-09 "group2-group1"
"PACS2" "PACS2" 0.59480845770434 7.13153580338105e-10 5.50012642566828e-09 "group2-group1"
"ATXN3" "ATXN3" 0.754859443766366 7.42680712587378e-10 5.71277821813923e-09 "group2-group1"
"SMAD3" "SMAD3" 0.525610416796386 8.29545916236883e-10 6.36420659622155e-09 "group2-group1"
"ASAH1" "ASAH1" 0.498639471960467 8.82006251418867e-10 6.74896406517631e-09 "group2-group1"
"MVK" "MVK" 1.02175264535 1.10461422066593e-09 8.43025422194913e-09 "group2-group1"
"MINDY1" "MINDY1" 0.837374322554958 1.18822791799053e-09 9.04476615699562e-09 "group2-group1"
"CEP170" "CEP170" 0.627593431002247 1.24172628020912e-09 9.42744394039289e-09 "group2-group1"
"PPCDC" "PPCDC" 0.491774804202739 1.36938967214759e-09 1.03697565069622e-08 "group2-group1"
"TXNRD1" "TXNRD1" 0.426040905302722 1.44000145609893e-09 1.08762900676413e-08 "group2-group1"
"AIFM1" "AIFM1" 1.11231194260131 1.45687666316146e-09 1.09753878516003e-08 "group2-group1"
"TDRKH" "TDRKH" 0.676428907916856 1.47279899685895e-09 1.10668161126445e-08 "group2-group1"
"TJAP1" "TJAP1" 0.457354956967255 1.48550623131321e-09 1.11336787541757e-08 "group2-group1"
"HTRA2" "HTRA2" 0.571599321490669 1.50272860978865e-09 1.12339532644814e-08 "group2-group1"
"MYH9" "MYH9" 0.534107467385647 1.56684058599738e-09 1.16833546756896e-08 "group2-group1"
"MPHOSPH8" "MPHOSPH8" 0.679487418777321 1.58966090340096e-09 1.18233557777124e-08 "group2-group1"
"LHPP" "LHPP" 0.714179298307196 1.62428498316441e-09 1.20502157507349e-08 "group2-group1"
"BCR" "BCR" 0.541580020763927 1.68220630058837e-09 1.24483266243539e-08 "group2-group1"
"IRAK1" "IRAK1" 0.4492210330506 1.69342787291904e-09 1.2499721395309e-08 "group2-group1"
"RAB2B" "RAB2B" 0.457837030089389 1.94478753064583e-09 1.43189268314301e-08 "group2-group1"
"PSME2" "PSME2" 0.505403891854982 2.12229077796555e-09 1.55865727236013e-08 "group2-group1"
"NAGK" "NAGK" 0.679690872469992 2.14623058668193e-09 1.57228872302539e-08 "group2-group1"
"EEF1D" "EEF1D" 0.878649100917728 2.37830051797364e-09 1.73794310350924e-08 "group2-group1"
"S100A4" "S100A4" 0.571718917226437 2.49771840424425e-09 1.82065608369226e-08 "group2-group1"
"SRP14" "SRP14" 0.599489032101225 2.72470406936692e-09 1.98117164048744e-08 "group2-group1"
"PTPN1" "PTPN1" 0.556967765367846 2.89816453750885e-09 2.10206822410382e-08 "group2-group1"
"AKR1B1" "AKR1B1" 0.924599242849693 2.97753517232569e-09 2.15429091799703e-08 "group2-group1"
"VSIR" "VSIR" 0.463246258884019 3.19100130619022e-09 2.30303625135654e-08 "group2-group1"
"COMMD1" "COMMD1" 0.542477500449152 3.25825047661447e-09 2.34577983821283e-08 "group2-group1"
"DNAJB2" "DNAJB2" 0.669638563485088 3.47808471309391e-09 2.49789720304017e-08 "group2-group1"
"GLO1" "GLO1" 0.657594381983065 3.50727736727265e-09 2.51268915307303e-08 "group2-group1"
"IMPA1" "IMPA1" 0.387592620857401 3.64935583671361e-09 2.6080848681452e-08 "group2-group1"
"VAMP8" "VAMP8" 0.708147456697694 3.89056870749363e-09 2.77369081268387e-08 "group2-group1"
"LDLRAP1" "LDLRAP1" 0.839015149679963 4.29080653923877e-09 3.05158820296713e-08 "group2-group1"
"GP5" "GP5" 0.475023827958061 4.36412354920387e-09 3.09619736269974e-08 "group2-group1"
"GZMH" "GZMH" 0.926048408945422 4.91816915028931e-09 3.48082528481735e-08 "group2-group1"
"IQGAP2" "IQGAP2" 0.803195406022945 6.14108835835352e-09 4.33454576075652e-08 "group2-group1"
"USP25" "USP25" 0.53591362031288 6.15407625971247e-09 4.33454576075652e-08 "group2-group1"
"RNF5" "RNF5" 0.466484864306505 6.3432489125225e-09 4.45704725271713e-08 "group2-group1"
"KYNU" "KYNU" 0.569627716607589 6.7616049963388e-09 4.73960944947202e-08 "group2-group1"
"MAPKAPK2" "MAPKAPK2" 0.690308936696112 7.07699040757714e-09 4.94881410558564e-08 "group2-group1"
"AK1" "AK1" 0.734586500673926 7.73026947773559e-09 5.39273930391912e-08 "group2-group1"
"NAPRT" "NAPRT" 0.494807979112824 8.67398283350893e-09 6.03667900532062e-08 "group2-group1"
"WASHC3" "WASHC3" 0.509545922024292 9.30697839728463e-09 6.4618284691836e-08 "group2-group1"
"PSMG3" "PSMG3" 0.61309752298393 9.92792821278509e-09 6.8766194706092e-08 "group2-group1"
"DKK1" "DKK1" 0.55801685368874 1.0308089844623e-08 7.12306066568159e-08 "group2-group1"
"TAB2" "TAB2" 0.632766194737441 1.13232580533069e-08 7.8061045494849e-08 "group2-group1"
"CSNK2A1" "CSNK2A1" 0.526277441229361 1.32691727993357e-08 9.1260687276372e-08 "group2-group1"
"PPIF" "PPIF" 0.61690264252313 1.39613372622189e-08 9.5795748397807e-08 "group2-group1"
"MAPK9" "MAPK9" 0.372601541095259 1.44102665880667e-08 9.85282320568413e-08 "group2-group1"
"TXNDC9" "TXNDC9" 0.422808929093437 1.44269871092467e-08 9.85282320568413e-08 "group2-group1"
"RP2" "RP2" 0.424390290629563 1.6162555661886e-08 1.10123893239377e-07 "group2-group1"
"F2R" "F2R" 0.400961890981271 1.68415842252634e-08 1.14483606256849e-07 "group2-group1"
"CXCL11" "CXCL11" 0.808352038679652 1.74640538511307e-08 1.18439511384815e-07 "group2-group1"
"HDGF" "HDGF" 1.10891523425974 2.16784517659586e-08 1.46680820629391e-07 "group2-group1"
"SH2D1A" "SH2D1A" 0.544820621569869 2.21115286366998e-08 1.49265584769223e-07 "group2-group1"
"CXCL6" "CXCL6" 0.633633379885221 2.33189835221439e-08 1.57053891325407e-07 "group2-group1"
"TPMT" "TPMT" 0.749570941436504 2.39703826033369e-08 1.6106995022886e-07 "group2-group1"
"ASPSCR1" "ASPSCR1" 0.549685540099234 2.4625923140281e-08 1.65095351695049e-07 "group2-group1"
"BID" "BID" 0.952474485245749 2.55095997799548e-08 1.70628284111688e-07 "group2-group1"
"SYTL4" "SYTL4" 0.622529985489982 2.6252357686935e-08 1.75195528581989e-07 "group2-group1"
"RAB10" "RAB10" 0.380562201985439 2.93440006337634e-08 1.95381580529591e-07 "group2-group1"
"TBL1X" "TBL1X" 0.633525377748537 3.02952455516863e-08 2.01256824426316e-07 "group2-group1"
"EFCAB2" "EFCAB2" 0.351549810937029 3.16303706332061e-08 2.09649826215105e-07 "group2-group1"
"RRM2B" "RRM2B" 0.638447171199205 3.22580195485775e-08 2.13326224299756e-07 "group2-group1"
"APEX1" "APEX1" 0.730148993711419 3.27040402376477e-08 2.15787606353598e-07 "group2-group1"
"SORD" "SORD" 0.929632401098742 3.35548518850383e-08 2.20902774909835e-07 "group2-group1"
"GIT1" "GIT1" 0.737830413841061 3.42070473585646e-08 2.24690335795695e-07 "group2-group1"
"ACOX1" "ACOX1" 0.490529231531009 3.45322306081709e-08 2.26317735577766e-07 "group2-group1"
"ARSB" "ARSB" 0.705626114336548 3.52442801504149e-08 2.30467630603272e-07 "group2-group1"
"CETN2" "CETN2" 0.891189613404019 3.58449917634898e-08 2.33872569028305e-07 "group2-group1"
"HDGFL2" "HDGFL2" 0.583771254332896 3.60747159372336e-08 2.3484720419718e-07 "group2-group1"
"ACAA1" "ACAA1" 0.974873389560549 3.80485708367794e-08 2.47146605679791e-07 "group2-group1"
"AKT1S1" "AKT1S1" 0.631098548848054 4.25679215696216e-08 2.75889212301561e-07 "group2-group1"
"DNM3" "DNM3" 0.419807885292063 4.82415226534058e-08 3.11968961760852e-07 "group2-group1"
"NAA80" "NAA80" 0.819289251141563 5.09797327939882e-08 3.28948695268935e-07 "group2-group1"
"RABEP1" "RABEP1" 0.55534779526256 5.16923218280586e-08 3.32812019170518e-07 "group2-group1"
"GLA" "GLA" 0.349551116743352 5.3745474920226e-08 3.45270380641364e-07 "group2-group1"
"CD63" "CD63" 0.472549582477837 5.45318431731848e-08 3.4955389823513e-07 "group2-group1"
"CA2" "CA2" 0.800860071511542 5.58908706922406e-08 3.57481433333521e-07 "group2-group1"
"NMT1" "NMT1" 0.626007259939721 5.8494543207761e-08 3.73317794315034e-07 "group2-group1"
"HNRNPUL1" "HNRNPUL1" 0.544199382164906 6.14081307081671e-08 3.91058749585996e-07 "group2-group1"
"PPP1CC" "PPP1CC" 0.597588778971439 6.25037408711849e-08 3.97170509927116e-07 "group2-group1"
"TOM1L2" "TOM1L2" 0.830538236280131 6.28815169883542e-08 3.98704282336137e-07 "group2-group1"
"SH3BP1" "SH3BP1" 0.522191945075805 6.32770389673404e-08 4.00343690263065e-07 "group2-group1"
"KHK" "KHK" 0.736355663822442 6.52636809912925e-08 4.12021035718246e-07 "group2-group1"
"PNMA1" "PNMA1" 0.457127058669964 6.78672514347582e-08 4.27534430913358e-07 "group2-group1"
"ATP6V1F" "ATP6V1F" 0.852392752348366 7.43671186774402e-08 4.67473307299264e-07 "group2-group1"
"VAV3" "VAV3" 0.757658440878593 8.1643229869692e-08 5.12109787358605e-07 "group2-group1"
"AHCY" "AHCY" 0.539895112149429 9.40711480665199e-08 5.88800783294299e-07 "group2-group1"
"ITGA6" "ITGA6" 0.429228246079606 9.77872237081232e-08 6.10752254057359e-07 "group2-group1"
"BOLA2_BOLA2B" "BOLA2_BOLA2B" 0.646980647350728 1.01653476988686e-07 6.33546083662964e-07 "group2-group1"
"ARL2BP" "ARL2BP" 0.448504443631096 1.03397923288113e-07 6.43047084619477e-07 "group2-group1"
"EIF2S2" "EIF2S2" 0.350056853941728 1.05310287716314e-07 6.53549832260694e-07 "group2-group1"
"BAX" "BAX" 0.820167134770583 1.09705699809229e-07 6.79385085894868e-07 "group2-group1"
"CEP43" "CEP43" 0.569294767363412 1.16266894760944e-07 7.18494996588244e-07 "group2-group1"
"PLSCR3" "PLSCR3" 0.311898355361696 1.17231935989602e-07 7.22130321734838e-07 "group2-group1"
"AK2" "AK2" 0.90112786413693 1.17349265420475e-07 7.22130321734838e-07 "group2-group1"
"WASF1" "WASF1" 0.37761377966768 1.18508811118206e-07 7.27733728778397e-07 "group2-group1"
"OPHN1" "OPHN1" 0.639226319943118 1.20502573162483e-07 7.3842562128708e-07 "group2-group1"
"CCS" "CCS" 0.554421528190376 1.33773360867818e-07 8.18032497524334e-07 "group2-group1"
"MTSS2" "MTSS2" 0.611378582061861 1.35608584672305e-07 8.2752378496273e-07 "group2-group1"
"ALDH1A1" "ALDH1A1" 0.690106408584705 1.4325090091667e-07 8.7233829870714e-07 "group2-group1"
"BIN2" "BIN2" 0.56939599473035 1.45661273515906e-07 8.85172354442812e-07 "group2-group1"
"RAPGEF2" "RAPGEF2" 0.530722631068813 1.52515566132032e-07 9.24902489219771e-07 "group2-group1"
"PSMG4" "PSMG4" 0.650987368745338 1.58226317103751e-07 9.57547670588539e-07 "group2-group1"
"CYB5R2" "CYB5R2" 0.512432863281302 1.7171221720133e-07 1.03701407206506e-06 "group2-group1"
"LRCH4" "LRCH4" 0.615087701296028 1.9118095339909e-07 1.1522101583207e-06 "group2-group1"
"VPS28" "VPS28" 0.506973332028942 1.99616919798075e-07 1.20057665960859e-06 "group2-group1"
"TNIP1" "TNIP1" 0.523550749113157 2.00311687919112e-07 1.202281445149e-06 "group2-group1"
"SRPK2" "SRPK2" 0.379988493061722 2.06219187208873e-07 1.23520222174495e-06 "group2-group1"
"SELP" "SELP" 0.409620720705716 2.12159215340021e-07 1.26818279435354e-06 "group2-group1"
"ACRBP" "ACRBP" 0.249153176829923 2.2219351027075e-07 1.32545230718654e-06 "group2-group1"
"TNFSF14" "TNFSF14" 0.430738477569754 2.28101885382421e-07 1.35792629526032e-06 "group2-group1"
"RPL14" "RPL14" 0.409962097729864 2.32910147789154e-07 1.38373244306442e-06 "group2-group1"
"WAS" "WAS" 1.19562445565119 2.35440894120576e-07 1.3959304939441e-06 "group2-group1"
"DDT" "DDT" 0.478841470171791 2.44203697666703e-07 1.44495426777282e-06 "group2-group1"
"APLP1" "APLP1" -0.468459168600391 2.92560465867956e-07 1.72758432673139e-06 "group2-group1"
"DDAH1" "DDAH1" 0.491253563109162 2.93453219744109e-07 1.72936242200006e-06 "group2-group1"
"RANBP1" "RANBP1" 0.710873135662268 2.94895262161048e-07 1.73436388590894e-06 "group2-group1"
"LRRC59" "LRRC59" 0.309383634286916 3.08885472375894e-07 1.81299645733883e-06 "group2-group1"
"ECHS1" "ECHS1" 1.06601034199901 3.18445257055408e-07 1.86536169613819e-06 "group2-group1"
"NDUFS6" "NDUFS6" 1.08565534476402 3.3945813287854e-07 1.98447224480795e-06 "group2-group1"
"AARSD1" "AARSD1" 0.645154271974424 3.40142769504435e-07 1.98450561928436e-06 "group2-group1"
"FGF2" "FGF2" 0.260415729086277 3.42038900810319e-07 1.99159304196925e-06 "group2-group1"
"LONP1" "LONP1" 0.623779873951973 3.69416665549635e-07 2.14672945010255e-06 "group2-group1"
"ARHGAP45" "ARHGAP45" 0.363775760938047 3.77459272615581e-07 2.18870790545931e-06 "group2-group1"
"FNTA" "FNTA" 0.313740488383782 3.7813804045739e-07 2.18870790545931e-06 "group2-group1"
"ARFIP1" "ARFIP1" 0.468440629731097 3.90949339327454e-07 2.25838916769594e-06 "group2-group1"
"IL1B" "IL1B" 0.623532842678998 3.96357596084933e-07 2.28511489813858e-06 "group2-group1"
"MRI1" "MRI1" 0.545619758102999 4.04174369976407e-07 2.32559386504141e-06 "group2-group1"
"PTS" "PTS" 0.73720813850126 4.15746308934081e-07 2.38599878383824e-06 "group2-group1"
"ITGB1BP1" "ITGB1BP1" 0.617542694280498 4.16304953731612e-07 2.38599878383824e-06 "group2-group1"
"P4HB" "P4HB" 0.484067494681605 4.17397801715179e-07 2.38758077184632e-06 "group2-group1"
"ATG16L1" "ATG16L1" 0.509996203989772 4.45577477324236e-07 2.54379485589598e-06 "group2-group1"
"PLXNB3" "PLXNB3" 0.217263471418106 4.91691457000514e-07 2.80158699573587e-06 "group2-group1"
"SCPEP1" "SCPEP1" 0.531732379030039 5.07802814475843e-07 2.8877580286243e-06 "group2-group1"
"BLOC1S3" "BLOC1S3" 0.238002586222479 5.4822069784768e-07 3.11155165011411e-06 "group2-group1"
"PKLR" "PKLR" 0.624980847197864 5.51064760916012e-07 3.12163235689439e-06 "group2-group1"
"GBP2" "GBP2" 0.83362001723742 5.63438881006278e-07 3.18555483400648e-06 "group2-group1"
"COCH" "COCH" 0.351604424511746 6.32183031187985e-07 3.5673185331322e-06 "group2-group1"
"PLEKHO1" "PLEKHO1" 0.411158388617263 6.74944058640135e-07 3.80127453449926e-06 "group2-group1"
"FOXO1" "FOXO1" 0.528713054727677 6.98196203179925e-07 3.92466827287485e-06 "group2-group1"
"CASP7" "CASP7" 0.530672747330281 7.30606917505605e-07 4.09897124734911e-06 "group2-group1"
"INPP1" "INPP1" 0.409526539862505 7.83404987199112e-07 4.38676777314752e-06 "group2-group1"
"PSMD1" "PSMD1" 0.598820416899794 8.91306086253753e-07 4.98142961781973e-06 "group2-group1"
"NECAP2" "NECAP2" 0.441914999851539 9.58962211466309e-07 5.34932546587027e-06 "group2-group1"
"BAIAP2" "BAIAP2" 0.683068724630486 9.94154319590911e-07 5.53507252602711e-06 "group2-group1"
"TSNAX" "TSNAX" 0.444967871595527 1.0188544987046e-06 5.66180931504475e-06 "group2-group1"
"SORT1" "SORT1" 0.280835301593048 1.05797235250447e-06 5.86803261170884e-06 "group2-group1"
"MRPL24" "MRPL24" 0.277534465377855 1.06944320867253e-06 5.92042139952613e-06 "group2-group1"
"OGA" "OGA" 0.345081319299463 1.08770519256008e-06 6.00601248408092e-06 "group2-group1"
"PLIN3" "PLIN3" 0.297287890416865 1.08901355339134e-06 6.00601248408092e-06 "group2-group1"
