"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp","Gene_name","synaptic_prot"
"Q9HAN9","Q9HAN9",0.182317844519002,0.0184931494392693,0.0720338934530233,"Control vs hc-like","NMNAT1",NA
"Q9H0R3","Q9H0R3",-0.22423314395912,0.0185562932091577,0.0722052352977668,"Control vs hc-like","TMEM222",NA
"O60231","O60231",-0.256011094695406,0.0185648178073094,0.0722052352977668,"Control vs hc-like","DHX16",NA
"P15121","P15121",-0.125961023545077,0.0185720476285634,0.0722052352977668,"Control vs hc-like","AKR1B1","yes"
"P25205","P25205",-0.193657815348057,0.0186339297006546,0.0724004594818795,"Control vs hc-like","MCM3",NA
"Q99798","Q99798",-0.131888163357502,0.0186643415942711,0.0724732412969038,"Control vs hc-like","ACO2","yes"
"Q96C57","Q96C57",-0.324047368020306,0.0187347091600401,0.0727009820750773,"Control vs hc-like","C12orf43",NA
"Q92466","Q92466",-0.348498133114283,0.0187980236620798,0.0729010855145031,"Control vs hc-like","DDB2",NA
"Q9NRV9","Q9NRV9",-0.210472966225485,0.0188288004245148,0.0729748323760864,"Control vs hc-like","HEBP1","yes"
"Q92604","Q92604",0.175184153815049,0.018878490041403,0.0730733518565333,"Control vs hc-like","LPGAT1",NA
"Q629K1","Q629K1",-0.346161234068674,0.0188844102100065,0.0730733518565333,"Control vs hc-like","TRIQK",NA
"Q15459","Q15459",-0.157878918164084,0.0188895497788686,0.0730733518565333,"Control vs hc-like","SF3A1",NA
"Q7Z3E2","Q7Z3E2",-0.287556802006442,0.0189758611740265,0.0733290160731546,"Control vs hc-like","CCDC186",NA
"P60880","P60880",0.139502152033995,0.0189836038922827,0.0733290160731546,"Control vs hc-like","SNAP25","yes"
"Q2TAL8","Q2TAL8",-0.217094007689781,0.0189952626354785,0.0733290160731546,"Control vs hc-like","QRICH1",NA
"Q9BTE1","Q9BTE1",0.162876738826476,0.0190029102088046,0.0733290160731546,"Control vs hc-like","DCTN5",NA
"A9Z1Z3","A9Z1Z3",-0.350199783561697,0.0190173933218966,0.0733392949424289,"Control vs hc-like",NA,"yes"
"Q9H871","Q9H871",-0.293415230097999,0.0191775635400985,0.0739110445753484,"Control vs hc-like","RMND5A",NA
"Q7L3B6","Q7L3B6",0.150245811011622,0.0192136272050871,0.0740040700233182,"Control vs hc-like","CDC37L1",NA
"Q14511","Q14511",-0.326985095679655,0.0193090428936494,0.0742431765771158,"Control vs hc-like","NEDD9",NA
"Q2M389","Q2M389",-0.114065978864456,0.0193090899771264,0.0742431765771158,"Control vs hc-like","WASHC4",NA
"P53618","P53618",0.11755504572918,0.01931397315042,0.0742431765771158,"Control vs hc-like","COPB1","yes"
"Q8N9N2","Q8N9N2",0.192113380572994,0.0193235665063726,0.0742431765771158,"Control vs hc-like","ASCC1",NA
"P35475","P35475",-0.142026539005297,0.0193364040481162,0.0742465266822778,"Control vs hc-like","IDUA",NA
"P51665","P51665",-0.128769397828112,0.0193693466059797,0.0743270226902312,"Control vs hc-like","PSMD7","yes"
"Q6PCB6","Q6PCB6",0.25862302622437,0.0193862486872689,0.0743459042673074,"Control vs hc-like","ABHD17C",NA
"P54725","P54725",0.245662904897852,0.019476603268596,0.0746462775056444,"Control vs hc-like","RAD23A",NA
"Q9C040","Q9C040",-0.167569987422599,0.0195640920453804,0.0749353031738182,"Control vs hc-like","TRIM2","yes"
"Q9H477","Q9H477",-0.222832920072459,0.0196303329701329,0.0751426379270047,"Control vs hc-like","RBKS",NA
"Q9P0K7","Q9P0K7",-0.25685274060848,0.0196509499578463,0.0751751815588388,"Control vs hc-like","RAI14",NA
"P48029","P48029",-0.183665739383907,0.0197219997263419,0.0754004980295448,"Control vs hc-like","SLC6A8",NA
"A6NDU8","A6NDU8",0.304857195870984,0.0197364269606323,0.0754091929130071,"Control vs hc-like","C5orf51",NA
"P10253","P10253",-0.10911689655255,0.0197514177372261,0.0754200289596848,"Control vs hc-like","GAA","yes"
"Q8TAF3","Q8TAF3",0.153104223614726,0.0198400382210036,0.075711830972526,"Control vs hc-like","WDR48","yes"
"P01130","P01130",-0.233478827878578,0.019859880978159,0.0757361212409882,"Control vs hc-like","LDLR",NA
"Q9BVS5","Q9BVS5",-0.204948666916977,0.0198708147268862,0.0757361212409882,"Control vs hc-like","TRMT61B",NA
"O00423","O00423",-0.147913802220884,0.0198850901052494,0.0757440049742617,"Control vs hc-like","EML1",NA
"Q12983","Q12983",0.169799308865521,0.0199628660250707,0.0758394944490669,"Control vs hc-like","BNIP3",NA
"Q5JTZ9","Q5JTZ9",-0.105074692801413,0.0199634123458953,0.0758394944490669,"Control vs hc-like","AARS2","yes"
"Q02153","Q02153",-0.24298299657416,0.0199707501745687,0.0758394944490669,"Control vs hc-like","GUCY1B1",NA
"Q96GQ5","Q96GQ5",-0.117877846259869,0.0199709498197324,0.0758394944490669,"Control vs hc-like","RUSF1",NA
"Q6PCE3","Q6PCE3",0.167443277248449,0.0199712705769179,0.0758394944490669,"Control vs hc-like","PGM2L1","yes"
"P12270","P12270",-0.176978966992184,0.0200818016888638,0.0762125868375534,"Control vs hc-like","TPR","yes"
"Q13433","Q13433",-0.197194540797263,0.0201161952527456,0.076296449598586,"Control vs hc-like","SLC39A6",NA
"Q9Y646","Q9Y646",-0.358428837217033,0.0201760073045292,0.0764765579258423,"Control vs hc-like","CPQ",NA
"Q96PB1","Q96PB1",0.308211463063632,0.0201891519164772,0.0764796627849457,"Control vs hc-like","CASD1",NA
"Q9UBG0","Q9UBG0",-0.138873372409922,0.0202519309364856,0.0766706720322717,"Control vs hc-like","MRC2",NA
"Q9BRD0","Q9BRD0",-0.293274125012253,0.0202838335344471,0.0766996340789092,"Control vs hc-like","BUD13",NA
"P30536","P30536",-0.25247139089948,0.020284302904672,0.0766996340789092,"Control vs hc-like","TSPO",NA
"Q9P2K3","Q9P2K3",-0.207499147923883,0.0203542204857202,0.0768719725307552,"Control vs hc-like","RCOR3",NA
"Q8NHP8","Q8NHP8",-0.161792219301738,0.0203638265517944,0.0768719725307552,"Control vs hc-like","PLBD2",NA
"Q8N584","Q8N584",0.209239602340014,0.020367046388487,0.0768719725307552,"Control vs hc-like","TTC39C",NA
"O75817","O75817",-0.193160554006411,0.0203819355997742,0.0768814044964128,"Control vs hc-like","POP7",NA
"P0C7V0","P0C7V0",-0.310584121260405,0.0204074147594912,0.0769307464050077,"Control vs hc-like",NA,"yes"
"Q9H6L2","Q9H6L2",-0.197457314239369,0.0204422022814578,0.0770150972413151,"Control vs hc-like","TMEM231",NA
"P21675","P21675",-0.288680553307696,0.0205485882043619,0.0773689258544088,"Control vs hc-like","TAF1",NA
"Q8N608","Q8N608",0.184452118086753,0.0205810806013401,0.0773974949151999,"Control vs hc-like","DPP10","yes"
"P26022","P26022",0.532898244026722,0.0205811227413505,0.0773974949151999,"Control vs hc-like","PTX3",NA
"O43303","O43303",-0.248178362843838,0.0206059096465175,0.0773998472303618,"Control vs hc-like","CCP110",NA
"Q00604","Q00604",-0.233200638684703,0.0206066958299046,0.0773998472303618,"Control vs hc-like","NDP",NA
"Q9Y6N7","Q9Y6N7",-0.138814260045116,0.0206574515035137,0.0775435490497898,"Control vs hc-like","ROBO1",NA
"Q13114","Q13114",-0.197116045640062,0.0207045618697822,0.0776393060703106,"Control vs hc-like","TRAF3",NA
"P49770","P49770",0.126233908169866,0.0207079857447807,0.0776393060703106,"Control vs hc-like","EIF2B2",NA
"P20290","P20290",-0.114502847119716,0.0207777358769681,0.0778537748288568,"Control vs hc-like","BTF3",NA
"A6NHX0","A6NHX0",0.154762856214123,0.0208727722782973,0.0781626747053921,"Control vs hc-like","CASTOR2","yes"
"Q15165","Q15165",-0.220437900275392,0.0209605599692282,0.0783969694437249,"Control vs hc-like","PON2","yes"
"P54819","P54819",0.158703179595172,0.0209606079463561,0.0783969694437249,"Control vs hc-like","AK2",NA
"Q5VZ89","Q5VZ89",0.171890500145349,0.0210332359367132,0.0786212222815094,"Control vs hc-like","DENND4C",NA
"Q96KN1","Q96KN1",-0.248839844878681,0.0210782319335256,0.078741980221268,"Control vs hc-like","LRATD2",NA
"Q6P996","Q6P996",0.139295089062948,0.0211076341332028,0.0788043741254653,"Control vs hc-like","PDXDC1",NA
"P14136","P14136",0.857087494753227,0.0211356562538302,0.0788474775536704,"Control vs hc-like","GFAP","yes"
"Q8WUY1","Q8WUY1",-0.168692377541568,0.0211503392332742,0.0788474775536704,"Control vs hc-like","THEM6","yes"
"Q3ZCQ8","Q3ZCQ8",-0.133830074626974,0.0211638457860458,0.0788474775536704,"Control vs hc-like","TIMM50","yes"
"Q13228","Q13228",-0.180708580442026,0.0211815825020271,0.0788474775536704,"Control vs hc-like","SELENBP1","yes"
"O14733","O14733",0.178467504528143,0.0211827147593825,0.0788474775536704,"Control vs hc-like","MAP2K7","yes"
"Q9NYS7","Q9NYS7",-0.230544032790828,0.0212458966185327,0.0790352449148653,"Control vs hc-like","WSB2",NA
"Q9Y6X5","Q9Y6X5",-0.180131301699785,0.0212587328454828,0.079035612526196,"Control vs hc-like","ENPP4","yes"
"Q96EA4","Q96EA4",0.350014493143547,0.021335030743319,0.0792717759055656,"Control vs hc-like","SPDL1",NA
"Q9BVP2","Q9BVP2",0.179252295781446,0.0213520255443653,0.0792874437479276,"Control vs hc-like","GNL3",NA
"Q7L2E3","Q7L2E3",-0.131813461828102,0.0214804029691065,0.0797164476215942,"Control vs hc-like","DHX30","yes"
"O15079","O15079",-0.275294388420892,0.0215588316905629,0.0799596835863378,"Control vs hc-like","SNPH","yes"
"P54577","P54577",-0.130704869069412,0.0216469438543399,0.0801926036068434,"Control vs hc-like","YARS1",NA
"P46736","P46736",-0.136365230307074,0.0216564525480674,0.0801926036068434,"Control vs hc-like","BRCC3",NA
"P38159","P38159",-0.205046922228689,0.0216604034883271,0.0801926036068434,"Control vs hc-like","RBMX","yes"
"Q9NZC7","Q9NZC7",-0.145683154995357,0.0217771776785156,0.0805768559899757,"Control vs hc-like","WWOX",NA
"Q9H446","Q9H446",-0.207037760287125,0.0217991833764243,0.080579440020592,"Control vs hc-like","RWDD1",NA
"O95816","O95816",0.163544116514213,0.0218038484761602,0.080579440020592,"Control vs hc-like","BAG2",NA
"O75251","O75251",-0.124773285239275,0.0218629205789011,0.080749656066715,"Control vs hc-like","NDUFS7","yes"
"Q9BTW9","Q9BTW9",-0.117449450013005,0.0218848387584912,0.080782524983009,"Control vs hc-like","TBCD","yes"
"Q15311","Q15311",-0.188076343884003,0.0219098872639114,0.0807976643259409,"Control vs hc-like","RALBP1",NA
"Q96G03","Q96G03",-0.122785235331669,0.021914982926762,0.0807976643259409,"Control vs hc-like","PGM2",NA
"Q9NZU5","Q9NZU5",-0.232204406263406,0.0220340504029237,0.0811884101841694,"Control vs hc-like","LMCD1",NA
"Q9UL46","Q9UL46",-0.174313274820356,0.0220651688520889,0.081254820609621,"Control vs hc-like","PSME2",NA
"Q8WUR7","Q8WUR7",0.177756174861809,0.0220804874384655,0.0812630038883026,"Control vs hc-like","C15orf40",NA
"Q9Y2L1","Q9Y2L1",-0.128640306318939,0.0221150760540512,0.0813028925093313,"Control vs hc-like","DIS3",NA
"P12814","P12814",0.196629170604343,0.0221334559367226,0.0813028925093313,"Control vs hc-like","ACTN1","yes"
"P05771","P05771",-0.249391208997128,0.0221336033133449,0.0813028925093313,"Control vs hc-like","PRKCB","yes"
"O43169","O43169",-0.247339051513901,0.0221591180141784,0.0813028925093313,"Control vs hc-like","CYB5B","yes"
"Q9Y5X2","Q9Y5X2",0.128812861112518,0.0221645861856783,0.0813028925093313,"Control vs hc-like","SNX8",NA
"O94813","O94813",0.274055779487622,0.0221699426471859,0.0813028925093313,"Control vs hc-like","SLIT2",NA
"Q9UHX1","Q9UHX1",-0.170324204255643,0.0221940939626072,0.0813433863189472,"Control vs hc-like","PUF60",NA
"P78352","P78352",0.280507140847446,0.0223441216326492,0.0818449083415514,"Control vs hc-like","DLG4","yes"
"O75190","O75190",-0.185278754573705,0.0223662959420457,0.0818777972391704,"Control vs hc-like","DNAJB6","yes"
"O15400","O15400",-0.128749649200191,0.0224042597563048,0.0819684149692637,"Control vs hc-like","STX7","yes"
"O15217","O15217",-0.160350234824591,0.0224995452573483,0.0822685199303748,"Control vs hc-like","GSTA4",NA
"P05413","P05413",-0.122609471129103,0.022523572415559,0.0823078721075052,"Control vs hc-like","FABP3","yes"
"O76070","O76070",-0.229712530462198,0.0225906886887068,0.0825045457995441,"Control vs hc-like","SNCG","yes"
"Q02040","Q02040",-0.184421176373512,0.0226190028979716,0.0825593605775962,"Control vs hc-like","AKAP17A",NA
"P51511","P51511",-0.180871869609028,0.0227147083635636,0.0828599443832524,"Control vs hc-like","MMP15",NA
"Q53GT1","Q53GT1",-0.233036792931589,0.0227707020910057,0.0830153974586898,"Control vs hc-like","KLHL22",NA
"Q9Y4A5","Q9Y4A5",-0.231698514594591,0.0228359137072964,0.0831581994862354,"Control vs hc-like","TRRAP",NA
"Q8IYR6","Q8IYR6",-0.182959480977292,0.0228593667777168,0.0831581994862354,"Control vs hc-like","TMEFF1",NA
"Q9UDR5","Q9UDR5",0.12021675766006,0.0228610804145444,0.0831581994862354,"Control vs hc-like","AASS",NA
"Q9BTL3","Q9BTL3",0.235284331827419,0.0228686362614884,0.0831581994862354,"Control vs hc-like","RAMAC",NA
"P12109","P12109",-0.128814918791107,0.0228768809867855,0.0831581994862354,"Control vs hc-like","COL6A1","yes"
"P62910","P62910",-0.133290623803248,0.0229199462038526,0.0832659638143476,"Control vs hc-like","RPL32","yes"
"P10586","P10586",0.115434495456498,0.022951373189456,0.0833313461910909,"Control vs hc-like","PTPRF","yes"
"P29992","P29992",-0.156281365892017,0.0229808266675236,0.0833894909192889,"Control vs hc-like","GNA11","yes"
"P17481","P17481",-0.584205279303259,0.0230035050425898,0.0834229975390239,"Control vs hc-like","HOXB8",NA
"O75822","O75822",-0.117025535642284,0.0230348473243389,0.0834878666165438,"Control vs hc-like","EIF3J",NA
"O00519","O00519",0.123885464467364,0.0230623135071216,0.0835386195631578,"Control vs hc-like","FAAH","yes"
"Q16637","Q16637",-0.202360403971767,0.0231300431187615,0.0836364857748124,"Control vs hc-like","SMN1",NA
"P52564","P52564",-0.268215443134046,0.0231423964713051,0.0836364857748124,"Control vs hc-like","MAP2K6","yes"
"O14524","O14524",-0.411552193127223,0.0231449535190118,0.0836364857748124,"Control vs hc-like","NEMP1",NA
"Q05D32","Q05D32",-0.140394310803714,0.0231561104595114,0.0836364857748124,"Control vs hc-like","CTDSPL2",NA
"Q16288","Q16288",0.193531392120697,0.0231567256343477,0.0836364857748124,"Control vs hc-like","NTRK3","yes"
"Q13895","Q13895",0.161323591499183,0.0231899250993237,0.0837076702974426,"Control vs hc-like","BYSL",NA
"Q70UQ0","Q70UQ0",-0.555945154695348,0.0232162898987922,0.0837363965023396,"Control vs hc-like","IKBIP",NA
"Q14141","Q14141",0.112226252797985,0.0232248732281267,0.0837363965023396,"Control vs hc-like","SEPTIN6",NA
"Q9BYC9","Q9BYC9",-0.214290654164753,0.0232827684636915,0.0838963869437895,"Control vs hc-like","MRPL20",NA
"P19404","P19404",-0.130293951429319,0.0233052499564623,0.0839286569819203,"Control vs hc-like","NDUFV2","yes"
"P0C7P4","P0C7P4",-0.146296603382581,0.0234019569773985,0.0842280412092562,"Control vs hc-like",NA,"yes"
"Q00613","Q00613",-0.253523066705075,0.023454108141014,0.0843668063855025,"Control vs hc-like","HSF1",NA
"O14639","O14639",-0.26551374518256,0.0234906649759936,0.0844066489011175,"Control vs hc-like","ABLIM1","yes"
"P33992","P33992",-0.278035941638382,0.0235007284639141,0.0844066489011175,"Control vs hc-like","MCM5",NA
"Q9BTC8","Q9BTC8",-0.325002931016293,0.0235160669603734,0.0844066489011175,"Control vs hc-like","MTA3",NA
"Q9NX74","Q9NX74",0.227351723612745,0.0235271920538561,0.0844066489011175,"Control vs hc-like","DUS2",NA
"P52735","P52735",-0.160634624994529,0.023540688570603,0.0844066489011175,"Control vs hc-like","VAV2",NA
"Q8TBJ4","Q8TBJ4",-0.169463651473173,0.0235468024573464,0.0844066489011175,"Control vs hc-like","PLPPR1",NA
"O15111","O15111",0.179801618127906,0.023696638892247,0.0848453740111073,"Control vs hc-like","CHUK","yes"
"P23526","P23526",0.113900570189845,0.0237017775521452,0.0848453740111073,"Control vs hc-like","AHCY","yes"
"Q05519","Q05519",-0.149761051547131,0.0237102141072136,0.0848453740111073,"Control vs hc-like","SRSF11",NA
"P26639","P26639",-0.132487261320176,0.0237826396770915,0.0850554923321917,"Control vs hc-like","TARS1",NA
"O43924","O43924",0.160284824525913,0.0238012806535011,0.085073125838119,"Control vs hc-like","PDE6D",NA
"Q92522","Q92522",-0.349001526595146,0.0239426604487225,0.0854961359944407,"Control vs hc-like","H1-10",NA
"P08962","P08962",0.620894609693416,0.0239471852309972,0.0854961359944407,"Control vs hc-like","CD63",NA
"Q8TB73","Q8TB73",-0.39951973307306,0.0239706529459058,0.0855307081824874,"Control vs hc-like","NDNF",NA
"Q9UGJ1","Q9UGJ1",-0.202938149639294,0.0240355418883657,0.085672827429038,"Control vs hc-like","TUBGCP4",NA
"Q9Y2R9","Q9Y2R9",-0.10354666450818,0.024038097107809,0.085672827429038,"Control vs hc-like","MRPS7",NA
"Q13404","Q13404",0.169561399545319,0.0240609984625459,0.0857052212744532,"Control vs hc-like","UBE2V1","yes"
"Q9NW15","Q9NW15",-0.153525534748702,0.0240763120255564,0.0857105657593676,"Control vs hc-like","ANO10",NA
"P62195","P62195",-0.111634038654056,0.0241846417749056,0.0860468475993633,"Control vs hc-like","PSMC5","yes"
"P54709","P54709",-0.120905183543204,0.02420011308068,0.0860502989891388,"Control vs hc-like","ATP1B3","yes"
"O00161","O00161",-0.208633569189333,0.0242203433977577,0.0860502989891388,"Control vs hc-like","SNAP23",NA
"Q9H9G7","Q9H9G7",-0.160664618716453,0.0242272155252257,0.0860502989891388,"Control vs hc-like","AGO3",NA
"P51795","P51795",-0.245307733125191,0.0242553436961864,0.0861009196995633,"Control vs hc-like","CLCN5",NA
"Q9H9C1","Q9H9C1",-0.131219342521735,0.0244873419514595,0.0868450947023064,"Control vs hc-like","VIPAS39","yes"
"Q14683","Q14683",-0.172809740461958,0.0245052963321758,0.0868450947023064,"Control vs hc-like","SMC1A",NA
"P50993","P50993",-0.342397517291822,0.0245069719296919,0.0868450947023064,"Control vs hc-like","ATP1A2","yes"
"Q9P1Y5","Q9P1Y5",-0.278219899445972,0.0245632770336451,0.0869949394941599,"Control vs hc-like","CAMSAP3","yes"
"Q9NUL5","Q9NUL5",-0.28534534223521,0.0246288621723475,0.0871774613687487,"Control vs hc-like","SHFL",NA
"Q5ST30","Q5ST30",-0.166014690228629,0.0246534649155143,0.0872147946412577,"Control vs hc-like","VARS2",NA
"Q9H147","Q9H147",-0.336429890704071,0.0247276447039824,0.087427370591573,"Control vs hc-like","DNTTIP1",NA
"Q9Y394","Q9Y394",-0.123687046829929,0.0247456435788741,0.0874411836030262,"Control vs hc-like","DHRS7","yes"
"O43678","O43678",-0.162114650939966,0.0248342092388974,0.0877041936979842,"Control vs hc-like","NDUFA2","yes"
"P54802","P54802",-0.15377959147769,0.0249032250933699,0.087897901993379,"Control vs hc-like","NAGLU",NA
"P62256","P62256",0.190467776666246,0.0249445912657358,0.087902213002492,"Control vs hc-like","UBE2H",NA
"O43310","O43310",-0.246689886274879,0.0249504419374611,0.087902213002492,"Control vs hc-like","CTIF",NA
"Q5VSL9","Q5VSL9",-0.128725542442851,0.0249564099222661,0.087902213002492,"Control vs hc-like","STRIP1",NA
"Q9UMX5","Q9UMX5",-0.162498630760474,0.0249611118953088,0.087902213002492,"Control vs hc-like","NENF","yes"
"Q9ULJ8","Q9ULJ8",-0.230140203249185,0.0250394141458727,0.0881279437181735,"Control vs hc-like","PPP1R9A","yes"
"P62993","P62993",0.119680322319553,0.0250858651242284,0.0882413793060303,"Control vs hc-like","GRB2","yes"
"Q8WZA1","Q8WZA1",-0.272510988723099,0.025242824540565,0.0887300079861325,"Control vs hc-like","POMGNT1",NA
"P13667","P13667",-0.151348133796763,0.0252638850564433,0.0887300079861325,"Control vs hc-like","PDIA4","yes"
"Q9NPD7","Q9NPD7",0.182299733682754,0.0252712576129884,0.0887300079861325,"Control vs hc-like","NRN1","yes"
"Q15813","Q15813",-0.111625129049575,0.0252819748782405,0.0887300079861325,"Control vs hc-like","TBCE",NA
"Q12778","Q12778",-0.159687240084871,0.0253063849502591,0.0887654712359287,"Control vs hc-like","FOXO1",NA
"P06748","P06748",-0.119144979762726,0.0253301108707144,0.0887984960185215,"Control vs hc-like","NPM1","yes"
"Q9NVI7","Q9NVI7",-0.140448899651759,0.0253698395650694,0.088887551948761,"Control vs hc-like","ATAD3A","yes"
"Q8TF68","Q8TF68",-0.340105547152703,0.0254764883415923,0.0892108409478444,"Control vs hc-like","ZNF384",NA
"Q9H4G4","Q9H4G4",-0.29338116167721,0.0255701691111327,0.0894883808993673,"Control vs hc-like","GLIPR2","yes"
"P43686","P43686",-0.107961395359556,0.0256123166027219,0.0895853576775025,"Control vs hc-like","PSMC4","yes"
"O95721","O95721",0.120042972537902,0.0256830066582296,0.0897720821774392,"Control vs hc-like","SNAP29","yes"
"Q9BRL6","Q9BRL6",-0.324066735099809,0.0256946362525595,0.0897720821774392,"Control vs hc-like","SRSF8",NA
"Q9H3G5","Q9H3G5",-0.133447155028342,0.0257691567783952,0.0899817770455498,"Control vs hc-like","CPVL",NA
"Q9BSI4","Q9BSI4",-0.174913911387854,0.0258052724551799,0.0900572078652369,"Control vs hc-like","TINF2",NA
"P63151","P63151",0.163034616203952,0.0258384491831498,0.0901223030811943,"Control vs hc-like","PPP2R2A","yes"
"O43395","O43395",-0.147453071639131,0.0258542249958762,0.0901266663479842,"Control vs hc-like","PRPF3",NA
"P15289","P15289",-0.138685573650328,0.0258956855966554,0.0901816291981717,"Control vs hc-like","ARSA",NA
"Q8IYS2","Q8IYS2",-0.188864676564144,0.0258991435295281,0.0901816291981717,"Control vs hc-like","KIAA2013",NA
"Q96BP3","Q96BP3",-0.287607637857068,0.0259135930475971,0.0901816291981717,"Control vs hc-like","PPWD1",NA
"O00767","O00767",0.14630409653175,0.025935705400375,0.0901860063642817,"Control vs hc-like","SCD",NA
"Q8NFI3","Q8NFI3",-0.170446059787423,0.0259439196390399,0.0901860063642817,"Control vs hc-like","ENGASE",NA
"Q96D71","Q96D71",0.162369411336822,0.0260042870879716,0.0903452415346383,"Control vs hc-like","REPS1",NA
"O75976","O75976",-0.146005711959965,0.0261329096627835,0.0907413007596931,"Control vs hc-like","CPD",NA
"Q9BZL1","Q9BZL1",-0.183047591477862,0.0261551990102241,0.0907679026053917,"Control vs hc-like","UBL5",NA
"Q8NBJ4","Q8NBJ4",-0.127075184180722,0.0261763191576512,0.0907885578493544,"Control vs hc-like","GOLM1",NA
"Q96SK2","Q96SK2",0.194431741847918,0.0261904139484842,0.0907885578493544,"Control vs hc-like","TMEM209",NA
"P19623","P19623",-0.123430714296934,0.0263641146036935,0.0912872885285897,"Control vs hc-like","SRM","yes"
"P55039","P55039",-0.107119764351637,0.0263774391442334,0.0912872885285897,"Control vs hc-like","DRG2","yes"
"Q9UK45","Q9UK45",-0.179210635076277,0.026378421971275,0.0912872885285897,"Control vs hc-like","LSM7",NA
"Q8IXB1","Q8IXB1",-0.16037396446043,0.0264651614688082,0.0915331606467052,"Control vs hc-like","DNAJC10",NA
"P14866","P14866",-0.113419346595311,0.0264789723385714,0.0915331606467052,"Control vs hc-like","HNRNPL","yes"
"Q15750","Q15750",-0.108948688651228,0.026516560133981,0.0916120577011983,"Control vs hc-like","TAB1","yes"
"Q10469","Q10469",0.221153911139083,0.0265493635375869,0.0916531145017175,"Control vs hc-like","MGAT2",NA
"P22303","P22303",0.192982303469517,0.0265579854752761,0.0916531145017175,"Control vs hc-like","ACHE",NA
"P58215","P58215",-0.405450531215545,0.0266492342511662,0.0919168974588585,"Control vs hc-like","LOXL3",NA
"P35658","P35658",-0.163439802505632,0.0267148074969435,0.0920918780658526,"Control vs hc-like","NUP214",NA
"Q9P2Q2","Q9P2Q2",-0.181273644050936,0.026735111842636,0.0921106990469498,"Control vs hc-like","FRMD4A",NA
"P11908","P11908",-0.127118334610351,0.02683688144344,0.0924046787380441,"Control vs hc-like","PRPS2","yes"
"Q96FZ7","Q96FZ7",-0.243929801255465,0.0268502233303293,0.0924046787380441,"Control vs hc-like","CHMP6","yes"
"P19338","P19338",-0.143750790911522,0.0268906841095681,0.0924926246673336,"Control vs hc-like","NCL","yes"
"Q15286","Q15286",-0.175121679157272,0.0269059997285589,0.0924940323078713,"Control vs hc-like","RAB35","yes"
"P04156","P04156",-0.220645666498555,0.0269495032138575,0.0925922854053079,"Control vs hc-like","PRNP","yes"
"Q6DN90","Q6DN90",-0.126942240243785,0.0270011711883849,0.0927184655362084,"Control vs hc-like","IQSEC1","yes"
"Q8TBP6","Q8TBP6",0.416798975013123,0.0270445665867214,0.0927451898938629,"Control vs hc-like","SLC25A40",NA
"P24941","P24941",-0.184360749354184,0.0270494472128422,0.0927451898938629,"Control vs hc-like","CDK2",NA
"Q9UK76","Q9UK76",-0.167131578540349,0.0270539896173277,0.0927451898938629,"Control vs hc-like","JPT1",NA
"Q32P41","Q32P41",0.194409972857851,0.0270687411599977,0.0927451898938629,"Control vs hc-like","TRMT5",NA
"Q96DI7","Q96DI7",-0.14034028540469,0.0271203298638936,0.092870666007428,"Control vs hc-like","SNRNP40",NA
"P10909","P10909",-0.194537916573164,0.0271440028016425,0.0928785428560129,"Control vs hc-like","CLU","yes"
"P20671","P20671",-0.320341765759661,0.0271525667591954,0.0928785428560129,"Control vs hc-like","H2AC7",NA
"O43306","O43306",0.144498720257783,0.027186710264981,0.0929440976276623,"Control vs hc-like","ADCY6",NA
"Q13769","Q13769",-0.243865515961755,0.0272239192730237,0.0930200545644889,"Control vs hc-like","THOC5",NA
"Q15139","Q15139",0.268213885110391,0.0272487658123151,0.0930537104377628,"Control vs hc-like","PRKD1",NA
"Q96J01","Q96J01",0.157386299790801,0.0272777588327934,0.093101481604776,"Control vs hc-like","THOC3","yes"
"O60684","O60684",-0.154157962841836,0.0273045991369374,0.0931418568689922,"Control vs hc-like","KPNA6","yes"
"Q9NRP0","Q9NRP0",0.183786539713296,0.0273323508308812,0.0931852950030868,"Control vs hc-like","OSTC",NA
"Q5T764","Q5T764",-0.368839210570311,0.0274106992710358,0.0933581284001588,"Control vs hc-like","IFIT1B",NA
"P41252","P41252",0.116200502101613,0.0274131361716502,0.0933581284001588,"Control vs hc-like","IARS1",NA
"Q99766","Q99766",0.152556709523491,0.0274427788233117,0.0934078127255343,"Control vs hc-like","DMAC2L",NA
"Q06330","Q06330",-0.119692492030733,0.0274861384379146,0.0934553746100912,"Control vs hc-like","RBPJ",NA
"O95696","O95696",-0.329578044711088,0.027506234160848,0.0934553746100912,"Control vs hc-like","BRD1",NA
"Q96D05","Q96D05",0.228217928215532,0.0275292826462044,0.0934553746100912,"Control vs hc-like","FAM241B",NA
"Q8IWQ3","Q8IWQ3",-0.134646382907587,0.0275320275919984,0.0934553746100912,"Control vs hc-like","BRSK2","yes"
"P62136","P62136",-0.117011061296822,0.027532058789242,0.0934553746100912,"Control vs hc-like","PPP1CA","yes"
"Q13257","Q13257",-0.232820319450141,0.0276004147279608,0.093636180091305,"Control vs hc-like","MAD2L1",NA
"Q9Y2H1","Q9Y2H1",-0.111789945585226,0.0276429060612147,0.0936432624877667,"Control vs hc-like","STK38L","yes"
"Q8WXX5","Q8WXX5",-0.15500976440855,0.0276535774306213,0.0936432624877667,"Control vs hc-like","DNAJC9",NA
