"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp","Gene_name","synaptic_prot"
"P23396","P23396",-0.0681075746618731,0.15863362653609,0.345263931836047,"Control vs at-risk","RPS3","yes"
"P51793","P51793",-0.090060777774454,0.158637787214274,0.345263931836047,"Control vs at-risk","CLCN4",NA
"Q15311","Q15311",-0.104517279906105,0.158704465205988,0.345287940604193,"Control vs at-risk","RALBP1",NA
"P12830","P12830",-0.14639824113144,0.158930900688584,0.345659389685475,"Control vs at-risk","CDH1",NA
"Q01831","Q01831",-0.204104594605734,0.159037611495018,0.345770280072386,"Control vs at-risk","XPC",NA
"Q6NYC1","Q6NYC1",0.0963254593620029,0.159698307262872,0.347085112632617,"Control vs at-risk","JMJD6",NA
"P40692","P40692",-0.0838409100468738,0.15997528936358,0.347555063014536,"Control vs at-risk","MLH1",NA
"Q13614","Q13614",-0.0771131301785672,0.160026561649078,0.347555063014536,"Control vs at-risk","MTMR2","yes"
"Q9NYR9","Q9NYR9",-0.180489598151269,0.160202927584429,0.347816363072563,"Control vs at-risk","NKIRAS2","yes"
"Q8N8Q8","Q8N8Q8",-0.220388608782661,0.160380604219071,0.348016663262021,"Control vs at-risk","COX18",NA
"O94929","O94929",-0.145511538700649,0.160407358086927,0.348016663262021,"Control vs at-risk","ABLIM3","yes"
"Q9Y4P8","Q9Y4P8",0.0682578958548063,0.160575237929726,0.34825912315762,"Control vs at-risk","WIPI2","yes"
"P09525","P09525",-0.154878975835686,0.160677839218574,0.348359885517559,"Control vs at-risk","ANXA4","yes"
"P42285","P42285",0.0690910417496191,0.160894274362444,0.348686603046187,"Control vs at-risk","MTREX",NA
"O60341","O60341",-0.123445522140951,0.160940923630021,0.348686603046187,"Control vs at-risk","KDM1A",NA
"P50552","P50552",-0.0895170128916121,0.161439107128832,0.34955209032548,"Control vs at-risk","VASP","yes"
"Q53FP2","Q53FP2",-0.0912705876375526,0.161453068633816,0.34955209032548,"Control vs at-risk","TMEM35A",NA
"Q15056","Q15056",-0.102380356165504,0.161549637272929,0.349633957914779,"Control vs at-risk","EIF4H","yes"
"Q8NBJ4","Q8NBJ4",-0.0729376305388811,0.161603576357709,0.349633957914779,"Control vs at-risk","GOLM1",NA
"Q9NXS2","Q9NXS2",-0.104091045684275,0.161663639832326,0.349641995524427,"Control vs at-risk","QPCTL",NA
"Q8NHQ9","Q8NHQ9",-0.152327277004048,0.161982351794096,0.350113154886898,"Control vs at-risk","DDX55",NA
"Q9Y5S9","Q9Y5S9",-0.0950015366495442,0.161994338062898,0.350113154886898,"Control vs at-risk","RBM8A",NA
"Q8N8S7","Q8N8S7",-0.118425410672828,0.162125379893673,0.350227876963012,"Control vs at-risk","ENAH","yes"
"Q8N122","Q8N122",-0.0617418958361391,0.162201636421234,0.350227876963012,"Control vs at-risk","RPTOR","yes"
"O43150","O43150",-0.066205704350498,0.162216747524851,0.350227876963012,"Control vs at-risk","ASAP2",NA
"Q7Z340","Q7Z340",-0.182117130251207,0.162396209593304,0.350384087218683,"Control vs at-risk","ZNF551",NA
"Q9HCU4","Q9HCU4",-0.167900398418197,0.162402036235444,0.350384087218683,"Control vs at-risk","CELSR2",NA
"P29401","P29401",0.0750640265892422,0.162558776907163,0.350558420018853,"Control vs at-risk","TKT","yes"
"Q04760","Q04760",-0.0817927386032835,0.162665950498928,0.350558420018853,"Control vs at-risk","GLO1","yes"
"Q9UBW8","Q9UBW8",-0.0921275548156792,0.162692663600967,0.350558420018853,"Control vs at-risk","COPS7A","yes"
"P24821","P24821",-0.294043568649265,0.162708823473698,0.350558420018853,"Control vs at-risk","TNC","yes"
"Q9UJM8","Q9UJM8",-0.292304017962769,0.16279544271989,0.350623298187058,"Control vs at-risk","HAO1",NA
"P29966","P29966",-0.11944299727524,0.162909369929764,0.350745001536549,"Control vs at-risk","MARCKS","yes"
"Q9NSY0","Q9NSY0",-0.107792536628192,0.163008981933005,0.350745001536549,"Control vs at-risk","NRBP2","yes"
"O43602","O43602",-0.0799586651296345,0.163047538888673,0.350745001536549,"Control vs at-risk","DCX","yes"
"Q9BTV5","Q9BTV5",-0.0682567956285922,0.163078054703133,0.350745001536549,"Control vs at-risk","FSD1","yes"
"Q9Y3C4","Q9Y3C4",-0.102863213797381,0.163286483492565,0.351071597391326,"Control vs at-risk","TPRKB",NA
"Q01814","Q01814",-0.124784734075202,0.163445476992939,0.351291716224866,"Control vs at-risk","ATP2B2","yes"
"Q5THJ4","Q5THJ4",-0.0848238820128522,0.163589298542151,0.351479084991014,"Control vs at-risk","VPS13D","yes"
"Q13555","Q13555",-0.108247541986909,0.163663875044971,0.351517599395654,"Control vs at-risk","CAMK2G","yes"
"Q9UFC0","Q9UFC0",0.137466411974268,0.163965508789374,0.351894781887666,"Control vs at-risk","LRWD1",NA
"Q8WZ82","Q8WZ82",0.0888613768312112,0.163986995212403,0.351894781887666,"Control vs at-risk","OVCA2",NA
"Q9NVV4","Q9NVV4",0.285814074776422,0.164009622758925,0.351894781887666,"Control vs at-risk","MTPAP",NA
"Q9UQ03","Q9UQ03",-0.0737557445086239,0.164154197577036,0.352021431246804,"Control vs at-risk","CORO2B","yes"
"Q96FZ7","Q96FZ7",-0.139869393936916,0.164182114750725,0.352021431246804,"Control vs at-risk","CHMP6","yes"
"Q9H9Q2","Q9H9Q2",-0.0681961257238548,0.164468170063826,0.352463201278397,"Control vs at-risk","COPS7B",NA
"Q9H902","Q9H902",-0.128466068625915,0.16450176162808,0.352463201278397,"Control vs at-risk","REEP1",NA
"Q9Y6E2","Q9Y6E2",-0.14458827303951,0.164735631301997,0.352737853647534,"Control vs at-risk","BZW2",NA
"Q5JTJ3","Q5JTJ3",0.106046224730836,0.164743642203151,0.352737853647534,"Control vs at-risk","COA6",NA
"Q9Y3D7","Q9Y3D7",-0.0772686613309546,0.165027499331312,0.353223743825729,"Control vs at-risk","PAM16","yes"
"P61962","P61962",0.0839205564808765,0.165174552444199,0.353416585488363,"Control vs at-risk","DCAF7",NA
"O75899","O75899",-0.168268088296589,0.165441340390219,0.353865397146264,"Control vs at-risk","GABBR2","yes"
"O75396","O75396",-0.071499725816377,0.165637315338679,0.354162488517057,"Control vs at-risk","SEC22B","yes"
"P29323","P29323",-0.0974021595462524,0.165744760981081,0.354270148772858,"Control vs at-risk","EPHB2","yes"
"Q15436","Q15436",-0.065219290776124,0.166022066038343,0.354643803284485,"Control vs at-risk","SEC23A","yes"
"P41227","P41227",0.0704294979106592,0.166033883729481,0.354643803284485,"Control vs at-risk","NAA10",NA
"P52789","P52789",0.0918542951990347,0.16628898637138,0.355066469523197,"Control vs at-risk","HK2",NA
"O43815","O43815",-0.113374749125821,0.166507000749609,0.355409679962616,"Control vs at-risk","STRN","yes"
"Q96ST2","Q96ST2",-0.114864747186481,0.166631069064205,0.355552195166228,"Control vs at-risk","IWS1",NA
"O60832","O60832",-0.0901033403970324,0.166747682044773,0.35567870989612,"Control vs at-risk","DKC1",NA
"P53990","P53990",-0.0842783368281133,0.166862341273457,0.355800971684468,"Control vs at-risk","IST1","yes"
"Q9NPE3","Q9NPE3",-0.094584442332458,0.167064526550414,0.35592298510768,"Control vs at-risk","NOP10",NA
"Q9UGQ2","Q9UGQ2",-0.145773285875784,0.167143022348575,0.35592298510768,"Control vs at-risk","CACFD1",NA
"P78536","P78536",0.157689428160065,0.16714396120089,0.35592298510768,"Control vs at-risk","ADAM17",NA
"Q9BXJ9","Q9BXJ9",0.0699867241186993,0.167149005415597,0.35592298510768,"Control vs at-risk","NAA15",NA
"Q96CN7","Q96CN7",-0.129135030019835,0.167257885077232,0.356032650739013,"Control vs at-risk","ISOC1",NA
"Q5T4F4","Q5T4F4",-0.141460052739818,0.168042230734097,0.357579575344674,"Control vs at-risk","ZFYVE27",NA
"O95456","O95456",-0.153190467019332,0.168235611994938,0.357751132014104,"Control vs at-risk","PSMG1",NA
"P0C7V0","P0C7V0",-0.165682477835043,0.168238163290436,0.357751132014104,"Control vs at-risk",NA,"yes"
"P23471","P23471",-0.223379004940647,0.16838295894103,0.357892234062651,"Control vs at-risk","PTPRZ1","yes"
"Q9HAV0","Q9HAV0",-0.087455046114048,0.168442643420093,0.357892234062651,"Control vs at-risk","GNB4","yes"
"O00139","O00139",-0.0636459543191101,0.168477552892346,0.357892234062651,"Control vs at-risk","KIF2A","yes"
"O15357","O15357",-0.0693007104589292,0.168633061534627,0.358099981800944,"Control vs at-risk","INPPL1",NA
"Q9UPN7","Q9UPN7",-0.113365951239871,0.168731791288344,0.358187056087642,"Control vs at-risk","PPP6R1",NA
"P26599","P26599",-0.111031431982035,0.168989839899993,0.358535847807373,"Control vs at-risk","PTBP1",NA
"P62310","P62310",-0.105909910356115,0.169011660731114,0.358535847807373,"Control vs at-risk","LSM3",NA
"Q9NZN5","Q9NZN5",-0.0663422532685161,0.169491703049081,0.359302192076477,"Control vs at-risk","ARHGEF12","yes"
"Q6L8Q7","Q6L8Q7",0.103884428388252,0.169512756109409,0.359302192076477,"Control vs at-risk","PDE12",NA
"Q8N4Q0","Q8N4Q0",-0.170194429474883,0.16954662665591,0.359302192076477,"Control vs at-risk","ZADH2","yes"
"Q9Y512","Q9Y512",-0.0619790345240503,0.169672532760789,0.359446249839772,"Control vs at-risk","SAMM50","yes"
"P53367","P53367",0.0692045613915404,0.169913448858465,0.359833771387979,"Control vs at-risk","ARFIP1","yes"
"Q9NQ79","Q9NQ79",0.109100142035274,0.170112450532967,0.360132294628817,"Control vs at-risk","CRTAC1","yes"
"Q9NX05","Q9NX05",-0.172428230625826,0.170331153262487,0.360367988221952,"Control vs at-risk","FAM120C",NA
"Q6ZUT9","Q6ZUT9",-0.0684419697209364,0.170479421851597,0.360367988221952,"Control vs at-risk","DENND5B",NA
"P57737","P57737",-0.0889579792343405,0.170487806218473,0.360367988221952,"Control vs at-risk","CORO7","yes"
"Q9BUF5","Q9BUF5",0.0842122024527576,0.170507456959102,0.360367988221952,"Control vs at-risk","TUBB6","yes"
"Q8WWI5","Q8WWI5",-0.150355960623227,0.170514168157881,0.360367988221952,"Control vs at-risk","SLC44A1","yes"
"Q96B49","Q96B49",-0.0834291225073791,0.170616384135308,0.36046124057187,"Control vs at-risk","TOMM6",NA
"O95298","O95298",-0.109250188985403,0.170827264484572,0.360672028372916,"Control vs at-risk","NDUFC2","yes"
"Q14558","Q14558",-0.0708070569529724,0.170839187552121,0.360672028372916,"Control vs at-risk","PRPSAP1",NA
"Q8N4L2","Q8N4L2",-0.211469725874448,0.170890533991358,0.360672028372916,"Control vs at-risk","PIP4P2",NA
"P61009","P61009",-0.0725929490757657,0.171149154151657,0.361095036215924,"Control vs at-risk","SPCS3",NA
"O75438","O75438",-0.0868748513193722,0.17141640694666,0.361535963665542,"Control vs at-risk","NDUFB1","yes"
"Q8NBL1","Q8NBL1",-0.118214620649319,0.171614401316702,0.361776424657598,"Control vs at-risk","POGLUT1",NA
"Q9Y5L0","Q9Y5L0",0.0587684767933467,0.171647025655434,0.361776424657598,"Control vs at-risk","TNPO3","yes"
"P61601","P61601",0.194403896790558,0.17185380802294,0.362089262744429,"Control vs at-risk","NCALD","yes"
"Q9Y4C1","Q9Y4C1",-0.0790064213472519,0.171912251995548,0.362089451334819,"Control vs at-risk","KDM3A",NA
"Q9BTT6","Q9BTT6",-0.111206700225249,0.171982785291459,0.36211509424279,"Control vs at-risk","LRRC1",NA
"P60842","P60842",0.0643683603185075,0.172066852667796,0.362169206514135,"Control vs at-risk","EIF4A1","yes"
"A7MBM2","A7MBM2",0.219052804884395,0.172432297351401,0.36281532894725,"Control vs at-risk","DISP2",NA
"Q6PKG0","Q6PKG0",-0.0612103428622852,0.172544698294764,0.362901417210187,"Control vs at-risk","LARP1","yes"
"Q76I76","Q76I76",0.164475085530102,0.1725901824637,0.362901417210187,"Control vs at-risk","SSH2",NA
"P48739","P48739",0.0929666575061745,0.172820579982368,0.363262770593019,"Control vs at-risk","PITPNB","yes"
"O75177","O75177",-0.145193422026367,0.173209638587977,0.363871325649655,"Control vs at-risk","SS18L1",NA
"Q9C0D2","Q9C0D2",-0.327088052047955,0.173249008919503,0.363871325649655,"Control vs at-risk","CEP295",NA
"P56705","P56705",-0.121747804336046,0.173337287655842,0.363871325649655,"Control vs at-risk","WNT4",NA
"Q9Y6W5","Q9Y6W5",-0.121383889063313,0.173344663758321,0.363871325649655,"Control vs at-risk","WASF2","yes"
"Q8N5V2","Q8N5V2",-0.122755904050148,0.173411299308997,0.363888100173259,"Control vs at-risk","NGEF","yes"
"P51991","P51991",-0.0865106728871119,0.173704398539419,0.364379916476368,"Control vs at-risk","HNRNPA3","yes"
"O14524","O14524",-0.222467450767242,0.173838568503898,0.364538126923516,"Control vs at-risk","NEMP1",NA
"Q96BM9","Q96BM9",-0.100306386513999,0.174013130356906,0.364723065220846,"Control vs at-risk","ARL8A","yes"
"P25786","P25786",-0.074738743674942,0.174061873415137,0.364723065220846,"Control vs at-risk","PSMA1","yes"
"Q96I25","Q96I25",0.0582028811893949,0.174103097370531,0.364723065220846,"Control vs at-risk","RBM17",NA
"O43567","O43567",0.116875805117335,0.174626872654135,0.365685844770587,"Control vs at-risk","RNF13",NA
"Q92598","Q92598",0.079586777392624,0.17468055502066,0.365685844770587,"Control vs at-risk","HSPH1","yes"
"Q9Y5V3","Q9Y5V3",0.111779445116902,0.174744499632632,0.365685844770587,"Control vs at-risk","MAGED1",NA
"Q9UJW0","Q9UJW0",-0.0620467891356427,0.174989790195933,0.365685844770587,"Control vs at-risk","DCTN4","yes"
"P16949","P16949",-0.148273596709558,0.175047092409728,0.365685844770587,"Control vs at-risk","STMN1","yes"
"Q92878","Q92878",-0.108787870428916,0.175093373685336,0.365685844770587,"Control vs at-risk","RAD50",NA
"Q9NPH2","Q9NPH2",-0.100169250566612,0.17510449447261,0.365685844770587,"Control vs at-risk","ISYNA1",NA
"Q9BUH6","Q9BUH6",-0.0733176075966568,0.17513352967089,0.365685844770587,"Control vs at-risk","PAXX",NA
"Q6NXR4","Q6NXR4",0.139969642445328,0.175147139995139,0.365685844770587,"Control vs at-risk","TTI2",NA
"Q9BYT8","Q9BYT8",-0.0700812873859711,0.175152027503334,0.365685844770587,"Control vs at-risk","NLN",NA
"Q9UL25","Q9UL25",0.0639767410889576,0.175323528967564,0.365920786156655,"Control vs at-risk","RAB21","yes"
"Q6IEE7","Q6IEE7",-0.196381884560363,0.175471661333194,0.366106811893903,"Control vs at-risk","TMEM132E",NA
"O60925","O60925",-0.0982001949874842,0.175571179698166,0.366191317656175,"Control vs at-risk","PFDN1",NA
"Q06136","Q06136",-0.0861053175896842,0.175674512031502,0.366283718802242,"Control vs at-risk","KDSR",NA
"P09497","P09497",-0.116203283757667,0.176128883913406,0.367021190664651,"Control vs at-risk","CLTB","yes"
"P0DJ93","P0DJ93",-0.141423734048837,0.176146511812946,0.367021190664651,"Control vs at-risk","SMIM13",NA
"Q8TDY2","Q8TDY2",0.0815303842953981,0.176273930990322,0.367163391001996,"Control vs at-risk","RB1CC1",NA
"Q9UM22","Q9UM22",-0.102770316703413,0.176344261973555,0.367186626022117,"Control vs at-risk","EPDR1","yes"
"Q9BRA0","Q9BRA0",0.0787449907624485,0.176722727369028,0.36781632646161,"Control vs at-risk","NAA38",NA
"Q7L5N1","Q7L5N1",-0.0648281414441882,0.176765235376071,0.36781632646161,"Control vs at-risk","COPS6","yes"
"Q6UVJ0","Q6UVJ0",-0.186827278859354,0.176825695905204,0.367818787493058,"Control vs at-risk","SASS6",NA
"Q9NVH0","Q9NVH0",0.0702985651323935,0.177210723002098,0.368496158253357,"Control vs at-risk","EXD2","yes"
"Q92504","Q92504",-0.16223196003331,0.177333353705806,0.368627624705035,"Control vs at-risk","SLC39A7",NA
"Q9Y2W6","Q9Y2W6",0.133954250195508,0.177516929506285,0.368885648890321,"Control vs at-risk","TDRKH","yes"
"Q7Z7H5","Q7Z7H5",-0.102609221651825,0.177619243905412,0.368974693148002,"Control vs at-risk","TMED4",NA
"Q9H061","Q9H061",-0.0736727293768844,0.177759559967012,0.369142593572727,"Control vs at-risk","TMEM126A","yes"
"O00743","O00743",-0.0606549816742543,0.178021033978126,0.369527998668152,"Control vs at-risk","PPP6C","yes"
"P52657","P52657",0.14906704440272,0.17806425721479,0.369527998668152,"Control vs at-risk","GTF2A2",NA
"Q12874","Q12874",-0.128936854952293,0.178183383037539,0.36965158533866,"Control vs at-risk","SF3A3",NA
"Q8IVB4","Q8IVB4",-0.121439092863799,0.178348639891672,0.369870758866251,"Control vs at-risk","SLC9A9",NA
"P09104","P09104",0.0874123093330752,0.178488491773704,0.370037117091826,"Control vs at-risk","ENO2","yes"
"P08240","P08240",-0.0725132375721316,0.178589397480052,0.37012264908608,"Control vs at-risk","SRPRA",NA
"P30101","P30101",-0.0917800756516094,0.178655533182446,0.370136087945601,"Control vs at-risk","PDIA3","yes"
"Q9UJD0","Q9UJD0",0.106409987953146,0.178742278862913,0.370192203052194,"Control vs at-risk","RIMS3","yes"
"O96011","O96011",-0.0857791530690264,0.179296301020291,0.371215731675311,"Control vs at-risk","PEX11B","yes"
"Q8WW38","Q8WW38",-0.378511008387031,0.179720411516042,0.371969222767171,"Control vs at-risk","ZFPM2",NA
"Q96GG9","Q96GG9",0.0727786111897295,0.179780128779814,0.371969222767171,"Control vs at-risk","DCUN1D1",NA
"P49116","P49116",-0.148809752889001,0.180155426817223,0.372621474466956,"Control vs at-risk","NR2C2",NA
"Q05655","Q05655",-0.296603685496581,0.18026791975154,0.372729904051417,"Control vs at-risk","PRKCD","yes"
"P08574","P08574",-0.0746653922770903,0.180397518369637,0.372873618082478,"Control vs at-risk","CYC1","yes"
"Q9H3K6","Q9H3K6",0.0902261807371723,0.180568943214988,0.373103660555778,"Control vs at-risk","BOLA2",NA
"Q86VU5","Q86VU5",0.0906117806401419,0.180927392461882,0.373679213077537,"Control vs at-risk","COMTD1","yes"
"P21127","P21127",-0.0764115971727009,0.180972088337816,0.373679213077537,"Control vs at-risk","CDK11B",NA
"Q641Q3","Q641Q3",0.0985421363839549,0.181122126151053,0.373679213077537,"Control vs at-risk","METRNL",NA
"Q02543","Q02543",-0.0924314861987838,0.181123930594574,0.373679213077537,"Control vs at-risk","RPL18A","yes"
"P50897","P50897",0.0850330772626187,0.181148601601488,0.373679213077537,"Control vs at-risk","PPT1","yes"
"Q96DG6","Q96DG6",-0.130569477165107,0.181377250611247,0.373961991812801,"Control vs at-risk","CMBL","yes"
"Q9NRW7","Q9NRW7",-0.0615978490101661,0.181489542894731,0.373961991812801,"Control vs at-risk","VPS45","yes"
"P16403","P16403",-0.337835671057366,0.181564798811251,0.373961991812801,"Control vs at-risk","H1-2","yes"
"Q9UG63","Q9UG63",-0.145753862383824,0.181585838138548,0.373961991812801,"Control vs at-risk","ABCF2","yes"
"Q9NW68","Q9NW68",-0.0856926801652129,0.181587023582912,0.373961991812801,"Control vs at-risk","BSDC1",NA
"Q9Y259","Q9Y259",-0.189187936879547,0.181686234927599,0.37404216580151,"Control vs at-risk","CHKB",NA
"Q5R372","Q5R372",-0.205280742330864,0.181819133346942,0.374191616058964,"Control vs at-risk","RABGAP1L",NA
"P49459","P49459",0.112037370980005,0.182035627635093,0.374430154122794,"Control vs at-risk","UBE2A",NA
"P40818","P40818",0.0964262707398369,0.182055725219737,0.374430154122794,"Control vs at-risk","USP8",NA
"Q16540","Q16540",0.114963499168752,0.182448766619453,0.37511418054132,"Control vs at-risk","MRPL23",NA
"Q8NDT2","Q8NDT2",-0.0877059881139246,0.182623940904795,0.37522862314254,"Control vs at-risk","RBM15B",NA
"Q86UA1","Q86UA1",-0.0665771659204069,0.182656613557687,0.37522862314254,"Control vs at-risk","PRPF39",NA
"Q9H6E5","Q9H6E5",0.121280233613433,0.182685845368834,0.37522862314254,"Control vs at-risk","TUT1",NA
"Q96BJ3","Q96BJ3",-0.0919537938881412,0.182836666836691,0.375346087910307,"Control vs at-risk","AIDA","yes"
"P18754","P18754",-0.081277857130452,0.182915268817661,0.375346087910307,"Control vs at-risk","RCC1",NA
"P10589","P10589",-0.182424163106329,0.182924507629455,0.375346087910307,"Control vs at-risk","NR2F1",NA
"P23142","P23142",0.17603730020312,0.183214390082661,0.3757189542248,"Control vs at-risk","FBLN1",NA
"Q86TI2","Q86TI2",0.0711434276583596,0.183227325621958,0.3757189542248,"Control vs at-risk","DPP9",NA
"Q8N7X0","Q8N7X0",-0.0809849022063283,0.183523385721811,0.376201720648773,"Control vs at-risk","ADGB",NA
"P52797","P52797",-0.123754306257684,0.183733956554469,0.376508982965812,"Control vs at-risk","EFNA3",NA
"Q9Y490","Q9Y490",-0.0637993876983884,0.18437446929128,0.377696791664705,"Control vs at-risk","TLN1","yes"
"P46937","P46937",-0.110611546732443,0.184545819070622,0.377923038723832,"Control vs at-risk","YAP1",NA
"P07919","P07919",-0.102377061670531,0.184692387433647,0.378098404495473,"Control vs at-risk","UQCRH","yes"
"Q68DU8","Q68DU8",0.115045355299685,0.185022944055775,0.378650187290925,"Control vs at-risk","KCTD16","yes"
"Q14849","Q14849",-0.0969525349858316,0.185161385012109,0.378808570392396,"Control vs at-risk","STARD3",NA
"Q9H223","Q9H223",0.157302894458056,0.185324607479292,0.379017531117011,"Control vs at-risk","EHD4","yes"
"Q8N4V1","Q8N4V1",-0.0890735957986521,0.185450394929266,0.379149818957527,"Control vs at-risk","MMGT1",NA
"Q9H6Y7","Q9H6Y7",0.0809127327228616,0.185814444992313,0.379768982601219,"Control vs at-risk","RNF167",NA
"P62249","P62249",-0.067146989722918,0.185889946870937,0.379798195697782,"Control vs at-risk","RPS16","yes"
"O95260","O95260",-0.103153838426245,0.186205516424735,0.380216850539649,"Control vs at-risk","ATE1",NA
"Q4VXA5","Q4VXA5",-0.168792498223496,0.18621740673489,0.380216850539649,"Control vs at-risk","KHDC1",NA
"Q9BSD7","Q9BSD7",-0.0642068980973356,0.186549925520046,0.380657241780852,"Control vs at-risk","NTPCR","yes"
"P06730","P06730",-0.0633040121448829,0.186588192752786,0.380657241780852,"Control vs at-risk","EIF4E","yes"
"P03905","P03905",0.169348983041745,0.186617136099493,0.380657241780852,"Control vs at-risk","ND4",NA
"Q2NL82","Q2NL82",0.0729807965665046,0.187013954007722,0.381206207679831,"Control vs at-risk","TSR1",NA
"Q6ZPD9","Q6ZPD9",-0.0809612513553191,0.187070384459453,0.381206207679831,"Control vs at-risk","DPY19L3",NA
"Q8IUE6","Q8IUE6",-0.210822487124304,0.18707057250364,0.381206207679831,"Control vs at-risk","H2AC21",NA
"P16278","P16278",0.0788430408266017,0.187177090819612,0.381298046137785,"Control vs at-risk","GLB1",NA
"Q6STE5","Q6STE5",-0.096734503981267,0.187732244525638,0.382303438556477,"Control vs at-risk","SMARCD3",NA
"Q9ULE6","Q9ULE6",0.102222537263042,0.187960099429096,0.382536324737831,"Control vs at-risk","PALD1",NA
"Q9H2C0","Q9H2C0",-0.064352805981045,0.188005521703009,0.382536324737831,"Control vs at-risk","GAN",NA
"Q06787","Q06787",-0.0825688403905751,0.188031553658402,0.382536324737831,"Control vs at-risk","FMR1","yes"
"O94868","O94868",-0.203673461422671,0.18826341122561,0.382882486612556,"Control vs at-risk","FCHSD2",NA
"Q96RP9","Q96RP9",-0.0665647007418855,0.188643474959398,0.383529738572433,"Control vs at-risk","GFM1","yes"
"O60831","O60831",-0.0574923115486605,0.188938564086298,0.384003861826229,"Control vs at-risk","PRAF2","yes"
"Q8NI38","Q8NI38",0.141242800555634,0.189089667635699,0.38418513021595,"Control vs at-risk","NFKBID",NA
"Q9NTG7","Q9NTG7",-0.190151192928521,0.189207016211524,0.38426173305962,"Control vs at-risk","SIRT3","yes"
"O75348","O75348",0.0850823640189944,0.189251225822755,0.38426173305962,"Control vs at-risk","ATP6V1G1","yes"
"P25054","P25054",0.322807934218529,0.189498760745776,0.384638472498377,"Control vs at-risk","APC","yes"
"Q15185","Q15185",0.0714424320540203,0.18963966713095,0.384709235466419,"Control vs at-risk","PTGES3","yes"
"Q53EL6","Q53EL6",-0.0751294869234336,0.189657623092953,0.384709235466419,"Control vs at-risk","PDCD4",NA
"P30153","P30153",-0.0709763992110481,0.189833447159452,0.384821886793676,"Control vs at-risk","PPP2R1A","yes"
"P62312","P62312",-0.0705595609700254,0.189846166001308,0.384821886793676,"Control vs at-risk","LSM6",NA
"P09012","P09012",0.0981156213247729,0.189899213112367,0.384821886793676,"Control vs at-risk","SNRPA",NA
"Q8TEP8","Q8TEP8",-0.114697327529921,0.190078032376188,0.385011322319438,"Control vs at-risk","CEP192",NA
"Q15124","Q15124",0.269434712575702,0.190116791553063,0.385011322319438,"Control vs at-risk","PGM5",NA
"Q8TB73","Q8TB73",-0.208804460930658,0.190249570737148,0.385154514330834,"Control vs at-risk","NDNF",NA
"P11021","P11021",0.0657445112931434,0.190451166582022,0.385436884749331,"Control vs at-risk","HSPA5","yes"
"P61587","P61587",-0.110529462441896,0.191072304612882,0.386567867663167,"Control vs at-risk","RND3",NA
"Q96K76","Q96K76",-0.0604405150789837,0.191212585619598,0.386725584670667,"Control vs at-risk","USP47",NA
"O96033","O96033",0.0886773517574753,0.191280610345506,0.386737108893406,"Control vs at-risk","MOCS2",NA
"Q7L8C5","Q7L8C5",0.164788103777749,0.191774640603218,0.387609656333214,"Control vs at-risk","SYT13",NA
"Q70JA7","Q70JA7",-0.347380169764573,0.191927415591838,0.387696835683207,"Control vs at-risk","CHSY3",NA
"Q8IXT5","Q8IXT5",-0.0651878970535122,0.191942736376924,0.387696835683207,"Control vs at-risk","RBM12B",NA
"Q8TB72","Q8TB72",-0.0678273399137055,0.192091239198087,0.387870530173814,"Control vs at-risk","PUM2",NA
"Q8IY92","Q8IY92",0.208491454679555,0.192164654969361,0.387892545245571,"Control vs at-risk","SLX4",NA
"P17655","P17655",-0.0813465982806925,0.192245167958125,0.387928867375663,"Control vs at-risk","CAPN2","yes"
"P24928","P24928",-0.0914439033851124,0.192642612413232,0.388529289409414,"Control vs at-risk","POLR2A",NA
"P12107","P12107",0.10778561288555,0.192791547952965,0.388529289409414,"Control vs at-risk","COL11A1",NA
"Q15181","Q15181",-0.0651118636275889,0.19279263936957,0.388529289409414,"Control vs at-risk","PPA1","yes"
"O43295","O43295",-0.0665258210752526,0.192793180030876,0.388529289409414,"Control vs at-risk","SRGAP3","yes"
"Q8NC96","Q8NC96",0.0878294511480462,0.193175673183827,0.389118336069985,"Control vs at-risk","NECAP1","yes"
"Q8WXD5","Q8WXD5",-0.139192552241125,0.193210893381406,0.389118336069985,"Control vs at-risk","GEMIN6",NA
"P32321","P32321",-0.118283114640583,0.193329544134985,0.389230960855802,"Control vs at-risk","DCTD",NA
"Q14C86","Q14C86",0.0601345885035371,0.193514844919373,0.389373580543891,"Control vs at-risk","GAPVD1","yes"
"Q9BRQ6","Q9BRQ6",-0.0781413677058005,0.193558890183043,0.389373580543891,"Control vs at-risk","CHCHD6","yes"
"Q96KG9","Q96KG9",-0.0834023073005845,0.193588637546802,0.389373580543891,"Control vs at-risk","SCYL1",NA
"Q12904","Q12904",-0.0607608459467741,0.193960711853549,0.389995533717197,"Control vs at-risk","AIMP1","yes"
"Q8WUA4","Q8WUA4",-0.10416370419529,0.194426771802559,0.390805999039481,"Control vs at-risk","GTF3C2",NA
"P05423","P05423",-0.122942611322269,0.194629757020728,0.391000292341735,"Control vs at-risk","POLR3D",NA
"O00533","O00533",-0.121946807611025,0.194703190493687,0.391000292341735,"Control vs at-risk","CHL1","yes"
"P46736","P46736",-0.0689087928535166,0.194712474349067,0.391000292341735,"Control vs at-risk","BRCC3",NA
"Q96EL3","Q96EL3",0.0742051285881828,0.195003167321546,0.391334682729301,"Control vs at-risk","MRPL53",NA
