"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp","Gene_name","synaptic_prot"
"P02511","P02511",2.38557350457262,1.65109924380543e-09,8.55243176074617e-06,"Control vs at-risk","CRYAB","yes"
"P05090","P05090",1.33334880017684,4.09921965624968e-09,8.55243176074617e-06,"Control vs at-risk","APOD","yes"
"Q92743","Q92743",-0.94456224281366,4.84899114710936e-09,8.55243176074617e-06,"Control vs at-risk","HTRA1","yes"
"P06727","P06727",2.01836869600455,6.64173291236394e-09,8.55243176074617e-06,"Control vs at-risk",NA,"yes"
"P02654","P02654",3.58475762626909,6.89156467425155e-09,8.55243176074617e-06,"Control vs at-risk","APOC1",NA
"P02656","P02656",2.37073421338302,9.39217955361629e-09,9.71307902169818e-06,"Control vs at-risk","APOC3",NA
"P27169","P27169",2.2244486085945,1.46729822849264e-08,1.15310516056221e-05,"Control vs at-risk","PON1",NA
"P20851","P20851",2.74472096556168,1.63141940097648e-08,1.15310516056221e-05,"Control vs at-risk","C4BPB",NA
"P04003","P04003",1.62719069118764,1.67251352861561e-08,1.15310516056221e-05,"Control vs at-risk","C4BPA","yes"
"P12259","P12259",1.54908841620302,2.02650779602927e-08,1.25744808743616e-05,"Control vs at-risk","F5",NA
"Q96HC4","Q96HC4",-1.13388774693458,2.48766692346036e-08,1.32706527789228e-05,"Control vs at-risk","PDLIM5","yes"
"P04004","P04004",2.15977779564829,2.56644372839763e-08,1.32706527789228e-05,"Control vs at-risk","VTN",NA
"P04196","P04196",2.64784139732275,3.50892489740821e-08,1.63112100513156e-05,"Control vs at-risk","HRG",NA
"Q14520","Q14520",1.61119120456099,3.68020855307685e-08,1.63112100513156e-05,"Control vs at-risk","HABP2",NA
"P01042","P01042",2.75569343890951,5.10169757397418e-08,2.11040222976732e-05,"Control vs at-risk","KNG1",NA
"P02652","P02652",2.83682184903318,6.25821920682354e-08,2.30095887906286e-05,"Control vs at-risk","APOA2",NA
"P02655","P02655",2.83665775130049,6.30399692893934e-08,2.30095887906286e-05,"Control vs at-risk","APOC2",NA
"P02647","P02647",2.75944167411384,7.17615447770741e-08,2.34657871013227e-05,"Control vs at-risk","APOA1",NA
"P02776","P02776",2.98275120897741,7.18533368130751e-08,2.34657871013227e-05,"Control vs at-risk","PF4",NA
"P02649","P02649",1.76727492884204,7.67129972517415e-08,2.38002073973528e-05,"Control vs at-risk","APOE","yes"
"P02749","P02749",2.34127326783702,8.08214858633934e-08,2.38808247515408e-05,"Control vs at-risk","APOH","yes"
"Q4G0S4","Q4G0S4",4.28065519124791,8.52829937463715e-08,2.40536807361925e-05,"Control vs at-risk","CYP27C1",NA
"P29622","P29622",2.31550433620421,1.01329729863656e-07,2.65005105901929e-05,"Control vs at-risk","SERPINA4",NA
"P01859","P01859",3.81608934745618,1.02499960381084e-07,2.65005105901929e-05,"Control vs at-risk",NA,"yes"
"Q96PD5","Q96PD5",1.62407077855611,1.13911223744517e-07,2.74849609380762e-05,"Control vs at-risk","PGLYRP2",NA
"P01876","P01876",3.06101480034391,1.17730590964613e-07,2.74849609380762e-05,"Control vs at-risk",NA,"yes"
"P36955","P36955",1.73509985029202,1.19596123340541e-07,2.74849609380762e-05,"Control vs at-risk","SERPINF1",NA
"P02746","P02746",2.48122463417446,1.28611269932525e-07,2.85011760689757e-05,"Control vs at-risk","C1QB",NA
"P02747","P02747",2.0836949458829,1.37163056341936e-07,2.87321668922296e-05,"Control vs at-risk","C1QC","yes"
"O95445","O95445",2.05287250650062,1.38914586102641e-07,2.87321668922296e-05,"Control vs at-risk","APOM",NA
"P0C0L5","P0C0L5",1.46847559941442,1.93406237686768e-07,3.87124420918193e-05,"Control vs at-risk","C4B",NA
"P01024","P01024",2.50957587805784,2.0559858924885e-07,3.92626545443112e-05,"Control vs at-risk","C3","yes"
"P03952","P03952",1.13039438721548,2.08810249792469e-07,3.92626545443112e-05,"Control vs at-risk","KLKB1",NA
"P01011","P01011",2.63794937046056,2.90590696537405e-07,5.28656308968159e-05,"Control vs at-risk","SERPINA3","yes"
"P01861","P01861",2.84179668384192,3.0468150427464e-07,5.28656308968159e-05,"Control vs at-risk",NA,"yes"
"P00450","P00450",2.03743140780351,3.17686472993234e-07,5.28656308968159e-05,"Control vs at-risk","CP","yes"
"P48431","P48431",-1.20180074580201,3.319759151886e-07,5.28656308968159e-05,"Control vs at-risk","SOX2",NA
"P0DOY3","P0DOY3",3.076237264033,3.37099359848148e-07,5.28656308968159e-05,"Control vs at-risk",NA,"yes"
"P01619","P01619",4.10904617849113,3.37748435538664e-07,5.28656308968159e-05,"Control vs at-risk",NA,"yes"
"P19823","P19823",2.044540719679,3.4079375275949e-07,5.28656308968159e-05,"Control vs at-risk","ITIH2",NA
"P00736","P00736",1.36371987768272,3.54182444419811e-07,5.36024894542665e-05,"Control vs at-risk","C1R",NA
"P07225","P07225",1.21337233702845,4.58468008919077e-07,6.72789326783903e-05,"Control vs at-risk","PROS1",NA
"Q9ULX9","Q9ULX9",0.775409290739407,4.66235955708426e-07,6.72789326783903e-05,"Control vs at-risk","MAFF",NA
"P02751","P02751",2.27355798460567,5.09198359201066e-07,7.10189897332734e-05,"Control vs at-risk","FN1",NA
"P0DOX5","P0DOX5",2.6271787842849,5.15045050442756e-07,7.10189897332734e-05,"Control vs at-risk",NA,"yes"
"Q9H7C9","Q9H7C9",-1.25191583899647,5.43309209361463e-07,7.19586786069101e-05,"Control vs at-risk","AAMDC",NA
"Q14258","Q14258",-0.779793750251418,5.45053649399641e-07,7.19586786069101e-05,"Control vs at-risk","TRIM25","yes"
"P22352","P22352",1.33779260368353,5.72716653115631e-07,7.40355590121353e-05,"Control vs at-risk","GPX3",NA
"O15055","O15055",2.26875783267814,6.4539595148729e-07,8.17282016118089e-05,"Control vs at-risk","PER2",NA
"P02760","P02760",1.61385690459102,7.26846129786546e-07,8.99256989199693e-05,"Control vs at-risk","AMBP","yes"
"P01023","P01023",2.26465223802941,7.39115333588789e-07,8.99256989199693e-05,"Control vs at-risk","A2M","yes"
"Q03591","Q03591",1.99609748187086,7.98457876482085e-07,9.36709507225482e-05,"Control vs at-risk","CFHR1",NA
"P00738","P00738",2.20102559708469,8.1292501288199e-07,9.36709507225482e-05,"Control vs at-risk","HP","yes"
"P00751","P00751",2.08825486046634,8.1518635600606e-07,9.36709507225482e-05,"Control vs at-risk","CFB",NA
"P35542","P35542",1.66079311566286,8.48635617854225e-07,9.49857282563834e-05,"Control vs at-risk","SAA4",NA
"Q9NX01","Q9NX01",0.903154739507197,8.57244284022154e-07,9.49857282563834e-05,"Control vs at-risk","TXNL4B",NA
"P19652","P19652",2.35951001298901,8.9348880708187e-07,9.72648780340878e-05,"Control vs at-risk","ORM2",NA
"O43847","O43847",0.513723005874922,9.57735329590077e-07,0.000102461167588042,"Control vs at-risk","NRDC",NA
"A0A0B4J1V0","A0A0B4J1V0",2.44743363528573,1.04352787290853e-06,0.000109747295786397,"Control vs at-risk",NA,"yes"
"P01834","P01834",2.56166796615146,1.09457949030528e-06,0.000111543377324442,"Control vs at-risk",NA,"yes"
"P61626","P61626",1.20507907537509,1.09655858449492e-06,0.000111543377324442,"Control vs at-risk","LYZ","yes"
"Q7LG56","Q7LG56",0.524180786992297,1.19452537363003e-06,0.000114281731056898,"Control vs at-risk","RRM2B",NA
"Q9UQN3","Q9UQN3",0.695710178389092,1.20745058798999e-06,0.000114281731056898,"Control vs at-risk","CHMP2B","yes"
"P01860","P01860",2.00911270980324,1.2092154738183e-06,0.000114281731056898,"Control vs at-risk",NA,"yes"
"A0A0B4J1X5","A0A0B4J1X5",1.68612429199106,1.21811388253658e-06,0.000114281731056898,"Control vs at-risk",NA,"yes"
"P02774","P02774",1.82326967946835,1.22695272854988e-06,0.000114281731056898,"Control vs at-risk","GC",NA
"P00747","P00747",1.62646588843381,1.23398484783435e-06,0.000114281731056898,"Control vs at-risk","PLG",NA
"P52943","P52943",-0.596540715310777,1.29156380578277e-06,0.000117855197277678,"Control vs at-risk","CRIP2","yes"
"Q9Y4K3","Q9Y4K3",-0.842048289502976,1.36330142948972e-06,0.000122598338695416,"Control vs at-risk","TRAF6",NA
"Q9UHQ7","Q9UHQ7",1.38195398885023,1.4308348910228e-06,0.000126833292839949,"Control vs at-risk","TCEAL9",NA
"P02765","P02765",2.02309034206435,1.45387375803905e-06,0.000127060375614539,"Control vs at-risk","AHSG",NA
"P08603","P08603",1.58680647033278,1.51451486749491e-06,0.00013052173267786,"Control vs at-risk","CFH","yes"
"P68871","P68871",2.03013207861778,1.63872371031523e-06,0.000139291515376794,"Control vs at-risk","HBB","yes"
"Q96IY4","Q96IY4",1.47286913671039,1.82099611337118e-06,0.000152692984911732,"Control vs at-risk","CPB2",NA
"P19827","P19827",1.43213471342328,1.8708276018626e-06,0.000154779803594099,"Control vs at-risk","ITIH1",NA
"P69905","P69905",2.328454579813,1.89734882226117e-06,0.000154908545291192,"Control vs at-risk","HBA1","yes"
"P35610","P35610",1.0959925605874,1.96453849107821e-06,0.000158311186196627,"Control vs at-risk","SOAT1",NA
"P01871","P01871",1.57598598333883,2.19090880165741e-06,0.000174289604029285,"Control vs at-risk",NA,"yes"
"P01008","P01008",2.12409486827263,2.22247351372991e-06,0.000174562634844229,"Control vs at-risk","SERPINC1","yes"
"P02787","P02787",1.60992616789327,2.38125123092635e-06,0.000184695798598725,"Control vs at-risk","TF","yes"
"Q8NG27","Q8NG27",-0.899618980966103,2.46528040423225e-06,0.000188852653188409,"Control vs at-risk","PJA1",NA
"Q86TZ1","Q86TZ1",1.60807922598717,2.53454418707395e-06,0.000191790813180413,"Control vs at-risk",NA,"yes"
"P01019","P01019",1.45231317292822,3.02005304715998e-06,0.000224548292399494,"Control vs at-risk","AGT",NA
"A0A0A0MRZ8","A0A0A0MRZ8",2.18138516767842,3.03981572305519e-06,0.000224548292399494,"Control vs at-risk",NA,"yes"
"Q9H173","Q9H173",-0.580592766680056,3.11029024094762e-06,0.000227051187589176,"Control vs at-risk","SIL1",NA
"O00755","O00755",-0.504792858373904,3.34841194650926e-06,0.000238837146111556,"Control vs at-risk","WNT7A",NA
"Q9BVA6","Q9BVA6",0.786977701237056,3.34872388585099e-06,0.000238837146111556,"Control vs at-risk","FICD",NA
"Q96AT1","Q96AT1",0.54097024657419,3.66347446574969e-06,0.000255934057570638,"Control vs at-risk","KIAA1143",NA
"P02790","P02790",1.42505956677838,3.7115270976711e-06,0.000255934057570638,"Control vs at-risk","HPX",NA
"P01009","P01009",2.69506464147642,3.75054184969697e-06,0.000255934057570638,"Control vs at-risk","SERPINA1","yes"
"Q9NP73","Q9NP73",0.532060515699317,3.75342453487962e-06,0.000255934057570638,"Control vs at-risk","ALG13",NA
"C9J798","C9J798",-0.573473816548528,3.9404590427047e-06,0.000265766829999812,"Control vs at-risk",NA,"yes"
"P06312","P06312",2.91272598747424,4.12965666889441e-06,0.000271567455973602,"Control vs at-risk",NA,"yes"
"Q8WZ42","Q8WZ42",2.597560823113,4.13153160039519e-06,0.000271567455973602,"Control vs at-risk","TTN",NA
"P82094","P82094",0.539365852186325,4.15776121152171e-06,0.000271567455973602,"Control vs at-risk","TMF1",NA
"O43866","O43866",1.24026514946819,4.26694950560073e-06,0.000275796059190131,"Control vs at-risk","CD5L",NA
"P02753","P02753",1.30957779620067,4.57261615568638e-06,0.000292506012845711,"Control vs at-risk","RBP4",NA
"Q96AD5","Q96AD5",0.467295037801883,4.77449428026035e-06,0.000302303438867505,"Control vs at-risk","PNPLA2",NA
"Q7LBC6","Q7LBC6",-0.708981773558566,4.94998800193681e-06,0.000310050301582237,"Control vs at-risk","KDM3B",NA
"P25685","P25685",0.508792416077107,5.04623943329758e-06,0.000310050301582237,"Control vs at-risk","DNAJB1","yes"
"P49023","P49023",-0.526541353832549,5.04674946975116e-06,0.000310050301582237,"Control vs at-risk","PXN",NA
"Q96GF1","Q96GF1",-0.942024566125731,5.39410520250894e-06,0.000325224531566799,"Control vs at-risk","RNF185",NA
"Q8N6N3","Q8N6N3",0.827850974698823,5.39856998410642e-06,0.000325224531566799,"Control vs at-risk","C1orf52",NA
"A0A0A0MS15","A0A0A0MS15",1.41996062629026,5.57250575954519e-06,0.000331073935741482,"Control vs at-risk",NA,"yes"
"P02748","P02748",1.02948707442495,5.60237925106456e-06,0.000331073935741482,"Control vs at-risk","C9",NA
"P32929","P32929",0.512907307457343,5.80221548082936e-06,0.000339648557156096,"Control vs at-risk","CTH",NA
"Q86VR8","Q86VR8",-0.566752493054413,6.36280396953137e-06,0.00036898316477516,"Control vs at-risk","FJX1",NA
"P28290","P28290",0.714540939130099,6.53259707743118e-06,0.000375321896902412,"Control vs at-risk","ITPRID2",NA
"P02671","P02671",2.20166554754129,6.61321822362093e-06,0.000376468064931815,"Control vs at-risk","FGA",NA
"P08185","P08185",1.70285552679845,6.76271105517707e-06,0.000381478382703397,"Control vs at-risk","SERPINA6",NA
"P22792","P22792",2.12422334712017,6.98424949555484e-06,0.000388975860613027,"Control vs at-risk","CPN2",NA
"P05452","P05452",1.48541835995675,7.04070016717862e-06,0.000388975860613027,"Control vs at-risk","CLEC3B",NA
"P02786","P02786",0.57585593694094,7.0836860998021e-06,0.000388975860613027,"Control vs at-risk","TFRC",NA
"Q14624","Q14624",1.71403461007237,7.42475460201801e-06,0.000404128090399314,"Control vs at-risk","ITIH4",NA
"Q14149","Q14149",1.12993607257113,7.89465060953449e-06,0.000425967887236187,"Control vs at-risk","MORC3",NA
"P0DOX8","P0DOX8",1.53695340301429,9.16533427879284e-06,0.000490266372413014,"Control vs at-risk",NA,"yes"
"P18084","P18084",-0.766487773554271,9.79617380220602e-06,0.000519392973789262,"Control vs at-risk","ITGB5",NA
"P24530","P24530",-0.902664561683675,9.87725558535583e-06,0.000519392973789262,"Control vs at-risk","EDNRB",NA
"A0A075B6K4","A0A075B6K4",1.54751720438744,1.01909588772141e-05,0.000531385712883307,"Control vs at-risk",NA,"yes"
"P05556","P05556",-0.571708314924351,1.1056010775338e-05,0.000571687890508105,"Control vs at-risk","ITGB1","yes"
"P49913","P49913",1.18851367125154,1.12574804210842e-05,0.000577294760436593,"Control vs at-risk","CAMP",NA
"P04217","P04217",1.37723154489894,1.17261118899359e-05,0.000593940543926313,"Control vs at-risk","A1BG",NA
"P55268","P55268",-0.790361585710352,1.17758907849296e-05,0.000593940543926313,"Control vs at-risk","LAMB2","yes"
"P08697","P08697",0.961931791905517,1.1869238911662e-05,0.000593940543926313,"Control vs at-risk","SERPINF2",NA
"P02763","P02763",1.7302494252264,1.20171578087358e-05,0.000596531713625645,"Control vs at-risk","ORM1",NA
"P00739","P00739",1.37466291097973,1.22002365375877e-05,0.000598659229500483,"Control vs at-risk","HPR",NA
"Q13263","Q13263",-0.624342122512385,1.22529769776892e-05,0.000598659229500483,"Control vs at-risk","TRIM28","yes"
"Q8TB40","Q8TB40",0.511831448858576,1.28690120825418e-05,0.000623845468532591,"Control vs at-risk","ABHD4",NA
"Q9NW64","Q9NW64",-0.570314495349081,1.36286925811719e-05,0.00065555067803234,"Control vs at-risk","RBM22",NA
"A0A075B6H7","A0A075B6H7",1.5538406628242,1.40626377453157e-05,0.000671220516997567,"Control vs at-risk",NA,"yes"
"P02689","P02689",0.995531891871998,1.44736696403682e-05,0.000683882618665032,"Control vs at-risk","PMP2","yes"
"P05546","P05546",1.17110526296268,1.45483490191433e-05,0.000683882618665032,"Control vs at-risk","SERPIND1",NA
"P35790","P35790",0.581306369450598,1.52230846074418e-05,0.000710219849542679,"Control vs at-risk","CHKA",NA
"Q15014","Q15014",0.74634199582108,1.57107591169854e-05,0.000718465447325123,"Control vs at-risk","MORF4L2",NA
"P02766","P02766",1.31756527439102,1.57660751780024e-05,0.000718465447325123,"Control vs at-risk","TTR","yes"
"Q9H3M7","Q9H3M7",0.780716423515333,1.58058676123743e-05,0.000718465447325123,"Control vs at-risk","TXNIP",NA
"Q13501","Q13501",0.416535797091257,1.59710351909288e-05,0.000718465447325123,"Control vs at-risk","SQSTM1","yes"
"P48066","P48066",-0.88281560492339,1.6029205978821e-05,0.000718465447325123,"Control vs at-risk","SLC6A11",NA
"P0DOX6","P0DOX6",1.20324617949815,1.60945523252526e-05,0.000718465447325123,"Control vs at-risk",NA,"yes"
"P01031","P01031",1.11240733332318,1.81036013189663e-05,0.000802377472744186,"Control vs at-risk","C5",NA
"P35052","P35052",-0.41112355581382,1.858271360147e-05,0.000817771190759727,"Control vs at-risk","GPC1","yes"
"Q9H156","Q9H156",-0.399471527910588,1.90170226300733e-05,0.000830990319856373,"Control vs at-risk","SLITRK2",NA
"Q9Y508","Q9Y508",-0.649320730879637,1.91709122911791e-05,0.000831856718648716,"Control vs at-risk","RNF114",NA
"Q15388","Q15388",0.3833186282064,2.00109301202545e-05,0.000862276537473467,"Control vs at-risk","TOMM20","yes"
"P61086","P61086",0.352746320901041,2.10542830363844e-05,0.000900978112005278,"Control vs at-risk","UBE2K",NA
"P02679","P02679",2.28541506095091,2.30746787493935e-05,0.000979523156823277,"Control vs at-risk","FGG","yes"
"P17275","P17275",1.14295051325185,2.32054639892057e-05,0.000979523156823277,"Control vs at-risk","JUNB",NA
"Q12972","Q12972",0.386878840807448,2.38315295627809e-05,0.000999152979304431,"Control vs at-risk","PPP1R8",NA
"Q13683","Q13683",-0.393365437637769,2.41456568317393e-05,0.00100552886336203,"Control vs at-risk","ITGA7",NA
"Q08752","Q08752",0.310630871141836,2.53819159116488e-05,0.00104996525487854,"Control vs at-risk","PPID","yes"
"P07357","P07357",1.17442476968472,2.65118441885036e-05,0.00108167035679379,"Control vs at-risk","C8A",NA
"P01709","P01709",1.90020808114313,2.65179358686802e-05,0.00108167035679379,"Control vs at-risk",NA,"yes"
"Q68CQ7","Q68CQ7",-0.474260577318004,2.67470736729422e-05,0.00108167035679379,"Control vs at-risk","GLT8D1",NA
"Q14011","Q14011",-0.420029336824697,2.68456462443585e-05,0.00108167035679379,"Control vs at-risk","CIRBP",NA
"Q16795","Q16795",0.559774831463336,2.7182487889229e-05,0.0010881763700172,"Control vs at-risk","NDUFA9","yes"
"P04114","P04114",1.45149068841369,2.74980820247141e-05,0.00109077714890077,"Control vs at-risk","APOB","yes"
"Q9BY76","Q9BY76",-0.857547787089647,2.75990350326221e-05,0.00109077714890077,"Control vs at-risk","ANGPTL4",NA
"Q9H0W9","Q9H0W9",0.426685912927613,2.83422425812318e-05,0.00111306085580091,"Control vs at-risk","C11orf54","yes"
"Q8N7J2","Q8N7J2",-0.387448154694539,2.85219771450587e-05,0.00111307464267352,"Control vs at-risk","AMER2","yes"
"P01717","P01717",0.907898424182706,2.90196158876058e-05,0.00112541697864121,"Control vs at-risk",NA,"yes"
"P55265","P55265",-0.40616223066732,3.02137658381273e-05,0.00116444979518994,"Control vs at-risk","ADAR",NA
"P02675","P02675",1.70883787781913,3.07353842245663e-05,0.00117724110563848,"Control vs at-risk","FGB","yes"
"P17405","P17405",-0.591886561904342,3.16537079882704e-05,0.00120497704335717,"Control vs at-risk","SMPD1",NA
"Q04446","Q04446",0.54235489100823,3.22989767095695e-05,0.00122028667344485,"Control vs at-risk","GBE1","yes"
"Q7Z6B0","Q7Z6B0",0.44405416047184,3.24492024364868e-05,0.00122028667344485,"Control vs at-risk","CCDC91",NA
"Q92963","Q92963",0.592226217542906,3.27994301669136e-05,0.00122602689268493,"Control vs at-risk","RIT1",NA
"P49711","P49711",-0.624513453200148,3.31648298221349e-05,0.00123226209009789,"Control vs at-risk","CTCF",NA
"P05155","P05155",1.39810703913555,3.38520283230843e-05,0.00124910750713919,"Control vs at-risk","SERPING1",NA
"Q9Y653","Q9Y653",-0.386599361711998,3.40208168745403e-05,0.00124910750713919,"Control vs at-risk","ADGRG1","yes"
"A0A087WW87","A0A087WW87",1.49569552510734,3.42773564593478e-05,0.00125093745469872,"Control vs at-risk",NA,"yes"
"Q5JSZ5","Q5JSZ5",-0.721517288848148,3.44738605565643e-05,0.00125093745469872,"Control vs at-risk","PRRC2B",NA
"Q86VP1","Q86VP1",0.397841756123889,3.49144138179595e-05,0.00125955777756069,"Control vs at-risk","TAX1BP1","yes"
"Q96AY3","Q96AY3",-0.305533685204534,3.54306195494014e-05,0.0012707918745898,"Control vs at-risk","FKBP10",NA
"O95817","O95817",0.401549807849136,3.61448609507286e-05,0.00128895897815673,"Control vs at-risk","BAG3","yes"
"A0A0C4DH38","A0A0C4DH38",1.28211001967345,3.7589739745819e-05,0.00133282477213033,"Control vs at-risk",NA,"yes"
"Q9BV57","Q9BV57",-0.548753670364469,3.85029533347761e-05,0.00135744787183117,"Control vs at-risk","ADI1",NA
"Q96EK5","Q96EK5",-0.307105367157632,3.92592619171605e-05,0.00137629220449707,"Control vs at-risk","KIFBP",NA
"Q03135","Q03135",0.907795108328184,3.96505489989846e-05,0.00138220031763314,"Control vs at-risk","CAV1",NA
"Q96NB3","Q96NB3",0.489007351324428,3.98837951374172e-05,0.00138256395993114,"Control vs at-risk","ZNF830",NA
"Q9NQZ5","Q9NQZ5",0.419843891935237,4.02613076438013e-05,0.00138789674405437,"Control vs at-risk","STARD7",NA
"Q9UQB8","Q9UQB8",0.395975923703539,4.1549312052987e-05,0.00142438387452367,"Control vs at-risk","BAIAP2","yes"
"A5PLL7","A5PLL7",0.375492646138635,4.30987478568334e-05,0.00146938313434973,"Control vs at-risk","PEDS1",NA
"P05114","P05114",-0.616486466668377,4.52668642003675e-05,0.00153000804008737,"Control vs at-risk","HMGN1",NA
"P52434","P52434",0.294096196655573,4.53701014304716e-05,0.00153000804008737,"Control vs at-risk","POLR2H",NA
"Q6P587","Q6P587",0.384256908232704,4.62642377243749e-05,0.0015517275409716,"Control vs at-risk","FAHD1","yes"
"P00488","P00488",1.42536225947868,4.82665019623273e-05,0.00161018088535614,"Control vs at-risk","F13A1",NA
"P13497","P13497",-0.858421485454985,4.98340307146303e-05,0.00163989643439662,"Control vs at-risk","BMP1",NA
"Q9Y462","Q9Y462",-0.495027082827129,4.98535523179211e-05,0.00163989643439662,"Control vs at-risk","ZNF711",NA
"Q13418","Q13418",-0.296888281105392,4.99501089606707e-05,0.00163989643439662,"Control vs at-risk","ILK","yes"
"Q9BQE4","Q9BQE4",0.700055043369723,5.07344914507572e-05,0.00165688168132604,"Control vs at-risk","SELENOS",NA
"P37275","P37275",-0.608607466504704,5.19663764798728e-05,0.00168822704742205,"Control vs at-risk","ZEB1",NA
"Q5BKT4","Q5BKT4",0.439484304146326,5.39991716530445e-05,0.00174512947972469,"Control vs at-risk","ALG10",NA
"Q04637","Q04637",0.313460086025675,5.49646792161031e-05,0.00176712867635191,"Control vs at-risk","EIF4G1","yes"
"Q8IWU5","Q8IWU5",-0.480033967815711,5.62440001105054e-05,0.00179893825095714,"Control vs at-risk","SULF2",NA
"Q96JA1","Q96JA1",-0.348286822618778,5.84991619727332e-05,0.00186147333354261,"Control vs at-risk","LRIG1",NA
"Q96JM2","Q96JM2",-0.400039442358018,5.90111964317195e-05,0.00186818609111643,"Control vs at-risk","ZNF462",NA
"P58335","P58335",-0.417289129754334,5.97109123634944e-05,0.00188074218891108,"Control vs at-risk","ANTXR2",NA
"P09871","P09871",1.07686210347939,6.20280803706941e-05,0.00193763586344326,"Control vs at-risk","C1S",NA
"P62424","P62424",-0.309979393220669,6.2141746466593e-05,0.00193763586344326,"Control vs at-risk","RPL7A","yes"
"Q13185","Q13185",-0.497010776551761,6.27928089899085e-05,0.00194814689891191,"Control vs at-risk","CBX3",NA
"Q9ULU4","Q9ULU4",-0.467622039409047,6.45098717666712e-05,0.00199146146423977,"Control vs at-risk","ZMYND8",NA
"Q9NR30","Q9NR30",0.36251967469433,6.87975432765948e-05,0.00211331067342213,"Control vs at-risk","DDX21",NA
"Q9H313","Q9H313",-0.342678664234104,7.27285504916519e-05,0.00222305741773744,"Control vs at-risk","TTYH1","yes"
"O94855","O94855",0.395246623103944,7.56280854984114e-05,0.00229720357525687,"Control vs at-risk","SEC24D",NA
"P01700","P01700",1.13432821503889,7.61969405867243e-05,0.00229720357525687,"Control vs at-risk",NA,"yes"
"Q9UBF6","Q9UBF6",-0.434431060443632,7.62649373896719e-05,0.00229720357525687,"Control vs at-risk","RNF7",NA
"Q69YN2","Q69YN2",-0.527609113334558,7.73296703316438e-05,0.00231763174644746,"Control vs at-risk","CWF19L1",NA
"Q5BKZ1","Q5BKZ1",-0.378648080272054,7.76901536278921e-05,0.00231763174644746,"Control vs at-risk","ZNF326",NA
"Q13136","Q13136",0.281334700548456,8.06811845821357e-05,0.00239177766118069,"Control vs at-risk","PPFIA1","yes"
"Q96ME7","Q96ME7",-0.38702721277966,8.09465445363327e-05,0.00239177766118069,"Control vs at-risk","ZNF512",NA
"Q8IV36","Q8IV36",0.718249125164144,8.14457487052065e-05,0.00239512261002752,"Control vs at-risk","HID1",NA
"Q96JM3","Q96JM3",-0.40284903233627,8.1893592799057e-05,0.0023969327515007,"Control vs at-risk","CHAMP1",NA
"Q99439","Q99439",0.678531799749447,8.27619841482559e-05,0.00241097704995271,"Control vs at-risk","CNN2",NA
"Q9Y6R6","Q9Y6R6",-0.414077367959436,8.54277188261393e-05,0.00247700465101025,"Control vs at-risk","ZNF780B",NA
"Q96T23","Q96T23",-0.328541142596219,8.59135120151878e-05,0.00247950391653135,"Control vs at-risk","RSF1",NA
"P12111","P12111",0.535718748200168,8.65482980384866e-05,0.00248626013578152,"Control vs at-risk","COL6A3","yes"
"P49908","P49908",0.535693798792867,8.80621830224491e-05,0.0025180914546281,"Control vs at-risk","SELENOP",NA
"Q6ZT12","Q6ZT12",-0.543489935246791,9.1685982476613e-05,0.00260265152502681,"Control vs at-risk","UBR3",NA
"O95218","O95218",-0.425187132779165,9.18582891185932e-05,0.00260265152502681,"Control vs at-risk","ZRANB2",NA
"P39019","P39019",-0.303927558260291,9.27722133872581e-05,0.00261659810939971,"Control vs at-risk","RPS19","yes"
"Q9BRX2","Q9BRX2",0.361932068657499,9.4260727456833e-05,0.00264655119398031,"Control vs at-risk","PELO","yes"
"P01824","P01824",1.33566518255763,9.4999529220378e-05,0.0026552796342903,"Control vs at-risk",NA,"yes"
"Q6UVY6","Q6UVY6",-0.478645123646988,9.60854645353451e-05,0.00267358882260904,"Control vs at-risk","MOXD1",NA
"Q15013","Q15013",0.65147192169189,9.84954598476468e-05,0.00271740090150026,"Control vs at-risk","MAD2L1BP",NA
"P07358","P07358",0.734194061165475,9.8535890868261e-05,0.00271740090150026,"Control vs at-risk","C8B",NA
"Q14515","Q14515",-0.44542000576762,0.000100361551807158,0.00274357811808585,"Control vs at-risk","SPARCL1","yes"
"Q8N6H7","Q8N6H7",-0.257689652495248,0.00010036941705165,0.00274357811808585,"Control vs at-risk","ARFGAP2","yes"
"Q8IWT6","Q8IWT6",0.274619166946568,0.000103266905410252,0.00281039977223953,"Control vs at-risk","LRRC8A","yes"
"Q96CV9","Q96CV9",-0.30862921156832,0.000106095012233207,0.00287238096333037,"Control vs at-risk","OPTN","yes"
"Q9BVG9","Q9BVG9",-0.357980550117752,0.000106470204926025,0.00287238096333037,"Control vs at-risk","PTDSS2",NA
"P49427","P49427",0.459756397293877,0.000106962007937233,0.00287315696645252,"Control vs at-risk","CDC34","yes"
"Q16626","Q16626",0.280607429911214,0.000108622894957469,0.00290519423797886,"Control vs at-risk","MEA1",NA
"Q9Y605","Q9Y605",0.4696267837476,0.000112351421496323,0.00298060888751114,"Control vs at-risk","MRFAP1",NA
"Q96AZ6","Q96AZ6",1.29016982650963,0.000112403300512104,0.00298060888751114,"Control vs at-risk","ISG20",NA
"Q9NX62","Q9NX62",0.38679059329673,0.000116057951243868,0.00306442377646042,"Control vs at-risk","BPNT2",NA
