"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp"
"CD2AP","CD2AP",0.541834805194807,6.20053073747351e-07,3.36255127006217e-06,"group2-group1"
"PLEKHO1","PLEKHO1",0.383963506493506,6.2965756535442e-07,3.40831308061291e-06,"group2-group1"
"XIAP","XIAP",0.268342922077922,6.52592767292391e-07,3.52593097744114e-06,"group2-group1"
"NECAP2","NECAP2",0.418170227272728,6.56151178044418e-07,3.53861603952737e-06,"group2-group1"
"TGFB1","TGFB1",0.259546266233766,6.59132143784464e-07,3.54814596000366e-06,"group2-group1"
"APLP1","APLP1",-0.457589415584415,6.97003634961595e-07,3.74511328123666e-06,"group2-group1"
"PAXX","PAXX",0.338345844155845,7.08658409691221e-07,3.80074959913292e-06,"group2-group1"
"PRDX6","PRDX6",0.479645974025978,7.21061168420983e-07,3.86018643826838e-06,"group2-group1"
"CARHSP1","CARHSP1",0.511332142857145,7.32088564673033e-07,3.91205644339904e-06,"group2-group1"
"SDCCAG8","SDCCAG8",0.472557532467532,7.9076798779081e-07,4.21791027064332e-06,"group2-group1"
"GLB1","GLB1",0.405171785714287,8.21422837188517e-07,4.36683648647066e-06,"group2-group1"
"GOT1","GOT1",0.547222207792209,8.21676383017059e-07,4.36683648647066e-06,"group2-group1"
"DCXR","DCXR",0.546805584415586,8.27006063184037e-07,4.38718461467684e-06,"group2-group1"
"ACY1","ACY1",0.612255551948053,9.36000444881056e-07,4.95639366012197e-06,"group2-group1"
"PIBF1","PIBF1",0.652842922077922,9.60084376383725e-07,5.07473170374254e-06,"group2-group1"
"CD63","CD63",0.40060814935065,1.05578911287973e-06,5.5705263121795e-06,"group2-group1"
"MCEMP1","MCEMP1",0.59825737012987,1.08343772737718e-06,5.70610536418646e-06,"group2-group1"
"VEGFA","VEGFA",0.241983311688312,1.10350410414541e-06,5.80133542521048e-06,"group2-group1"
"PTS","PTS",0.655802662337664,1.16703379875467e-06,6.124308426858e-06,"group2-group1"
"SMAD2","SMAD2",0.300433441558442,1.25663149553365e-06,6.58267717104811e-06,"group2-group1"
"RABGAP1L","RABGAP1L",0.533780357142858,1.34700615891951e-06,7.03454650957655e-06,"group2-group1"
"EDF1","EDF1",0.648099188311689,1.34770648147891e-06,7.03454650957655e-06,"group2-group1"
"CPPED1","CPPED1",0.492945811688312,1.45918202347634e-06,7.60283253943201e-06,"group2-group1"
"PLSCR3","PLSCR3",0.270251233766234,1.52061374053256e-06,7.90881488180902e-06,"group2-group1"
"VPS4B","VPS4B",0.551820324675326,1.55480059025532e-06,8.0722595476311e-06,"group2-group1"
"SLC27A4","SLC27A4",0.577889935064935,1.57150814262493e-06,8.14453599449055e-06,"group2-group1"
"YOD1","YOD1",0.690549480519486,1.60540937593681e-06,8.30158050236303e-06,"group2-group1"
"BLOC1S3","BLOC1S3",0.212166233766234,1.60749044281132e-06,8.30158050236303e-06,"group2-group1"
"CTF1","CTF1",0.946592240259742,1.63226242215061e-06,8.41464384470237e-06,"group2-group1"
"DGKA","DGKA",0.272057467532468,1.63832433630179e-06,8.43102470952486e-06,"group2-group1"
"TTF2","TTF2",0.444735422077922,1.87671870964131e-06,9.6408590303718e-06,"group2-group1"
"GBP2","GBP2",0.740236168831169,2.04337921314243e-06,1.04785920000269e-05,"group2-group1"
"SDHB","SDHB",0.528348603896104,2.19609422192497e-06,1.12420024705546e-05,"group2-group1"
"SMTN","SMTN",0.393705811688312,2.25057772326539e-06,1.15007669320013e-05,"group2-group1"
"TRIM21","TRIM21",0.488322012987014,2.31016855554271e-06,1.17846818287109e-05,"group2-group1"
"SORT1","SORT1",0.259009285714286,2.33499777411487e-06,1.18905897103445e-05,"group2-group1"
"EIF5","EIF5",0.510728896103897,2.38136789800061e-06,1.21056319406188e-05,"group2-group1"
"REEP4","REEP4",0.305802175324676,2.41239420223962e-06,1.22420629394903e-05,"group2-group1"
"EDIL3","EDIL3",-0.38603301948052,2.58022150714325e-06,1.30710354685957e-05,"group2-group1"
"NFX1","NFX1",0.403993506493506,2.64511494624525e-06,1.33765934046278e-05,"group2-group1"
"MTPN","MTPN",0.386906655844156,2.70335848863106e-06,1.36475248052998e-05,"group2-group1"
"PTGES2","PTGES2",0.486521298701299,2.94081863073604e-06,1.48207118235197e-05,"group2-group1"
"LONP1","LONP1",0.539014675324676,3.4834937779093e-06,1.75253912441117e-05,"group2-group1"
"ARFIP1","ARFIP1",0.405487564935065,3.51736518962892e-06,1.76653925245453e-05,"group2-group1"
"NUCB2","NUCB2",0.223611103896105,3.52899847467936e-06,1.7693417738401e-05,"group2-group1"
"SWAP70","SWAP70",0.351091753246754,3.64012312739127e-06,1.8219314899597e-05,"group2-group1"
"OGA","OGA",0.305081168831169,3.86598964787969e-06,1.93167311807732e-05,"group2-group1"
"PFKFB2","PFKFB2",0.536204772727272,3.98148619597054e-06,1.98598705645425e-05,"group2-group1"
"MRPL24","MRPL24",0.245179610389611,4.07227766778949e-06,2.02781390510199e-05,"group2-group1"
"DLG4","DLG4",0.415336883116883,4.22386285185749e-06,2.09971957754752e-05,"group2-group1"
"CTSD","CTSD",0.349929383116884,4.30010655611807e-06,2.13399175951327e-05,"group2-group1"
"NGRN","NGRN",0.253021688311688,4.35320656181202e-06,2.15668182714856e-05,"group2-group1"
"PSIP1","PSIP1",0.468984512987013,4.51818786334578e-06,2.23462997031467e-05,"group2-group1"
"CRELD2","CRELD2",0.351592662337663,4.56979541657324e-06,2.25633648693304e-05,"group2-group1"
"CD36","CD36",0.226543766233767,4.81465765743036e-06,2.37322838662208e-05,"group2-group1"
"PPP3R1","PPP3R1",0.345014155844157,4.86359090292189e-06,2.39331249313816e-05,"group2-group1"
"RIDA","RIDA",0.568534220779222,4.91425315791415e-06,2.41417848413161e-05,"group2-group1"
"CES1","CES1",0.574427727272728,4.99758900182736e-06,2.45099876717137e-05,"group2-group1"
"GNE","GNE",0.368480941558442,5.26173123001887e-06,2.57332971537437e-05,"group2-group1"
"GRSF1","GRSF1",0.412955876623377,5.26462938691027e-06,2.57332971537437e-05,"group2-group1"
"STAT2","STAT2",0.34036262987013,5.62100294623439e-06,2.74293683002389e-05,"group2-group1"
"BAIAP2","BAIAP2",0.598494512987014,5.79351050784484e-06,2.82240520240508e-05,"group2-group1"
"SUMF2","SUMF2",0.406821071428572,6.13292613566282e-06,2.98278587263601e-05,"group2-group1"
"IKBKG","IKBKG",0.319917564935064,6.43498193014085e-06,3.12449371790726e-05,"group2-group1"
"GRPEL1","GRPEL1",0.554907207792209,6.47582906655788e-06,3.13911249776927e-05,"group2-group1"
"ERP44","ERP44",0.248671720779221,6.50484892448379e-06,3.14795917322287e-05,"group2-group1"
"SEPTIN9","SEPTIN9",0.261593831168832,6.98468499043847e-06,3.3745841697606e-05,"group2-group1"
"CENPF","CENPF",0.500997597402598,7.10343630514391e-06,3.4262944422336e-05,"group2-group1"
"TGM2","TGM2",0.517236948051949,7.26380452328788e-06,3.4978748964696e-05,"group2-group1"
"BOLA1","BOLA1",0.405748701298702,7.31650199685755e-06,3.51745646987082e-05,"group2-group1"
"ECHS1","ECHS1",0.884146623376624,7.42610080268117e-06,3.56428450677127e-05,"group2-group1"
"ENSA","ENSA",0.445142175324676,7.48503283660413e-06,3.5862743205197e-05,"group2-group1"
"MCTS1","MCTS1",0.212863831168832,7.49645436140109e-06,3.5862743205197e-05,"group2-group1"
"HDDC2","HDDC2",0.337532857142858,7.79031453770939e-06,3.72076624080467e-05,"group2-group1"
"IL18","IL18",0.388108733766234,7.950496642606e-06,3.788001695833e-05,"group2-group1"
"GLRX","GLRX",0.539736688311689,7.95700664126399e-06,3.788001695833e-05,"group2-group1"
"GTPBP2","GTPBP2",0.359825681818183,8.73887664278048e-06,4.15345307753615e-05,"group2-group1"
"SUOX","SUOX",0.543294253246754,9.58161950602048e-06,4.54660289222368e-05,"group2-group1"
"TIMM10","TIMM10",0.180309058441558,9.60828180599963e-06,4.55186510841765e-05,"group2-group1"
"AP1G2","AP1G2",0.513746558441558,9.79480721512626e-06,4.63272192391813e-05,"group2-group1"
"CCL13","CCL13",0.421117792207794,9.9517921317382e-06,4.6992955452344e-05,"group2-group1"
"CA1","CA1",0.476977467532471,9.96771549108905e-06,4.6992955452344e-05,"group2-group1"
"NFATC1","NFATC1",0.247895746753247,1.03943558833728e-05,4.89254464526551e-05,"group2-group1"
"LPL","LPL",-0.516980357142857,1.04118284186938e-05,4.8928897858267e-05,"group2-group1"
"EIF4G3","EIF4G3",0.507286883116883,1.07795885298335e-05,5.05758222675815e-05,"group2-group1"
"INPP5D","INPP5D",0.472384415584416,1.2244800994487e-05,5.7358258504624e-05,"group2-group1"
"KIF22","KIF22",0.675644155844156,1.24765945229427e-05,5.83505372648984e-05,"group2-group1"
"ARL13B","ARL13B",0.513464707792208,1.31937269818022e-05,6.16058529837188e-05,"group2-group1"
"MYL4","MYL4",0.458615227272728,1.51622562984024e-05,7.06846493783576e-05,"group2-group1"
"SMNDC1","SMNDC1",0.515014967532467,1.52686345038715e-05,7.10672271573508e-05,"group2-group1"
"TPR","TPR",0.485857922077922,1.55113790177723e-05,7.20822907296477e-05,"group2-group1"
"MICALL2","MICALL2",0.429518928571428,1.63345216734735e-05,7.57869950024812e-05,"group2-group1"
"MZT1","MZT1",0.373751850649351,1.66087600676614e-05,7.69372514703239e-05,"group2-group1"
"DCTN6","DCTN6",0.587780259740259,1.70232838193807e-05,7.87326876646356e-05,"group2-group1"
"CALCOCO2","CALCOCO2",0.37079,1.73491059692271e-05,8.01128542623236e-05,"group2-group1"
"CSTB","CSTB",0.303952954545455,1.76555001814942e-05,8.13990962626303e-05,"group2-group1"
"MDK","MDK",0.263492435064936,1.85017155840436e-05,8.51661648065501e-05,"group2-group1"
"UBE2B","UBE2B",0.240880194805196,1.91870680403711e-05,8.81820752861707e-05,"group2-group1"
"PTP4A3","PTP4A3",0.381179090909092,2.28344347849534e-05,0.000104780302788727,"group2-group1"
"GFER","GFER",0.459750227272728,2.29675514637549e-05,0.000105225945029084,"group2-group1"
"SELPLG","SELPLG",0.160738928571429,2.38665849556159e-05,0.000109173752465204,"group2-group1"
"GET3","GET3",0.381271233766235,2.41096673581203e-05,0.000110113371387165,"group2-group1"
"MOCS2","MOCS2",0.341086818181819,2.43924681393214e-05,0.000111231176866204,"group2-group1"
"BLVRB","BLVRB",0.450162012987015,2.45746934901588e-05,0.000111887584223885,"group2-group1"
"THOP1","THOP1",0.279860584415585,2.54940617936464e-05,0.000115892912321662,"group2-group1"
"GPD1","GPD1",0.488863149350649,2.59302569201873e-05,0.000117692765493334,"group2-group1"
"BRDT","BRDT",0.314075941558442,2.61435964569473e-05,0.000118477104563809,"group2-group1"
"AAMDC","AAMDC",0.303677435064936,2.75238523186066e-05,0.000124539040754314,"group2-group1"
"FABP1","FABP1",0.805197240259741,2.82330392473754e-05,0.000127550500340152,"group2-group1"
"OCLN","OCLN",0.408186493506494,2.84899606593606e-05,0.000128427819911495,"group2-group1"
"CEP85","CEP85",0.368276071428571,2.85151060973522e-05,0.000128427819911495,"group2-group1"
"NT5C1A","NT5C1A",0.292636396103897,2.95299353615308e-05,0.000132793847787315,"group2-group1"
"NEDD4L","NEDD4L",0.343112889610391,2.98712614358518e-05,0.000134122422698917,"group2-group1"
"LARP1","LARP1",0.461103571428572,3.07040607684678e-05,0.000137650260162932,"group2-group1"
"NID2","NID2",0.272094935064935,3.11833349111229e-05,0.000139584820743051,"group2-group1"
"GZMA","GZMA",0.305375097402598,3.18793300830128e-05,0.000142482082312915,"group2-group1"
"VNN1","VNN1",0.47145314935065,3.25047379741714e-05,0.000145055494806875,"group2-group1"
"SEPTIN8","SEPTIN8",0.282182240259742,3.3590309213012e-05,0.000149671454008589,"group2-group1"
"GUSB","GUSB",0.465716103896104,3.63995520663995e-05,0.000161941994962079,"group2-group1"
"ESAM","ESAM",0.214899642857143,3.68528655845895e-05,0.000163709614139445,"group2-group1"
"SCLY","SCLY",0.443748181818182,3.77842371434972e-05,0.000167592299196422,"group2-group1"
"PSMD9","PSMD9",0.428768668831172,3.80606318965697e-05,0.000168562465202535,"group2-group1"
"ICA1","ICA1",0.359300974025974,3.8200456895536e-05,0.000168924809256368,"group2-group1"
"MAD1L1","MAD1L1",0.418449383116884,3.82580306971317e-05,0.000168924809256368,"group2-group1"
"PAFAH2","PAFAH2",0.383701168831169,3.83871275131659e-05,0.000169239176049749,"group2-group1"
"TRIM5","TRIM5",0.293413603896104,3.8461282323257e-05,0.00016931073528747,"group2-group1"
"EZR","EZR",0.198547207792208,3.98041310668683e-05,0.000174958609185648,"group2-group1"
"PRDX2","PRDX2",0.346938636363638,4.0941141251416e-05,0.00017968611993677,"group2-group1"
"DDX58","DDX58",0.355462987012987,4.11850126304831e-05,0.000180485445155775,"group2-group1"
"DNAJA4","DNAJA4",0.504235129870131,4.26216696849669e-05,0.000186501707319099,"group2-group1"
"LSM1","LSM1",0.475960422077924,4.28261656555967e-05,0.000187116415861449,"group2-group1"
"PDZK1","PDZK1",0.478296525974027,4.47337607141352e-05,0.000195159376966294,"group2-group1"
"FMR1","FMR1",0.294024837662338,4.61268416769189e-05,0.000200937046530006,"group2-group1"
"FUOM","FUOM",0.545692824675326,4.63005037981258e-05,0.000201393411610002,"group2-group1"
"IFI30","IFI30",0.380843733766235,4.83601161012993e-05,0.000210039553289893,"group2-group1"
"GIGYF2","GIGYF2",0.47942918831169,4.9586312841661e-05,0.000215045686107085,"group2-group1"
"C19orf12","C19orf12",0.723437142857144,4.96833782687137e-05,0.000215120389798807,"group2-group1"
"PAK4","PAK4",0.497082402597402,4.97507299021532e-05,0.000215120389798807,"group2-group1"
"RBP5","RBP5",0.421112012987013,5.01984139196412e-05,0.00021673554488495,"group2-group1"
"PFDN2","PFDN2",0.35396525974026,5.20838295718696e-05,0.000224544297697013,"group2-group1"
"TSPYL1","TSPYL1",0.260831688311689,5.29894013594929e-05,0.000228111959018848,"group2-group1"
"CERT","CERT",0.543587792207793,5.4777402224267e-05,0.000235462274561077,"group2-group1"
"CXCL10","CXCL10",0.426402922077922,5.5658824534986e-05,0.000238899771095101,"group2-group1"
"GBP1","GBP1",0.567261655844156,5.71763802568022e-05,0.000245053606291251,"group2-group1"
"BACH1","BACH1",0.189942207792207,5.76116264271966e-05,0.00024655751690585,"group2-group1"
"MME","MME",0.57344590909091,5.80338683696143e-05,0.000247748221630006,"group2-group1"
"CTSS","CTSS",0.154132337662338,5.80593677100768e-05,0.000247748221630006,"group2-group1"
"ILKAP","ILKAP",0.427251688311689,5.86676127921705e-05,0.000249978764127572,"group2-group1"
"LGMN","LGMN",0.246000616883117,5.90483472084582e-05,0.000251234816434241,"group2-group1"
"DUSP3","DUSP3",0.962699415584412,5.95616962776079e-05,0.000253050636946872,"group2-group1"
"EVI5","EVI5",0.431697337662338,6.10385478077897e-05,0.000258948730395021,"group2-group1"
"C9orf40","C9orf40",0.569503019480523,6.53974164303194e-05,0.000277038620617136,"group2-group1"
"EGLN1","EGLN1",0.340933928571428,6.58770979581798e-05,0.000278666797875195,"group2-group1"
"RPE","RPE",0.432489350649351,6.63696522377264e-05,0.00028034464377294,"group2-group1"
"NBN","NBN",0.438048441558442,6.8692252004696e-05,0.000289736583852419,"group2-group1"
"KCTD5","KCTD5",0.367882694805195,6.9631707923068e-05,0.000293275911036207,"group2-group1"
"TADA3","TADA3",0.344123928571429,7.06723637725421e-05,0.000297230675262073,"group2-group1"
"STX7","STX7",0.377501623376623,7.10173224291188e-05,0.000298252346925739,"group2-group1"
"PDP1","PDP1",0.651371461038958,7.25121198002554e-05,0.000304093150898345,"group2-group1"
"SNX5","SNX5",0.168758311688312,7.3256713538694e-05,0.000306775606982239,"group2-group1"
"APBB1IP","APBB1IP",0.340236266233765,7.52428175702131e-05,0.000314641996792179,"group2-group1"
"COX6B1","COX6B1",0.236756850649351,8.05498268956172e-05,0.000336353062879842,"group2-group1"
"ACP1","ACP1",0.291926980519481,8.12235277150466e-05,0.000338682412997263,"group2-group1"
"GNPDA2","GNPDA2",0.254133051948053,8.24103773290806e-05,0.000343141784804704,"group2-group1"
"DNMBP","DNMBP",0.294739383116883,8.39131588644352e-05,0.00034890208159423,"group2-group1"
"AHSP","AHSP",0.581529090909094,8.48793485295809e-05,0.000352418090556768,"group2-group1"
"ITGA5","ITGA5",0.19284987012987,8.61176102783109e-05,0.000357052162898585,"group2-group1"
"MAP3K5","MAP3K5",0.409128896103896,8.91903235283801e-05,0.000369268152511976,"group2-group1"
"DNAJC21","DNAJC21",0.181703863636364,9.08582403478499e-05,0.000375641635837009,"group2-group1"
"EDAR","EDAR",0.289158311688312,9.85810849312774e-05,0.00040699507239283,"group2-group1"
"ADGRG1","ADGRG1",0.57430198051948,9.92057333682056e-05,0.00040886657790968,"group2-group1"
"TRIM25","TRIM25",0.388614805194805,9.93141533752559e-05,0.00040886657790968,"group2-group1"
"CDHR2","CDHR2",0.518680551948053,0.000101531014303187,0.000417405281024213,"group2-group1"
"TNFAIP8","TNFAIP8",0.640326883116883,0.000102979650861405,0.000422766179027932,"group2-group1"
"LXN","LXN",0.527050974025976,0.000106549893958391,0.000436809733576966,"group2-group1"
"AP3S2","AP3S2",0.224871006493506,0.000107594772268259,0.000440475517283083,"group2-group1"
"CASP2","CASP2",0.256734837662336,0.000108840489188637,0.00044495209775998,"group2-group1"
"PDZD2","PDZD2",0.282800844155845,0.000109909827340961,0.000448696124745293,"group2-group1"
"GIPC2","GIPC2",0.228576753246754,0.00011673997827434,0.000475914862616314,"group2-group1"
"UPB1","UPB1",0.718794577922079,0.000117068617641061,0.000476276973168121,"group2-group1"
"GCHFR","GCHFR",0.432663701298702,0.000117154684812822,0.000476276973168121,"group2-group1"
"ECI2","ECI2",0.446484318181819,0.00011813068957333,0.000479577785587281,"group2-group1"
"IGSF9","IGSF9",0.698933798701299,0.000118601194717919,0.000480820100083879,"group2-group1"
"DYNLT1","DYNLT1",0.288128051948052,0.000125176895440308,0.000506775713811661,"group2-group1"
"YJU2","YJU2",0.28558012987013,0.00012553534148503,0.000507523932449161,"group2-group1"
"EP300","EP300",0.283178863636364,0.000127255145259595,0.00051323424693275,"group2-group1"
"ADA","ADA",0.245056590909091,0.000127298949376067,0.00051323424693275,"group2-group1"
"IL1RN","IL1RN",0.412452954545454,0.000129010521213415,0.000519418393260073,"group2-group1"
"ZBTB17","ZBTB17",0.360714837662338,0.000129950764785699,0.000522484299131497,"group2-group1"
"SGSH","SGSH",0.359870811688312,0.000143663417884599,0.0005764783103581,"group2-group1"
"PALM2","PALM2",0.338199448051949,0.000143774440044836,0.0005764783103581,"group2-group1"
"SLC13A1","SLC13A1",0.30548474025974,0.000146294787013515,0.00058578035950754,"group2-group1"
"DDHD2","DDHD2",0.290603376623377,0.000151243400133836,0.000604766701219154,"group2-group1"
"LETM1","LETM1",0.376227142857144,0.000156028476304613,0.000623048136937683,"group2-group1"
"DNPEP","DNPEP",0.416773603896105,0.000165049530448407,0.000658171592770388,"group2-group1"
"PTPRM","PTPRM",0.155320974025974,0.000167656662509309,0.000667657254107234,"group2-group1"
"AMPD3","AMPD3",0.438407012987015,0.00016981364946524,0.000675326935220266,"group2-group1"
"ANXA2","ANXA2",0.450681525974026,0.000174275267032845,0.0006921285401318,"group2-group1"
"GPRC5C","GPRC5C",0.442557987012988,0.000176319338904184,0.00069872343151177,"group2-group1"
"TNFRSF14","TNFRSF14",0.196662954545455,0.000176413921469616,0.00069872343151177,"group2-group1"
"HMBS","HMBS",0.319872662337665,0.000177401466614711,0.000701684014769691,"group2-group1"
"PARP1","PARP1",0.438475097402597,0.000185017604402255,0.000730819537388907,"group2-group1"
"TPP1","TPP1",0.300408019480519,0.000188393601399164,0.000743150468137324,"group2-group1"
"POLR2F","POLR2F",0.259465779220779,0.000189685578906978,0.00074723847324137,"group2-group1"
"MMP1","MMP1",0.662620324675327,0.000191619555257914,0.00075384113057723,"group2-group1"
"JMJD1C","JMJD1C",0.298854123376622,0.000193508022768236,0.000760247245364992,"group2-group1"
"SCARF1","SCARF1",0.195448214285714,0.000202058226938031,0.000792773419248141,"group2-group1"
"NFKB1","NFKB1",0.366315649350649,0.00021115500784979,0.000827354005288118,"group2-group1"
"IGSF8","IGSF8",0.1703275,0.000219691721453356,0.000859650470961392,"group2-group1"
"PAG1","PAG1",0.254511688311688,0.000229264891485831,0.000895910799215355,"group2-group1"
"CEBPA","CEBPA",0.218008506493507,0.000244659481859688,0.0009547926107822,"group2-group1"
"TRIM58","TRIM58",0.451350292207793,0.000248332787761727,0.00096783565150337,"group2-group1"
"CLNS1A","CLNS1A",0.248753766233767,0.000255635452023451,0.000994969941763712,"group2-group1"
"TIMP1","TIMP1",0.173917175324676,0.000257457327400672,0.0010007284148832,"group2-group1"
"HGF","HGF",0.251496850649351,0.000259684464967135,0.00100804474249527,"group2-group1"
"NOMO1","NOMO1",0.170058149350649,0.000271420209660091,0.00105220327962393,"group2-group1"
"STX8","STX8",0.263810714285714,0.000271938445474388,0.0010528159948631,"group2-group1"
"LGALS1","LGALS1",0.241095422077922,0.000279114749304995,0.00107916985743188,"group2-group1"
"AIF1","AIF1",0.33706211038961,0.0002826608228951,0.00109143670452098,"group2-group1"
"NMI","NMI",0.343393798701299,0.000318947563114302,0.00122992576119143,"group2-group1"
"PLAT","PLAT",0.349669577922078,0.000323336025880239,0.00124436136414806,"group2-group1"
"FEN1","FEN1",0.516828051948052,0.000323542468953994,0.00124436136414806,"group2-group1"
"ZNRD2","ZNRD2",0.332247662337664,0.000336505144886297,0.00129251581932017,"group2-group1"
"ANKRD54","ANKRD54",0.331520357142858,0.000338556900216015,0.00129869005161603,"group2-group1"
"TFPI","TFPI",0.17291775974026,0.000339479879021645,0.00130052383536077,"group2-group1"
"IGSF3","IGSF3",0.228743279220779,0.00034466510676165,0.0013186598260004,"group2-group1"
"CD226","CD226",0.294976038961039,0.000354051997262175,0.00135280259868933,"group2-group1"
"LGALS9","LGALS9",0.197526136363637,0.000354566710437212,0.00135300064570231,"group2-group1"
"SKAP1","SKAP1",0.394854448051948,0.000355058030298179,0.00135310902550401,"group2-group1"
"ELOA","ELOA",0.472778474025973,0.000373751043121636,0.00142249257688092,"group2-group1"
"ACE2","ACE2",0.43040418831169,0.000382116100089312,0.00145243870033948,"group2-group1"
"CPM","CPM",0.297498246753247,0.000389458983474927,0.00147842676454183,"group2-group1"
"IMMT","IMMT",0.366422500000001,0.000390660642403101,0.00148106492573834,"group2-group1"
"BTC","BTC",0.319050259740258,0.000400427334807955,0.00151612577674048,"group2-group1"
"ARG1","ARG1",0.329672142857143,0.000401771753557114,0.00151924817030717,"group2-group1"
"IGFBPL1","IGFBPL1",0.234929642857143,0.000412607526489645,0.00155820645985689,"group2-group1"
"IL18R1","IL18R1",0.227465032467533,0.000424469620012452,0.00160093509586632,"group2-group1"
"SH2B3","SH2B3",0.679738506493504,0.000466300796216072,0.00175643972595307,"group2-group1"
"DTNB","DTNB",0.282263733766234,0.000483967999478387,0.00182064152184727,"group2-group1"
"LIF","LIF",0.474098116883117,0.000502155431753388,0.00188663281107346,"group2-group1"
"IFT20","IFT20",0.206802629870131,0.00050751787938782,0.00190433217131014,"group2-group1"
"NPL","NPL",0.328560811688313,0.000509340399101469,0.00190872049560717,"group2-group1"
"RALY","RALY",0.360747792207792,0.000516360905355451,0.00193255176229704,"group2-group1"
"DDI2","DDI2",0.492565811688314,0.000518737652019905,0.0019389643949542,"group2-group1"
"BCL2L15","BCL2L15",0.352360487012986,0.000524447838739537,0.00195780463938144,"group2-group1"
"GNPDA1","GNPDA1",0.172785422077922,0.000537605997824686,0.00200436521893056,"group2-group1"
"TMCO5A","TMCO5A",0.363261525974026,0.000544115778686013,0.00202605149184614,"group2-group1"
"AKT3","AKT3",0.226729253246754,0.000567659881104169,0.00211103032120545,"group2-group1"
"CIT","CIT",0.296506590909092,0.000569377552508034,0.00211472755524903,"group2-group1"
"CD84","CD84",0.1724325,0.00057246336323428,0.00212349036895152,"group2-group1"
"SUGP1","SUGP1",0.236581071428571,0.000579134804740191,0.00214551461882836,"group2-group1"
"CEACAM1","CEACAM1",0.161959350649352,0.000595226852592287,0.00220233935459146,"group2-group1"
"KRT18","KRT18",0.554372532467533,0.00059869792537581,0.00221238184054803,"group2-group1"
"CDC27","CDC27",0.362256558441559,0.000620346979264443,0.00228948765200754,"group2-group1"
"RAB37","RAB37",0.685810909090909,0.00062301574491684,0.00229643760705161,"group2-group1"
"PRCP","PRCP",0.194064870129871,0.000739565613611168,0.00272260741635446,"group2-group1"
"LGALS3BP","LGALS3BP",0.298323279220779,0.000746192834938259,0.00274225700615766,"group2-group1"
"CDK5RAP3","CDK5RAP3",0.273863051948052,0.000746779533664555,0.00274225700615766,"group2-group1"
"TRAF2","TRAF2",0.319776201298703,0.000766881243958671,0.00281253936774303,"group2-group1"
"DLK1","DLK1",0.354145227272728,0.000791969677105647,0.00290091148644086,"group2-group1"
"PSAP","PSAP",0.187312564935065,0.000809699895733595,0.00296214367362866,"group2-group1"
"FUS","FUS",0.207351655844156,0.00082030754208333,0.00299626210350386,"group2-group1"
"PHYKPL","PHYKPL",0.277931331168831,0.000821076272633115,0.00299626210350386,"group2-group1"
"ANGPTL2","ANGPTL2",0.234664155844156,0.000834950842610767,0.00304309390642303,"group2-group1"
"HSPG2","HSPG2",0.139130357142858,0.000859163957320841,0.00312744240006079,"group2-group1"
"CCDC134","CCDC134",0.294267305194806,0.000860782873546761,0.0031294382330562,"group2-group1"
"MAP2","MAP2",0.256968798701299,0.000898151914742522,0.00326123980967999,"group2-group1"
"CMIP","CMIP",0.187519025974026,0.000905833888354027,0.00328505267451467,"group2-group1"
"AFAP1","AFAP1",0.354284870129871,0.00091355032025468,0.00330893133346274,"group2-group1"
"ERMAP","ERMAP",0.247971558441558,0.000927856828259175,0.00335659097648709,"group2-group1"
"TGFBI","TGFBI",0.139518701298702,0.000933727446311978,0.00337365306003698,"group2-group1"
"LAMTOR5","LAMTOR5",0.221831136363637,0.000948286448278095,0.00342202628187268,"group2-group1"
"BST2","BST2",0.429508961038962,0.000987524259287511,0.00355670080095423,"group2-group1"
"HJV","HJV",0.280427045454546,0.000988040044603091,0.00355670080095423,"group2-group1"
"LGALS4","LGALS4",0.36169814935065,0.00101003885613588,0.00363141891326588,"group2-group1"
"RBP7","RBP7",0.25656016233766,0.00102179707468834,0.00366918040456266,"group2-group1"
"ELOB","ELOB",0.204593636363636,0.0010396152576317,0.00372858331049997,"group2-group1"
"TRDMT1","TRDMT1",0.5045675,0.00104113206185678,0.00372944732451882,"group2-group1"
"TCOF1","TCOF1",0.245325422077923,0.00104805674259452,0.00374965710967416,"group2-group1"
"UBE2Z","UBE2Z",0.337286623376624,0.00105871333819608,0.0037831529187618,"group2-group1"
"PTGR1","PTGR1",0.500536396103897,0.00108140572488816,0.00385952250775104,"group2-group1"
"FCN1","FCN1",0.292897662337663,0.00109464332700383,0.00390200298150266,"group2-group1"
"MAGED1","MAGED1",0.246961331168829,0.00110964812415885,0.00395067170148152,"group2-group1"
"NAGA","NAGA",0.258558766233767,0.00113466124953271,0.00403481123161085,"group2-group1"
"TP53BP1","TP53BP1",0.329450876623376,0.00114845320271181,0.00407889272360463,"group2-group1"
"FGD3","FGD3",0.311429610389609,0.0011811868193487,0.00418699329363622,"group2-group1"
"AP2B1","AP2B1",0.18427077922078,0.00118175486392401,0.00418699329363622,"group2-group1"
"BATF","BATF",0.588844155844156,0.00118349646126871,0.00418808735628141,"group2-group1"
"TST","TST",0.325489025974027,0.00119494769481916,0.00422349711240195,"group2-group1"
"ASGR1","ASGR1",0.173971623376624,0.00119722724895584,0.00422644353707477,"group2-group1"
