"BIOCHEMICAL" "logFC" "P.Value" "adj.P.Val" "Comp" "Gene_name"
"P02654" "P02654" 2.14635658607827 5.68819757911191e-10 9.68700047722759e-07 "Control vs hc-like" "APOC1"
"P02511" "P02511" 1.39213400726303 1.6834329320074e-08 1.43344314160431e-05 "Control vs hc-like" "CRYAB"
"P02760" "P02760" 1.86930246726833 3.08975731513037e-07 0.0001016933265397 "Control vs hc-like" "AMBP"
"P02647" "P02647" 2.00478705348434 3.75731386567626e-07 0.0001016933265397 "Control vs hc-like" "APOA1"
"P00450" "P00450" 1.74606809041349 4.17999580609454e-07 0.0001016933265397 "Control vs hc-like" "CP"
"P01011" "P01011" 1.99306855377836 1.18740530241967e-06 0.000252768903752587 "Control vs hc-like" "SERPINA3"
"P04004" "P04004" 1.4039823519796 1.6952105201052e-06 0.00028747823691609 "Control vs hc-like" "VTN"
"Q99439" "Q99439" 0.775658861928438 1.85687645688608e-06 0.00028747823691609 "Control vs hc-like" "CNN2"
"Q9ULJ3" "Q9ULJ3" 1.14446358946227 2.26927435955833e-06 0.000322047852860652 "Control vs hc-like" "ZBTB21"
"Q14624" "Q14624" 0.970965560614999 2.56705184982029e-06 0.000336283792326459 "Control vs hc-like" "ITIH4"
"O15371" "O15371" 0.697001700595465 3.33342779534214e-06 0.000363031290445123 "Control vs hc-like" "EIF3D"
"Q53EQ6" "Q53EQ6" 0.7280875915283 3.39210783308451e-06 0.000363031290445123 "Control vs hc-like" "TIGD5"
"P01009" "P01009" 2.28798744365177 3.41074612279623e-06 0.000363031290445123 "Control vs hc-like" "SERPINA1"
"P02766" "P02766" 1.62336754240397 3.837926716037e-06 0.000363110510967279 "Control vs hc-like" "TTR"
"P53618" "P53618" 0.822345600292966 4.26535601467527e-06 0.000382310594367999 "Control vs hc-like" "COPB1"
"P0C0L4" "P0C0L4" 0.867632976110933 7.81622693881309e-06 0.000665551723839934 "Control vs hc-like" "C4A"
"P02787" "P02787" 1.1623080826513 9.39156658361661e-06 0.000761611328185671 "Control vs hc-like" "TF"
"P03952" "P03952" 1.12224568504417 1.42831868416671e-05 0.00101351113297329 "Control vs hc-like" "KLKB1"
"P04196" "P04196" 0.995881239767503 1.56094925469711e-05 0.00106331863229967 "Control vs hc-like" "HRG"
"P02656" "P02656" 1.23651736558987 2.31782289253247e-05 0.00147813170457061 "Control vs hc-like" "APOC3"
"Q13263" "Q13263" -0.437415166875407 2.34348538011783e-05 0.00147813170457061 "Control vs hc-like" "TRIM28"
"Q9NR30" "Q9NR30" 0.497732750710936 2.65429195222145e-05 0.00161437828379754 "Control vs hc-like" "DDX21"
"P68871" "P68871" 1.2110496489359 2.86638607184242e-05 0.00166867197704 "Control vs hc-like" "HBB"
"P26368" "P26368" -0.606195438985502 3.61151238261135e-05 0.00192200174612098 "Control vs hc-like" "U2AF2"
"P69905" "P69905" 0.73032760229097 4.02353531218433e-05 0.00207085151773667 "Control vs hc-like" "HBA1"
"P00747" "P00747" 0.811381912807104 4.13440702307967e-05 0.00207085151773667 "Control vs hc-like" "PLG"
"P18077" "P18077" 0.813903109577002 5.13199932085446e-05 0.00249708424097575 "Control vs hc-like" "RPL35A"
"P02786" "P02786" 0.462973348238865 5.75510652314421e-05 0.00272248511358739 "Control vs hc-like" "TFRC"
"P52926" "P52926" -0.40082537218964 6.03235728021564e-05 0.00277651471573169 "Control vs hc-like" "HMGA2"
"P61586" "P61586" -0.437531762257066 6.48169065125772e-05 0.00277695258683539 "Control vs hc-like" "RHOA"
"P00738" "P00738" 0.980954283549902 6.49114684120042e-05 0.00277695258683539 "Control vs hc-like" "HP"
"P02671" "P02671" 1.79322369143877 6.67899839034797e-05 0.00277695258683539 "Control vs hc-like" "FGA"
"P01023" "P01023" 0.879964125016695 6.70122695099221e-05 0.00277695258683539 "Control vs hc-like" "A2M"
"P62266" "P62266" -0.461284318304831 6.84862058996396e-05 0.00277695258683539 "Control vs hc-like" "RPS23"
"Q9H2Y7" "Q9H2Y7" -0.371784884733202 7.40766333108856e-05 0.00293377922159159 "Control vs hc-like" "ZNF106"
"P02675" "P02675" 1.27775504415083 7.60429373714501e-05 0.00294320732599044 "Control vs hc-like" "FGB"
"P62745" "P62745" -0.383429852176494 7.93860966204569e-05 0.00297821634910174 "Control vs hc-like" "RHOB"
"P00751" "P00751" 0.756586632163735 8.18162013924078e-05 0.00297821634910174 "Control vs hc-like" "CFB"
"P46778" "P46778" -0.341956365749507 8.34872460459544e-05 0.00297821634910174 "Control vs hc-like" "RPL21"
"P05090" "P05090" 0.802479228428393 8.39426804209534e-05 0.00297821634910174 "Control vs hc-like" "APOD"
"P07947" "P07947" 0.513433684304102 8.76976302151934e-05 0.00304794008686682 "Control vs hc-like" "YES1"
"Q9NYS0" "Q9NYS0" 0.583713000728432 0.000100319910502735 0.00341689615172316 "Control vs hc-like" "NKIRAS1"
"P20645" "P20645" 0.833968619337533 0.000114120891637407 0.00381074271487261 "Control vs hc-like" "M6PR"
"P02751" "P02751" 0.802846423273525 0.000117902570133962 0.00385895031428054 "Control vs hc-like" "FN1"
"Q8NC51" "Q8NC51" -0.369423359514997 0.000120222776040183 0.00385895031428054 "Control vs hc-like" "SERBP1"
"P83916" "P83916" -0.298925892186872 0.000122362487945478 0.00385895031428054 "Control vs hc-like" "CBX1"
"Q15942" "Q15942" -0.338442740182 0.00014242199578923 0.00440990288780107 "Control vs hc-like" "ZYX"
"Q9H009" "Q9H009" 0.377846715581995 0.00018001617960472 0.00544142495959226 "Control vs hc-like" "NACA2"
"Q9BXJ9" "Q9BXJ9" 0.476918836706632 0.000182228444215371 0.00544142495959226 "Control vs hc-like" "NAA15"
"P62910" "P62910" -0.365555375294605 0.000188038414631888 0.00544142495959226 "Control vs hc-like" "RPL32"
"P06748" "P06748" -0.365247160929961 0.000189535289514358 0.00544142495959226 "Control vs hc-like" "NPM1"
"Q6NT76" "Q6NT76" 0.628292645768475 0.00019171197743719 0.00544142495959226 "Control vs hc-like" "HMBOX1"
"P0DP25" "P0DP25" 0.584483961895032 0.000202514143953908 0.00565379651071322 "Control vs hc-like" "CALM1"
"P17096" "P17096" -0.54428676248207 0.00021183240143278 0.00581855773612941 "Control vs hc-like" "HMGA1"
"P55265" "P55265" -0.327804010811537 0.000229065944442048 0.00619205243467948 "Control vs hc-like" "ADAR"
"P02679" "P02679" 0.793634479710303 0.000240386248554075 0.00639652783261859 "Control vs hc-like" "FGG"
"Q7LG56" "Q7LG56" 0.422282066617601 0.000245103856722638 0.00642172104613312 "Control vs hc-like" "RRM2B"
"P09132" "P09132" 0.890559821046535 0.000256968591716008 0.00663056835897517 "Control vs hc-like" "SRP19"
"Q14696" "Q14696" -0.471977294899229 0.000281035059684961 0.00714332397975356 "Control vs hc-like" "MESD"
"Q9Y376" "Q9Y376" 0.298090333008904 0.000315298370793995 0.00765454515021284 "Control vs hc-like" "CAB39"
"P51665" "P51665" -0.234845238073099 0.000317630888853209 0.00765454515021284 "Control vs hc-like" "PSMD7"
"Q9BUJ2" "Q9BUJ2" -0.326143682930734 0.000319126662163894 0.00765454515021284 "Control vs hc-like" "HNRNPUL1"
"P01024" "P01024" 0.714686097388764 0.000334260727447971 0.00790619470616521 "Control vs hc-like" "C3"
"P52701" "P52701" 0.227506926331266 0.000374473565531819 0.00873600660411902 "Control vs hc-like" "MSH6"
"P62280" "P62280" -0.276600737651371 0.000386002757449961 0.00883341253765582 "Control vs hc-like" "RPS11"
"P61619" "P61619" -0.416952907037601 0.000389022865721777 0.00883341253765582 "Control vs hc-like" "SEC61A1"
"P09651" "P09651" -0.34393398566273 0.000409706039880168 0.00913390420074327 "Control vs hc-like" "HNRNPA1"
"Q14847" "Q14847" -0.292679819227239 0.000412983337320747 0.00913390420074327 "Control vs hc-like" "LASP1"
"O75054" "O75054" 0.699138199587368 0.000420487268158387 0.00918063868812478 "Control vs hc-like" "IGSF3"
"O95671" "O95671" 0.507563280138967 0.000439513286545708 0.00947457122768786 "Control vs hc-like" "ASMTL"
"P61927" "P61927" -0.575436312235897 0.000480743404289786 0.0102338252188188 "Control vs hc-like" "RPL37"
"Q9NUQ2" "Q9NUQ2" 0.384163856926335 0.000515802867362093 0.0107742521431106 "Control vs hc-like" "AGPAT5"
"P62917" "P62917" -0.330655671479171 0.000518783720337682 0.0107742521431106 "Control vs hc-like" "RPL8"
"Q16643" "Q16643" -0.263026818295927 0.000530163045510874 0.0108779236928316 "Control vs hc-like" "DBN1"
"P09874" "P09874" -0.273608808395302 0.000539653453357011 0.0109408313222261 "Control vs hc-like" "PARP1"
"O95793" "O95793" -0.400157808878728 0.000580370573434868 0.0114651132255754 "Control vs hc-like" "STAU1"
"Q9Y3U8" "Q9Y3U8" -0.236004219658227 0.000580818473110648 0.0114651132255754 "Control vs hc-like" "RPL36"
"P48681" "P48681" -0.277764526794002 0.000586975570177694 0.0114651132255754 "Control vs hc-like" "NES"
"P52788" "P52788" -0.360817891249269 0.000594982096745889 0.0114651132255754 "Control vs hc-like" "SMS"
"P61254" "P61254" -0.215914506800036 0.000599175030579101 0.0114651132255754 "Control vs hc-like" "RPL26"
"Q86YW0" "Q86YW0" 0.591686532265365 0.000610284736164001 0.0115479433965255 "Control vs hc-like" "PLCZ1"
"P52272" "P52272" -0.317814156272199 0.000647602420648562 0.0120951506501923 "Control vs hc-like" "HNRNPM"
"P39019" "P39019" -0.265612796378232 0.000658847585873316 0.0120951506501923 "Control vs hc-like" "RPS19"
"P46779" "P46779" -0.371512112908064 0.000660534273016188 0.0120951506501923 "Control vs hc-like" "RPL28"
"P20339" "P20339" 0.310819935148263 0.000667612543228466 0.0120951506501923 "Control vs hc-like" "RAB5A"
"Q9Y320" "Q9Y320" 0.296865904350499 0.000675788783116433 0.0121144031331293 "Control vs hc-like" "TMX2"
"Q9NV70" "Q9NV70" -0.26817097524744 0.000716124209493818 0.0125015012765329 "Control vs hc-like" "EXOC1"
"Q9UBG0" "Q9UBG0" -0.362853688903066 0.000734510110892771 0.0125015012765329 "Control vs hc-like" "MRC2"
"Q01130" "Q01130" -0.381617631322534 0.000740763095545391 0.0125015012765329 "Control vs hc-like" "SRSF2"
"Q9UNM6" "Q9UNM6" 0.261283317638068 0.00074636448390526 0.0125015012765329 "Control vs hc-like" "PSMD13"
"Q969Q0" "Q969Q0" -0.376349841942201 0.000756664525082443 0.0125015012765329 "Control vs hc-like" "RPL36AL"
"O15228" "O15228" 0.386252602118697 0.000758648693722786 0.0125015012765329 "Control vs hc-like" "GNPAT"
"P46782" "P46782" -0.30499500930847 0.000764541343353706 0.0125015012765329 "Control vs hc-like" "RPS5"
"P16104" "P16104" -0.545153713150338 0.000768355788639303 0.0125015012765329 "Control vs hc-like" "H2AX"
"O75830" "O75830" 0.53972211627373 0.000770791329439784 0.0125015012765329 "Control vs hc-like" "SERPINI2"
"Q92522" "Q92522" -0.43762298008334 0.000810330226642621 0.0130187959997395 "Control vs hc-like" "H1-10"
"Q15436" "Q15436" -0.396131274228434 0.000823088732993909 0.0131001879653143 "Control vs hc-like" "SEC23A"
"Q9BUT1" "Q9BUT1" 0.297653319811669 0.000844600276625579 0.0132174351734053 "Control vs hc-like" "BDH2"
"P09429" "P09429" -0.478182191802698 0.000845977941222067 0.0132174351734053 "Control vs hc-like" "HMGB1"
"Q9BVG4" "Q9BVG4" 0.291352176173302 0.000876343627150578 0.0135673927003403 "Control vs hc-like" "PBDC1"
"O00193" "O00193" -0.39869631551004 0.00093484145558867 0.014342657647455 "Control vs hc-like" "C11orf58"
"P42677" "P42677" 0.235527694257733 0.000943848873412162 0.0143515592091153 "Control vs hc-like" "RPS27"
"Q9P2R7" "Q9P2R7" 0.317879381066597 0.00100220193722941 0.0151039814079796 "Control vs hc-like" "SUCLA2"
"P57088" "P57088" 0.276704563913633 0.00104874167230237 0.0156667286660608 "Control vs hc-like" "TMEM33"
"O95865" "O95865" -0.21991251246283 0.00106796920698577 0.0157032917013539 "Control vs hc-like" "DDAH2"
"O43488" "O43488" -0.279683035323572 0.00106963114348623 0.0157032917013539 "Control vs hc-like" "AKR7A2"
"Q9UI12" "Q9UI12" 0.252932426095228 0.00109803449416828 0.0159825020817828 "Control vs hc-like" "ATP6V1H"
"Q96A49" "Q96A49" 0.230081415181203 0.00111224586181156 0.0160521584971617 "Control vs hc-like" "SYAP1"
"P62136" "P62136" -0.25204325327833 0.00112752415424857 0.0161359128965153 "Control vs hc-like" "PPP1CA"
"Q9GZT8" "Q9GZT8" 0.410113924564769 0.00116299842032862 0.0165048859151637 "Control vs hc-like" "NIF3L1"
"P62750" "P62750" -0.247674134575004 0.00118591481032012 0.0165977268533694 "Control vs hc-like" "RPL23A"
"Q9UHD8" "Q9UHD8" -0.21602573486927 0.00118903269296011 0.0165977268533694 "Control vs hc-like" "SEPTIN9"
"Q07812" "Q07812" 0.259020982964138 0.0012060363445406 0.0166982105264443 "Control vs hc-like" "BAX"
"O00410" "O00410" 0.2253821834354 0.00123816871721765 0.0170048493985617 "Control vs hc-like" "IPO5"
"P51452" "P51452" -0.225142949861503 0.00126638655650293 0.0172532504457959 "Control vs hc-like" "DUSP3"
