Abundance..F16..127C..Sample..5A.	Abundance..F16..127N..Sample..5B.	Abundance..F16..128C..Sample..2B.	Abundance..F16..129C..Sample..2A.	Abundance..F16..130C..Sample..1A.	Abundance..F16..130N..Sample..4B.	Abundance..F16..131N..Sample..1B.	Abundance..F16..132C..Sample..4A.	Abundance..F16..132N..Sample..6B.	Abundance..F16..133C..Sample..3A.	Abundance..F16..133N..Sample..6B.	Abundance..F16..134N..Sample..3B.
9100463.94998454	8497393.79992945	8570415.7782214	8082593.28176847	8309456.17929583	7971113.95340702	8195318.00732991	7595912.78284232	8272735.96236915	7639169.61377558	7749650.35935386	8041487.37881076
4242332.94569018	4412617.17961914	3706796.49692085	3375923.33402703	3951300.89051534	3249572.19547852	4061832.33405335	3292261.52781587	3879693.06094438	4018264.6668802	3836687.10751843	4259850.26893594
1923943.2892925	1746894.26650191	1704414.75914213	1614600.32615449	1437839.05518838	1660899.15019425	1597140.48119999	1438499.53432187	1506604.26230597	1449763.06014053	1469820.55457725	1532359.65800156
8643021.28169928	8584812.89793135	9948988.15590782	8641193.57665725	7146202.46693203	7658663.20523026	7406765.04302979	7085315.21016074	7037889.93744575	6129546.73979999	7351738.89732463	6864041.1002625
7828217.68025371	6987170.97893251	7262573.23184282	7305768.19404609	7070172.42254564	7636553.86795659	7049187.95028685	7322619.10645548	8120128.28503487	6861071.65633828	7234469.45168649	7074143.13649787
7060478.80977834	6754324.63501716	6967761.53619526	6197870.27616795	5824974.32580762	6304757.40847383	6380308.85098559	5654107.49886219	6448616.31371368	5574045.56536521	6253830.44909969	6166283.31092812
895539.2877395	912220.088484297	888596.10306089	675073.883627355	574069.126137895	779814.145491628	593476.399505585	626799.505444933	736793.817284776	641413.987732037	707500.144312509	699799.269056252
10266439.6926495	10269614.6336777	11028941.8731153	9859247.503991	8800560.8064521	9567544.23083356	9007216.60801749	8737070.62218427	9742468.94418653	8609205.18759725	9719674.15184343	9602453.89232345
17771433.5564046	16892343.5592586	15468125.2795067	16451213.3908361	14073209.800763	17665184.5657846	12817677.2645858	18735221.8104614	13311733.89811	12912909.8116968	14495296.2070892	14191657.4523673
6702851.00681413	7047329.18211509	6644400.83861141	5503092.19445703	5202802.04190822	5826018.3415417	5316554.36116969	5215202.09878422	5439991.96769724	4893539.2843745	5759976.03535362	5415930.06152343
4260708.11382978	4141170.76664256	4615358.17202638	4563925.92746104	5498037.41087806	3935545.66826757	5891263.00931111	3751415.30479406	4291236.39214732	5196081.97678456	4359065.29777122	5362412.33204531
4260708.11382978	4141170.76664256	4615358.17202638	4563925.92746104	5498037.41087806	3935545.66826757	5891263.00931111	3751415.30479406	4291236.39214732	5196081.97678456	4359065.29777122	5362412.33204531
4260708.11382978	4141170.76664256	4615358.17202638	4563925.92746104	5498037.41087806	3935545.66826757	5891263.00931111	3751415.30479406	4291236.39214732	5196081.97678456	4359065.29777122	5362412.33204531
4154258.71973993	4065004.3898369	4510258.07850763	4435943.7515048	5297579.62788078	3852037.95393847	5711942.74665799	3634469.56647961	4198894.82215357	5016663.92631425	4181166.02312318	5161856.81147812
4154258.71973993	4065004.3898369	4510258.07850763	4435943.7515048	5297579.62788078	3852037.95393847	5711942.74665799	3634469.56647961	4198894.82215357	5016663.92631425	4181166.02312318	5161856.81147812
4154258.71973993	4065004.3898369	4510258.07850763	4435943.7515048	5297579.62788078	3852037.95393847	5711942.74665799	3634469.56647961	4198894.82215357	5016663.92631425	4181166.02312318	5161856.81147812
4154258.71973993	4065004.3898369	4510258.07850763	4435943.7515048	5297579.62788078	3852037.95393847	5711942.74665799	3634469.56647961	4198894.82215357	5016663.92631425	4181166.02312318	5161856.81147812
4154258.71973993	4065004.3898369	4510258.07850763	4435943.7515048	5297579.62788078	3852037.95393847	5711942.74665799	3634469.56647961	4198894.82215357	5016663.92631425	4181166.02312318	5161856.81147812
3784288.06234758	3663790.74076145	4055821.25893073	4018569.81258604	4871974.42607806	3497365.62266116	5239991.77118422	3350741.92262753	3793424.14369732	4602262.57918457	3821672.17777122	4682610.03524531
3784288.06234758	3663790.74076145	4055821.25893073	4018569.81258604	4871974.42607806	3497365.62266116	5239991.77118422	3350741.92262753	3793424.14369732	4602262.57918457	3821672.17777122	4682610.03524531
646663.485295529	619147.207954288	643067.849808416	583153.937978897	595329.643296086	584241.248466385	612657.033037039	594414.332866398	588401.207957573	589257.557430327	625605.823927729	578045.55785625
5730474.20258023	5793653.5421052	6364141.20150716	4737129.57089237	3689003.24355878	5120765.10248497	4083993.44893094	4303890.26910933	4598775.24710098	3219108.78003358	4594663.05421861	3871542.02223034
3677838.66825774	3587624.36395579	3950721.16541198	3890587.6366298	4671516.64308078	3413857.90833206	5060671.50853109	3233796.18431308	3701082.57370357	4422844.52871425	3643772.90312318	4482054.51467812
3677838.66825774	3587624.36395579	3950721.16541198	3890587.6366298	4671516.64308078	3413857.90833206	5060671.50853109	3233796.18431308	3701082.57370357	4422844.52871425	3643772.90312318	4482054.51467812
1489486.56364542	1250581.96943478	1296215.15156158	1303636.18342031	1155727.09583203	1186912.6549371	1020963.94710234	1234151.42335547	1210064.92030948	1205635.00906406	1217874.67278984	1228701.67581562
2638084.13150236	2812810.41440882	2884902.83005899	2132596.18507676	2401762.41332092	2479305.07593639	2706727.84472081	2052652.15326528	2562224.51143557	2915966.65418694	2397887.19759961	2828524.71154687
5771964.54771181	5390081.66361627	5129279.27339292	4929784.77430328	4767576.82342651	4988477.1235732	4462248.85448749	4825765.86064262	4858385.17673573	4493593.09048013	4643717.58203219	4604276.18770547
7969714.19209711	8183546.5101503	8658746.53692305	7080757.61341902	6038241.0653153	6877230.20108708	6541552.16136166	5990568.96870851	6410029.33945376	5808889.26538302	6634058.88726736	6776853.74747659
4201893.42279777	4042605.83264193	4120993.30811924	3767774.16002514	3007757.19218518	3854053.25247271	3115968.85608422	3390786.27953935	3384968.55701104	2732751.01799811	3434939.52226671	3037879.05610366
3273513.21289861	3136558.25538122	3423695.46098275	3575524.60681495	4473580.51186086	3080503.82498336	4613126.28292255	2940298.86154532	3347938.84818794	4167077.93319151	3333489.87922561	4196647.76953125
6591683.73932816	6170414.84584584	6121390.37951985	5907372.43996912	5712345.99072718	5850175.71753235	5263449.00091605	5998607.17965354	5631566.6498363	4960729.94780598	5607992.39759476	5415665.98519224
17092475.2589933	18185845.5043071	16819017.806795	13733545.1177138	12224176.5756994	15411027.930355	12675025.8656434	12728222.7701256	13849688.2038566	12563102.4546457	15688408.8179614	13991404.4161031
6746694.43795203	6305226.58643166	5911171.70875601	5298738.16615353	5066263.82612192	5987889.20820229	5442206.44174947	5451605.38425417	5711368.07792423	4749473.37453577	5654243.01424055	5320125.06744942
4775835.03525196	5021312.94038796	4849628.10105057	4180916.05893126	3833325.20556212	4253131.85656806	3905174.3194656	3972885.73572283	3894228.66066286	3381884.70564246	4164892.08683269	3708444.20682656
4285641.58289722	4702582.24142479	4397446.48508861	3473674.03547549	3260124.86138	3752739.48603579	3424552.21271935	3342569.94817803	3568898.24477416	3168248.7584403	3654071.60882626	3566747.74329843
5053060.21959869	4760853.60713223	4694938.28611302	4311421.38363846	3959737.42854904	4468113.31712646	4005732.31359034	3961099.17629182	4623555.44584411	3796799.42272854	4182335.58232534	4090100.21609063
6801198.8259754	5991798.40973462	5674148.16351999	6129568.96259878	5653330.1098461	5475148.9525367	5460777.72454342	5772215.4452667	5719620.05812421	4598372.93399475	5745112.85010601	5067868.42598438
2489610.26821253	2395142.25186977	2367681.70827206	1967257.86629309	1767757.20738133	2398780.5071001	1829435.54061833	1984585.11482343	2113252.6668999	1729042.43626318	1864990.55885419	1885074.52155138
6471757.38274366	5385783.90594575	5203830.56250241	5408899.76568326	5094774.72565042	5522618.38540911	4624791.32504291	5275739.30855037	5427390.14606248	4580251.06903897	4870106.98735431	4796460.27020251
4481730.99779971	4741608.04418114	4626144.72761264	4000002.02565822	3827229.34370322	4262198.31513635	4064915.12367203	3590486.82715735	4214641.05656223	4019353.8732961	4616468.80140809	4589435.35016518
2662798.2050469	2180802.25734535	2152510.0056346	1996580.18906541	1758608.43744878	2288772.62306404	1963717.84680023	1874411.24273905	1977439.35950858	1713200.74134256	1883029.36020053	1721279.37580978
9406859.26244035	8525336.48466882	8451195.58721135	7984377.84073492	6861388.87613016	8558261.22463486	6975426.81323359	7022363.0825288	7766583.37728774	6805428.76207845	7110481.70966718	7126241.06947499
611327.966761131	564537.307108804	408371.622810928	388017.323409383	323776.419150084	531868.238910912	315850.72045313	455530.853868764	361555.976306255	304181.84053125	379361.742581257	353172.701268751
3903561.03589703	3513757.77998444	3410193.0400404	3623379.75238878	3794104.89092893	4428224.50603336	3401994.75717906	4236177.9617728	3499976.50732066	4637395.17773883	3412311.3664414	3917809.60728111
6178754.32259337	6156483.31128552	5840341.08158839	5580170.95562694	5490572.14235885	5768597.57242475	5613122.0755343	5001264.67917588	5516554.76841277	6107059.81269903	5273207.44925572	5992518.37694297
2367791.39735075	2181082.62100366	2316640.13241406	2587108.6416712	3302954.23801086	2219657.54134532	3357903.26275503	2189884.40149753	2394837.57358169	3026347.99098526	2390431.00308311	2972282.18368125
2562494.08314498	2463905.73742675	2445741.32788475	2072882.02295624	2142958.84500979	2165988.24706484	2184985.87446179	1977541.46703744	2295622.6857996	2142894.71658925	2151032.43515273	2241314.44772813
2171832.68401963	2074802.16540267	2040747.84966364	1805351.55103666	1751123.04887695	1994481.0118038	1692185.57233469	1839402.245146	1999966.57809285	1593677.83357148	1840707.0924209	1758642.52252342
4049703.47880386	4139149.91101188	3987678.86015788	3459598.41095858	2968723.05712695	3930633.52080987	3325100.0358855	3559316.00801133	3575114.59714729	2923688.68793202	3850671.6766031	3558438.86797423
5530861.16802622	5226333.60373062	5343524.19443141	4752197.71554735	4512135.53247831	4697222.31408626	4399270.64490765	4580766.85901161	4213223.1608833	4384301.82230426	4310191.79325088	4720756.81020459
5461355.58276687	5361519.27702922	5480299.18765274	4463448.93165763	3306284.90798202	4749983.86710498	3757307.53296978	3778994.17866093	4583006.222949	2970194.30598515	4305804.01343727	3517710.77612298
2328290.17229827	2255712.60032246	2193499.65717823	1829741.38152019	1686893.54164797	2182053.14245573	1720256.05391077	1689838.92761588	1940108.69853275	1654901.03431616	1870412.71061445	1840652.83227239
6308490.67513722	5478754.32589053	5498810.52502988	5422019.05201171	4472634.16542343	5838986.82535545	4582179.85500137	4689463.59166319	5191226.16309257	4433033.69102734	4493170.76555621	4550749.6420289
1411782.0816057	1331626.70038531	1334184.65222113	1239891.65120826	1136479.88583165	1237480.89184631	1099881.20913536	1206843.74714063	1141500.29106095	894365.011011916	1136811.6036928	1050432.58477266
4353504.70384505	3957202.86248904	4155204.34393068	4106585.7980196	4253653.87788726	3753107.70453211	3951686.59452815	4030080.89789883	4010785.68083588	3886467.34032588	3970317.30566973	4081590.88639444
559419.143248363	598292.614731904	582796.283759766	453571.665795701	498784.929360347	595257.599230082	491642.885101788	501972.280644771	486513.085620114	701928.992982435	535029.090208595	696820.075668748
4380260.27624032	5000633.33793013	5702586.08713579	4730337.1975649	4725488.5815481	4365705.173717	5882611.57229759	3675730.59364629	5033984.2892045	4797343.26573955	4400097.60121053	5374961.12384779
7111982.58707364	7050437.65450991	7092165.95038626	6818941.07498158	5890782.96707797	6559144.80637973	6071392.75943952	6359875.62943475	5860583.91089162	5151457.28807946	6267692.99975163	5809055.40829911
2599289.69800418	2458487.83653496	2491395.25207022	2413706.28774736	2667706.50060235	2127868.13351191	2460660.42182803	2442524.09505732	2159572.10761875	2356986.5619216	2215605.0835429	2494026.380175
7727057.52659231	6743396.16513628	6779176.29120055	6581195.23136366	5693036.7548608	7122653.15040448	5785398.93838673	5779603.19734526	6304211.51706489	5517065.11268889	5661700.94590173	5656980.23801366
2394626.01621313	2235097.54367058	2424731.80138094	2390185.67608477	2097365.31283125	2175716.36308174	2158278.88377328	2178452.0604018	2090937.85963452	2042806.74772969	2101303.78106602	2166112.02370082
5457990.72723418	5191862.06321556	5441730.45529744	7348994.69777991	9722943.28022045	5472770.63111847	8437342.33538955	6633765.28877648	7867194.75580368	18186673.1986255	8217057.68776222	8516534.18985704
3116919.95398528	2987672.05340977	2713132.89718606	2362530.46727929	2209019.53720905	2717095.12758632	2522049.73600493	2362789.16335106	2600122.19613573	2048102.38402592	2665386.93395067	2241145.11327961
7523853.79746636	8468370.54921288	8197724.68036518	5381047.6656492	4899430.40805035	6894045.95510508	5001687.82599663	4917476.15442187	6225095.8844131	6007000.16470896	7738078.72183307	6818631.29165625
206114.776523608	199997.526593193	200796.33625897	144737.594061327	138044.267792578	182450.036329688	149782.166260547	153697.674255469	192235.484277251	159430.117729395	182996.57452764	182026.658779459
3565131.23402783	3677800.38934135	3618351.14372544	2890059.72056485	2884023.55771409	3142801.36507537	2802582.49193607	2754130.54631257	2866214.97099609	2722467.20181564	3026455.22517422	3025428.67596618
5440682.87139441	5731271.42895663	6199576.64327119	5458556.23318993	6485843.47351876	4475303.47388975	7491823.69412597	4537867.1976	4520669.14906675	6720219.60596251	5640622.46055	7638575.66917501
5440682.87139441	5731271.42895663	6199576.64327119	5458556.23318993	6485843.47351876	4475303.47388975	7491823.69412597	4537867.1976	4520669.14906675	6720219.60596251	5640622.46055	7638575.66917501
998939.219608305	1044578.37110121	1011492.11079925	995717.723501023	1087225.03061135	928200.570870084	1006540.29910367	927357.153176967	978357.448664073	1859412.67034532	1241881.736584	1244045.8432875
2887779.28317853	2830907.1582829	2585163.06296555	2176594.52398651	2007090.06491608	2505475.45661219	2311538.98907084	2169169.17819227	2391688.00377567	1890936.9230687	2463278.76300965	2082079.13862961
734565.271570502	632901.752423909	685073.310448821	748730.2878	851938.156987503	662298.140650726	1033164.40512646	544529.38922399	848260.359787498	977601.513693754	725063.994806252	909364.054912503
734565.271570502	632901.752423909	685073.310448821	748730.2878	851938.156987503	662298.140650726	1033164.40512646	544529.38922399	848260.359787498	977601.513693754	725063.994806252	909364.054912503
734565.271570502	632901.752423909	685073.310448821	748730.2878	851938.156987503	662298.140650726	1033164.40512646	544529.38922399	848260.359787498	977601.513693754	725063.994806252	909364.054912503
734565.271570502	632901.752423909	685073.310448821	748730.2878	851938.156987503	662298.140650726	1033164.40512646	544529.38922399	848260.359787498	977601.513693754	725063.994806252	909364.054912503
734565.271570502	632901.752423909	685073.310448821	748730.2878	851938.156987503	662298.140650726	1033164.40512646	544529.38922399	848260.359787498	977601.513693754	725063.994806252	909364.054912503
734565.271570502	632901.752423909	685073.310448821	748730.2878	851938.156987503	662298.140650726	1033164.40512646	544529.38922399	848260.359787498	977601.513693754	725063.994806252	909364.054912503
864941.03815206	927179.618879914	926584.930341271	753434.251582036	520927.376939065	651658.310505515	644409.774409028	599664.650913284	684645.193327738	550952.420725784	764095.630082813	602125.86887602
1217567.08547304	1149636.51994836	1140464.88831344	1046358.17707845	1009685.76908179	1080501.42715354	1026769.70421043	981364.402886179	1057544.78965138	1006232.24235059	1054426.57753126	1050360.19790027
4805960.23814366	5109890.82648005	5526902.60455435	4793205.62886493	5655805.12426876	3947377.28830261	6749675.72938607	3923476.0665375	3986372.45165425	5922731.7802125	5023038.247425	6806653.40561251
734565.271570502	632901.752423909	685073.310448821	748730.2878	851938.156987503	662298.140650726	1033164.40512646	544529.38922399	848260.359787498	977601.513693754	725063.994806252	909364.054912503
1782561.77962025	1957617.21445188	2606253.84164985	2181078.20481823	1943809.31130761	2012130.85391733	2407543.75342612	1636500.32369959	2074772.07920361	1960690.29662665	1926075.22725989	1953760.12571058
363927.438941617	369242.434120327	378776.245257312	389807.372283398	426760.546794139	336982.747341803	434802.078098431	371285.899066731	388439.331460806	460143.015808008	418777.172163285	387322.563478125
2018887.78547283	1866395.29406284	1804344.61027459	1872097.02492367	1899898.73025474	1729289.46604854	1793788.99165482	1772755.26274686	1641709.42347069	1775665.04204414	1751642.70557459	1820530.03904063
1919237.32786461	1863637.28500107	1709783.77530735	1539646.34397094	1413304.06600462	1689639.95738878	1428930.21436172	1438736.96101121	1707916.3041613	1348755.37010156	1551405.66930937	1455265.959675
1234863.54273983	1149963.37627323	1182947.58071489	1096352.21293125	1084313.02421468	1049169.98199645	1080286.86828038	1110074.58055313	1066169.04599951	1035431.52780118	1040996.42158359	1059858.73956609
1092779.34349635	1048007.14369627	1059882.76850661	1071964.63060693	1071980.03500744	942967.528583014	1032493.4696372	1030118.35274571	954008.645451859	1022685.36659958	983027.16178154	1016854.40664844
1946219.23278792	1836787.32909748	1851167.69123718	1808578.57088094	2096113.37711015	1573416.23149214	1861059.74409596	1871543.37035419	1620374.77145155	1874945.6207625	1675303.37632969	1953721.60809375
1732575.62936463	1901385.39344707	2550780.64621025	2127507.354225	1861266.88437421	1961240.58826208	2334185.70048342	1581225.71730193	2030766.69403008	1898801.95055976	1873571.74083538	1890733.35452855
1732575.62936463	1901385.39344707	2550780.64621025	2127507.354225	1861266.88437421	1961240.58826208	2334185.70048342	1581225.71730193	2030766.69403008	1898801.95055976	1873571.74083538	1890733.35452855
903614.700156715	883114.832975947	885279.02031364	735113.960831254	763980.076303134	757183.520819453	711244.725120762	776770.821028131	711874.471687503	715948.682831259	711700.527450002	737690.149666125
100613.589810933	108280.13985937	113267.390350076	94052.6301708993	75128.4453691401	89667.0209273403	104555.238046875	81209.7099167307	122751.468984378	100758.497458009	119341.705957034	89680.1240156248
2308389.64391858	2026002.4570856	2119207.58367914	2111228.68539259	1817566.8152168	2169874.76540558	2204960.60851082	1848468.95395078	2353028.61386835	1805977.49025923	2160416.36582579	1903553.69103282
655510.690104091	651403.398641671	604799.077365785	525443.280456452	480808.909930087	575420.697070329	574380.671493766	478584.18812394	628771.146912313	566131.773758216	617280.778692197	611112.107151564
2439693.82056199	1835519.63607238	1948992.06459376	2497088.39633381	2009519.3073476	2021950.78325629	1811996.33283441	2558516.40585239	1961172.51432885	1851174.57594612	2103009.67418441	1888149.432675
598350.986178531	586057.682881517	577439.527282499	549888.192910549	589630.612264754	522076.560165401	566944.23154519	560010.355040039	527522.94421559	540323.312641412	523675.533790801	556799.618564062
329503.161680877	325335.410258218	320500.84730037	270820.300610442	225032.239652341	293280.110442301	241542.236628507	247269.130446676	252650.617415618	210311.988717009	236394.780503317	234186.780042187
1972305.68721922	1783887.18833312	1700472.80632485	1499425.81783242	1495794.07352461	1779961.78927012	1468657.75009221	1476717.5193029	1715901.93989414	1567455.19673249	1555627.39312148	1671843.59909531
1851476.37733001	1723801.32601383	1686431.23012946	1586237.12151065	1528903.82459589	1607307.02573536	1449777.90610585	1655694.99198983	1460176.35577345	1413801.4072355	1538037.59917208	1508070.11169375
849933.493211792	829700.209178085	854410.519118902	876679.046705861	1227113.42119088	918899.48801022	1398919.05244877	935396.204634374	1193735.32278516	1459439.98056172	1081570.99871133	1224337.68213281
849933.493211792	829700.209178085	854410.519118902	876679.046705861	1227113.42119088	918899.48801022	1398919.05244877	935396.204634374	1193735.32278516	1459439.98056172	1081570.99871133	1224337.68213281
849933.493211792	829700.209178085	854410.519118902	876679.046705861	1227113.42119088	918899.48801022	1398919.05244877	935396.204634374	1193735.32278516	1459439.98056172	1081570.99871133	1224337.68213281
849933.493211792	829700.209178085	854410.519118902	876679.046705861	1227113.42119088	918899.48801022	1398919.05244877	935396.204634374	1193735.32278516	1459439.98056172	1081570.99871133	1224337.68213281
1127982.82309317	1092656.64459304	1038737.97059047	1058809.96623573	1098388.86640523	966765.777111635	1025785.08840097	1048164.95547069	967170.240113075	1025974.83232792	1097433.49693182	1111628.50149402
1878668.98145158	1902581.69060589	1863350.40975703	1535549.01671015	1631167.22353323	1870247.79277622	1484624.9304691	1602027.07837733	1719612.82259765	1522979.97846327	1679479.68367265	1646732.281425
1215711.0596427	1144618.88853997	893785.501292593	844738.195253917	1026212.99796213	1108387.76944864	1110679.09582219	937495.728856685	1087802.92993126	896916.011603916	1072241.38032775	969003.223185936
